"FirstTeeLatePar3ScoringAverage_RANKTHISWEEK_2012","FirstTeeLatePar3ScoringAverage_RANKLASTWEEK_2012","FirstTeeLatePar3ScoringAverage_PLAYERNAME_2012","FirstTeeLatePar3ScoringAverage_ROUNDS_2012","FirstTeeLatePar3ScoringAverage_AVG_2012","FirstTeeLatePar3ScoringAverage_TOTALSTROKES_2012","FirstTeeLatePar3ScoringAverage_TOTALHOLES_2012","stat_name","year"
1,1,"Dicky Pride",62,2.87,195,68,"FirstTeeLatePar3ScoringAverage",2012
2,2,"Rory McIlroy",60,2.91,407,140,"FirstTeeLatePar3ScoringAverage",2012
2,2,"Rod Pampling",88,2.91,163,56,"FirstTeeLatePar3ScoringAverage",2012
4,4,"Tom Gillis",75,2.92,263,90,"FirstTeeLatePar3ScoringAverage",2012
5,5,"Chris Kirk",93,2.94,300,102,"FirstTeeLatePar3ScoringAverage",2012
6,6,"Roland Thatcher",55,2.95,130,44,"FirstTeeLatePar3ScoringAverage",2012
7,7,"Kevin Streelman",89,2.96,329,111,"FirstTeeLatePar3ScoringAverage",2012
8,8,"John Mallinger",74,2.97,270,91,"FirstTeeLatePar3ScoringAverage",2012
9,9,"Robert Allenby",76,2.98,170,57,"FirstTeeLatePar3ScoringAverage",2012
9,9,"Scott Dunlap",57,2.98,155,52,"FirstTeeLatePar3ScoringAverage",2012
9,9,"Brian Gay",91,2.98,265,89,"FirstTeeLatePar3ScoringAverage",2012
9,9,"Padraig Harrington",67,2.98,375,126,"FirstTeeLatePar3ScoringAverage",2012
9,9,"Matt Jones",53,2.98,179,60,"FirstTeeLatePar3ScoringAverage",2012
14,14,"Keegan Bradley",90,2.99,518,173,"FirstTeeLatePar3ScoringAverage",2012
14,14,"Colt Knost",79,2.99,263,88,"FirstTeeLatePar3ScoringAverage",2012
16,16,"Charlie Beljan",61,3,216,72,"FirstTeeLatePar3ScoringAverage",2012
16,16,"Kris Blanks",65,3,174,58,"FirstTeeLatePar3ScoringAverage",2012
16,16,"Will Claxton",99,3,369,123,"FirstTeeLatePar3ScoringAverage",2012
16,16,"John Daly",50,3,207,69,"FirstTeeLatePar3ScoringAverage",2012
16,16,"Jason Dufner",83,3,516,172,"FirstTeeLatePar3ScoringAverage",2012
16,16,"Billy Hurley III",70,3,147,49,"FirstTeeLatePar3ScoringAverage",2012
16,16,"Danny Lee",74,3,240,80,"FirstTeeLatePar3ScoringAverage",2012
16,16,"Alexandre Rocha",62,3,96,32,"FirstTeeLatePar3ScoringAverage",2012
24,24,"James Driscoll",83,3.01,316,105,"FirstTeeLatePar3ScoringAverage",2012
24,24,"Matt Every",80,3.01,316,105,"FirstTeeLatePar3ScoringAverage",2012
24,24,"Rickie Fowler",84,3.01,373,124,"FirstTeeLatePar3ScoringAverage",2012
24,24,"Jim Furyk",85,3.01,487,162,"FirstTeeLatePar3ScoringAverage",2012
24,24,"Richard Lee",71,3.01,232,77,"FirstTeeLatePar3ScoringAverage",2012
24,24,"Troy Matteson",100,3.01,355,118,"FirstTeeLatePar3ScoringAverage",2012
24,24,"Adam Scott",59,3.01,313,104,"FirstTeeLatePar3ScoringAverage",2012
24,24,"Webb Simpson",77,3.01,503,167,"FirstTeeLatePar3ScoringAverage",2012
32,32,"Scott Brown",65,3.02,172,57,"FirstTeeLatePar3ScoringAverage",2012
32,32,"Bryce Molder",83,3.02,275,91,"FirstTeeLatePar3ScoringAverage",2012
32,32,"Seung Yul Noh",105,3.02,378,125,"FirstTeeLatePar3ScoringAverage",2012
32,32,"John Rollins",81,3.02,332,110,"FirstTeeLatePar3ScoringAverage",2012
32,32,"Heath Slocum",93,3.02,269,89,"FirstTeeLatePar3ScoringAverage",2012
32,32,"Steve Wheatcroft",56,3.02,157,52,"FirstTeeLatePar3ScoringAverage",2012
38,38,"Jason Day",57,3.03,224,74,"FirstTeeLatePar3ScoringAverage",2012
38,38,"Harrison Frazar",56,3.03,179,59,"FirstTeeLatePar3ScoringAverage",2012
38,38,"Tim Herron",88,3.03,282,93,"FirstTeeLatePar3ScoringAverage",2012
38,38,"Matt Kuchar",86,3.03,512,169,"FirstTeeLatePar3ScoringAverage",2012
38,38,"Phil Mickelson",79,3.03,512,169,"FirstTeeLatePar3ScoringAverage",2012
38,38,"Chris Stroud",86,3.03,327,108,"FirstTeeLatePar3ScoringAverage",2012
38,38,"Camilo Villegas",79,3.03,357,118,"FirstTeeLatePar3ScoringAverage",2012
45,45,"Brendon de Jonge",115,3.04,487,160,"FirstTeeLatePar3ScoringAverage",2012
