"GIRPercentage200yards_RANKTHISWEEK_2005","GIRPercentage200yards_RANKLASTWEEK_2005","GIRPercentage200yards_PLAYERNAME_2005","GIRPercentage200yards_ROUNDS_2005","GIRPercentage200yards_Pct_2005","GIRPercentage200yards_GREENSHIT_2005","GIRPercentage200yards_TOTALHOLES_2005","GIRPercentage200yards_RELATIVETOPAR_2005","stat_name","year"
1,1,"Kenny Perry",82,62.5,75,120,-0.11,"GIRPercentage200yards",2005
2,2,"Chris Smith",93,56.71,93,164,-0.02,"GIRPercentage200yards",2005
3,3,"Fred Couples",72,56.31,58,103,-0.03,"GIRPercentage200yards",2005
4,4,"Luke Donald",67,55.65,64,115,-0.09,"GIRPercentage200yards",2005
5,5,"Jeff Brehaut",71,55.2,69,125,0.01,"GIRPercentage200yards",2005
6,6,"Charles Warren",89,54.43,86,158,-0.02,"GIRPercentage200yards",2005
7,7,"Bo Van Pelt",112,53.65,103,192,0,"GIRPercentage200yards",2005
8,8,"Dan Forsman",52,53.61,52,97,-0.04,"GIRPercentage200yards",2005
9,9,"Retief Goosen",71,53.4,55,103,-0.16,"GIRPercentage200yards",2005
10,10,"Tommy Armour III",103,52.91,100,189,-0.1,"GIRPercentage200yards",2005
11,11,"Sergio Garcia",73,52.78,57,108,-0.02,"GIRPercentage200yards",2005
12,12,"Robert Allenby",95,52.74,77,146,-0.13,"GIRPercentage200yards",2005
13,13,"Lucas Glover",88,52.7,78,148,-0.1,"GIRPercentage200yards",2005
14,14,"John Senden",101,52.66,99,188,-0.09,"GIRPercentage200yards",2005
15,15,"Joe Durant",81,52.48,74,141,-0.04,"GIRPercentage200yards",2005
16,16,"Dennis Paulson",63,52.25,58,111,-0.14,"GIRPercentage200yards",2005
17,17,"Chad Campbell",95,52.22,94,180,-0.24,"GIRPercentage200yards",2005
18,18,"DJ Trahan",81,52.17,72,138,-0.06,"GIRPercentage200yards",2005
19,19,"Stewart Cink",98,52.15,85,163,-0.14,"GIRPercentage200yards",2005
20,20,"Roland Thatcher",75,52.14,61,117,0.02,"GIRPercentage200yards",2005
21,21,"Tiger Woods",76,52,65,125,-0.09,"GIRPercentage200yards",2005
22,22,"Vijay Singh",111,51.7,91,176,-0.1,"GIRPercentage200yards",2005
23,23,"Lee Westwood",50,51.52,34,66,0.03,"GIRPercentage200yards",2005
24,24,"Heath Slocum",103,51.5,103,200,-0.11,"GIRPercentage200yards",2005
25,25,"Davis Love III",80,50.81,63,124,-0.06,"GIRPercentage200yards",2005
26,26,"Jonathan Kaye",77,50.79,64,126,-0.06,"GIRPercentage200yards",2005
27,27,"Darron Stiles",78,50.68,74,146,-0.01,"GIRPercentage200yards",2005
28,28,"Adam Scott",72,50.42,60,119,-0.03,"GIRPercentage200yards",2005
29,29,"Brandt Jobe",96,50.31,80,159,-0.05,"GIRPercentage200yards",2005
30,30,"Bart Bryant",91,50.27,92,183,-0.11,"GIRPercentage200yards",2005
31,31,"Rocco Mediate",73,50,68,136,0.09,"GIRPercentage200yards",2005
32,32,"Joey Sindelar",104,49.78,112,225,-0.12,"GIRPercentage200yards",2005
33,33,"Justin Rose",99,49.73,91,183,-0.01,"GIRPercentage200yards",2005
34,34,"Jim Furyk",94,49.71,86,173,-0.19,"GIRPercentage200yards",2005
34,34,"DA Points",94,49.71,87,175,-0.06,"GIRPercentage200yards",2005
36,36,"Bradley Hughes",52,49.5,50,101,0,"GIRPercentage200yards",2005
37,37,"Ted Purdy",122,49.25,99,201,-0.02,"GIRPercentage200yards",2005
38,38,"Zach Johnson",96,48.8,81,166,-0.11,"GIRPercentage200yards",2005
39,39,"Harrison Frazar",105,48.7,75,154,-0.11,"GIRPercentage200yards",2005
40,40,"Brian Davis",75,48.63,71,146,0,"GIRPercentage200yards",2005
41,41,"Scott Hend",75,48.41,61,126,-0.1,"GIRPercentage200yards",2005
42,42,"John Daly",78,48.21,54,112,-0.19,"GIRPercentage200yards",2005
43,43,"Sean OHair",103,48.07,87,181,-0.02,"GIRPercentage200yards",2005
44,44,"David Hearn",68,48.04,49,102,-0.1,"GIRPercentage200yards",2005
45,45,"Brian Bateman",98,48.02,85,177,-0.11,"GIRPercentage200yards",2005
45,45,"Brett Quigley",96,48.02,85,177,-0.04,"GIRPercentage200yards",2005
47,47,"Omar Uresti",84,47.9,80,167,0.01,"GIRPercentage200yards",2005
48,48,"Mark Calcavecchia",92,47.8,76,159,0,"GIRPercentage200yards",2005
49,49,"Tjaart van der Walt",56,47.79,54,113,-0.07,"GIRPercentage200yards",2005
50,50,"Scott Gutschewski",86,47.66,61,128,-0.1,"GIRPercentage200yards",2005
51,51,"Stuart Appleby",84,47.48,66,139,-0.06,"GIRPercentage200yards",2005
52,52,"Brett Wetterich",76,47.32,53,112,-0.23,"GIRPercentage200yards",2005
53,53,"Neal Lancaster",95,47.27,78,165,-0.1,"GIRPercentage200yards",2005
54,54,"Carlos Franco",78,47.26,69,146,-0.03,"GIRPercentage200yards",2005
55,55,"Doug Barron",70,47.14,66,140,-0.11,"GIRPercentage200yards",2005
56,56,"Greg Owen",84,47.13,74,157,-0.07,"GIRPercentage200yards",2005
57,57,"Jerry Kelly",101,46.86,82,175,-0.04,"GIRPercentage200yards",2005
58,58,"Woody Austin",100,46.73,93,199,-0.11,"GIRPercentage200yards",2005
59,59,"Billy Mayfair",114,46.61,103,221,0,"GIRPercentage200yards",2005
60,60,"Danny Briggs",70,46.5,73,157,-0.03,"GIRPercentage200yards",2005
61,61,"Bernhard Langer",67,46.49,53,114,-0.09,"GIRPercentage200yards",2005
62,62,"JL Lewis",98,46.45,85,183,-0.07,"GIRPercentage200yards",2005
62,62,"Joey Snyder III",102,46.45,85,183,-0.09,"GIRPercentage200yards",2005
64,64,"Marco Dawson",82,46.25,74,160,-0.09,"GIRPercentage200yards",2005
65,65,"Steve Jones",56,46.23,49,106,-0.12,"GIRPercentage200yards",2005
66,66,"Jason Bohn",91,46.15,78,169,-0.04,"GIRPercentage200yards",2005
66,66,"Steve Elkington",67,46.15,54,117,-0.04,"GIRPercentage200yards",2005
68,68,"Alex Cejka",84,45.91,73,159,-0.01,"GIRPercentage200yards",2005
69,69,"Jonathan Byrd",103,45.9,84,183,-0.04,"GIRPercentage200yards",2005
70,70,"Briny Baird",98,45.88,78,170,-0.09,"GIRPercentage200yards",2005
71,71,"Peter Lonard",85,45.86,72,157,-0.17,"GIRPercentage200yards",2005
72,72,"Will Ma Kenzie",75,45.8,60,131,-0.03,"GIRPercentage200yards",2005
73,73,"Ryan Palmer",101,45.78,76,166,-0.16,"GIRPercentage200yards",2005
74,74,"Mike Weir",71,45.69,53,116,-0.04,"GIRPercentage200yards",2005
75,75,"Kirk Triplett",55,45.61,52,114,-0.06,"GIRPercentage200yards",2005
76,76,"Jeff Maggert",79,45.52,61,134,-0.05,"GIRPercentage200yards",2005
