"BestSubParRoundsStreak_RANKTHISWEEK_2012","BestSubParRoundsStreak_RANKLASTWEEK_2012","BestSubParRoundsStreak_PLAYERNAME_2012","BestSubParRoundsStreak__2012","BestSubParRoundsStreak_CAREERBESTSTREAK_2012","BestSubParRoundsStreak_BESTYTDSTREAK_2012","BestSubParRoundsStreak_CURRENTSTREAK_2012","stat_name","year"
127,127,"Brad Faxon",NA,12,NA,NA,"BestSubParRoundsStreak",2012
127,127,"Todd Fischer",NA,12,NA,NA,"BestSubParRoundsStreak",2012
127,127,"Robert Gamez",NA,12,3,NA,"BestSubParRoundsStreak",2012
127,127,"Paul Goydos",NA,12,5,NA,"BestSubParRoundsStreak",2012
127,127,"Nathan Green",NA,12,4,NA,"BestSubParRoundsStreak",2012
127,127,"Mathias Gronberg",NA,12,3,NA,"BestSubParRoundsStreak",2012
127,127,"Jay Haas",NA,12,NA,NA,"BestSubParRoundsStreak",2012
127,127,"Mike Heinen",NA,12,NA,NA,"BestSubParRoundsStreak",2012
127,127,"Richard Johnson",NA,12,2,NA,"BestSubParRoundsStreak",2012
127,127,"Jonathan Kaye",NA,12,NA,NA,"BestSubParRoundsStreak",2012
127,127,"Skip Kendall",NA,12,4,NA,"BestSubParRoundsStreak",2012
127,127,"Gary Koch",NA,12,NA,NA,"BestSubParRoundsStreak",2012
127,127,"Greg Kraft",NA,12,NA,NA,"BestSubParRoundsStreak",2012
127,127,"Bill Lunde",NA,12,7,NA,"BestSubParRoundsStreak",2012
127,127,"Jim McGovern",NA,12,NA,NA,"BestSubParRoundsStreak",2012
127,127,"Larry Mize",NA,12,NA,NA,"BestSubParRoundsStreak",2012
127,127,"Gil Morgan",NA,12,NA,NA,"BestSubParRoundsStreak",2012
127,127,"Frank Nobilo",NA,12,NA,NA,"BestSubParRoundsStreak",2012
127,127,"Jose Maria Olazabal",NA,12,1,NA,"BestSubParRoundsStreak",2012
127,127,"Don Pooley",NA,12,NA,NA,"BestSubParRoundsStreak",2012
127,127,"Gene Sauers",NA,12,3,NA,"BestSubParRoundsStreak",2012
127,127,"John Senden",NA,12,6,NA,"BestSubParRoundsStreak",2012
127,127,"Paul Stankowski",NA,12,2,NA,"BestSubParRoundsStreak",2012
127,127,"Kevin Sutherland",NA,12,2,NA,"BestSubParRoundsStreak",2012
127,127,"Hal Sutton",NA,12,NA,NA,"BestSubParRoundsStreak",2012
127,127,"Jhonattan Vegas",NA,12,3,NA,"BestSubParRoundsStreak",2012
127,127,"Jay Williamson",NA,12,NA,NA,"BestSubParRoundsStreak",2012
127,127,"Willie Wood",NA,12,2,NA,"BestSubParRoundsStreak",2012
127,127,"Fuzzy Zoeller",NA,12,NA,NA,"BestSubParRoundsStreak",2012
167,167,"Craig Barlow",NA,11,1,NA,"BestSubParRoundsStreak",2012
167,167,"Chip Beck",NA,11,NA,NA,"BestSubParRoundsStreak",2012
167,167,"Olin Browne",NA,11,NA,NA,"BestSubParRoundsStreak",2012
167,167,"George Burns",NA,11,NA,NA,"BestSubParRoundsStreak",2012
167,167,"Bob Burns",NA,11,NA,NA,"BestSubParRoundsStreak",2012
167,167,"Tom Byrum",NA,11,1,NA,"BestSubParRoundsStreak",2012
167,167,"Jim Carter",NA,11,1,NA,"BestSubParRoundsStreak",2012
167,167,"Brandel Chamblee",NA,11,NA,NA,"BestSubParRoundsStreak",2012
167,167,"KJ Choi",NA,11,3,NA,"BestSubParRoundsStreak",2012
167,167,"Michael Clark II",NA,11,NA,NA,"BestSubParRoundsStreak",2012
167,167,"John Daly",NA,11,3,NA,"BestSubParRoundsStreak",2012
167,167,"Bubba Dickerson",NA,11,NA,NA,"BestSubParRoundsStreak",2012
167,167,"Keith Fergus",NA,11,1,NA,"BestSubParRoundsStreak",2012
167,167,"Bruce Fleisher",NA,11,NA,NA,"BestSubParRoundsStreak",2012
167,167,"Raymond Floyd",NA,11,NA,NA,"BestSubParRoundsStreak",2012
167,167,"Sergio Garcia",NA,11,7,NA,"BestSubParRoundsStreak",2012
167,167,"Jason Gore",NA,11,4,NA,"BestSubParRoundsStreak",2012
167,167,"Todd Hamilton",NA,11,2,NA,"BestSubParRoundsStreak",2012
167,167,"JP Hayes",NA,11,NA,NA,"BestSubParRoundsStreak",2012
167,167,"JJ Henry",NA,11,5,NA,"BestSubParRoundsStreak",2012
167,167,"Zach Johnson",NA,11,5,NA,"BestSubParRoundsStreak",2012
167,167,"Dustin Johnson",NA,11,11,NA,"BestSubParRoundsStreak",2012
167,167,"Ian Leggatt",NA,11,NA,NA,"BestSubParRoundsStreak",2012
167,167,"Michael Letzig",NA,11,NA,NA,"BestSubParRoundsStreak",2012
167,167,"Bruce Lietzke",NA,11,NA,NA,"BestSubParRoundsStreak",2012
167,167,"John Mahaffey",NA,11,NA,NA,"BestSubParRoundsStreak",2012
167,167,"Steve Marino",NA,11,7,NA,"BestSubParRoundsStreak",2012
167,167,"Billy Mayfair",NA,11,4,NA,"BestSubParRoundsStreak",2012
167,167,"Rory McIlroy",NA,11,11,NA,"BestSubParRoundsStreak",2012
167,167,"George McNeill",NA,11,7,NA,"BestSubParRoundsStreak",2012
167,167,"Shaun Micheel",NA,11,2,NA,"BestSubParRoundsStreak",2012
167,167,"Nick OHern",NA,11,5,NA,"BestSubParRoundsStreak",2012
167,167,"Geoff Ogilvy",NA,11,6,NA,"BestSubParRoundsStreak",2012
167,167,"David Ogrin",NA,11,NA,NA,"BestSubParRoundsStreak",2012
167,167,"Rod Pampling",NA,11,4,NA,"BestSubParRoundsStreak",2012
167,167,"Carl Pettersson",NA,11,11,NA,"BestSubParRoundsStreak",2012
167,167,"Nick Price",NA,11,1,NA,"BestSubParRoundsStreak",2012
167,167,"Aron Price",NA,11,NA,NA,"BestSubParRoundsStreak",2012
167,167,"Dicky Pride",NA,11,6,NA,"BestSubParRoundsStreak",2012
167,167,"Tom Purtzer",NA,11,NA,NA,"BestSubParRoundsStreak",2012
167,167,"Lee Rinker",NA,11,NA,NA,"BestSubParRoundsStreak",2012
167,167,"Clarence Rose",NA,11,NA,NA,"BestSubParRoundsStreak",2012
167,167,"Rory Sabbatini",NA,11,7,NA,"BestSubParRoundsStreak",2012
167,167,"Wes Short Jr",NA,11,NA,NA,"BestSubParRoundsStreak",2012
167,167,"Tim Simpson",NA,11,NA,NA,"BestSubParRoundsStreak",2012
167,167,"Steve Stricker",NA,11,10,NA,"BestSubParRoundsStreak",2012
167,167,"Chris Stroud",NA,11,6,NA,"BestSubParRoundsStreak",2012
167,167,"Jim Thorpe",NA,11,NA,NA,"BestSubParRoundsStreak",2012
167,167,"Chris Tidland",NA,11,NA,NA,"BestSubParRoundsStreak",2012
167,167,"Nick Watney",NA,11,5,NA,"BestSubParRoundsStreak",2012
167,167,"Boo Weekley",NA,11,5,NA,"BestSubParRoundsStreak",2012
167,167,"Richard Zokol",NA,11,NA,NA,"BestSubParRoundsStreak",2012
219,219,"Michael Allen",NA,10,1,NA,"BestSubParRoundsStreak",2012
219,219,"Arjun Atwal",NA,10,4,NA,"BestSubParRoundsStreak",2012
219,219,"Phil Blackmar",NA,10,NA,NA,"BestSubParRoundsStreak",2012
219,219,"Mark Carnevale",NA,10,NA,NA,"BestSubParRoundsStreak",2012
219,219,"Lennie Clements",NA,10,NA,NA,"BestSubParRoundsStreak",2012
219,219,"Chad Collins",NA,10,2,NA,"BestSubParRoundsStreak",2012
219,219,"Trevor Dodds",NA,10,NA,NA,"BestSubParRoundsStreak",2012
219,219,"Ken Duke",NA,10,5,NA,"BestSubParRoundsStreak",2012
219,219,"Ernie Els",NA,10,7,NA,"BestSubParRoundsStreak",2012
219,219,"Bob Gilder",NA,10,NA,NA,"BestSubParRoundsStreak",2012
219,219,"Bill Glasson",NA,10,NA,NA,"BestSubParRoundsStreak",2012
219,219,"Lucas Glover",NA,10,2,NA,"BestSubParRoundsStreak",2012
219,219,"David Gossett",NA,10,NA,NA,"BestSubParRoundsStreak",2012
219,219,"Hubert Green",NA,10,NA,NA,"BestSubParRoundsStreak",2012
219,219,"Scott Gump",NA,10,NA,NA,"BestSubParRoundsStreak",2012
219,219,"Dudley Hart",NA,10,1,NA,"BestSubParRoundsStreak",2012
219,219,"Nolan Henke",NA,10,NA,NA,"BestSubParRoundsStreak",2012
219,219,"Charley Hoffman",NA,10,5,NA,"BestSubParRoundsStreak",2012
219,219,"JB Holmes",NA,10,7,NA,"BestSubParRoundsStreak",2012
219,219,"Mike Hulbert",NA,10,NA,NA,"BestSubParRoundsStreak",2012
219,219,"Steve Jones",NA,10,1,NA,"BestSubParRoundsStreak",2012
219,219,"Matt Jones",NA,10,3,NA,"BestSubParRoundsStreak",2012
219,219,"Kenny Knox",NA,10,NA,NA,"BestSubParRoundsStreak",2012
219,219,"Steve Lowery",NA,10,2,NA,"BestSubParRoundsStreak",2012
219,219,"Mark Lye",NA,10,NA,NA,"BestSubParRoundsStreak",2012
219,219,"Len Mattiace",NA,10,4,NA,"BestSubParRoundsStreak",2012
219,219,"Kevin Na",NA,10,7,NA,"BestSubParRoundsStreak",2012
219,219,"Larry Nelson",NA,10,NA,NA,"BestSubParRoundsStreak",2012
219,219,"James Nitties",NA,10,NA,NA,"BestSubParRoundsStreak",2012
219,219,"Greg Norman",NA,10,1,NA,"BestSubParRoundsStreak",2012
219,219,"Pat Perez",NA,10,4,NA,"BestSubParRoundsStreak",2012
219,219,"Craig Perks",NA,10,NA,NA,"BestSubParRoundsStreak",2012
219,219,"Tom Pernice Jr",NA,10,3,NA,"BestSubParRoundsStreak",2012
219,219,"Chris Perry",NA,10,NA,NA,"BestSubParRoundsStreak",2012
219,219,"Brett Quigley",NA,10,4,NA,"BestSubParRoundsStreak",2012
219,219,"Jeff Quinney",NA,10,2,NA,"BestSubParRoundsStreak",2012
219,219,"Justin Rose",NA,10,8,NA,"BestSubParRoundsStreak",2012
219,219,"Heath Slocum",NA,10,7,NA,"BestSubParRoundsStreak",2012
219,219,"Mike Smith",NA,10,NA,NA,"BestSubParRoundsStreak",2012
219,219,"JC Snead",NA,10,NA,NA,"BestSubParRoundsStreak",2012
219,219,"Kevin Stadler",NA,10,5,NA,"BestSubParRoundsStreak",2012
219,219,"Kevin Streelman",NA,10,6,NA,"BestSubParRoundsStreak",2012
219,219,"Phil Tataurangi",NA,10,NA,NA,"BestSubParRoundsStreak",2012
219,219,"Josh Teater",NA,10,8,NA,"BestSubParRoundsStreak",2012
219,219,"Doug Tewell",NA,10,NA,NA,"BestSubParRoundsStreak",2012
219,219,"Roland Thatcher",NA,10,5,NA,"BestSubParRoundsStreak",2012
219,219,"Howard Twitty",NA,10,NA,NA,"BestSubParRoundsStreak",2012
219,219,"Bobby Wadkins",NA,10,NA,NA,"BestSubParRoundsStreak",2012
219,219,"Lanny Wadkins",NA,10,NA,NA,"BestSubParRoundsStreak",2012
219,219,"Mark Wiebe",NA,10,NA,NA,"BestSubParRoundsStreak",2012
269,269,"John Adams",NA,9,NA,NA,"BestSubParRoundsStreak",2012
269,269,"Blake Adams",NA,9,9,NA,"BestSubParRoundsStreak",2012
269,269,"Steve Allan",NA,9,NA,NA,"BestSubParRoundsStreak",2012
269,269,"Tommy Armour III",NA,9,NA,NA,"BestSubParRoundsStreak",2012
269,269,"Doug Barron",NA,9,NA,NA,"BestSubParRoundsStreak",2012
269,269,"Andy Bean",NA,9,NA,NA,"BestSubParRoundsStreak",2012
269,269,"Notah Begay III",NA,9,1,NA,"BestSubParRoundsStreak",2012
269,269,"Jonas Blixt",NA,9,9,NA,"BestSubParRoundsStreak",2012
269,269,"Guy Boros",NA,9,3,NA,"BestSubParRoundsStreak",2012
269,269,"Bill Britton",NA,9,NA,NA,"BestSubParRoundsStreak",2012
269,269,"Angel Cabrera",NA,9,6,NA,"BestSubParRoundsStreak",2012
269,269,"Bud Cauley",NA,9,6,NA,"BestSubParRoundsStreak",2012
269,269,"Alex Cejka",NA,9,5,NA,"BestSubParRoundsStreak",2012
269,269,"Chris Couch",NA,9,9,NA,"BestSubParRoundsStreak",2012
269,269,"Robert Damron",NA,9,2,NA,"BestSubParRoundsStreak",2012
269,269,"Jason Dufner",NA,9,9,NA,"BestSubParRoundsStreak",2012
269,269,"Robin Freeman",NA,9,NA,NA,"BestSubParRoundsStreak",2012
269,269,"Jim Gallagher Jr",NA,9,NA,NA,"BestSubParRoundsStreak",2012
269,269,"Kelly Gibson",NA,9,NA,NA,"BestSubParRoundsStreak",2012
269,269,"Matt Gogel",NA,9,NA,NA,"BestSubParRoundsStreak",2012
269,269,"Gary Hallberg",NA,9,NA,NA,"BestSubParRoundsStreak",2012
269,269,"Padraig Harrington",NA,9,5,NA,"BestSubParRoundsStreak",2012
269,269,"Morris Hatalsky",NA,9,NA,NA,"BestSubParRoundsStreak",2012
269,269,"Mark Hayes",NA,9,NA,NA,"BestSubParRoundsStreak",2012
269,269,"Brian Henninger",NA,9,NA,NA,"BestSubParRoundsStreak",2012
269,269,"Ryuji Imada",NA,9,5,NA,"BestSubParRoundsStreak",2012
269,269,"Trevor Immelman",NA,9,9,NA,"BestSubParRoundsStreak",2012
269,269,"Hale Irwin",NA,9,NA,NA,"BestSubParRoundsStreak",2012
269,269,"Brandt Jobe",NA,9,3,NA,"BestSubParRoundsStreak",2012
269,269,"Brendan Jones",NA,9,1,NA,"BestSubParRoundsStreak",2012
269,269,"Jeff Klauk",NA,9,NA,NA,"BestSubParRoundsStreak",2012
269,269,"Hank Kuehne",NA,9,3,NA,"BestSubParRoundsStreak",2012
269,269,"Martin Laird",NA,9,8,NA,"BestSubParRoundsStreak",2012
269,269,"JL Lewis",NA,9,NA,NA,"BestSubParRoundsStreak",2012
269,269,"Bob Lohr",NA,9,NA,NA,"BestSubParRoundsStreak",2012
269,269,"Sandy Lyle",NA,9,NA,NA,"BestSubParRoundsStreak",2012
269,269,"David Mathis",NA,9,9,NA,"BestSubParRoundsStreak",2012
269,269,"Spike McRoy",NA,9,NA,NA,"BestSubParRoundsStreak",2012
269,269,"Arron Oberholser",NA,9,2,NA,"BestSubParRoundsStreak",2012
269,269,"Jeff Overton",NA,9,9,NA,"BestSubParRoundsStreak",2012
269,269,"Greg Owen",NA,9,5,NA,"BestSubParRoundsStreak",2012
269,269,"Ryan Palmer",NA,9,4,NA,"BestSubParRoundsStreak",2012
269,269,"Dennis Paulson",NA,9,NA,NA,"BestSubParRoundsStreak",2012
269,269,"John Riegger",NA,9,NA,NA,"BestSubParRoundsStreak",2012
269,269,"John Rollins",NA,9,8,NA,"BestSubParRoundsStreak",2012
269,269,"Ted Schulz",NA,9,NA,NA,"BestSubParRoundsStreak",2012
269,269,"Adam Scott",NA,9,9,NA,"BestSubParRoundsStreak",2012
269,269,"Patrick Sheehan",NA,9,3,NA,"BestSubParRoundsStreak",2012
269,269,"Mike Springer",NA,9,NA,NA,"BestSubParRoundsStreak",2012
269,269,"Ron Streck",NA,9,NA,NA,"BestSubParRoundsStreak",2012
269,269,"DJ Trahan",NA,9,6,NA,"BestSubParRoundsStreak",2012
269,269,"Omar Uresti",NA,9,2,NA,"BestSubParRoundsStreak",2012
269,269,"Stan Utley",NA,9,NA,NA,"BestSubParRoundsStreak",2012
269,269,"Jimmy Walker",NA,9,6,NA,"BestSubParRoundsStreak",2012
269,269,"Charles Warren",NA,9,NA,NA,"BestSubParRoundsStreak",2012
269,269,"Tom Watson",NA,9,1,NA,"BestSubParRoundsStreak",2012
269,269,"Brett Wetterich",NA,9,1,NA,"BestSubParRoundsStreak",2012
269,269,"Charlie Wi",NA,9,5,NA,"BestSubParRoundsStreak",2012
269,269,"Dean Wilson",NA,9,1,NA,"BestSubParRoundsStreak",2012
328,328,"Brad Adamonis",NA,8,NA,NA,"BestSubParRoundsStreak",2012
328,328,"Fulton Allem",NA,8,NA,NA,"BestSubParRoundsStreak",2012
328,328,"Ian Baker Finch",NA,8,NA,NA,"BestSubParRoundsStreak",2012
328,328,"Rich Beem",NA,8,2,NA,"BestSubParRoundsStreak",2012
328,328,"Matt Bettencourt",NA,8,3,NA,"BestSubParRoundsStreak",2012
328,328,"Michael Bradley",NA,8,3,NA,"BestSubParRoundsStreak",2012
328,328,"Ken Brown",NA,8,NA,NA,"BestSubParRoundsStreak",2012
328,328,"Curt Byrum",NA,8,NA,NA,"BestSubParRoundsStreak",2012
328,328,"Michael Campbell",NA,8,NA,NA,"BestSubParRoundsStreak",2012
