"DrivingDistance_RANKTHISWEEK_2016","DrivingDistance_RANKLASTWEEK_2016","DrivingDistance_PLAYERNAME_2016","DrivingDistance_ROUNDS_2016","DrivingDistance_AVG_2016","DrivingDistance_TOTALDISTANCE_2016","DrivingDistance_TOTALDRIVES_2016","stat_name","year"
34,32,"Graham DeLaet",50,297.7,29170,98,"DrivingDistance",2016
35,38,"Keegan Bradley",40,297.5,21419,72,"DrivingDistance",2016
36,37,"Lucas Glover",53,297.4,31525,106,"DrivingDistance",2016
36,40,"Smylie Kaufman",57,297.4,32122,108,"DrivingDistance",2016
38,31,"Martin Laird",46,297.2,27343,92,"DrivingDistance",2016
39,44,"Carlos Ortiz",47,296.6,25507,86,"DrivingDistance",2016
40,43,"Louis Oosthuizen",25,296.4,8299,28,"DrivingDistance",2016
41,45,"Russell Henley",42,296.1,24871,84,"DrivingDistance",2016
41,38,"Matt Jones",45,296.1,19841,67,"DrivingDistance",2016
43,41,"Scott Pinckney",53,296,29005,98,"DrivingDistance",2016
44,32,"Byeong Hun An",23,295.8,8875,30,"DrivingDistance",2016
45,46,"Harris English",51,295.7,25136,85,"DrivingDistance",2016
45,41,"Phil Mickelson",37,295.7,20108,68,"DrivingDistance",2016
47,49,"Angel Cabrera",42,295.4,24817,84,"DrivingDistance",2016
48,47,"Nick Taylor",57,294.8,31248,106,"DrivingDistance",2016
49,51,"Charley Hoffman",49,294.5,27096,92,"DrivingDistance",2016
50,53,"Derek Ernst",36,294.3,21189,72,"DrivingDistance",2016
50,48,"Chesson Hadley",51,294.3,27369,93,"DrivingDistance",2016
52,53,"Scott Stallings",46,293.8,27031,92,"DrivingDistance",2016
52,51,"Will Wilcox",47,293.8,27619,94,"DrivingDistance",2016
54,50,"Kevin Chappell",49,293.7,26431,90,"DrivingDistance",2016
55,55,"Seung Yul Noh",54,293.6,31713,108,"DrivingDistance",2016
55,55,"Charl Schwartzel",29,293.6,12919,44,"DrivingDistance",2016
57,60,"Stewart Cink",45,293,24026,82,"DrivingDistance",2016
58,57,"Brett Stegmaier",57,292.8,33085,113,"DrivingDistance",2016
59,61,"Hideki Matsuyama",40,292.6,18141,62,"DrivingDistance",2016
59,61,"Patrick Reed",53,292.6,23992,82,"DrivingDistance",2016
61,58,"Paul Casey",39,292.5,16382,56,"DrivingDistance",2016
62,63,"James Hahn",45,292.4,23389,80,"DrivingDistance",2016
63,67,"Jordan Spieth",34,292.3,15202,52,"DrivingDistance",2016
64,70,"Rhein Gibson",36,292.2,21035,72,"DrivingDistance",2016
65,70,"Robert Streb",51,292,23067,79,"DrivingDistance",2016
66,75,"Branden Grace",31,291.9,11674,40,"DrivingDistance",2016
67,70,"Si Woo Kim",63,291.6,36452,125,"DrivingDistance",2016
68,58,"Ernie Els",34,291.5,17487,60,"DrivingDistance",2016
68,80,"Billy Horschel",45,291.5,24484,84,"DrivingDistance",2016
68,66,"Michael Thompson",46,291.5,26527,91,"DrivingDistance",2016
71,73,"Bronson Burgoon",53,291.4,30594,105,"DrivingDistance",2016
71,67,"Shawn Stefani",45,291.4,26224,90,"DrivingDistance",2016
73,75,"Henrik Stenson",30,291.3,12817,44,"DrivingDistance",2016
74,67,"Morgan Hoffmann",43,291.2,22710,78,"DrivingDistance",2016
74,63,"Shane Lowry",35,291.2,16306,56,"DrivingDistance",2016
74,82,"Wes Roach",33,291.2,19222,66,"DrivingDistance",2016
77,75,"Sam Saunders",40,291,23279,80,"DrivingDistance",2016
78,63,"Emiliano Grillo",47,290.9,23269,80,"DrivingDistance",2016
78,78,"Hunter Mahan",43,290.9,22687,78,"DrivingDistance",2016
80,79,"Scott Brown",59,290.7,31978,110,"DrivingDistance",2016
81,81,"Andres Gonzales",46,290.6,26731,92,"DrivingDistance",2016
82,74,"Davis Love III",40,290.5,23238,80,"DrivingDistance",2016
82,86,"Brandt Snedeker",47,290.5,24984,86,"DrivingDistance",2016
84,87,"Jason Dufner",53,290.3,26703,92,"DrivingDistance",2016
85,84,"Boo Weekley",53,290.2,30759,106,"DrivingDistance",2016
86,83,"Jonas Blixt",46,290,26676,92,"DrivingDistance",2016
87,84,"Jim Herman",55,289.9,29567,102,"DrivingDistance",2016
87,91,"Cameron Percy",22,289.9,12754,44,"DrivingDistance",2016
89,93,"Aaron Baddeley",51,289.8,29561,102,"DrivingDistance",2016
90,90,"Fabian Gomez",49,289.7,26656,92,"DrivingDistance",2016
91,87,"Ricky Barnes",57,289.6,33015,114,"DrivingDistance",2016
91,95,"Andres Romero",22,289.6,12742,44,"DrivingDistance",2016
93,95,"Tom Hoge",47,289.5,27210,94,"DrivingDistance",2016
93,98,"Pat Perez",28,289.5,13897,48,"DrivingDistance",2016
95,99,"Luke Guthrie",31,289.4,17945,62,"DrivingDistance",2016
95,89,"Anirban Lahiri",44,289.4,19103,66,"DrivingDistance",2016
95,99,"Andrew Landry",24,289.4,13893,48,"DrivingDistance",2016
95,91,"John Senden",48,289.4,25181,87,"DrivingDistance",2016
99,104,"Rory Sabbatini",40,288.7,20786,72,"DrivingDistance",2016
99,94,"Webb Simpson",34,288.7,19631,68,"DrivingDistance",2016
101,107,"DJ Trahan",23,288.6,13276,46,"DrivingDistance",2016
102,101,"Sung Kang",51,288.5,29431,102,"DrivingDistance",2016
103,95,"Geoff Ogilvy",37,288.4,21340,74,"DrivingDistance",2016
104,103,"Thomas Aiken",42,288.1,21896,76,"DrivingDistance",2016
105,111,"Tyrone Van Aswegen",67,288,38016,132,"DrivingDistance",2016
106,104,"Adam Hadwin",53,287.9,30234,105,"DrivingDistance",2016
106,114,"Francesco Molinari",36,287.9,20727,72,"DrivingDistance",2016
108,119,"Miguel Angel Carballo",24,287.8,13815,48,"DrivingDistance",2016
108,107,"Brian Harman",60,287.8,31950,111,"DrivingDistance",2016
108,101,"Patton Kizzire",57,287.8,30511,106,"DrivingDistance",2016
108,110,"Daniel Summerhays",55,287.8,27055,94,"DrivingDistance",2016
108,107,"Dawie van der Walt",48,287.8,27632,96,"DrivingDistance",2016
113,115,"Steven Bowditch",40,287.5,18397,64,"DrivingDistance",2016
113,104,"Padraig Harrington",38,287.5,19550,68,"DrivingDistance",2016
115,115,"Retief Goosen",37,287.3,21258,74,"DrivingDistance",2016
115,111,"Kyle Reifers",63,287.3,33616,117,"DrivingDistance",2016
115,124,"Bernd Wiesberger",23,287.3,9193,32,"DrivingDistance",2016
118,111,"Johnson Wagner",44,287.2,25276,88,"DrivingDistance",2016
119,118,"Steve Marino",40,287.1,22679,79,"DrivingDistance",2016
119,119,"Kevin Streelman",46,287.1,26415,92,"DrivingDistance",2016
121,121,"Ben Martin",48,286.8,25241,88,"DrivingDistance",2016
121,123,"Vijay Singh",42,286.8,24087,84,"DrivingDistance",2016
121,122,"Kyle Stanley",57,286.8,32413,113,"DrivingDistance",2016
124,128,"Brendon de Jonge",55,286.6,29232,102,"DrivingDistance",2016
124,126,"Derek Fathauer",58,286.6,33243,116,"DrivingDistance",2016
126,124,"Chad Campbell",54,286.5,28648,100,"DrivingDistance",2016
127,134,"Chez Reavie",56,286.4,32073,112,"DrivingDistance",2016
128,115,"Martin Piller",37,286.3,20903,73,"DrivingDistance",2016
129,132,"George McNeill",33,285.8,18865,66,"DrivingDistance",2016
130,131,"Blayne Barber",44,285.7,25141,88,"DrivingDistance",2016
130,132,"Whee Kim",54,285.7,30853,108,"DrivingDistance",2016
132,135,"Jamie Donaldson",28,285.6,14282,50,"DrivingDistance",2016
132,129,"Matt Every",34,285.6,17138,60,"DrivingDistance",2016
132,140,"Troy Merritt",41,285.6,21138,74,"DrivingDistance",2016
135,136,"Hiroshi Iwata",51,285.5,26554,93,"DrivingDistance",2016
135,130,"Jeff Overton",51,285.5,29122,102,"DrivingDistance",2016
137,126,"Kevin Kisner",49,285.4,21692,76,"DrivingDistance",2016
138,138,"Jason Gore",51,285.3,26817,94,"DrivingDistance",2016
139,142,"Russell Knox",48,285.1,21094,74,"DrivingDistance",2016
140,141,"Camilo Villegas",50,285,28504,100,"DrivingDistance",2016
141,143,"Chris Stroud",52,284.9,29631,104,"DrivingDistance",2016
142,139,"Henrik Norlander",41,284.8,23067,81,"DrivingDistance",2016
142,136,"Cameron Smith",45,284.8,21072,74,"DrivingDistance",2016
144,144,"Danny Lee",53,284.5,25037,88,"DrivingDistance",2016
145,147,"JJ Henry",44,284.4,25024,88,"DrivingDistance",2016
146,144,"Steve Wheatcroft",53,284.3,30131,106,"DrivingDistance",2016
147,147,"Will Ma Kenzie",54,284.2,30696,108,"DrivingDistance",2016
148,152,"Chris Kirk",51,284.1,23864,84,"DrivingDistance",2016
149,150,"David Lingmerth",54,283.8,24405,86,"DrivingDistance",2016
149,154,"Andy Sullivan",25,283.8,10218,36,"DrivingDistance",2016
151,144,"Erik Compton",45,283.7,25529,90,"DrivingDistance",2016
152,154,"Scott Langley",41,283.6,23254,82,"DrivingDistance",2016
153,159,"John Huh",51,283.4,28905,102,"DrivingDistance",2016
154,154,"Tyler Aldridge",53,283.3,30035,106,"DrivingDistance",2016
154,152,"Kelly Kraft",35,283.3,19548,69,"DrivingDistance",2016
154,151,"Ian Poulter",37,283.3,18696,66,"DrivingDistance",2016
157,160,"William McGirt",54,283.2,30582,108,"DrivingDistance",2016
158,147,"Cameron Tringale",47,283.1,24349,86,"DrivingDistance",2016
159,154,"Michael Kim",62,283,35097,124,"DrivingDistance",2016
159,161,"Carl Pettersson",31,283,17544,62,"DrivingDistance",2016
161,163,"Zach Johnson",42,282.8,21494,76,"DrivingDistance",2016
162,161,"Bill Haas",42,282.4,21460,76,"DrivingDistance",2016
163,164,"Matt Kuchar",46,282.3,23710,84,"DrivingDistance",2016
164,154,"Ryan Moore",40,282.1,17491,62,"DrivingDistance",2016
165,166,"Luke Donald",49,281.6,23088,82,"DrivingDistance",2016
166,164,"DA Points",32,281,17981,64,"DrivingDistance",2016
166,169,"Vaughn Taylor",30,281,16861,60,"DrivingDistance",2016
168,171,"Roberto Castro",55,280.8,30887,110,"DrivingDistance",2016
168,168,"Spencer Levin",62,280.8,32569,116,"DrivingDistance",2016
170,169,"David Hearn",55,280.5,28612,102,"DrivingDistance",2016
170,167,"Rob Oppenheim",37,280.5,20473,73,"DrivingDistance",2016
172,172,"Alex Cejka",47,280.1,24090,86,"DrivingDistance",2016
173,176,"Graeme McDowell",33,280,16797,60,"DrivingDistance",2016
174,177,"Freddie Jacobson",54,279.9,30225,108,"DrivingDistance",2016
175,177,"Mark Hubbard",73,279.6,40815,146,"DrivingDistance",2016
176,174,"Chad Collins",45,279.5,25153,90,"DrivingDistance",2016
177,173,"Justin Hicks",26,279.4,14527,52,"DrivingDistance",2016
178,175,"Peter Malnati",53,279.2,29599,106,"DrivingDistance",2016
179,177,"Stuart Appleby",39,278.8,21748,78,"DrivingDistance",2016
180,185,"Brice Garnett",29,278.7,16164,58,"DrivingDistance",2016
180,185,"Bryce Molder",50,278.7,27865,100,"DrivingDistance",2016
180,180,"Brendon Todd",43,278.7,23968,86,"DrivingDistance",2016
183,181,"Robert Allenby",35,278.2,19477,70,"DrivingDistance",2016
184,183,"Ben Crane",48,278.1,24472,88,"DrivingDistance",2016
185,182,"Jason Bohn",37,278,20574,74,"DrivingDistance",2016
186,187,"Kevin Na",52,277.9,22786,82,"DrivingDistance",2016
187,184,"DH Lee",35,277.8,19448,70,"DrivingDistance",2016
188,189,"Tim Wilkinson",40,277.1,22167,80,"DrivingDistance",2016
189,190,"Ken Duke",26,276.2,14361,52,"DrivingDistance",2016
190,191,"Matthew Fitzpatrick",23,276,8833,32,"DrivingDistance",2016
191,193,"Shane Bertsch",30,275.9,16556,60,"DrivingDistance",2016
192,191,"Zac Blair",56,275.6,28659,104,"DrivingDistance",2016
193,194,"Dicky Pride",33,275.5,18180,66,"DrivingDistance",2016
194,195,"Jerry Kelly",44,275.4,22029,80,"DrivingDistance",2016
194,195,"Steve Stricker",25,275.4,13768,50,"DrivingDistance",2016
196,197,"KJ Choi",47,274.1,25767,94,"DrivingDistance",2016
197,198,"Lucas Lee",22,274,12057,44,"DrivingDistance",2016
198,200,"Brian Gay",22,272.7,11998,44,"DrivingDistance",2016
199,201,"Abraham Ancer",26,272.5,14169,52,"DrivingDistance",2016
200,199,"Colt Knost",56,272.3,28315,104,"DrivingDistance",2016
201,203,"Justin Leonard",28,271.5,15204,56,"DrivingDistance",2016
202,202,"Brian Stuard",24,271.4,13025,48,"DrivingDistance",2016
203,204,"Billy Hurley III",22,271.2,11933,44,"DrivingDistance",2016
204,205,"Mark Wilson",42,270.7,22739,84,"DrivingDistance",2016
205,207,"Jon Curran",55,268.8,27417,102,"DrivingDistance",2016
206,206,"David Toms",38,268.1,20378,76,"DrivingDistance",2016
207,208,"Darron Stiles",28,263.6,14759,56,"DrivingDistance",2016
