"PercentageofAvailablePurseWon_RANKTHISWEEK_2007","PercentageofAvailablePurseWon_RANKLASTWEEK_2007","PercentageofAvailablePurseWon_PLAYERNAME_2007","PercentageofAvailablePurseWon_EVENTS_2007","PercentageofAvailablePurseWon_Pct_2007","PercentageofAvailablePurseWon_OFFICIALMONEYWON_2007","PercentageofAvailablePurseWon_TOTALPURSEAVAILABLE_2007","stat_name","year"
234,234,"Johan Edfors",8,0.25,140005,56677452,"PercentageofAvailablePurseWon",2007
234,234,"Alastair Forsyth",1,0.25,20257,8177452,"PercentageofAvailablePurseWon",2007
234,234,"WC Liang",2,0.25,36750,1.5e+07,"PercentageofAvailablePurseWon",2007
234,234,"Bryce Molder",21,0.25,257593,101600000,"PercentageofAvailablePurseWon",2007
238,238,"Fredrik Andersson Hed",1,0.24,19846,8177452,"PercentageofAvailablePurseWon",2007
238,238,"DJ Brigman",22,0.24,268204,110600000,"PercentageofAvailablePurseWon",2007
238,238,"Michael Campbell",9,0.24,159832,67677452,"PercentageofAvailablePurseWon",2007
238,238,"Ben Crenshaw",1,0.24,16530,7e+06,"PercentageofAvailablePurseWon",2007
238,238,"Scott Gutschewski",22,0.24,252178,106500000,"PercentageofAvailablePurseWon",2007
243,243,"Arjun Atwal",12,0.23,135014,5.9e+07,"PercentageofAvailablePurseWon",2007
243,243,"Eric Axley",36,0.23,440909,1.95e+08,"PercentageofAvailablePurseWon",2007
243,243,"Paul Azinger",13,0.23,174067,76500000,"PercentageofAvailablePurseWon",2007
243,243,"Fred Couples",3,0.23,43085,18500000,"PercentageofAvailablePurseWon",2007
243,243,"John Huston",16,0.23,170568,72700000,"PercentageofAvailablePurseWon",2007
243,243,"Raphael Jacquelin",3,0.23,52418,23177452,"PercentageofAvailablePurseWon",2007
243,243,"Richard Johnson",32,0.23,377950,1.67e+08,"PercentageofAvailablePurseWon",2007
243,243,"Joey Sindelar",25,0.23,310715,135900000,"PercentageofAvailablePurseWon",2007
243,243,"Jeff Sluman",21,0.23,273191,120600000,"PercentageofAvailablePurseWon",2007
243,243,"Kirk Triplett",25,0.23,316033,136500000,"PercentageofAvailablePurseWon",2007
243,243,"Fuzzy Zoeller",1,0.23,15950,7e+06,"PercentageofAvailablePurseWon",2007
254,254,"Chris Couch",30,0.22,355385,160200000,"PercentageofAvailablePurseWon",2007
254,254,"Kenneth Ferrie",2,0.22,31084,1.4e+07,"PercentageofAvailablePurseWon",2007
254,254,"David Hearn",1,0.22,10850,5e+06,"PercentageofAvailablePurseWon",2007
254,254,"Craig Lile",24,0.22,255658,118300000,"PercentageofAvailablePurseWon",2007
254,254,"Brady Schnell",1,0.22,9102,4100000,"PercentageofAvailablePurseWon",2007
259,259,"Paul Gow",26,0.21,264149,128600000,"PercentageofAvailablePurseWon",2007
259,259,"Bronson La Cassie",1,0.21,8692,4100000,"PercentageofAvailablePurseWon",2007
259,259,"Andrew Ruthkoski",2,0.21,19112,8900000,"PercentageofAvailablePurseWon",2007
259,259,"Phil Tataurangi",8,0.21,77102,37200000,"PercentageofAvailablePurseWon",2007
259,259,"Azuma Yano",1,0.21,10920,5200000,"PercentageofAvailablePurseWon",2007
264,264,"Craig Barlow",16,0.2,154213,78100000,"PercentageofAvailablePurseWon",2007
264,264,"Chris Baryla",1,0.2,9800,5e+06,"PercentageofAvailablePurseWon",2007
264,264,"David Branshaw",30,0.2,323407,157800000,"PercentageofAvailablePurseWon",2007
264,264,"Jeff Brehaut",21,0.2,202387,103100000,"PercentageofAvailablePurseWon",2007
264,264,"Tom Byrum",20,0.2,201507,1.02e+08,"PercentageofAvailablePurseWon",2007
264,264,"Todd Demsey",1,0.2,12411,6300000,"PercentageofAvailablePurseWon",2007
264,264,"David Duval",7,0.2,71944,35400000,"PercentageofAvailablePurseWon",2007
264,264,"Tony Finau",1,0.2,7960,4e+06,"PercentageofAvailablePurseWon",2007
264,264,"Mike Grob",1,0.2,10200,5e+06,"PercentageofAvailablePurseWon",2007
264,264,"Larry Mize",12,0.2,105740,54100000,"PercentageofAvailablePurseWon",2007
264,264,"Alan Morin",1,0.2,11000,5500000,"PercentageofAvailablePurseWon",2007
264,264,"Kyle Reifers",27,0.2,276368,136900000,"PercentageofAvailablePurseWon",2007
264,264,"Graeme Storm",3,0.2,47150,23177452,"PercentageofAvailablePurseWon",2007
277,277,"Mark Brooks",18,0.19,162838,87500000,"PercentageofAvailablePurseWon",2007
277,277,"John Daly",24,0.19,248500,129177452,"PercentageofAvailablePurseWon",2007
277,277,"Carlos Franco",12,0.19,108020,55900000,"PercentageofAvailablePurseWon",2007
277,277,"Paul Trittler",1,0.19,7640,4e+06,"PercentageofAvailablePurseWon",2007
281,281,"Ryan Benzel",1,0.18,12900,7e+06,"PercentageofAvailablePurseWon",2007
