"Front9Par5ScoringAverage_RANKTHISWEEK_2012","Front9Par5ScoringAverage_RANKLASTWEEK_2012","Front9Par5ScoringAverage_PLAYERNAME_2012","Front9Par5ScoringAverage_ROUNDS_2012","Front9Par5ScoringAverage_AVG_2012","Front9Par5ScoringAverage_TOTALSTROKES_2012","Front9Par5ScoringAverage_TOTALHOLES_2012","stat_name","year"
1,1,"Tiger Woods",69,4.43,465,105,"Front9Par5ScoringAverage",2012
2,2,"Keegan Bradley",90,4.44,551,124,"Front9Par5ScoringAverage",2012
2,2,"Luke Donald",63,4.44,462,104,"Front9Par5ScoringAverage",2012
4,4,"Sergio Garcia",57,4.46,366,82,"Front9Par5ScoringAverage",2012
5,5,"Charles Howell III",98,4.47,653,146,"Front9Par5ScoringAverage",2012
5,5,"John Senden",81,4.47,536,120,"Front9Par5ScoringAverage",2012
7,7,"Jonas Blixt",72,4.48,502,112,"Front9Par5ScoringAverage",2012
8,8,"Stuart Appleby",75,4.5,464,103,"Front9Par5ScoringAverage",2012
8,8,"Adam Scott",59,4.5,405,90,"Front9Par5ScoringAverage",2012
10,10,"Ryo Ishikawa",54,4.51,334,74,"Front9Par5ScoringAverage",2012
11,11,"Henrik Stenson",51,4.52,393,87,"Front9Par5ScoringAverage",2012
12,12,"Jeff Overton",101,4.53,675,149,"Front9Par5ScoringAverage",2012
12,12,"Rod Pampling",88,4.53,539,119,"Front9Par5ScoringAverage",2012
14,14,"Jonathan Byrd",69,4.54,445,98,"Front9Par5ScoringAverage",2012
14,14,"Padraig Harrington",67,4.54,422,93,"Front9Par5ScoringAverage",2012
14,14,"Phil Mickelson",79,4.54,558,123,"Front9Par5ScoringAverage",2012
14,14,"Geoff Ogilvy",73,4.54,567,125,"Front9Par5ScoringAverage",2012
14,14,"Webb Simpson",77,4.54,527,116,"Front9Par5ScoringAverage",2012
14,14,"Josh Teater",97,4.54,659,145,"Front9Par5ScoringAverage",2012
14,14,"Bo Van Pelt",84,4.54,581,128,"Front9Par5ScoringAverage",2012
14,14,"Bubba Watson",68,4.54,472,104,"Front9Par5ScoringAverage",2012
22,22,"Ben Crane",73,4.55,537,118,"Front9Par5ScoringAverage",2012
22,22,"Bobby Gates",87,4.55,555,122,"Front9Par5ScoringAverage",2012
22,22,"Dustin Johnson",70,4.55,441,97,"Front9Par5ScoringAverage",2012
22,22,"Russell Knox",72,4.55,441,97,"Front9Par5ScoringAverage",2012
22,22,"Carl Pettersson",92,4.55,592,130,"Front9Par5ScoringAverage",2012
22,22,"Scott Stallings",78,4.55,550,121,"Front9Par5ScoringAverage",2012
22,22,"Jhonattan Vegas",77,4.55,519,114,"Front9Par5ScoringAverage",2012
29,29,"Kevin Chappell",91,4.56,566,124,"Front9Par5ScoringAverage",2012
29,29,"Jason Day",57,4.56,374,82,"Front9Par5ScoringAverage",2012
29,29,"James Driscoll",83,4.56,588,129,"Front9Par5ScoringAverage",2012
29,29,"Robert Garrigus",89,4.56,648,142,"Front9Par5ScoringAverage",2012
29,29,"Jeff Maggert",83,4.56,524,115,"Front9Par5ScoringAverage",2012
29,29,"Scott Piercy",95,4.56,648,142,"Front9Par5ScoringAverage",2012
29,29,"Kyle Stanley",86,4.56,566,124,"Front9Par5ScoringAverage",2012
36,36,"Cameron Beckman",81,4.57,521,114,"Front9Par5ScoringAverage",2012
36,36,"Angel Cabrera",54,4.57,347,76,"Front9Par5ScoringAverage",2012
36,36,"Rickie Fowler",84,4.57,590,129,"Front9Par5ScoringAverage",2012
36,36,"Jim Furyk",85,4.57,581,127,"Front9Par5ScoringAverage",2012
36,36,"Brian Harman",101,4.57,717,157,"Front9Par5ScoringAverage",2012
36,36,"Rory McIlroy",60,4.57,384,84,"Front9Par5ScoringAverage",2012
36,36,"Nick Watney",97,4.57,672,147,"Front9Par5ScoringAverage",2012
43,43,"Kris Blanks",65,4.58,449,98,"Front9Par5ScoringAverage",2012
43,43,"Greg Chalmers",88,4.58,641,140,"Front9Par5ScoringAverage",2012
43,43,"Will Claxton",99,4.58,673,147,"Front9Par5ScoringAverage",2012
43,43,"Zach Johnson",95,4.58,646,141,"Front9Par5ScoringAverage",2012
43,43,"Louis Oosthuizen",65,4.58,444,97,"Front9Par5ScoringAverage",2012
43,43,"Brandt Snedeker",81,4.58,549,120,"Front9Par5ScoringAverage",2012
49,49,"Jason Bohn",81,4.59,477,104,"Front9Par5ScoringAverage",2012
49,49,"Gary Christian",91,4.59,588,128,"Front9Par5ScoringAverage",2012
49,49,"Graham DeLaet",79,4.59,537,117,"Front9Par5ScoringAverage",2012
49,49,"Stephen Gangluff",57,4.59,349,76,"Front9Par5ScoringAverage",2012
49,49,"Seung Yul Noh",105,4.59,725,158,"Front9Par5ScoringAverage",2012
49,49,"John Rollins",81,4.59,537,117,"Front9Par5ScoringAverage",2012
49,49,"Steve Stricker",73,4.59,477,104,"Front9Par5ScoringAverage",2012
49,49,"Michael Thompson",80,4.59,542,118,"Front9Par5ScoringAverage",2012
57,57,"Mathew Goggin",65,4.6,414,90,"Front9Par5ScoringAverage",2012
57,57,"Freddie Jacobson",61,4.6,396,86,"Front9Par5ScoringAverage",2012
57,57,"Garth Mulroy",59,4.6,354,77,"Front9Par5ScoringAverage",2012
57,57,"Greg Owen",90,4.6,621,135,"Front9Par5ScoringAverage",2012
57,57,"Andres Romero",68,4.6,451,98,"Front9Par5ScoringAverage",2012
57,57,"Gary Woodland",70,4.6,474,103,"Front9Par5ScoringAverage",2012
