"Puttingfrom6_RANKTHISWEEK_2007","Puttingfrom6_RANKLASTWEEK_2007","Puttingfrom6_PLAYERNAME_2007","Puttingfrom6_ROUNDS_2007","Puttingfrom6_PctMADE_2007","Puttingfrom6_ATTEMPTS_2007","Puttingfrom6_PUTTSMADE_2007","stat_name","year"
1,1,"Gavin Coles",87,82.93,82,68,"Puttingfrom6",2007
2,2,"Aaron Baddeley",83,82.35,68,56,"Puttingfrom6",2007
3,3,"Zach Johnson",76,80.36,56,45,"Puttingfrom6",2007
4,4,"Nathan Green",103,80.22,91,73,"Puttingfrom6",2007
5,5,"Mark Brooks",53,80,45,36,"Puttingfrom6",2007
5,5,"Frank Lickliter II",95,80,110,88,"Puttingfrom6",2007
7,7,"Tim Clark",66,79.41,68,54,"Puttingfrom6",2007
8,8,"Jason Dufner",100,78.7,108,85,"Puttingfrom6",2007
8,8,"Doug LaBelle II",104,78.7,108,85,"Puttingfrom6",2007
10,10,"Phil Mickelson",73,78.57,56,44,"Puttingfrom6",2007
10,10,"Jose Maria Olazabal",52,78.57,42,33,"Puttingfrom6",2007
12,12,"Jesper Parnevik",88,78.16,87,68,"Puttingfrom6",2007
13,13,"Tom Byrum",50,78.13,32,25,"Puttingfrom6",2007
14,14,"Jeff Brehaut",59,77.97,59,46,"Puttingfrom6",2007
15,15,"JJ Henry",86,77.59,58,45,"Puttingfrom6",2007
16,16,"Chris Tidland",59,77.55,49,38,"Puttingfrom6",2007
17,17,"John Daly",59,77.42,62,48,"Puttingfrom6",2007
18,18,"Paul Stankowski",52,77.36,53,41,"Puttingfrom6",2007
19,19,"Henrik Stenson",52,77.27,44,34,"Puttingfrom6",2007
20,20,"Arron Oberholser",69,77.22,79,61,"Puttingfrom6",2007
21,21,"Jay Williamson",50,77.08,48,37,"Puttingfrom6",2007
22,22,"Paul Goydos",60,76.81,69,53,"Puttingfrom6",2007
23,23,"Charles Howell III",89,76.74,86,66,"Puttingfrom6",2007
23,23,"Cliff Kresge",107,76.74,129,99,"Puttingfrom6",2007
25,25,"Brett Quigley",79,76.19,63,48,"Puttingfrom6",2007
26,26,"John Rollins",102,76.14,88,67,"Puttingfrom6",2007
27,27,"Stephen Leaney",82,76.12,67,51,"Puttingfrom6",2007
28,28,"Craig Lile",77,76.06,71,54,"Puttingfrom6",2007
29,29,"Parker McLachlin",83,75.9,83,63,"Puttingfrom6",2007
30,30,"Camilo Villegas",82,75.76,66,50,"Puttingfrom6",2007
31,31,"Mark Hensby",81,75.68,74,56,"Puttingfrom6",2007
32,32,"Michael Allen",74,75.44,57,43,"Puttingfrom6",2007
33,33,"Freddie Jacobson",70,75.38,65,49,"Puttingfrom6",2007
34,34,"Tommy Armour III",81,75.36,69,52,"Puttingfrom6",2007
35,35,"Matt Kuchar",85,75.34,73,55,"Puttingfrom6",2007
36,36,"Rory Sabbatini",81,75.32,77,58,"Puttingfrom6",2007
37,37,"Chris Couch",76,75,76,57,"Puttingfrom6",2007
37,37,"Trevor Immelman",74,75,56,42,"Puttingfrom6",2007
39,39,"Brian Davis",101,74.78,115,86,"Puttingfrom6",2007
40,40,"Pat Perez",84,74.68,79,59,"Puttingfrom6",2007
41,41,"Stewart Cink",91,74.63,67,50,"Puttingfrom6",2007
42,42,"Fred Funk",65,74.6,63,47,"Puttingfrom6",2007
43,43,"Brian Gay",107,74.49,98,73,"Puttingfrom6",2007
44,44,"George McNeill",95,74.19,93,69,"Puttingfrom6",2007
45,45,"Ryan Armour",107,74.07,108,80,"Puttingfrom6",2007
46,46,"Marco Dawson",73,73.91,69,51,"Puttingfrom6",2007
47,47,"Rod Pampling",92,73.75,80,59,"Puttingfrom6",2007
48,48,"Mathias Gronberg",95,73.64,129,95,"Puttingfrom6",2007
49,49,"Steve Stricker",81,73.49,83,61,"Puttingfrom6",2007
50,50,"Briny Baird",115,73.45,113,83,"Puttingfrom6",2007
51,51,"Steve Flesch",100,73.42,79,58,"Puttingfrom6",2007
52,52,"Heath Slocum",101,73.33,90,66,"Puttingfrom6",2007
