"Approach275yardsRTP_RANKTHISWEEK_2005","Approach275yardsRTP_RANKLASTWEEK_2005","Approach275yardsRTP_PLAYERNAME_2005","Approach275yardsRTP_ROUNDS_2005","Approach275yardsRTP_AVGRTP_2005","stat_name","year"
1,1,"Peter Lonard",85,-0.9,"Approach275yardsRTP",2005
2,2,"Justin Bolli",65,-0.846,"Approach275yardsRTP",2005
3,3,"Adam Scott",72,-0.833,"Approach275yardsRTP",2005
4,4,"Glen Hnatiuk",59,-0.769,"Approach275yardsRTP",2005
5,5,"Jason Bohn",91,-0.75,"Approach275yardsRTP",2005
6,6,"Phil Mickelson",81,-0.727,"Approach275yardsRTP",2005
7,7,"Woody Austin",100,-0.714,"Approach275yardsRTP",2005
8,8,"Sean OHair",103,-0.684,"Approach275yardsRTP",2005
9,9,"Rich Beem",66,-0.667,"Approach275yardsRTP",2005
9,9,"Mark OMeara",66,-0.667,"Approach275yardsRTP",2005
9,9,"Joe Ogilvie",103,-0.667,"Approach275yardsRTP",2005
9,9,"Ian Poulter",62,-0.667,"Approach275yardsRTP",2005
9,9,"Jeff Sluman",94,-0.667,"Approach275yardsRTP",2005
14,14,"Rod Pampling",89,-0.652,"Approach275yardsRTP",2005
15,15,"James Driscoll",73,-0.647,"Approach275yardsRTP",2005
16,16,"Frank Lickliter II",100,-0.64,"Approach275yardsRTP",2005
17,17,"Michael Allen",90,-0.636,"Approach275yardsRTP",2005
17,17,"Robert Gamez",91,-0.636,"Approach275yardsRTP",2005
19,19,"Charles Warren",89,-0.632,"Approach275yardsRTP",2005
20,20,"Thomas Levet",54,-0.625,"Approach275yardsRTP",2005
21,21,"Andrew Magee",82,-0.615,"Approach275yardsRTP",2005
22,22,"Chad Campbell",95,-0.6,"Approach275yardsRTP",2005
22,22,"Bernhard Langer",67,-0.6,"Approach275yardsRTP",2005
22,22,"Corey Pavin",77,-0.6,"Approach275yardsRTP",2005
22,22,"Carl Pettersson",109,-0.6,"Approach275yardsRTP",2005
22,22,"Steve Stricker",62,-0.6,"Approach275yardsRTP",2005
22,22,"DJ Trahan",81,-0.6,"Approach275yardsRTP",2005
22,22,"Tiger Woods",76,-0.6,"Approach275yardsRTP",2005
29,29,"Kent Jones",99,-0.591,"Approach275yardsRTP",2005
30,30,"Carlos Franco",78,-0.588,"Approach275yardsRTP",2005
31,31,"Brian Gay",101,-0.583,"Approach275yardsRTP",2005
31,31,"Greg Owen",84,-0.583,"Approach275yardsRTP",2005
33,33,"Tim Clark",92,-0.579,"Approach275yardsRTP",2005
34,34,"Vaughn Taylor",99,-0.577,"Approach275yardsRTP",2005
35,35,"Bradley Hughes",52,-0.571,"Approach275yardsRTP",2005
35,35,"Jose Maria Olazabal",55,-0.571,"Approach275yardsRTP",2005
37,37,"Jim Furyk",94,-0.563,"Approach275yardsRTP",2005
38,38,"JL Lewis",98,-0.56,"Approach275yardsRTP",2005
39,39,"Jonathan Byrd",103,-0.556,"Approach275yardsRTP",2005
40,40,"John Daly",78,-0.545,"Approach275yardsRTP",2005
40,40,"John Senden",101,-0.545,"Approach275yardsRTP",2005
42,42,"Hunter Haas",83,-0.543,"Approach275yardsRTP",2005
43,43,"Steve Allan",102,-0.542,"Approach275yardsRTP",2005
44,44,"Stephen Ames",82,-0.538,"Approach275yardsRTP",2005
44,44,"Shigeki Maruyama",99,-0.538,"Approach275yardsRTP",2005
46,46,"Chris DiMarco",83,-0.533,"Approach275yardsRTP",2005
46,46,"Dennis Paulson",63,-0.533,"Approach275yardsRTP",2005
46,46,"Kevin Stadler",96,-0.533,"Approach275yardsRTP",2005
49,49,"Stuart Appleby",84,-0.529,"Approach275yardsRTP",2005
50,50,"Omar Uresti",84,-0.526,"Approach275yardsRTP",2005
