"ApproachesLeftRoughRTPScore_RANKTHISWEEK_2012","ApproachesLeftRoughRTPScore_RANKLASTWEEK_2012","ApproachesLeftRoughRTPScore_PLAYERNAME_2012","ApproachesLeftRoughRTPScore_ROUNDS_2012","ApproachesLeftRoughRTPScore_AVGRTP_2012","stat_name","year"
1,1,"Daniel Chopra",55,-0.036,"ApproachesLeftRoughRTPScore",2012
2,2,"Rory McIlroy",60,-0.034,"ApproachesLeftRoughRTPScore",2012
3,3,"Jim Furyk",85,-0.029,"ApproachesLeftRoughRTPScore",2012
4,4,"Justin Rose",69,-0.027,"ApproachesLeftRoughRTPScore",2012
5,5,"Billy Horschel",63,-0.026,"ApproachesLeftRoughRTPScore",2012
6,6,"Bubba Watson",68,-0.019,"ApproachesLeftRoughRTPScore",2012
7,7,"Charl Schwartzel",56,-0.016,"ApproachesLeftRoughRTPScore",2012
8,8,"John Senden",81,-0.011,"ApproachesLeftRoughRTPScore",2012
9,9,"Danny Lee",74,-0.01,"ApproachesLeftRoughRTPScore",2012
10,10,"Bill Lunde",83,-0.009,"ApproachesLeftRoughRTPScore",2012
11,11,"Charlie Beljan",61,0,"ApproachesLeftRoughRTPScore",2012
11,11,"Angel Cabrera",54,0,"ApproachesLeftRoughRTPScore",2012
11,11,"Luke Donald",63,0,"ApproachesLeftRoughRTPScore",2012
11,11,"Sergio Garcia",57,0,"ApproachesLeftRoughRTPScore",2012
15,15,"Phil Mickelson",79,0.007,"ApproachesLeftRoughRTPScore",2012
16,16,"Aaron Baddeley",73,0.009,"ApproachesLeftRoughRTPScore",2012
17,17,"Ben Crane",73,0.01,"ApproachesLeftRoughRTPScore",2012
18,18,"Davis Love III",64,0.019,"ApproachesLeftRoughRTPScore",2012
19,19,"Tiger Woods",69,0.022,"ApproachesLeftRoughRTPScore",2012
20,20,"Troy Matteson",100,0.023,"ApproachesLeftRoughRTPScore",2012
21,21,"Josh Teater",97,0.025,"ApproachesLeftRoughRTPScore",2012
22,22,"Russell Knox",72,0.027,"ApproachesLeftRoughRTPScore",2012
23,23,"Pat Perez",81,0.031,"ApproachesLeftRoughRTPScore",2012
23,23,"Kyle Stanley",86,0.031,"ApproachesLeftRoughRTPScore",2012
25,25,"Ken Duke",104,0.033,"ApproachesLeftRoughRTPScore",2012
26,26,"Brendon de Jonge",115,0.036,"ApproachesLeftRoughRTPScore",2012
27,27,"Charles Howell III",98,0.041,"ApproachesLeftRoughRTPScore",2012
28,28,"Mark Wilson",84,0.042,"ApproachesLeftRoughRTPScore",2012
29,29,"Mathew Goggin",65,0.044,"ApproachesLeftRoughRTPScore",2012
30,30,"Webb Simpson",77,0.047,"ApproachesLeftRoughRTPScore",2012
30,30,"Jimmy Walker",101,0.047,"ApproachesLeftRoughRTPScore",2012
32,32,"Dustin Johnson",70,0.048,"ApproachesLeftRoughRTPScore",2012
33,33,"DA Points",88,0.049,"ApproachesLeftRoughRTPScore",2012
33,33,"David Toms",60,0.049,"ApproachesLeftRoughRTPScore",2012
35,35,"John Huh",99,0.05,"ApproachesLeftRoughRTPScore",2012
36,36,"Robert Garrigus",89,0.051,"ApproachesLeftRoughRTPScore",2012
36,36,"Matt Kuchar",86,0.051,"ApproachesLeftRoughRTPScore",2012
38,38,"Steve Stricker",73,0.053,"ApproachesLeftRoughRTPScore",2012
39,39,"Jason Day",57,0.058,"ApproachesLeftRoughRTPScore",2012
40,40,"Ernie Els",80,0.06,"ApproachesLeftRoughRTPScore",2012
40,40,"JB Holmes",90,0.06,"ApproachesLeftRoughRTPScore",2012
42,42,"Ryan Palmer",81,0.063,"ApproachesLeftRoughRTPScore",2012
43,43,"Bo Van Pelt",84,0.065,"ApproachesLeftRoughRTPScore",2012
44,44,"Mark Anderson",75,0.066,"ApproachesLeftRoughRTPScore",2012
44,44,"Padraig Harrington",67,0.066,"ApproachesLeftRoughRTPScore",2012
46,46,"Jeff Overton",101,0.068,"ApproachesLeftRoughRTPScore",2012
47,47,"Chris Couch",61,0.07,"ApproachesLeftRoughRTPScore",2012
48,48,"Matt Every",80,0.077,"ApproachesLeftRoughRTPScore",2012
49,49,"Ian Poulter",57,0.078,"ApproachesLeftRoughRTPScore",2012
50,50,"Louis Oosthuizen",65,0.081,"ApproachesLeftRoughRTPScore",2012
51,51,"Vijay Singh",99,0.082,"ApproachesLeftRoughRTPScore",2012
52,52,"Bud Cauley",99,0.084,"ApproachesLeftRoughRTPScore",2012
53,53,"Kyle Reifers",86,0.088,"ApproachesLeftRoughRTPScore",2012
53,53,"John Rollins",81,0.088,"ApproachesLeftRoughRTPScore",2012
53,53,"Boo Weekley",74,0.088,"ApproachesLeftRoughRTPScore",2012
56,56,"Martin Flores",95,0.089,"ApproachesLeftRoughRTPScore",2012
57,57,"Nathan Green",73,0.09,"ApproachesLeftRoughRTPScore",2012
57,57,"Seung Yul Noh",105,0.09,"ApproachesLeftRoughRTPScore",2012
59,59,"Hunter Haas",69,0.091,"ApproachesLeftRoughRTPScore",2012
60,60,"Brian Davis",91,0.093,"ApproachesLeftRoughRTPScore",2012
61,61,"Lee Westwood",60,0.094,"ApproachesLeftRoughRTPScore",2012
62,62,"Jason Kokrak",79,0.095,"ApproachesLeftRoughRTPScore",2012
63,63,"Spencer Levin",81,0.096,"ApproachesLeftRoughRTPScore",2012
64,64,"Graham DeLaet",79,0.097,"ApproachesLeftRoughRTPScore",2012
65,65,"Kevin Kisner",69,0.098,"ApproachesLeftRoughRTPScore",2012
65,65,"Hunter Mahan",88,0.098,"ApproachesLeftRoughRTPScore",2012
67,67,"Carl Pettersson",92,0.099,"ApproachesLeftRoughRTPScore",2012
68,68,"Scott Piercy",95,0.1,"ApproachesLeftRoughRTPScore",2012
69,69,"Greg Owen",90,0.101,"ApproachesLeftRoughRTPScore",2012
69,69,"Scott Stallings",78,0.101,"ApproachesLeftRoughRTPScore",2012
71,71,"Gary Woodland",70,0.102,"ApproachesLeftRoughRTPScore",2012
72,72,"Bryce Molder",83,0.104,"ApproachesLeftRoughRTPScore",2012
73,73,"Keegan Bradley",90,0.106,"ApproachesLeftRoughRTPScore",2012
74,74,"Tom Gillis",75,0.11,"ApproachesLeftRoughRTPScore",2012
75,75,"Trevor Immelman",76,0.111,"ApproachesLeftRoughRTPScore",2012
75,75,"Nick Watney",97,0.111,"ApproachesLeftRoughRTPScore",2012
77,77,"William McGirt",96,0.114,"ApproachesLeftRoughRTPScore",2012
78,78,"Stewart Cink",71,0.118,"ApproachesLeftRoughRTPScore",2012
78,78,"Harris English",98,0.118,"ApproachesLeftRoughRTPScore",2012
78,78,"Chris Kirk",93,0.118,"ApproachesLeftRoughRTPScore",2012
78,78,"Kyle Thompson",51,0.118,"ApproachesLeftRoughRTPScore",2012
82,82,"Johnson Wagner",88,0.119,"ApproachesLeftRoughRTPScore",2012
83,83,"Jason Dufner",83,0.12,"ApproachesLeftRoughRTPScore",2012
83,83,"Ryo Ishikawa",54,0.12,"ApproachesLeftRoughRTPScore",2012
85,85,"Andres Romero",68,0.124,"ApproachesLeftRoughRTPScore",2012
86,86,"DJ Trahan",73,0.126,"ApproachesLeftRoughRTPScore",2012
87,87,"Jonas Blixt",72,0.127,"ApproachesLeftRoughRTPScore",2012
88,88,"Stephen Ames",54,0.128,"ApproachesLeftRoughRTPScore",2012
89,89,"Jason Bohn",81,0.13,"ApproachesLeftRoughRTPScore",2012
89,89,"Brandt Jobe",57,0.13,"ApproachesLeftRoughRTPScore",2012
89,89,"Garth Mulroy",59,0.13,"ApproachesLeftRoughRTPScore",2012
92,92,"Ricky Barnes",92,0.131,"ApproachesLeftRoughRTPScore",2012
93,93,"Jerry Kelly",84,0.133,"ApproachesLeftRoughRTPScore",2012
94,94,"Bob Estes",78,0.135,"ApproachesLeftRoughRTPScore",2012
95,95,"Kevin Na",80,0.136,"ApproachesLeftRoughRTPScore",2012
96,96,"John Merrick",83,0.138,"ApproachesLeftRoughRTPScore",2012
97,97,"Troy Kelly",68,0.139,"ApproachesLeftRoughRTPScore",2012
98,98,"Billy Mayfair",90,0.142,"ApproachesLeftRoughRTPScore",2012
99,99,"YE Yang",64,0.144,"ApproachesLeftRoughRTPScore",2012
100,100,"Blake Adams",107,0.145,"ApproachesLeftRoughRTPScore",2012
100,100,"Chad Campbell",84,0.145,"ApproachesLeftRoughRTPScore",2012
100,100,"Bobby Gates",87,0.145,"ApproachesLeftRoughRTPScore",2012
103,103,"John Mallinger",74,0.148,"ApproachesLeftRoughRTPScore",2012
104,104,"Brandt Snedeker",81,0.149,"ApproachesLeftRoughRTPScore",2012
105,105,"Rocco Mediate",70,0.15,"ApproachesLeftRoughRTPScore",2012
106,106,"Roberto Castro",92,0.151,"ApproachesLeftRoughRTPScore",2012
106,106,"Bill Haas",79,0.151,"ApproachesLeftRoughRTPScore",2012
108,108,"Stuart Appleby",75,0.152,"ApproachesLeftRoughRTPScore",2012
109,109,"Tom Pernice Jr",62,0.155,"ApproachesLeftRoughRTPScore",2012
110,110,"Kevin Streelman",89,0.156,"ApproachesLeftRoughRTPScore",2012
111,111,"JJ Killeen",101,0.157,"ApproachesLeftRoughRTPScore",2012
111,111,"Ted Potter Jr",77,0.157,"ApproachesLeftRoughRTPScore",2012
113,113,"Jonathan Byrd",69,0.16,"ApproachesLeftRoughRTPScore",2012
114,114,"Tommy Biershenk",74,0.161,"ApproachesLeftRoughRTPScore",2012
114,114,"Rory Sabbatini",84,0.161,"ApproachesLeftRoughRTPScore",2012
116,116,"Kris Blanks",65,0.163,"ApproachesLeftRoughRTPScore",2012
116,116,"Justin Leonard",79,0.163,"ApproachesLeftRoughRTPScore",2012
118,118,"Ryuji Imada",78,0.164,"ApproachesLeftRoughRTPScore",2012
119,119,"Chris Stroud",86,0.165,"ApproachesLeftRoughRTPScore",2012
120,120,"Derek Lamely",64,0.167,"ApproachesLeftRoughRTPScore",2012
121,121,"Will Claxton",99,0.168,"ApproachesLeftRoughRTPScore",2012
122,122,"Chris DiMarco",83,0.175,"ApproachesLeftRoughRTPScore",2012
123,123,"Marc Leishman",84,0.178,"ApproachesLeftRoughRTPScore",2012
124,124,"Geoff Ogilvy",73,0.18,"ApproachesLeftRoughRTPScore",2012
125,125,"Rod Pampling",88,0.181,"ApproachesLeftRoughRTPScore",2012
126,126,"Tim Herron",88,0.183,"ApproachesLeftRoughRTPScore",2012
126,126,"Kevin Stadler",85,0.183,"ApproachesLeftRoughRTPScore",2012
128,128,"Gavin Coles",72,0.185,"ApproachesLeftRoughRTPScore",2012
128,128,"Jeff Maggert",83,0.185,"ApproachesLeftRoughRTPScore",2012
130,130,"Graeme McDowell",55,0.186,"ApproachesLeftRoughRTPScore",2012
131,131,"Martin Laird",77,0.189,"ApproachesLeftRoughRTPScore",2012
131,131,"Vaughn Taylor",81,0.189,"ApproachesLeftRoughRTPScore",2012
133,133,"Freddie Jacobson",61,0.19,"ApproachesLeftRoughRTPScore",2012
133,133,"Jhonattan Vegas",77,0.19,"ApproachesLeftRoughRTPScore",2012
135,135,"Michael Bradley",63,0.191,"ApproachesLeftRoughRTPScore",2012
135,135,"Adam Scott",59,0.191,"ApproachesLeftRoughRTPScore",2012
137,137,"Charlie Wi",86,0.192,"ApproachesLeftRoughRTPScore",2012
138,138,"James Driscoll",83,0.193,"ApproachesLeftRoughRTPScore",2012
138,138,"David Hearn",95,0.193,"ApproachesLeftRoughRTPScore",2012
138,138,"Edward Loar",59,0.193,"ApproachesLeftRoughRTPScore",2012
141,141,"Roland Thatcher",55,0.194,"ApproachesLeftRoughRTPScore",2012
142,142,"Brian Gay",91,0.195,"ApproachesLeftRoughRTPScore",2012
143,143,"Miguel Angel Carballo",73,0.196,"ApproachesLeftRoughRTPScore",2012
144,144,"Cameron Tringale",88,0.197,"ApproachesLeftRoughRTPScore",2012
145,145,"Rickie Fowler",84,0.198,"ApproachesLeftRoughRTPScore",2012
145,145,"Matt Jones",53,0.198,"ApproachesLeftRoughRTPScore",2012
147,147,"Alexandre Rocha",62,0.2,"ApproachesLeftRoughRTPScore",2012
148,148,"John Daly",50,0.202,"ApproachesLeftRoughRTPScore",2012
148,148,"Dicky Pride",62,0.202,"ApproachesLeftRoughRTPScore",2012
150,150,"Brendon Todd",78,0.203,"ApproachesLeftRoughRTPScore",2012
151,151,"Steve Wheatcroft",56,0.204,"ApproachesLeftRoughRTPScore",2012
152,152,"Tim Clark",60,0.205,"ApproachesLeftRoughRTPScore",2012
153,153,"Charley Hoffman",88,0.206,"ApproachesLeftRoughRTPScore",2012
153,153,"Ryan Moore",89,0.206,"ApproachesLeftRoughRTPScore",2012
155,155,"Brian Harman",101,0.208,"ApproachesLeftRoughRTPScore",2012
156,156,"Camilo Villegas",79,0.209,"ApproachesLeftRoughRTPScore",2012
157,157,"Brendan Steele",77,0.21,"ApproachesLeftRoughRTPScore",2012
158,158,"Scott Brown",65,0.214,"ApproachesLeftRoughRTPScore",2012
159,159,"Patrick Sheehan",58,0.216,"ApproachesLeftRoughRTPScore",2012
159,159,"Michael Thompson",80,0.216,"ApproachesLeftRoughRTPScore",2012
161,161,"Greg Chalmers",88,0.218,"ApproachesLeftRoughRTPScore",2012
161,161,"David Mathis",83,0.218,"ApproachesLeftRoughRTPScore",2012
163,163,"Zach Johnson",95,0.223,"ApproachesLeftRoughRTPScore",2012
164,164,"Ben Curtis",62,0.226,"ApproachesLeftRoughRTPScore",2012
165,165,"Harrison Frazar",56,0.232,"ApproachesLeftRoughRTPScore",2012
166,166,"Robert Karlsson",54,0.233,"ApproachesLeftRoughRTPScore",2012
167,167,"Erik Compton",81,0.234,"ApproachesLeftRoughRTPScore",2012
168,168,"Sangmoon Bae",81,0.235,"ApproachesLeftRoughRTPScore",2012
169,169,"Scott Dunlap",57,0.237,"ApproachesLeftRoughRTPScore",2012
170,170,"Cameron Beckman",81,0.239,"ApproachesLeftRoughRTPScore",2012
170,170,"George McNeill",85,0.239,"ApproachesLeftRoughRTPScore",2012
172,172,"Billy Hurley III",70,0.244,"ApproachesLeftRoughRTPScore",2012
173,173,"Sung Kang",75,0.246,"ApproachesLeftRoughRTPScore",2012
173,173,"Daniel Summerhays",81,0.246,"ApproachesLeftRoughRTPScore",2012
175,175,"KJ Choi",71,0.247,"ApproachesLeftRoughRTPScore",2012
175,175,"Richard Lee",71,0.247,"ApproachesLeftRoughRTPScore",2012
177,177,"Henrik Stenson",51,0.253,"ApproachesLeftRoughRTPScore",2012
178,178,"Marco Dawson",60,0.255,"ApproachesLeftRoughRTPScore",2012
179,179,"Sean OHair",84,0.257,"ApproachesLeftRoughRTPScore",2012
180,180,"JJ Henry",93,0.276,"ApproachesLeftRoughRTPScore",2012
181,181,"Matt Bettencourt",80,0.282,"ApproachesLeftRoughRTPScore",2012
182,182,"Robert Allenby",76,0.29,"ApproachesLeftRoughRTPScore",2012
183,183,"Chez Reavie",83,0.298,"ApproachesLeftRoughRTPScore",2012
184,184,"Kevin Chappell",91,0.301,"ApproachesLeftRoughRTPScore",2012
185,185,"Tommy Gainey",98,0.304,"ApproachesLeftRoughRTPScore",2012
186,186,"Arjun Atwal",79,0.32,"ApproachesLeftRoughRTPScore",2012
187,187,"Nick OHern",78,0.328,"ApproachesLeftRoughRTPScore",2012
188,188,"Stephen Gangluff",57,0.338,"ApproachesLeftRoughRTPScore",2012
189,189,"Colt Knost",79,0.34,"ApproachesLeftRoughRTPScore",2012
190,190,"Gary Christian",91,0.345,"ApproachesLeftRoughRTPScore",2012
191,191,"Heath Slocum",93,0.362,"ApproachesLeftRoughRTPScore",2012
