"FirstTeeLatePar5ScoringAverage_RANKTHISWEEK_2016","FirstTeeLatePar5ScoringAverage_RANKLASTWEEK_2016","FirstTeeLatePar5ScoringAverage_PLAYERNAME_2016","FirstTeeLatePar5ScoringAverage_ROUNDS_2016","FirstTeeLatePar5ScoringAverage_AVG_2016","FirstTeeLatePar5ScoringAverage_TOTALSTROKES_2016","FirstTeeLatePar5ScoringAverage_TOTALHOLES_2016","stat_name","year"
1,3,"DA Points",32,4.31,69,16,"FirstTeeLatePar5ScoringAverage",2016
2,13,"Rory McIlroy",37,4.42,243,55,"FirstTeeLatePar5ScoringAverage",2016
2,1,"Adam Scott",39,4.42,305,69,"FirstTeeLatePar5ScoringAverage",2016
4,5,"Ryan Palmer",46,4.43,164,37,"FirstTeeLatePar5ScoringAverage",2016
5,2,"Si Woo Kim",63,4.45,227,51,"FirstTeeLatePar5ScoringAverage",2016
5,7,"Patrick Rodgers",49,4.45,285,64,"FirstTeeLatePar5ScoringAverage",2016
7,8,"Rory Sabbatini",40,4.46,58,13,"FirstTeeLatePar5ScoringAverage",2016
7,6,"Boo Weekley",53,4.46,250,56,"FirstTeeLatePar5ScoringAverage",2016
9,3,"Rickie Fowler",42,4.47,380,85,"FirstTeeLatePar5ScoringAverage",2016
9,9,"Bubba Watson",30,4.47,210,47,"FirstTeeLatePar5ScoringAverage",2016
11,11,"Padraig Harrington",38,4.48,139,31,"FirstTeeLatePar5ScoringAverage",2016
11,9,"DH Lee",35,4.48,103,23,"FirstTeeLatePar5ScoringAverage",2016
11,19,"Patrick Reed",53,4.48,385,86,"FirstTeeLatePar5ScoringAverage",2016
14,13,"Justin Rose",35,4.49,310,69,"FirstTeeLatePar5ScoringAverage",2016
14,11,"Justin Thomas",53,4.49,337,75,"FirstTeeLatePar5ScoringAverage",2016
16,26,"Fabian Gomez",49,4.5,162,36,"FirstTeeLatePar5ScoringAverage",2016
16,15,"Andres Romero",22,4.5,90,20,"FirstTeeLatePar5ScoringAverage",2016
18,19,"Smylie Kaufman",57,4.51,338,75,"FirstTeeLatePar5ScoringAverage",2016
18,21,"Hideki Matsuyama",40,4.51,338,75,"FirstTeeLatePar5ScoringAverage",2016
18,26,"Kyle Reifers",63,4.51,356,79,"FirstTeeLatePar5ScoringAverage",2016
21,21,"JJ Henry",44,4.52,95,21,"FirstTeeLatePar5ScoringAverage",2016
21,21,"Jordan Spieth",34,4.52,321,71,"FirstTeeLatePar5ScoringAverage",2016
21,21,"Brendan Steele",48,4.52,339,75,"FirstTeeLatePar5ScoringAverage",2016
21,15,"Henrik Stenson",30,4.52,289,64,"FirstTeeLatePar5ScoringAverage",2016
25,26,"Jason Day",36,4.53,263,58,"FirstTeeLatePar5ScoringAverage",2016
25,26,"Branden Grace",31,4.53,195,43,"FirstTeeLatePar5ScoringAverage",2016
25,26,"Luke Guthrie",31,4.53,181,40,"FirstTeeLatePar5ScoringAverage",2016
25,26,"Scott Stallings",46,4.53,86,19,"FirstTeeLatePar5ScoringAverage",2016
25,26,"Daniel Summerhays",55,4.53,163,36,"FirstTeeLatePar5ScoringAverage",2016
30,35,"Blayne Barber",44,4.54,127,28,"FirstTeeLatePar5ScoringAverage",2016
30,35,"Luke Donald",49,4.54,186,41,"FirstTeeLatePar5ScoringAverage",2016
30,35,"Sergio Garcia",28,4.54,186,41,"FirstTeeLatePar5ScoringAverage",2016
30,35,"Dustin Johnson",37,4.54,368,81,"FirstTeeLatePar5ScoringAverage",2016
30,26,"Jason Kokrak",52,4.54,259,57,"FirstTeeLatePar5ScoringAverage",2016
30,35,"Peter Malnati",53,4.54,245,54,"FirstTeeLatePar5ScoringAverage",2016
30,35,"Wes Roach",33,4.54,118,26,"FirstTeeLatePar5ScoringAverage",2016
37,45,"Derek Fathauer",58,4.55,232,51,"FirstTeeLatePar5ScoringAverage",2016
37,15,"Justin Hicks",26,4.55,91,20,"FirstTeeLatePar5ScoringAverage",2016
37,15,"Mark Hubbard",73,4.55,264,58,"FirstTeeLatePar5ScoringAverage",2016
37,35,"Jamie Lovemark",57,4.55,355,78,"FirstTeeLatePar5ScoringAverage",2016
37,45,"Scott Piercy",45,4.55,173,38,"FirstTeeLatePar5ScoringAverage",2016
42,48,"Alex Cejka",47,4.56,219,48,"FirstTeeLatePar5ScoringAverage",2016
42,35,"Bill Haas",42,4.56,287,63,"FirstTeeLatePar5ScoringAverage",2016
42,21,"Patton Kizzire",57,4.56,342,75,"FirstTeeLatePar5ScoringAverage",2016
42,49,"John Senden",48,4.56,196,43,"FirstTeeLatePar5ScoringAverage",2016
46,35,"Morgan Hoffmann",43,4.57,288,63,"FirstTeeLatePar5ScoringAverage",2016
46,49,"Matt Jones",45,4.57,105,23,"FirstTeeLatePar5ScoringAverage",2016
46,53,"Kevin Kisner",49,4.57,315,69,"FirstTeeLatePar5ScoringAverage",2016
46,26,"Jeff Overton",51,4.57,210,46,"FirstTeeLatePar5ScoringAverage",2016
46,53,"Will Wilcox",47,4.57,160,35,"FirstTeeLatePar5ScoringAverage",2016
51,53,"Graeme McDowell",33,4.58,183,40,"FirstTeeLatePar5ScoringAverage",2016
51,53,"Jimmy Walker",43,4.58,330,72,"FirstTeeLatePar5ScoringAverage",2016
53,67,"Byeong Hun An",23,4.59,147,32,"FirstTeeLatePar5ScoringAverage",2016
53,61,"Stewart Cink",45,4.59,170,37,"FirstTeeLatePar5ScoringAverage",2016
53,53,"Colt Knost",56,4.59,188,41,"FirstTeeLatePar5ScoringAverage",2016
53,102,"Phil Mickelson",37,4.59,294,64,"FirstTeeLatePar5ScoringAverage",2016
53,35,"Francesco Molinari",36,4.59,156,34,"FirstTeeLatePar5ScoringAverage",2016
53,61,"Seung Yul Noh",54,4.59,202,44,"FirstTeeLatePar5ScoringAverage",2016
53,61,"Scott Pinckney",53,4.59,156,34,"FirstTeeLatePar5ScoringAverage",2016
60,71,"Kevin Chappell",49,4.6,285,62,"FirstTeeLatePar5ScoringAverage",2016
60,49,"Jim Herman",55,4.6,244,53,"FirstTeeLatePar5ScoringAverage",2016
60,64,"Scott Langley",41,4.6,253,55,"FirstTeeLatePar5ScoringAverage",2016
60,64,"Luke List",51,4.6,373,81,"FirstTeeLatePar5ScoringAverage",2016
60,53,"Ian Poulter",37,4.6,161,35,"FirstTeeLatePar5ScoringAverage",2016
60,53,"Robert Streb",51,4.6,161,35,"FirstTeeLatePar5ScoringAverage",2016
60,102,"Harold Varner III",58,4.6,253,55,"FirstTeeLatePar5ScoringAverage",2016
67,92,"Tony Finau",49,4.61,272,59,"FirstTeeLatePar5ScoringAverage",2016
67,71,"Lucas Glover",53,4.61,272,59,"FirstTeeLatePar5ScoringAverage",2016
67,102,"Steve Marino",40,4.61,143,31,"FirstTeeLatePar5ScoringAverage",2016
67,67,"Chez Reavie",56,4.61,189,41,"FirstTeeLatePar5ScoringAverage",2016
67,53,"Chris Stroud",52,4.61,189,41,"FirstTeeLatePar5ScoringAverage",2016
67,67,"DJ Trahan",23,4.61,143,31,"FirstTeeLatePar5ScoringAverage",2016
67,64,"Johnson Wagner",44,4.61,152,33,"FirstTeeLatePar5ScoringAverage",2016
67,140,"Steve Wheatcroft",53,4.61,235,51,"FirstTeeLatePar5ScoringAverage",2016
75,71,"Chad Campbell",54,4.62,240,52,"FirstTeeLatePar5ScoringAverage",2016
75,67,"Chad Collins",45,4.62,171,37,"FirstTeeLatePar5ScoringAverage",2016
75,49,"Harris English",51,4.62,254,55,"FirstTeeLatePar5ScoringAverage",2016
75,71,"Matthew Fitzpatrick",23,4.62,134,29,"FirstTeeLatePar5ScoringAverage",2016
75,133,"James Hahn",45,4.62,180,39,"FirstTeeLatePar5ScoringAverage",2016
75,71,"Brooks Koepka",39,4.62,305,66,"FirstTeeLatePar5ScoringAverage",2016
75,45,"Sean OHair",45,4.62,194,42,"FirstTeeLatePar5ScoringAverage",2016
75,71,"Cameron Smith",45,4.62,194,42,"FirstTeeLatePar5ScoringAverage",2016
83,78,"Jason Bohn",37,4.63,125,27,"FirstTeeLatePar5ScoringAverage",2016
83,78,"Miguel Angel Carballo",24,4.63,176,38,"FirstTeeLatePar5ScoringAverage",2016
83,78,"Charles Howell III",63,4.63,352,76,"FirstTeeLatePar5ScoringAverage",2016
83,78,"John Huh",51,4.63,227,49,"FirstTeeLatePar5ScoringAverage",2016
83,78,"Hiroshi Iwata",51,4.63,213,46,"FirstTeeLatePar5ScoringAverage",2016
83,78,"Geoff Ogilvy",37,4.63,139,30,"FirstTeeLatePar5ScoringAverage",2016
83,78,"Brett Stegmaier",57,4.63,259,56,"FirstTeeLatePar5ScoringAverage",2016
83,78,"Tyrone Van Aswegen",67,4.63,241,52,"FirstTeeLatePar5ScoringAverage",2016
83,122,"Dawie van der Walt",48,4.63,176,38,"FirstTeeLatePar5ScoringAverage",2016
92,87,"Brian Gay",22,4.64,51,11,"FirstTeeLatePar5ScoringAverage",2016
92,87,"Matt Kuchar",46,4.64,255,55,"FirstTeeLatePar5ScoringAverage",2016
92,92,"Danny Lee",53,4.64,325,70,"FirstTeeLatePar5ScoringAverage",2016
92,87,"Bryce Molder",50,4.64,204,44,"FirstTeeLatePar5ScoringAverage",2016
92,87,"Kevin Na",52,4.64,274,59,"FirstTeeLatePar5ScoringAverage",2016
92,87,"Pat Perez",28,4.64,65,14,"FirstTeeLatePar5ScoringAverage",2016
98,92,"Matt Every",34,4.65,121,26,"FirstTeeLatePar5ScoringAverage",2016
98,92,"Marc Leishman",41,4.65,228,49,"FirstTeeLatePar5ScoringAverage",2016
