"Back9Round4ScoringAverage_RANKTHISWEEK_2011","Back9Round4ScoringAverage_RANKLASTWEEK_2011","Back9Round4ScoringAverage_PLAYERNAME_2011","Back9Round4ScoringAverage__2011","Back9Round4ScoringAverage_AVG_2011","Back9Round4ScoringAverage_TOTALSTROKES_2011","Back9Round4ScoringAverage_TOTALROUNDS_2011","stat_name","year"
1,1,"Luke Donald",NA,33.87,508,15,"Back9Round4ScoringAverage",2011
2,2,"Will Strickler",NA,34.17,205,6,"Back9Round4ScoringAverage",2011
3,3,"Daniel Summerhays",NA,34.38,275,8,"Back9Round4ScoringAverage",2011
4,4,"Chris Kirk",NA,34.4,516,15,"Back9Round4ScoringAverage",2011
5,5,"Scott Stallings",NA,34.46,448,13,"Back9Round4ScoringAverage",2011
6,6,"Kevin Na",NA,34.47,517,15,"Back9Round4ScoringAverage",2011
7,7,"Ian Poulter",NA,34.5,345,10,"Back9Round4ScoringAverage",2011
7,7,"David Toms",NA,34.5,552,16,"Back9Round4ScoringAverage",2011
9,9,"Marc Turnesa",NA,34.57,242,7,"Back9Round4ScoringAverage",2011
10,10,"Matt McQuillan",NA,34.63,277,8,"Back9Round4ScoringAverage",2011
10,10,"Justin Rose",NA,34.63,554,16,"Back9Round4ScoringAverage",2011
12,12,"Joe Durant",NA,34.64,381,11,"Back9Round4ScoringAverage",2011
13,13,"Cameron Beckman",NA,34.67,416,12,"Back9Round4ScoringAverage",2011
14,14,"Kevin Stadler",NA,34.69,555,16,"Back9Round4ScoringAverage",2011
15,15,"Geoff Ogilvy",NA,34.77,452,13,"Back9Round4ScoringAverage",2011
16,16,"Billy Mayfair",NA,34.78,626,18,"Back9Round4ScoringAverage",2011
17,17,"Spencer Levin",NA,34.8,870,25,"Back9Round4ScoringAverage",2011
18,18,"Zach Johnson",NA,34.82,592,17,"Back9Round4ScoringAverage",2011
19,19,"Billy Horschel",NA,34.83,418,12,"Back9Round4ScoringAverage",2011
20,20,"Charl Schwartzel",NA,34.86,488,14,"Back9Round4ScoringAverage",2011
21,21,"Jonathan Byrd",NA,34.87,523,15,"Back9Round4ScoringAverage",2011
21,21,"Tag Ridings",NA,34.87,523,15,"Back9Round4ScoringAverage",2011
21,21,"Chris Stroud",NA,34.87,523,15,"Back9Round4ScoringAverage",2011
24,24,"Brendan Steele",NA,34.88,593,17,"Back9Round4ScoringAverage",2011
25,25,"Sung Kang",NA,34.9,349,10,"Back9Round4ScoringAverage",2011
26,26,"Briny Baird",NA,34.91,384,11,"Back9Round4ScoringAverage",2011
27,27,"Chez Reavie",NA,34.94,629,18,"Back9Round4ScoringAverage",2011
27,27,"Nick Watney",NA,34.94,594,17,"Back9Round4ScoringAverage",2011
29,29,"William McGirt",NA,34.95,664,19,"Back9Round4ScoringAverage",2011
29,29,"Carl Pettersson",NA,34.95,699,20,"Back9Round4ScoringAverage",2011
29,29,"Gary Woodland",NA,34.95,699,20,"Back9Round4ScoringAverage",2011
32,32,"Sergio Garcia",NA,35,490,14,"Back9Round4ScoringAverage",2011
32,32,"Derek Lamely",NA,35,245,7,"Back9Round4ScoringAverage",2011
32,32,"John Rollins",NA,35,525,15,"Back9Round4ScoringAverage",2011
32,32,"Webb Simpson",NA,35,770,22,"Back9Round4ScoringAverage",2011
32,32,"Bo Van Pelt",NA,35,630,18,"Back9Round4ScoringAverage",2011
37,37,"Nick OHern",NA,35.06,561,16,"Back9Round4ScoringAverage",2011
37,37,"Brandt Snedeker",NA,35.06,561,16,"Back9Round4ScoringAverage",2011
39,39,"Martin Laird",NA,35.07,526,15,"Back9Round4ScoringAverage",2011
40,40,"Blake Adams",NA,35.09,807,23,"Back9Round4ScoringAverage",2011
41,41,"Brandt Jobe",NA,35.1,737,21,"Back9Round4ScoringAverage",2011
41,41,"Scott McCarron",NA,35.1,351,10,"Back9Round4ScoringAverage",2011
43,43,"Justin Hicks",NA,35.17,211,6,"Back9Round4ScoringAverage",2011
43,43,"Michael Putnam",NA,35.17,422,12,"Back9Round4ScoringAverage",2011
45,45,"David Hearn",NA,35.18,598,17,"Back9Round4ScoringAverage",2011
46,46,"Jason Day",NA,35.19,563,16,"Back9Round4ScoringAverage",2011
47,47,"Ben Curtis",NA,35.2,352,10,"Back9Round4ScoringAverage",2011
47,47,"Tim Petrovic",NA,35.2,528,15,"Back9Round4ScoringAverage",2011
49,49,"John Merrick",NA,35.21,493,14,"Back9Round4ScoringAverage",2011
50,50,"Brian Gay",NA,35.22,634,18,"Back9Round4ScoringAverage",2011
51,51,"Stephen Ames",NA,35.25,423,12,"Back9Round4ScoringAverage",2011
51,51,"Chris DiMarco",NA,35.25,564,16,"Back9Round4ScoringAverage",2011
51,51,"Hunter Haas",NA,35.25,564,16,"Back9Round4ScoringAverage",2011
51,51,"Jerry Kelly",NA,35.25,564,16,"Back9Round4ScoringAverage",2011
51,51,"Kyle Stanley",NA,35.25,705,20,"Back9Round4ScoringAverage",2011
56,56,"Scott Piercy",NA,35.27,529,15,"Back9Round4ScoringAverage",2011
56,56,"Johnson Wagner",NA,35.27,529,15,"Back9Round4ScoringAverage",2011
58,58,"Stewart Cink",NA,35.29,494,14,"Back9Round4ScoringAverage",2011
58,58,"Ernie Els",NA,35.29,494,14,"Back9Round4ScoringAverage",2011
60,60,"Bio Kim",NA,35.3,353,10,"Back9Round4ScoringAverage",2011
61,61,"David Mathis",NA,35.31,565,16,"Back9Round4ScoringAverage",2011
62,62,"Steven Bowditch",NA,35.33,530,15,"Back9Round4ScoringAverage",2011
62,62,"Kevin Chappell",NA,35.33,424,12,"Back9Round4ScoringAverage",2011
62,62,"George McNeill",NA,35.33,424,12,"Back9Round4ScoringAverage",2011
65,65,"Shane Bertsch",NA,35.36,389,11,"Back9Round4ScoringAverage",2011
66,66,"Chad Campbell",NA,35.37,672,19,"Back9Round4ScoringAverage",2011
67,67,"Aaron Baddeley",NA,35.38,566,16,"Back9Round4ScoringAverage",2011
67,67,"Brian Davis",NA,35.38,743,21,"Back9Round4ScoringAverage",2011
69,69,"Charles Howell III",NA,35.39,814,23,"Back9Round4ScoringAverage",2011
70,70,"Jason Bohn",NA,35.4,531,15,"Back9Round4ScoringAverage",2011
70,70,"Jason Dufner",NA,35.4,531,15,"Back9Round4ScoringAverage",2011
70,70,"Matt Kuchar",NA,35.4,708,20,"Back9Round4ScoringAverage",2011
70,70,"Heath Slocum",NA,35.4,531,15,"Back9Round4ScoringAverage",2011
74,74,"Ryan Moore",NA,35.41,602,17,"Back9Round4ScoringAverage",2011
75,75,"Adam Scott",NA,35.42,425,12,"Back9Round4ScoringAverage",2011
76,76,"Ben Crane",NA,35.43,496,14,"Back9Round4ScoringAverage",2011
77,77,"Bobby Gates",NA,35.45,390,11,"Back9Round4ScoringAverage",2011
78,78,"Steve Flesch",NA,35.47,603,17,"Back9Round4ScoringAverage",2011
78,78,"Jim Furyk",NA,35.47,603,17,"Back9Round4ScoringAverage",2011
78,78,"Bubba Watson",NA,35.47,674,19,"Back9Round4ScoringAverage",2011
81,81,"Michael Bradley",NA,35.5,426,12,"Back9Round4ScoringAverage",2011
81,81,"Chris Couch",NA,35.5,568,16,"Back9Round4ScoringAverage",2011
81,81,"Graeme McDowell",NA,35.5,284,8,"Back9Round4ScoringAverage",2011
81,81,"Bryce Molder",NA,35.5,497,14,"Back9Round4ScoringAverage",2011
81,81,"Jim Renner",NA,35.5,355,10,"Back9Round4ScoringAverage",2011
81,81,"Kevin Streelman",NA,35.5,639,18,"Back9Round4ScoringAverage",2011
87,87,"Rod Pampling",NA,35.53,533,15,"Back9Round4ScoringAverage",2011
88,88,"Chris Riley",NA,35.54,462,13,"Back9Round4ScoringAverage",2011
89,89,"Camilo Villegas",NA,35.55,391,11,"Back9Round4ScoringAverage",2011
89,89,"Boo Weekley",NA,35.55,391,11,"Back9Round4ScoringAverage",2011
91,91,"Scott Gutschewski",NA,35.56,320,9,"Back9Round4ScoringAverage",2011
91,91,"Steve Stricker",NA,35.56,569,16,"Back9Round4ScoringAverage",2011
91,91,"Jhonattan Vegas",NA,35.56,569,16,"Back9Round4ScoringAverage",2011
94,94,"JJ Henry",NA,35.58,676,19,"Back9Round4ScoringAverage",2011
95,95,"Lucas Glover",NA,35.6,534,15,"Back9Round4ScoringAverage",2011
95,95,"Bill Haas",NA,35.6,712,20,"Back9Round4ScoringAverage",2011
95,95,"Paul Stankowski",NA,35.6,534,15,"Back9Round4ScoringAverage",2011
98,98,"Rory Sabbatini",NA,35.61,641,18,"Back9Round4ScoringAverage",2011
99,99,"Andres Gonzales",NA,35.63,285,8,"Back9Round4ScoringAverage",2011
100,100,"Joseph Bramlett",NA,35.64,392,11,"Back9Round4ScoringAverage",2011
101,101,"Bill Lunde",NA,35.67,642,18,"Back9Round4ScoringAverage",2011
101,101,"Garrett Willis",NA,35.67,428,12,"Back9Round4ScoringAverage",2011
103,103,"KJ Choi",NA,35.69,571,16,"Back9Round4ScoringAverage",2011
104,104,"Retief Goosen",NA,35.7,357,10,"Back9Round4ScoringAverage",2011
105,105,"Robert Allenby",NA,35.71,607,17,"Back9Round4ScoringAverage",2011
106,106,"Woody Austin",NA,35.73,393,11,"Back9Round4ScoringAverage",2011
107,107,"Charley Hoffman",NA,35.74,679,19,"Back9Round4ScoringAverage",2011
108,108,"DJ Brigman",NA,35.8,358,10,"Back9Round4ScoringAverage",2011
108,108,"DJ Trahan",NA,35.8,537,15,"Back9Round4ScoringAverage",2011
108,108,"Dean Wilson",NA,35.8,358,10,"Back9Round4ScoringAverage",2011
111,111,"Trevor Immelman",NA,35.82,609,17,"Back9Round4ScoringAverage",2011
111,111,"Roland Thatcher",NA,35.82,394,11,"Back9Round4ScoringAverage",2011
113,113,"YE Yang",NA,35.83,430,12,"Back9Round4ScoringAverage",2011
114,114,"Joe Ogilvie",NA,35.85,466,13,"Back9Round4ScoringAverage",2011
115,115,"Steve Marino",NA,35.86,502,14,"Back9Round4ScoringAverage",2011
115,115,"Pat Perez",NA,35.86,502,14,"Back9Round4ScoringAverage",2011
115,115,"John Senden",NA,35.86,753,21,"Back9Round4ScoringAverage",2011
118,118,"Fabian Gomez",NA,35.87,538,15,"Back9Round4ScoringAverage",2011
119,119,"Robert Garrigus",NA,35.88,574,16,"Back9Round4ScoringAverage",2011
120,120,"Tommy Gainey",NA,35.89,646,18,"Back9Round4ScoringAverage",2011
120,120,"Tom Gillis",NA,35.89,323,9,"Back9Round4ScoringAverage",2011
122,122,"Hunter Mahan",NA,35.9,718,20,"Back9Round4ScoringAverage",2011
122,122,"Jeff Overton",NA,35.9,718,20,"Back9Round4ScoringAverage",2011
122,122,"Aron Price",NA,35.9,359,10,"Back9Round4ScoringAverage",2011
125,125,"James Driscoll",NA,35.91,395,11,"Back9Round4ScoringAverage",2011
125,125,"Kevin Kisner",NA,35.91,395,11,"Back9Round4ScoringAverage",2011
125,125,"Jarrod Lyle",NA,35.91,395,11,"Back9Round4ScoringAverage",2011
128,128,"Padraig Harrington",NA,35.92,431,12,"Back9Round4ScoringAverage",2011
128,128,"Lee Janzen",NA,35.92,431,12,"Back9Round4ScoringAverage",2011
130,130,"Vijay Singh",NA,35.93,503,14,"Back9Round4ScoringAverage",2011
130,130,"Michael Thompson",NA,35.93,503,14,"Back9Round4ScoringAverage",2011
132,132,"Brendon de Jonge",NA,35.95,755,21,"Back9Round4ScoringAverage",2011
133,133,"Angel Cabrera",NA,36,288,8,"Back9Round4ScoringAverage",2011
133,133,"Steve Elkington",NA,36,252,7,"Back9Round4ScoringAverage",2011
133,133,"JB Holmes",NA,36,432,12,"Back9Round4ScoringAverage",2011
133,133,"Ryuji Imada",NA,36,432,12,"Back9Round4ScoringAverage",2011
133,133,"Matt Jones",NA,36,360,10,"Back9Round4ScoringAverage",2011
133,133,"Shaun Micheel",NA,36,432,12,"Back9Round4ScoringAverage",2011
133,133,"Ryan Palmer",NA,36,576,16,"Back9Round4ScoringAverage",2011
133,133,"Nate Smith",NA,36,324,9,"Back9Round4ScoringAverage",2011
141,141,"Freddie Jacobson",NA,36.05,721,20,"Back9Round4ScoringAverage",2011
141,141,"Cameron Tringale",NA,36.05,757,21,"Back9Round4ScoringAverage",2011
