"3PuttAvoidance25_RANKTHISWEEK_2016","3PuttAvoidance25_RANKLASTWEEK_2016","3PuttAvoidance25_PLAYERNAME_2016","3PuttAvoidance25_ROUNDS_2016","3PuttAvoidance25_Pct_2016","3PuttAvoidance25_TOTAL3PUTTS_2016","3PuttAvoidance25_ATTEMPTS_2016","3PuttAvoidance25_2PUTTORBETTERPct_2016","stat_name","year"
1,2,"Jordan Spieth",34,3.23,3,93,96.7,"3PuttAvoidance25",2016
2,3,"Russell Henley",42,3.55,6,169,96.4,"3PuttAvoidance25",2016
3,1,"Adam Hadwin",53,3.7,8,216,96.3,"3PuttAvoidance25",2016
3,4,"Andres Romero",22,3.7,2,54,96.3,"3PuttAvoidance25",2016
5,6,"Marc Leishman",41,3.77,4,106,96.2,"3PuttAvoidance25",2016
6,7,"Billy Hurley III",22,3.95,3,76,96,"3PuttAvoidance25",2016
7,13,"Erik Compton",45,4.07,5,123,95.9,"3PuttAvoidance25",2016
8,20,"Ian Poulter",37,4.49,4,89,95.5,"3PuttAvoidance25",2016
8,9,"Steve Stricker",25,4.49,4,89,95.5,"3PuttAvoidance25",2016
10,12,"Brandt Snedeker",47,4.51,6,133,95.4,"3PuttAvoidance25",2016
11,4,"DH Lee",35,4.71,4,85,95.2,"3PuttAvoidance25",2016
11,14,"Andy Sullivan",25,4.71,4,85,95.2,"3PuttAvoidance25",2016
13,15,"Branden Grace",31,4.82,4,83,95.1,"3PuttAvoidance25",2016
14,16,"Troy Merritt",41,4.85,5,103,95.1,"3PuttAvoidance25",2016
15,17,"Daniel Berger",52,5.06,8,158,94.9,"3PuttAvoidance25",2016
16,9,"Ollie Schniederjans",23,5.1,5,98,94.9,"3PuttAvoidance25",2016
17,18,"Rickie Fowler",42,5.16,8,155,94.8,"3PuttAvoidance25",2016
18,34,"Phil Mickelson",37,5.17,6,116,94.8,"3PuttAvoidance25",2016
19,22,"Ricky Barnes",57,5.29,10,189,94.7,"3PuttAvoidance25",2016
20,24,"Scott Brown",59,5.42,9,166,94.5,"3PuttAvoidance25",2016
21,23,"Jerry Kelly",44,5.56,7,126,94.4,"3PuttAvoidance25",2016
22,25,"Brice Garnett",29,5.63,4,71,94.3,"3PuttAvoidance25",2016
23,26,"KJ Choi",47,5.68,10,176,94.3,"3PuttAvoidance25",2016
