"GIRPutting1015_RANKTHISWEEK_2010","GIRPutting1015_RANKLASTWEEK_2010","GIRPutting1015_PLAYERNAME_2010","GIRPutting1015_ROUNDS_2010","GIRPutting1015_Pct_2010","GIRPutting1015_ATTEMPTS_2010","GIRPutting1015_PUTTSMADE_2010","stat_name","year"
1,1,"Matt Every",60,38.94,113,44,"GIRPutting1015",2010
2,2,"Chris Couch",66,38.39,112,43,"GIRPutting1015",2010
3,3,"Tom Gillis",97,37.87,169,64,"GIRPutting1015",2010
4,4,"Brandt Snedeker",89,37.78,135,51,"GIRPutting1015",2010
5,5,"Luke Donald",71,37.76,98,37,"GIRPutting1015",2010
6,6,"Matt Kuchar",97,37.68,138,52,"GIRPutting1015",2010
7,7,"Ryan Palmer",84,37.58,149,56,"GIRPutting1015",2010
8,8,"Woody Austin",93,36.59,164,60,"GIRPutting1015",2010
9,9,"Ben Curtis",78,36.29,124,45,"GIRPutting1015",2010
10,10,"Brian Davis",101,36.21,174,63,"GIRPutting1015",2010
11,11,"Paul Casey",64,35.87,92,33,"GIRPutting1015",2010
12,12,"Justin Bolli",55,35.48,62,22,"GIRPutting1015",2010
13,13,"DA Points",90,35.38,130,46,"GIRPutting1015",2010
14,14,"Geoff Ogilvy",62,35.14,111,39,"GIRPutting1015",2010
15,15,"Carl Pettersson",99,35.1,151,53,"GIRPutting1015",2010
16,16,"Ryuji Imada",90,34.93,146,51,"GIRPutting1015",2010
17,17,"Justin Leonard",89,34.87,152,53,"GIRPutting1015",2010
18,18,"Skip Kendall",58,34.83,89,31,"GIRPutting1015",2010
18,18,"Bo Van Pelt",104,34.83,178,62,"GIRPutting1015",2010
20,20,"Mathias Gronberg",61,34.38,96,33,"GIRPutting1015",2010
21,21,"Robert Allenby",76,34.31,137,47,"GIRPutting1015",2010
22,22,"George McNeill",79,34.15,123,42,"GIRPutting1015",2010
23,23,"Greg Chalmers",93,33.93,168,57,"GIRPutting1015",2010
24,24,"Charlie Wi",95,33.9,177,60,"GIRPutting1015",2010
25,25,"John Mallinger",78,33.58,134,45,"GIRPutting1015",2010
26,26,"Aaron Baddeley",94,33.53,170,57,"GIRPutting1015",2010
27,27,"Webb Simpson",98,33.51,185,62,"GIRPutting1015",2010
28,28,"Daniel Chopra",74,33.33,99,33,"GIRPutting1015",2010
28,28,"Stewart Cink",84,33.33,129,43,"GIRPutting1015",2010
28,28,"Jeff Maggert",76,33.33,141,47,"GIRPutting1015",2010
28,28,"Brian Stuard",81,33.33,150,50,"GIRPutting1015",2010
32,32,"Jeff Overton",89,33.1,142,47,"GIRPutting1015",2010
33,33,"Steve Wheatcroft",74,33.06,124,41,"GIRPutting1015",2010
34,34,"Ryan Moore",80,33.05,118,39,"GIRPutting1015",2010
35,35,"Justin Rose",78,32.82,131,43,"GIRPutting1015",2010
36,36,"JP Hayes",79,32.68,153,50,"GIRPutting1015",2010
37,37,"Chad Collins",87,32.58,132,43,"GIRPutting1015",2010
38,38,"James Nitties",92,32.48,157,51,"GIRPutting1015",2010
39,39,"Marc Leishman",87,32.24,152,49,"GIRPutting1015",2010
40,40,"Brian Gay",101,32.1,162,52,"GIRPutting1015",2010
41,41,"Scott Piercy",88,31.82,176,56,"GIRPutting1015",2010
42,42,"Steve Lowery",67,31.78,107,34,"GIRPutting1015",2010
43,43,"James Driscoll",78,31.71,123,39,"GIRPutting1015",2010
43,43,"Bryce Molder",84,31.71,123,39,"GIRPutting1015",2010
45,45,"Jimmy Walker",82,31.54,149,47,"GIRPutting1015",2010
46,46,"Vance Veazey",58,31.4,86,27,"GIRPutting1015",2010
47,47,"David Duval",71,31.36,118,37,"GIRPutting1015",2010
48,48,"Rickie Fowler",98,31.32,182,57,"GIRPutting1015",2010
49,49,"Rory Sabbatini",79,31.3,115,36,"GIRPutting1015",2010
50,50,"John Merrick",109,31.15,183,57,"GIRPutting1015",2010
51,51,"KJ Choi",82,31.09,119,37,"GIRPutting1015",2010
52,52,"David Toms",86,30.99,142,44,"GIRPutting1015",2010
53,53,"Joe Ogilvie",99,30.72,153,47,"GIRPutting1015",2010
54,54,"Freddie Jacobson",83,30.71,140,43,"GIRPutting1015",2010
55,55,"Tim Petrovic",105,30.6,183,56,"GIRPutting1015",2010
56,56,"Heath Slocum",97,30.52,154,47,"GIRPutting1015",2010
57,57,"Steve Flesch",78,30.47,128,39,"GIRPutting1015",2010
58,58,"JB Holmes",100,30.41,171,52,"GIRPutting1015",2010
59,59,"Kenny Perry",69,30.36,112,34,"GIRPutting1015",2010
60,60,"Stuart Appleby",101,30.34,178,54,"GIRPutting1015",2010
61,61,"Bill Haas",87,30.19,159,48,"GIRPutting1015",2010
61,61,"Nick Watney",91,30.19,106,32,"GIRPutting1015",2010
63,63,"Jerod Turner",54,30.16,63,19,"GIRPutting1015",2010
64,64,"Padraig Harrington",57,30.14,73,22,"GIRPutting1015",2010
65,65,"Vaughn Taylor",87,30.13,156,47,"GIRPutting1015",2010
65,65,"Johnson Wagner",85,30.13,156,47,"GIRPutting1015",2010
67,67,"Charles Howell III",103,30,180,54,"GIRPutting1015",2010
67,67,"Troy Merritt",86,30,150,45,"GIRPutting1015",2010
67,67,"Adam Scott",70,30,110,33,"GIRPutting1015",2010
70,70,"Paul Goydos",78,29.93,137,41,"GIRPutting1015",2010
71,71,"Steve Stricker",73,29.82,114,34,"GIRPutting1015",2010
71,71,"Mike Weir",59,29.82,57,17,"GIRPutting1015",2010
73,73,"Michael Bradley",77,29.77,131,39,"GIRPutting1015",2010
74,74,"Ben Crane",85,29.75,121,36,"GIRPutting1015",2010
75,75,"Jason Bohn",84,29.7,165,49,"GIRPutting1015",2010
76,76,"Sean OHair",84,29.69,128,38,"GIRPutting1015",2010
77,77,"Brad Faxon",58,29.63,81,24,"GIRPutting1015",2010
77,77,"Lucas Glover",75,29.63,108,32,"GIRPutting1015",2010
79,79,"Spencer Levin",110,29.53,193,57,"GIRPutting1015",2010
80,80,"Dustin Johnson",83,29.46,129,38,"GIRPutting1015",2010
81,81,"YE Yang",72,29.41,119,35,"GIRPutting1015",2010
82,82,"Garrett Willis",82,29.38,160,47,"GIRPutting1015",2010
83,83,"Jim Furyk",76,29.37,126,37,"GIRPutting1015",2010
84,84,"John Rollins",81,29.33,150,44,"GIRPutting1015",2010
85,85,"Kevin Na",94,29.11,158,46,"GIRPutting1015",2010
86,86,"Kris Blanks",91,29.05,148,43,"GIRPutting1015",2010
87,87,"Davis Love III",79,28.99,138,40,"GIRPutting1015",2010
88,88,"Charley Hoffman",85,28.97,145,42,"GIRPutting1015",2010
89,89,"Bob Estes",79,28.95,152,44,"GIRPutting1015",2010
89,89,"Scott Verplank",74,28.95,114,33,"GIRPutting1015",2010
91,91,"Pat Perez",90,28.92,166,48,"GIRPutting1015",2010
92,92,"Matt Jones",89,28.91,128,37,"GIRPutting1015",2010
93,93,"Dean Wilson",54,28.85,104,30,"GIRPutting1015",2010
94,94,"Nathan Green",86,28.77,146,42,"GIRPutting1015",2010
95,95,"Jeff Gove",57,28.74,87,25,"GIRPutting1015",2010
96,96,"Chris Wilson",65,28.72,94,27,"GIRPutting1015",2010
97,97,"Michael Sim",64,28.71,101,29,"GIRPutting1015",2010
98,98,"Jason Dufner",87,28.69,122,35,"GIRPutting1015",2010
98,98,"Greg Owen",69,28.69,122,35,"GIRPutting1015",2010
100,100,"Richard Johnson",90,28.67,143,41,"GIRPutting1015",2010
100,100,"Andres Romero",73,28.67,143,41,"GIRPutting1015",2010
102,102,"DJ Trahan",92,28.66,164,47,"GIRPutting1015",2010
103,103,"Kevin Streelman",90,28.4,169,48,"GIRPutting1015",2010
104,104,"Jay Williamson",76,28.36,134,38,"GIRPutting1015",2010
105,105,"Martin Flores",75,28.33,120,34,"GIRPutting1015",2010
106,106,"Chris Stroud",90,27.92,154,43,"GIRPutting1015",2010
107,107,"Steve Marino",81,27.83,115,32,"GIRPutting1015",2010
108,108,"Ricky Barnes",103,27.81,187,52,"GIRPutting1015",2010
109,109,"Nicholas Thompson",88,27.74,155,43,"GIRPutting1015",2010
110,110,"Zach Johnson",93,27.65,170,47,"GIRPutting1015",2010
111,111,"Craig Bowden",56,27.55,98,27,"GIRPutting1015",2010
112,112,"Jonathan Byrd",85,27.5,160,44,"GIRPutting1015",2010
113,113,"Chris Riley",73,27.48,131,36,"GIRPutting1015",2010
114,114,"Chris Tidland",77,27.45,102,28,"GIRPutting1015",2010
115,115,"Bill Lunde",79,27.36,106,29,"GIRPutting1015",2010
116,116,"Ernie Els",72,27.19,114,31,"GIRPutting1015",2010
117,117,"JJ Henry",92,27.14,140,38,"GIRPutting1015",2010
118,118,"Bubba Watson",77,26.98,126,34,"GIRPutting1015",2010
119,119,"Michael Letzig",84,26.88,160,43,"GIRPutting1015",2010
120,120,"Blake Adams",84,26.77,127,34,"GIRPutting1015",2010
121,121,"Stephen Ames",75,26.67,150,40,"GIRPutting1015",2010
121,121,"Tim Clark",88,26.67,165,44,"GIRPutting1015",2010
123,123,"Henrik Bjornstad",72,26.61,109,29,"GIRPutting1015",2010
124,124,"Michael Connell",89,26.51,166,44,"GIRPutting1015",2010
125,125,"Brett Wetterich",54,26.47,102,27,"GIRPutting1015",2010
126,126,"Mark Wilson",87,26.38,163,43,"GIRPutting1015",2010
127,127,"Jerry Kelly",99,26.37,182,48,"GIRPutting1015",2010
128,128,"Charles Warren",64,26.27,118,31,"GIRPutting1015",2010
129,129,"Will Ma Kenzie",72,26.09,138,36,"GIRPutting1015",2010
130,130,"Rory McIlroy",54,26.04,96,25,"GIRPutting1015",2010
131,131,"Chris DiMarco",88,26.03,146,38,"GIRPutting1015",2010
132,132,"Ted Purdy",86,25.95,131,34,"GIRPutting1015",2010
133,133,"Brent Delahoussaye",57,25.93,81,21,"GIRPutting1015",2010
134,134,"Retief Goosen",75,25.74,101,26,"GIRPutting1015",2010
135,135,"Tim Herron",79,25.55,137,35,"GIRPutting1015",2010
136,136,"Derek Lamely",81,25.24,103,26,"GIRPutting1015",2010
137,137,"Rod Pampling",77,25.23,111,28,"GIRPutting1015",2010
138,138,"Alex Prugh",88,25.17,147,37,"GIRPutting1015",2010
139,139,"Kevin Stadler",86,25.16,155,39,"GIRPutting1015",2010
140,140,"Rich Barcelo",70,25,128,32,"GIRPutting1015",2010
140,140,"Alex Cejka",81,25,132,33,"GIRPutting1015",2010
140,140,"Ian Poulter",55,25,44,11,"GIRPutting1015",2010
143,143,"Briny Baird",87,24.85,165,41,"GIRPutting1015",2010
144,144,"Hunter Mahan",85,24.82,141,35,"GIRPutting1015",2010
144,144,"Scott McCarron",90,24.82,141,35,"GIRPutting1015",2010
146,146,"Josh Teater",101,24.73,186,46,"GIRPutting1015",2010
147,147,"John Daly",63,24.72,89,22,"GIRPutting1015",2010
148,148,"Rocco Mediate",71,24.64,138,34,"GIRPutting1015",2010
149,149,"Troy Matteson",84,24.55,167,41,"GIRPutting1015",2010
150,150,"Garth Mulroy",53,24.51,102,25,"GIRPutting1015",2010
151,151,"Roland Thatcher",72,24.41,127,31,"GIRPutting1015",2010
152,152,"Jeff Quinney",91,24.22,161,39,"GIRPutting1015",2010
153,153,"Cameron Beckman",68,23.89,113,27,"GIRPutting1015",2010
153,153,"David Lutterus",69,23.89,113,27,"GIRPutting1015",2010
155,155,"Steve Elkington",74,23.85,109,26,"GIRPutting1015",2010
156,156,"Kevin Sutherland",86,23.78,164,39,"GIRPutting1015",2010
157,157,"Shaun Micheel",70,23.71,97,23,"GIRPutting1015",2010
158,158,"Brenden Pappas",66,23.68,114,27,"GIRPutting1015",2010
159,159,"Graham DeLaet",88,23.64,165,39,"GIRPutting1015",2010
160,160,"Omar Uresti",74,23.62,127,30,"GIRPutting1015",2010
161,161,"Martin Laird",91,23.57,157,37,"GIRPutting1015",2010
162,162,"Cameron Percy",73,23.53,119,28,"GIRPutting1015",2010
163,163,"Andrew McLardy",52,23.26,86,20,"GIRPutting1015",2010
164,164,"Billy Mayfair",78,23.08,156,36,"GIRPutting1015",2010
165,165,"Chad Campbell",95,23.03,178,41,"GIRPutting1015",2010
166,166,"Joe Durant",67,22.97,148,34,"GIRPutting1015",2010
167,167,"Jason Day",82,22.86,140,32,"GIRPutting1015",2010
168,168,"Cameron Tringale",55,22.77,101,23,"GIRPutting1015",2010
169,169,"John Senden",103,22.75,167,38,"GIRPutting1015",2010
170,170,"Lee Janzen",77,22.7,141,32,"GIRPutting1015",2010
171,171,"Brett Quigley",96,22.56,164,37,"GIRPutting1015",2010
172,172,"Kevin Johnson",62,22.47,89,20,"GIRPutting1015",2010
173,173,"Paul Stankowski",62,22.45,98,22,"GIRPutting1015",2010
174,174,"Jeev Milkha Singh",59,22.43,107,24,"GIRPutting1015",2010
175,175,"Robert Garrigus",71,22.22,126,28,"GIRPutting1015",2010
175,175,"Aron Price",70,22.22,135,30,"GIRPutting1015",2010
175,175,"Boo Weekley",88,22.22,144,32,"GIRPutting1015",2010
178,178,"Matt Bettencourt",91,21.99,141,31,"GIRPutting1015",2010
179,179,"Mark Calcavecchia",50,21.62,74,16,"GIRPutting1015",2010
180,180,"Trevor Immelman",55,21.59,88,19,"GIRPutting1015",2010
181,181,"Mathew Goggin",85,21.38,145,31,"GIRPutting1015",2010
182,182,"Brendon de Jonge",114,21.36,206,44,"GIRPutting1015",2010
183,183,"Greg Kraft",52,21.25,80,17,"GIRPutting1015",2010
184,184,"Angel Cabrera",64,21,100,21,"GIRPutting1015",2010
