"LeftTendency_RANKTHISWEEK_2010","LeftTendency_RANKLASTWEEK_2010","LeftTendency_PLAYERNAME_2010","LeftTendency_EVENTS_2010","LeftTendency_Pct_2010","LeftTendency_NUMBEROFTIMES_2010","LeftTendency_ATTEMPTS_2010","LeftTendency_AVGRTPSCORE_2010","stat_name","year"
1,1,"Charles Howell III",28,36.9,193,523,1.04,"LeftTendency",2010
2,2,"Chad Collins",26,37,141,381,1.28,"LeftTendency",2010
2,2,"John Rollins",26,37,126,341,0.87,"LeftTendency",2010
4,4,"Bill Lunde",28,37.2,125,336,2.4,"LeftTendency",2010
5,5,"Bryce Molder",26,37.5,136,363,1.62,"LeftTendency",2010
6,6,"Greg Chalmers",27,38.6,175,453,0.57,"LeftTendency",2010
7,7,"Tim Petrovic",32,38.7,160,413,1.63,"LeftTendency",2010
8,8,"Freddie Jacobson",24,39.9,150,376,1.87,"LeftTendency",2010
8,8,"James Nitties",30,39.9,141,353,2.06,"LeftTendency",2010
10,10,"Scott Piercy",28,40,181,452,1.82,"LeftTendency",2010
11,11,"Angel Cabrera",19,40.3,124,308,1.13,"LeftTendency",2010
12,12,"Aaron Baddeley",26,40.7,187,459,0.48,"LeftTendency",2010
12,12,"David Toms",25,40.7,111,273,1.71,"LeftTendency",2010
12,12,"Scott Verplank",22,40.7,96,236,2.08,"LeftTendency",2010
15,15,"David Lutterus",25,40.8,130,319,1.69,"LeftTendency",2010
15,15,"Chris Riley",24,40.8,107,262,2.34,"LeftTendency",2010
15,15,"Jimmy Walker",27,40.8,176,431,1.25,"LeftTendency",2010
18,18,"Troy Matteson",28,40.9,162,396,0.62,"LeftTendency",2010
19,19,"Rory Sabbatini",26,41.1,144,350,1.74,"LeftTendency",2010
20,20,"Robert Garrigus",22,41.2,135,328,1.7,"LeftTendency",2010
21,21,"Ian Poulter",15,41.9,70,167,0.86,"LeftTendency",2010
22,22,"Jeff Gove",22,42,89,212,1.57,"LeftTendency",2010
23,23,"Ernie Els",20,42.1,131,311,0,"LeftTendency",2010
23,23,"JP Hayes",25,42.1,136,323,1.1,"LeftTendency",2010
25,25,"Bob Estes",26,42.3,152,359,1.78,"LeftTendency",2010
26,26,"George McNeill",28,42.5,174,409,0.92,"LeftTendency",2010
27,27,"Josh Teater",31,42.7,180,422,3.17,"LeftTendency",2010
28,28,"James Driscoll",26,42.8,172,402,1.8,"LeftTendency",2010
28,28,"Rickie Fowler",28,42.8,171,400,1.81,"LeftTendency",2010
30,30,"Charley Hoffman",24,43.2,152,352,0.79,"LeftTendency",2010
31,31,"Kevin Streelman",28,43.4,154,355,2.47,"LeftTendency",2010
32,32,"Paul Goydos",25,43.5,117,269,1.79,"LeftTendency",2010
33,33,"Chad Campbell",28,43.6,140,321,2.14,"LeftTendency",2010
34,34,"Hunter Mahan",25,43.8,127,290,1.18,"LeftTendency",2010
35,35,"Marc Leishman",26,43.9,176,401,1.14,"LeftTendency",2010
35,35,"Roger Tambellini",26,43.9,127,289,2.28,"LeftTendency",2010
37,37,"Robert Allenby",22,44,128,291,1.72,"LeftTendency",2010
37,37,"Martin Laird",26,44,183,416,1.15,"LeftTendency",2010
39,39,"Daniel Chopra",28,44.3,178,402,1.4,"LeftTendency",2010
40,40,"Mark Calcavecchia",16,44.5,81,182,2.1,"LeftTendency",2010
40,40,"Nick Watney",24,44.5,157,353,1.02,"LeftTendency",2010
42,42,"Steve Marino",24,44.6,144,323,1.25,"LeftTendency",2010
42,42,"Cameron Percy",25,44.6,140,314,1.07,"LeftTendency",2010
44,44,"Ricky Barnes",28,44.7,200,447,0.75,"LeftTendency",2010
44,44,"Bo Van Pelt",28,44.7,187,418,1.28,"LeftTendency",2010
46,46,"KJ Choi",22,44.8,124,277,1.61,"LeftTendency",2010
46,46,"Joe Durant",19,44.8,82,183,2.44,"LeftTendency",2010
48,48,"Steve Elkington",22,44.9,110,245,1.27,"LeftTendency",2010
48,48,"Steve Lowery",25,44.9,118,263,1.78,"LeftTendency",2010
48,48,"Rocco Mediate",25,44.9,111,247,1.8,"LeftTendency",2010
51,51,"Billy Mayfair",26,45.3,120,265,1.83,"LeftTendency",2010
51,51,"Mike Weir",19,45.3,115,254,1.22,"LeftTendency",2010
53,53,"Skip Kendall",18,45.4,83,183,2.77,"LeftTendency",2010
54,54,"Ben Crane",24,45.5,122,268,1.15,"LeftTendency",2010
54,54,"John Merrick",31,45.5,181,398,2.38,"LeftTendency",2010
54,54,"Troy Merritt",29,45.5,185,407,2.7,"LeftTendency",2010
57,57,"Sergio Garcia",15,45.7,85,186,0.94,"LeftTendency",2010
57,57,"Zach Johnson",25,45.7,133,291,1.2,"LeftTendency",2010
57,57,"Mark Wilson",28,45.7,144,315,1.67,"LeftTendency",2010
60,60,"Vance Veazey",23,45.8,121,264,2.31,"LeftTendency",2010
60,60,"Charlie Wi",27,45.8,193,421,1.09,"LeftTendency",2010
62,62,"Brendon de Jonge",32,45.9,185,403,1.51,"LeftTendency",2010
62,62,"Jason Dufner",25,45.9,133,290,1.58,"LeftTendency",2010
64,64,"Tim Herron",24,46,192,417,1.41,"LeftTendency",2010
64,64,"Kevin Johnson",26,46,104,226,2.5,"LeftTendency",2010
64,64,"Rory McIlroy",16,46,93,202,-0.11,"LeftTendency",2010
67,67,"Craig Bowden",20,46.1,77,167,1.43,"LeftTendency",2010
67,67,"Brian Davis",32,46.1,171,371,2.46,"LeftTendency",2010
69,69,"Kris Blanks",30,46.2,147,318,2.11,"LeftTendency",2010
69,69,"Jarrod Lyle",18,46.2,98,212,1.43,"LeftTendency",2010
71,71,"Henrik Bjornstad",26,46.4,123,265,2.52,"LeftTendency",2010
72,72,"Joe Ogilvie",32,46.5,210,452,1.71,"LeftTendency",2010
73,73,"Tom Gillis",27,46.6,176,378,2.16,"LeftTendency",2010
74,74,"Chris DiMarco",25,46.7,143,306,1.12,"LeftTendency",2010
74,74,"Steve Wheatcroft",27,46.7,122,261,2.7,"LeftTendency",2010
74,74,"Chris Wilson",26,46.7,127,272,2.13,"LeftTendency",2010
77,77,"Cliff Kresge",17,46.9,84,179,2.02,"LeftTendency",2010
77,77,"Sean OHair",25,46.9,150,320,1.07,"LeftTendency",2010
77,77,"Greg Owen",27,46.9,149,318,3.22,"LeftTendency",2010
80,80,"Andres Romero",21,47.2,186,394,1.77,"LeftTendency",2010
80,80,"Brian Stuard",28,47.2,158,335,2.09,"LeftTendency",2010
82,82,"Derek Lamely",28,47.3,181,383,1.49,"LeftTendency",2010
82,82,"Aron Price",22,47.3,125,264,2.32,"LeftTendency",2010
82,82,"Heath Slocum",25,47.3,134,283,1.49,"LeftTendency",2010
85,85,"Vijay Singh",24,47.4,137,289,0.51,"LeftTendency",2010
85,85,"Johnson Wagner",28,47.4,170,359,2.12,"LeftTendency",2010
87,87,"Jason Day",24,47.5,182,383,1.81,"LeftTendency",2010
87,87,"Nicholas Thompson",29,47.5,172,362,2.85,"LeftTendency",2010
89,89,"Jeev Milkha Singh",19,47.6,128,269,1.09,"LeftTendency",2010
90,90,"Geoff Ogilvy",19,47.7,136,285,1.69,"LeftTendency",2010
90,90,"Chris Tidland",24,47.7,154,323,1.23,"LeftTendency",2010
92,92,"Cameron Beckman",25,47.8,139,291,1.65,"LeftTendency",2010
93,93,"John Daly",20,47.9,136,284,2.72,"LeftTendency",2010
94,94,"Scott McCarron",29,48,176,367,1.02,"LeftTendency",2010
94,94,"DJ Trahan",27,48,199,415,0.65,"LeftTendency",2010
96,96,"Graham DeLaet",28,48.1,165,343,0.3,"LeftTendency",2010
96,96,"Dustin Johnson",23,48.1,175,364,1.14,"LeftTendency",2010
96,96,"Jay Williamson",24,48.1,117,243,1.88,"LeftTendency",2010
99,99,"Lee Janzen",26,48.2,173,359,1.68,"LeftTendency",2010
100,100,"Chris Stroud",27,48.3,171,354,1.58,"LeftTendency",2010
101,101,"Matt Every",18,48.6,121,249,1.82,"LeftTendency",2010
102,102,"Brent Delahoussaye",21,48.7,97,199,3.2,"LeftTendency",2010
102,102,"Jeff Overton",26,48.7,204,419,0.93,"LeftTendency",2010
102,102,"Boo Weekley",27,48.7,150,308,1.8,"LeftTendency",2010
105,105,"Ryan Palmer",27,48.9,198,405,2.02,"LeftTendency",2010
105,105,"Vaughn Taylor",26,48.9,158,323,2.09,"LeftTendency",2010
107,107,"Pat Perez",27,49,178,363,1.52,"LeftTendency",2010
108,108,"Matt Bettencourt",32,49.1,185,377,1.57,"LeftTendency",2010
109,109,"Blake Adams",26,49.2,162,329,1.85,"LeftTendency",2010
109,109,"Greg Kraft",22,49.2,97,197,3.51,"LeftTendency",2010
109,109,"Brandt Snedeker",26,49.2,177,360,1.41,"LeftTendency",2010
112,112,"Davis Love III",24,49.3,145,294,1.59,"LeftTendency",2010
113,113,"Rich Barcelo",25,49.4,166,336,1.87,"LeftTendency",2010
113,113,"John Senden",30,49.4,191,387,1.52,"LeftTendency",2010
113,113,"YE Yang",21,49.4,134,271,1.79,"LeftTendency",2010
116,116,"Richard Johnson",27,49.5,136,275,3.46,"LeftTendency",2010
116,116,"Michael Letzig",27,49.5,180,364,1.72,"LeftTendency",2010
118,118,"Cameron Tringale",22,49.6,117,236,2.14,"LeftTendency",2010
119,119,"Nathan Green",27,49.8,207,416,1.4,"LeftTendency",2010
119,119,"Kevin Stadler",28,49.8,165,331,2.06,"LeftTendency",2010
121,121,"Lucas Glover",23,50,142,284,0.92,"LeftTendency",2010
121,121,"Ryan Moore",24,50,131,262,2.29,"LeftTendency",2010
121,121,"Jeff Quinney",29,50,159,318,1.82,"LeftTendency",2010
124,124,"Stewart Cink",23,50.2,157,313,0.13,"LeftTendency",2010
124,124,"Jeff Maggert",28,50.2,136,271,2.57,"LeftTendency",2010
124,124,"Brenden Pappas",24,50.2,162,323,2.1,"LeftTendency",2010
127,127,"Martin Flores",26,50.4,213,423,2.07,"LeftTendency",2010
127,127,"JB Holmes",26,50.4,257,510,0.62,"LeftTendency",2010
127,127,"DA Points",29,50.4,190,377,1.42,"LeftTendency",2010
130,130,"Bubba Watson",22,50.5,187,370,-0.11,"LeftTendency",2010
131,131,"Jonathan Byrd",26,50.6,204,403,0.39,"LeftTendency",2010
131,131,"Jerry Kelly",29,50.6,171,338,0.94,"LeftTendency",2010
131,131,"John Mallinger",29,50.6,124,245,4.35,"LeftTendency",2010
134,134,"Charles Warren",21,50.7,116,229,1.81,"LeftTendency",2010
135,135,"Matt Jones",27,50.8,224,441,0.58,"LeftTendency",2010
136,136,"Stephen Ames",23,51,158,310,1.9,"LeftTendency",2010
136,136,"Briny Baird",28,51,182,357,1.48,"LeftTendency",2010
138,138,"Luke Donald",20,51.3,142,277,0.63,"LeftTendency",2010
138,138,"Adam Scott",20,51.3,138,269,0.87,"LeftTendency",2010
140,140,"Woody Austin",29,51.4,188,366,1.6,"LeftTendency",2010
140,140,"Tim Clark",24,51.4,125,243,0.24,"LeftTendency",2010
142,142,"Jim Furyk",21,51.5,120,233,1.33,"LeftTendency",2010
142,142,"Jerod Turner",21,51.5,102,198,2.75,"LeftTendency",2010
142,142,"Omar Uresti",27,51.5,101,196,3.17,"LeftTendency",2010
145,145,"Mathew Goggin",28,51.6,177,343,2.94,"LeftTendency",2010
146,146,"Mathias Gronberg",22,51.7,123,238,1.3,"LeftTendency",2010
146,146,"Will Ma Kenzie",23,51.7,154,298,1.1,"LeftTendency",2010
146,146,"Kevin Na",26,51.7,178,344,1.01,"LeftTendency",2010
149,149,"Tom Pernice Jr",22,51.8,131,253,1.53,"LeftTendency",2010
150,150,"Justin Leonard",27,52.1,160,307,2.19,"LeftTendency",2010
150,150,"Roland Thatcher",26,52.1,183,351,2.35,"LeftTendency",2010
152,152,"Shaun Micheel",21,52.2,130,249,2.15,"LeftTendency",2010
153,153,"Jason Bohn",25,52.4,167,319,1.5,"LeftTendency",2010
154,154,"Padraig Harrington",18,52.5,134,255,0.9,"LeftTendency",2010
154,154,"Ryuji Imada",28,52.5,210,400,1.81,"LeftTendency",2010
154,154,"Brett Wetterich",16,52.5,149,284,0.87,"LeftTendency",2010
157,157,"JJ Henry",27,52.6,183,348,0.38,"LeftTendency",2010
157,157,"Justin Rose",22,52.6,170,323,1.47,"LeftTendency",2010
159,159,"Alex Cejka",28,52.8,140,265,2.21,"LeftTendency",2010
160,160,"Brian Gay",30,52.9,155,293,1.74,"LeftTendency",2010
161,161,"Carl Pettersson",29,53,219,413,0.55,"LeftTendency",2010
161,161,"Kevin Sutherland",25,53,179,338,1.12,"LeftTendency",2010
163,163,"Bill Haas",25,53.1,189,356,1.16,"LeftTendency",2010
163,163,"Michael Sim",20,53.1,137,258,1.46,"LeftTendency",2010
165,165,"Trevor Immelman",19,53.3,112,210,1.52,"LeftTendency",2010
166,166,"Michael Bradley",24,53.6,186,347,0.48,"LeftTendency",2010
167,167,"Ted Purdy",30,53.7,197,367,2.44,"LeftTendency",2010
167,167,"Camilo Villegas",20,53.7,160,298,1.63,"LeftTendency",2010
169,169,"Brad Faxon",23,54.3,140,258,3.36,"LeftTendency",2010
170,170,"Chris Couch",23,54.6,143,262,0.7,"LeftTendency",2010
171,171,"Michael Connell",25,55.2,206,373,1.65,"LeftTendency",2010
172,172,"Steve Stricker",19,55.3,131,237,0.46,"LeftTendency",2010
173,173,"Kenny Perry",20,55.4,129,233,1.63,"LeftTendency",2010
173,173,"Webb Simpson",31,55.4,263,475,1.41,"LeftTendency",2010
175,175,"Steve Flesch",25,55.6,164,295,2.07,"LeftTendency",2010
176,176,"Alex Prugh",28,55.8,250,448,1.72,"LeftTendency",2010
177,177,"Paul Casey",17,56.6,129,228,0.31,"LeftTendency",2010
177,177,"Spencer Levin",31,56.6,249,440,2.09,"LeftTendency",2010
179,179,"Ben Curtis",24,56.8,150,264,1.8,"LeftTendency",2010
180,180,"Phil Mickelson",20,56.9,205,360,1.02,"LeftTendency",2010
181,181,"Justin Bolli",23,57.2,107,187,3.74,"LeftTendency",2010
182,182,"Andrew McLardy",21,58.4,128,219,2.11,"LeftTendency",2010
183,183,"Retief Goosen",19,59,141,239,0.99,"LeftTendency",2010
183,183,"Paul Stankowski",18,59,135,229,1.78,"LeftTendency",2010
185,185,"Matt Kuchar",26,59.4,192,323,1.41,"LeftTendency",2010
185,185,"Brett Quigley",29,59.4,263,443,1.41,"LeftTendency",2010
187,187,"Stuart Appleby",31,59.7,279,467,2.22,"LeftTendency",2010
188,188,"Garth Mulroy",19,60.5,127,210,0.63,"LeftTendency",2010
189,189,"Dean Wilson",18,60.8,121,199,0.58,"LeftTendency",2010
190,190,"David Duval",24,62.3,193,310,2.8,"LeftTendency",2010
191,191,"Garrett Willis",24,62.9,171,272,1.93,"LeftTendency",2010
192,192,"Rod Pampling",26,65.8,204,310,2.21,"LeftTendency",2010
