"ProximitytoHolefrom2030yards_RANKTHISWEEK_2006","ProximitytoHolefrom2030yards_RANKLASTWEEK_2006","ProximitytoHolefrom2030yards_PLAYERNAME_2006","ProximitytoHolefrom2030yards_ROUNDS_2006","ProximitytoHolefrom2030yards_AVGDTP_2006","ProximitytoHolefrom2030yards_TOTALDISTANCEFEET_2006","ProximitytoHolefrom2030yards_OFSHOTS_2006","ProximitytoHolefrom2030yards_SCRAMBLINGRANK_2006","stat_name","year"
1,1,"Omar Uresti",61,NA,453,63,7,"ProximitytoHolefrom2030yards",2006
2,2,"Steve Stricker",64,NA,360.417,50,2,"ProximitytoHolefrom2030yards",2006
3,3,"Jonathan Byrd",66,NA,585.667,76,20,"ProximitytoHolefrom2030yards",2006
4,4,"Ernie Els",69,NA,629.833,80,53,"ProximitytoHolefrom2030yards",2006
4,4,"Jim Furyk",89,NA,549.083,70,4,"ProximitytoHolefrom2030yards",2006
4,4,"Corey Pavin",74,NA,561.25,72,1,"ProximitytoHolefrom2030yards",2006
4,4,"Scott Verplank",88,NA,523.667,67,12,"ProximitytoHolefrom2030yards",2006
8,8,"Ben Curtis",86,NA,706.083,89,116,"ProximitytoHolefrom2030yards",2006
9,9,"Rory Sabbatini",84,NA,604.833,76,50,"ProximitytoHolefrom2030yards",2006
10,10,"Retief Goosen",68,NA,534.417,66,108,"ProximitytoHolefrom2030yards",2006
11,11,"Stuart Appleby",83,NA,865.25,106,56,"ProximitytoHolefrom2030yards",2006
11,11,"Brett Quigley",109,NA,1113.583,136,14,"ProximitytoHolefrom2030yards",2006
11,11,"Vijay Singh",103,NA,1089.583,133,39,"ProximitytoHolefrom2030yards",2006
14,14,"Phil Mickelson",74,NA,565.25,68,138,"ProximitytoHolefrom2030yards",2006
14,14,"Mike Sposa",68,NA,829.583,100,47,"ProximitytoHolefrom2030yards",2006
16,16,"JL Lewis",57,NA,640.5,75,76,"ProximitytoHolefrom2030yards",2006
16,16,"Peter Lonard",77,NA,788.917,93,87,"ProximitytoHolefrom2030yards",2006
16,16,"Chris Riley",86,NA,1061.333,125,26,"ProximitytoHolefrom2030yards",2006
19,19,"Craig Barlow",77,NA,712.917,83,159,"ProximitytoHolefrom2030yards",2006
19,19,"Matt Hansen",68,NA,616.25,72,89,"ProximitytoHolefrom2030yards",2006
19,19,"Ryuji Imada",105,NA,1405.25,163,24,"ProximitytoHolefrom2030yards",2006
19,19,"Stephen Leaney",84,NA,1033.25,120,19,"ProximitytoHolefrom2030yards",2006
19,19,"Shigeki Maruyama",94,NA,1102.833,129,21,"ProximitytoHolefrom2030yards",2006
19,19,"Mike Weir",88,NA,737.667,86,79,"ProximitytoHolefrom2030yards",2006
25,25,"Michael Allen",84,NA,849.083,98,70,"ProximitytoHolefrom2030yards",2006
25,25,"Tim Clark",80,NA,643,74,58,"ProximitytoHolefrom2030yards",2006
25,25,"Fred Funk",106,NA,824.083,95,42,"ProximitytoHolefrom2030yards",2006
25,25,"Tim Herron",82,NA,762.833,88,148,"ProximitytoHolefrom2030yards",2006
25,25,"Bob May",65,NA,528.333,61,144,"ProximitytoHolefrom2030yards",2006
30,30,"Mark Brooks",90,NA,917.333,105,107,"ProximitytoHolefrom2030yards",2006
30,30,"John Rollins",93,NA,987.583,113,182,"ProximitytoHolefrom2030yards",2006
30,30,"Kirk Triplett",58,NA,548.667,63,133,"ProximitytoHolefrom2030yards",2006
33,33,"Bill Haas",99,NA,1206.917,136,48,"ProximitytoHolefrom2030yards",2006
33,33,"JP Hayes",55,NA,591.5,67,75,"ProximitytoHolefrom2030yards",2006
33,33,"David Toms",76,NA,834,94,54,"ProximitytoHolefrom2030yards",2006
36,36,"Jason Bohn",104,NA,1061.167,119,13,"ProximitytoHolefrom2030yards",2006
36,36,"Charles Howell III",96,NA,1004.083,113,115,"ProximitytoHolefrom2030yards",2006
36,36,"Jerry Kelly",100,NA,1115.333,125,17,"ProximitytoHolefrom2030yards",2006
36,36,"Daisuke Maruyama",83,NA,850.083,95,104,"ProximitytoHolefrom2030yards",2006
40,40,"Paul Goydos",72,NA,621.25,69,25,"ProximitytoHolefrom2030yards",2006
40,40,"Justin Leonard",83,NA,914.917,102,77,"ProximitytoHolefrom2030yards",2006
40,40,"Thomas Levet",53,NA,538.333,60,81,"ProximitytoHolefrom2030yards",2006
40,40,"Justin Rose",98,NA,797.583,89,84,"ProximitytoHolefrom2030yards",2006
40,40,"Bob Tway",81,NA,963.083,107,147,"ProximitytoHolefrom2030yards",2006
45,45,"Paul Azinger",87,NA,1047.917,115,8,"ProximitytoHolefrom2030yards",2006
45,45,"Briny Baird",81,NA,819.5,90,124,"ProximitytoHolefrom2030yards",2006
45,45,"Alex Cejka",93,NA,987.917,109,156,"ProximitytoHolefrom2030yards",2006
45,45,"Marco Dawson",87,NA,1023.5,113,121,"ProximitytoHolefrom2030yards",2006
45,45,"Brian Gay",107,NA,1339.583,148,5,"ProximitytoHolefrom2030yards",2006
45,45,"Freddie Jacobson",56,NA,681.833,75,101,"ProximitytoHolefrom2030yards",2006
45,45,"Larry Mize",53,NA,524.5,58,33,"ProximitytoHolefrom2030yards",2006
45,45,"Arron Oberholser",82,NA,654.667,72,98,"ProximitytoHolefrom2030yards",2006
45,45,"Joe Ogilvie",95,NA,913.833,101,45,"ProximitytoHolefrom2030yards",2006
45,45,"Ted Purdy",103,NA,838.75,92,168,"ProximitytoHolefrom2030yards",2006
55,55,"Henrik Bjornstad",97,NA,1336.917,146,109,"ProximitytoHolefrom2030yards",2006
55,55,"Steve Lowery",99,NA,1085,118,111,"ProximitytoHolefrom2030yards",2006
57,57,"Ben Crane",85,NA,981.417,106,120,"ProximitytoHolefrom2030yards",2006
57,57,"Frank Lickliter II",99,NA,1047.083,113,16,"ProximitytoHolefrom2030yards",2006
57,57,"Heath Slocum",96,NA,784.75,85,141,"ProximitytoHolefrom2030yards",2006
57,57,"Mark Wilson",79,NA,810.583,88,82,"ProximitytoHolefrom2030yards",2006
61,61,"Luke Donald",66,NA,530.75,57,3,"ProximitytoHolefrom2030yards",2006
61,61,"Danny Ellis",68,NA,889.417,95,90,"ProximitytoHolefrom2030yards",2006
61,61,"Steve Flesch",119,NA,1286.333,138,22,"ProximitytoHolefrom2030yards",2006
61,61,"Will Ma Kenzie",91,NA,993.333,106,165,"ProximitytoHolefrom2030yards",2006
61,61,"Pat Perez",50,NA,567.75,61,166,"ProximitytoHolefrom2030yards",2006
61,61,"Bo Van Pelt",102,NA,1309.833,140,99,"ProximitytoHolefrom2030yards",2006
61,61,"Jimmy Walker",60,NA,957.417,103,175,"ProximitytoHolefrom2030yards",2006
68,68,"Tommy Armour III",65,NA,600.667,64,172,"ProximitytoHolefrom2030yards",2006
68,68,"Aaron Baddeley",78,NA,1044.417,111,51,"ProximitytoHolefrom2030yards",2006
68,68,"Chad Campbell",91,NA,838.333,89,93,"ProximitytoHolefrom2030yards",2006
68,68,"Jonathan Kaye",95,NA,995.917,106,102,"ProximitytoHolefrom2030yards",2006
68,68,"Len Mattiace",59,NA,877.167,93,143,"ProximitytoHolefrom2030yards",2006
68,68,"Ryan Palmer",101,NA,1186.833,126,74,"ProximitytoHolefrom2030yards",2006
68,68,"John Senden",96,NA,1095,116,86,"ProximitytoHolefrom2030yards",2006
68,68,"Nick Watney",97,NA,1417.083,151,15,"ProximitytoHolefrom2030yards",2006
76,76,"Olin Browne",108,NA,996.917,105,152,"ProximitytoHolefrom2030yards",2006
76,76,"Kris Cox",83,NA,1004.833,106,118,"ProximitytoHolefrom2030yards",2006
76,76,"Jeff Gove",91,NA,885.167,93,78,"ProximitytoHolefrom2030yards",2006
76,76,"Zach Johnson",98,NA,941.75,99,103,"ProximitytoHolefrom2030yards",2006
76,76,"Kent Jones",103,NA,1316.25,139,136,"ProximitytoHolefrom2030yards",2006
81,81,"Mark Calcavecchia",94,NA,1158.833,121,130,"ProximitytoHolefrom2030yards",2006
81,81,"John Daly",51,NA,679.667,71,186,"ProximitytoHolefrom2030yards",2006
81,81,"Brian Davis",92,NA,1090,114,49,"ProximitytoHolefrom2030yards",2006
81,81,"Greg Kraft",79,NA,716.25,75,88,"ProximitytoHolefrom2030yards",2006
81,81,"Greg Owen",79,NA,880.417,92,11,"ProximitytoHolefrom2030yards",2006
81,81,"Jeff Sluman",101,NA,1060.25,111,71,"ProximitytoHolefrom2030yards",2006
87,87,"Todd Fischer",101,NA,1519.583,157,117,"ProximitytoHolefrom2030yards",2006
87,87,"Harrison Frazar",95,NA,1088.333,113,96,"ProximitytoHolefrom2030yards",2006
87,87,"Sergio Garcia",59,NA,626.583,65,183,"ProximitytoHolefrom2030yards",2006
87,87,"Lucas Glover",105,NA,1234,128,129,"ProximitytoHolefrom2030yards",2006
87,87,"Dudley Hart",83,NA,1100.083,114,64,"ProximitytoHolefrom2030yards",2006
87,87,"Mark OMeara",52,NA,617.75,64,67,"ProximitytoHolefrom2030yards",2006
87,87,"Jason Schultz",77,NA,983.667,102,119,"ProximitytoHolefrom2030yards",2006
94,94,"Doug Barron",74,NA,905.583,93,23,"ProximitytoHolefrom2030yards",2006
94,94,"James Driscoll",80,NA,1401.583,144,160,"ProximitytoHolefrom2030yards",2006
94,94,"Lee Janzen",79,NA,1036,106,184,"ProximitytoHolefrom2030yards",2006
94,94,"Steve Jones",83,NA,1042.583,107,92,"ProximitytoHolefrom2030yards",2006
94,94,"Bernhard Langer",77,NA,933.083,96,57,"ProximitytoHolefrom2030yards",2006
94,94,"Rod Pampling",89,NA,1076.417,110,85,"ProximitytoHolefrom2030yards",2006
94,94,"Carl Pettersson",95,NA,1202.083,123,66,"ProximitytoHolefrom2030yards",2006
101,101,"John Cook",67,NA,716.583,73,28,"ProximitytoHolefrom2030yards",2006
101,101,"Brent Geiberger",99,NA,1331.667,135,34,"ProximitytoHolefrom2030yards",2006
101,101,"JB Holmes",81,NA,735.5,75,188,"ProximitytoHolefrom2030yards",2006
101,101,"Jon Mills",68,NA,707.167,72,140,"ProximitytoHolefrom2030yards",2006
101,101,"Tom Pernice Jr",108,NA,1207.083,123,80,"ProximitytoHolefrom2030yards",2006
106,106,"David Duval",71,NA,711,72,187,"ProximitytoHolefrom2030yards",2006
106,106,"Robert Garrigus",85,NA,1028.583,104,158,"ProximitytoHolefrom2030yards",2006
106,106,"Shaun Micheel",96,NA,995.333,100,127,"ProximitytoHolefrom2030yards",2006
106,106,"Ryan Moore",68,NA,841.667,85,46,"ProximitytoHolefrom2030yards",2006
106,106,"Jeff Overton",95,NA,1486.833,150,55,"ProximitytoHolefrom2030yards",2006
106,106,"Hidemichi Tanaka",74,NA,981.167,99,169,"ProximitytoHolefrom2030yards",2006
106,106,"Brett Wetterich",82,NA,1041.917,105,178,"ProximitytoHolefrom2030yards",2006
113,113,"Alex Aragon",63,NA,860.583,86,193,"ProximitytoHolefrom2030yards",2006
113,113,"Michael Connell",51,NA,590.333,59,192,"ProximitytoHolefrom2030yards",2006
113,113,"Charley Hoffman",100,NA,1223.917,122,137,"ProximitytoHolefrom2030yards",2006
113,113,"Jesper Parnevik",84,NA,1242.75,124,28,"ProximitytoHolefrom2030yards",2006
113,113,"Paul Stankowski",70,NA,727.583,73,114,"ProximitytoHolefrom2030yards",2006
113,113,"Charles Warren",93,NA,977.167,98,64,"ProximitytoHolefrom2030yards",2006
119,119,"Robert Allenby",79,NA,728.167,72,131,"ProximitytoHolefrom2030yards",2006
119,119,"Jeff Brehaut",100,NA,1257.083,125,153,"ProximitytoHolefrom2030yards",2006
119,119,"Geoff Ogilvy",76,NA,819,81,69,"ProximitytoHolefrom2030yards",2006
122,122,"Arjun Atwal",97,NA,1353.5,133,113,"ProximitytoHolefrom2030yards",2006
122,122,"KJ Choi",93,NA,1252.25,123,67,"ProximitytoHolefrom2030yards",2006
122,122,"Stewart Cink",93,NA,1038,102,27,"ProximitytoHolefrom2030yards",2006
