"ScramblingfromtheFringe_RANKTHISWEEK_2016","ScramblingfromtheFringe_RANKLASTWEEK_2016","ScramblingfromtheFringe_PLAYERNAME_2016","ScramblingfromtheFringe_ROUNDS_2016","ScramblingfromtheFringe_Pct_2016","ScramblingfromtheFringe_SUCCESSES_2016","ScramblingfromtheFringe_ATTEMPTS_2016","stat_name","year"
1,1,"Jonas Blixt",46,100,34,34,"ScramblingfromtheFringe",2016
1,1,"Matthew Fitzpatrick",23,100,6,6,"ScramblingfromtheFringe",2016
1,1,"Rickie Fowler",42,100,14,14,"ScramblingfromtheFringe",2016
1,1,"Brian Harman",60,100,33,33,"ScramblingfromtheFringe",2016
1,1,"Si Woo Kim",63,100,41,41,"ScramblingfromtheFringe",2016
1,1,"Kevin Kisner",49,100,24,24,"ScramblingfromtheFringe",2016
1,1,"Charl Schwartzel",29,100,16,16,"ScramblingfromtheFringe",2016
1,1,"Adam Scott",39,100,18,18,"ScramblingfromtheFringe",2016
1,1,"Andy Sullivan",25,100,10,10,"ScramblingfromtheFringe",2016
1,1,"Justin Thomas",53,100,20,20,"ScramblingfromtheFringe",2016
11,14,"Chez Reavie",56,98.18,54,55,"ScramblingfromtheFringe",2016
12,15,"Zac Blair",56,97.96,48,49,"ScramblingfromtheFringe",2016
13,16,"Chad Collins",45,97.44,38,39,"ScramblingfromtheFringe",2016
13,17,"David Hearn",55,97.44,38,39,"ScramblingfromtheFringe",2016
15,18,"Jeff Overton",51,97.37,37,38,"ScramblingfromtheFringe",2016
16,19,"Martin Piller",37,97.22,35,36,"ScramblingfromtheFringe",2016
17,21,"Alex Cejka",47,97.14,34,35,"ScramblingfromtheFringe",2016
18,20,"Scott Pinckney",53,97.06,33,34,"ScramblingfromtheFringe",2016
18,21,"Patrick Reed",53,97.06,33,34,"ScramblingfromtheFringe",2016
20,24,"David Toms",38,96.77,30,31,"ScramblingfromtheFringe",2016
21,23,"Andres Romero",22,96.43,27,28,"ScramblingfromtheFringe",2016
22,27,"Retief Goosen",37,96.15,25,26,"ScramblingfromtheFringe",2016
22,25,"Justin Leonard",28,96.15,25,26,"ScramblingfromtheFringe",2016
24,26,"Derek Fathauer",58,96.08,49,51,"ScramblingfromtheFringe",2016
25,1,"DH Lee",35,96,24,25,"ScramblingfromtheFringe",2016
25,27,"Robert Streb",51,96,24,25,"ScramblingfromtheFringe",2016
27,54,"Vaughn Taylor",30,95.45,21,22,"ScramblingfromtheFringe",2016
28,29,"Jason Day",36,95.24,20,21,"ScramblingfromtheFringe",2016
28,29,"Scott Piercy",45,95.24,20,21,"ScramblingfromtheFringe",2016
30,36,"Steven Bowditch",40,95,19,20,"ScramblingfromtheFringe",2016
31,37,"Camilo Villegas",50,94.87,37,39,"ScramblingfromtheFringe",2016
32,32,"Brian Gay",22,94.74,18,19,"ScramblingfromtheFringe",2016
