"YTDSubParRoundsStreak_RANKTHISWEEK_2010","YTDSubParRoundsStreak_RANKLASTWEEK_2010","YTDSubParRoundsStreak_PLAYERNAME_2010","YTDSubParRoundsStreak__2010","YTDSubParRoundsStreak_VALUE_2010","stat_name","year"
1,1,"Brendon de Jonge",NA,17,"YTDSubParRoundsStreak",2010
2,2,"Chris Riley",NA,15,"YTDSubParRoundsStreak",2010
3,3,"Freddie Jacobson",NA,14,"YTDSubParRoundsStreak",2010
4,4,"Phil Mickelson",NA,13,"YTDSubParRoundsStreak",2010
4,4,"Scott Piercy",NA,13,"YTDSubParRoundsStreak",2010
6,6,"Rickie Fowler",NA,12,"YTDSubParRoundsStreak",2010
6,6,"Charles Howell III",NA,12,"YTDSubParRoundsStreak",2010
6,6,"Richard Johnson",NA,12,"YTDSubParRoundsStreak",2010
6,6,"John Senden",NA,12,"YTDSubParRoundsStreak",2010
10,10,"Aron Price",NA,11,"YTDSubParRoundsStreak",2010
10,10,"Steve Stricker",NA,11,"YTDSubParRoundsStreak",2010
10,10,"Chris Tidland",NA,11,"YTDSubParRoundsStreak",2010
13,13,"Woody Austin",NA,10,"YTDSubParRoundsStreak",2010
13,13,"Ernie Els",NA,10,"YTDSubParRoundsStreak",2010
13,13,"Steve Flesch",NA,10,"YTDSubParRoundsStreak",2010
13,13,"JB Holmes",NA,10,"YTDSubParRoundsStreak",2010
13,13,"Matt Kuchar",NA,10,"YTDSubParRoundsStreak",2010
13,13,"Ryan Moore",NA,10,"YTDSubParRoundsStreak",2010
13,13,"Brandt Snedeker",NA,10,"YTDSubParRoundsStreak",2010
13,13,"Josh Teater",NA,10,"YTDSubParRoundsStreak",2010
13,13,"Bo Van Pelt",NA,10,"YTDSubParRoundsStreak",2010
22,22,"Aaron Baddeley",NA,9,"YTDSubParRoundsStreak",2010
22,22,"Stewart Cink",NA,9,"YTDSubParRoundsStreak",2010
22,22,"Tim Clark",NA,9,"YTDSubParRoundsStreak",2010
22,22,"Chad Collins",NA,9,"YTDSubParRoundsStreak",2010
22,22,"Michael Connell",NA,9,"YTDSubParRoundsStreak",2010
22,22,"Luke Donald",NA,9,"YTDSubParRoundsStreak",2010
22,22,"Steve Elkington",NA,9,"YTDSubParRoundsStreak",2010
