"Last5EventsScoring_RANKTHISWEEK_2016","Last5EventsScoring_RANKLASTWEEK_2016","Last5EventsScoring_PLAYERNAME_2016","Last5EventsScoring_EVENTS_2016","Last5EventsScoring_RATING_2016","stat_name","year"
1,1,"Bubba Watson",2,9.4,"Last5EventsScoring",2016
2,NA,"James Hahn",1,9.1,"Last5EventsScoring",2016
2,2,"Phil Mickelson",2,9.1,"Last5EventsScoring",2016
4,2,"Paul Dunne",1,9,"Last5EventsScoring",2016
5,60,"Byeong Hun An",2,8.9,"Last5EventsScoring",2016
5,11,"Kevin Chappell",4,8.9,"Last5EventsScoring",2016
5,5,"Jason Day",3,8.9,"Last5EventsScoring",2016
5,5,"Dustin Johnson",3,8.9,"Last5EventsScoring",2016
5,79,"Justin Rose",2,8.9,"Last5EventsScoring",2016
5,11,"Henrik Stenson",3,8.9,"Last5EventsScoring",2016
11,7,"Ricky Barnes",2,8.8,"Last5EventsScoring",2016
11,60,"Bill Haas",2,8.8,"Last5EventsScoring",2016
11,7,"Chris Kirk",3,8.8,"Last5EventsScoring",2016
11,2,"Adam Scott",3,8.8,"Last5EventsScoring",2016
11,7,"Danny Willett",2,8.8,"Last5EventsScoring",2016
11,7,"Bobby Wyatt",1,8.8,"Last5EventsScoring",2016
17,11,"Martin Flores",1,8.7,"Last5EventsScoring",2016
17,18,"Rickie Fowler",3,8.7,"Last5EventsScoring",2016
17,11,"Lee McCoy",1,8.7,"Last5EventsScoring",2016
17,18,"Rory McIlroy",3,8.7,"Last5EventsScoring",2016
17,11,"Patrick Reed",3,8.7,"Last5EventsScoring",2016
22,18,"Joe Affrunti",1,8.6,"Last5EventsScoring",2016
22,18,"Rafa Cabrera Bello",2,8.6,"Last5EventsScoring",2016
22,18,"Sergio Garcia",2,8.6,"Last5EventsScoring",2016
22,18,"Patton Kizzire",3,8.6,"Last5EventsScoring",2016
22,11,"Jamie Lovemark",4,8.6,"Last5EventsScoring",2016
22,18,"Hideki Matsuyama",3,8.6,"Last5EventsScoring",2016
22,18,"Louis Oosthuizen",2,8.6,"Last5EventsScoring",2016
22,18,"Brian Stuard",2,8.6,"Last5EventsScoring",2016
30,28,"Tim Clark",1,8.5,"Last5EventsScoring",2016
30,28,"Gonzalo Fdez Castano",1,8.5,"Last5EventsScoring",2016
30,28,"Branden Grace",3,8.5,"Last5EventsScoring",2016
30,28,"Smylie Kaufman",2,8.5,"Last5EventsScoring",2016
30,125,"Andrew Loupe",2,8.5,"Last5EventsScoring",2016
30,28,"Bryce Molder",4,8.5,"Last5EventsScoring",2016
30,28,"Charl Schwartzel",3,8.5,"Last5EventsScoring",2016
30,28,"Marc Turnesa",2,8.5,"Last5EventsScoring",2016
30,28,"Jimmy Walker",2,8.5,"Last5EventsScoring",2016
39,37,"Stuart Appleby",3,8.4,"Last5EventsScoring",2016
39,46,"Daniel Berger",3,8.4,"Last5EventsScoring",2016
39,37,"Chad Collins",2,8.4,"Last5EventsScoring",2016
39,37,"Bryson DeChambeau",2,8.4,"Last5EventsScoring",2016
39,37,"Russell Henley",3,8.4,"Last5EventsScoring",2016
39,37,"Charles Howell III",4,8.4,"Last5EventsScoring",2016
39,37,"Thongchai Jaidee",1,8.4,"Last5EventsScoring",2016
39,125,"William McGirt",3,8.4,"Last5EventsScoring",2016
39,37,"Jhonattan Vegas",3,8.4,"Last5EventsScoring",2016
39,60,"Will Wilcox",2,8.4,"Last5EventsScoring",2016
49,79,"Tyler Aldridge",2,8.3,"Last5EventsScoring",2016
49,60,"Lucas Glover",5,8.3,"Last5EventsScoring",2016
49,60,"Chesson Hadley",3,8.3,"Last5EventsScoring",2016
49,60,"David Hearn",3,8.3,"Last5EventsScoring",2016
49,46,"Charley Hoffman",4,8.3,"Last5EventsScoring",2016
49,46,"Ryo Ishikawa",1,8.3,"Last5EventsScoring",2016
49,46,"Zach Johnson",3,8.3,"Last5EventsScoring",2016
49,46,"Whee Kim",3,8.3,"Last5EventsScoring",2016
49,106,"Si Woo Kim",3,8.3,"Last5EventsScoring",2016
49,168,"Danny Lee",2,8.3,"Last5EventsScoring",2016
49,46,"Peter Malnati",1,8.3,"Last5EventsScoring",2016
49,46,"Troy Merritt",2,8.3,"Last5EventsScoring",2016
49,37,"Sean OHair",3,8.3,"Last5EventsScoring",2016
49,46,"Brandt Snedeker",2,8.3,"Last5EventsScoring",2016
49,18,"Scott Stallings",3,8.3,"Last5EventsScoring",2016
49,46,"Steve Stricker",3,8.3,"Last5EventsScoring",2016
49,46,"Johnson Wagner",3,8.3,"Last5EventsScoring",2016
66,60,"Keegan Bradley",2,8.2,"Last5EventsScoring",2016
66,11,"Paul Casey",2,8.2,"Last5EventsScoring",2016
66,144,"Roberto Castro",4,8.2,"Last5EventsScoring",2016
66,225,"Fabian Gomez",2,8.2,"Last5EventsScoring",2016
66,60,"Morgan Hoffmann",2,8.2,"Last5EventsScoring",2016
66,79,"Tom Hoge",2,8.2,"Last5EventsScoring",2016
66,60,"Jason Kokrak",3,8.2,"Last5EventsScoring",2016
66,60,"Matt Kuchar",2,8.2,"Last5EventsScoring",2016
66,60,"Marc Leishman",3,8.2,"Last5EventsScoring",2016
66,125,"Spencer Levin",3,8.2,"Last5EventsScoring",2016
66,60,"Nick Mason",1,8.2,"Last5EventsScoring",2016
66,46,"Kyle Reifers",3,8.2,"Last5EventsScoring",2016
66,37,"Patrick Rodgers",1,8.2,"Last5EventsScoring",2016
66,79,"John Senden",4,8.2,"Last5EventsScoring",2016
66,60,"Jordan Spieth",3,8.2,"Last5EventsScoring",2016
66,79,"Brendan Steele",3,8.2,"Last5EventsScoring",2016
66,79,"Daniel Summerhays",4,8.2,"Last5EventsScoring",2016
66,60,"Harold Varner III",4,8.2,"Last5EventsScoring",2016
66,60,"Bernd Wiesberger",2,8.2,"Last5EventsScoring",2016
66,125,"Tim Wilkinson",3,8.2,"Last5EventsScoring",2016
66,125,"Gary Woodland",4,8.2,"Last5EventsScoring",2016
87,79,"Thomas Aiken",3,8.1,"Last5EventsScoring",2016
87,79,"Abraham Ancer",1,8.1,"Last5EventsScoring",2016
87,79,"Rafael Campos",1,8.1,"Last5EventsScoring",2016
87,79,"Stewart Cink",2,8.1,"Last5EventsScoring",2016
87,28,"Luke Donald",3,8.1,"Last5EventsScoring",2016
87,106,"Derek Ernst",2,8.1,"Last5EventsScoring",2016
87,79,"Padraig Harrington",3,8.1,"Last5EventsScoring",2016
87,79,"Jim Herman",3,8.1,"Last5EventsScoring",2016
87,79,"Billy Horschel",3,8.1,"Last5EventsScoring",2016
87,79,"Daisuke Kataoka",1,8.1,"Last5EventsScoring",2016
87,79,"Russell Knox",3,8.1,"Last5EventsScoring",2016
87,79,"Lucas Lee",1,8.1,"Last5EventsScoring",2016
87,79,"Justin Leonard",4,8.1,"Last5EventsScoring",2016
87,79,"Luke List",3,8.1,"Last5EventsScoring",2016
87,79,"John Peterson",1,8.1,"Last5EventsScoring",2016
87,79,"Scott Piercy",2,8.1,"Last5EventsScoring",2016
87,46,"Martin Piller",2,8.1,"Last5EventsScoring",2016
87,106,"Cameron Smith",2,8.1,"Last5EventsScoring",2016
87,106,"Robert Streb",2,8.1,"Last5EventsScoring",2016
87,60,"Chris Stroud",3,8.1,"Last5EventsScoring",2016
87,79,"Andy Sullivan",3,8.1,"Last5EventsScoring",2016
108,106,"Aaron Baddeley",3,8,"Last5EventsScoring",2016
108,106,"Chad Campbell",2,8,"Last5EventsScoring",2016
108,106,"Bud Cauley",2,8,"Last5EventsScoring",2016
108,106,"Ben Crane",2,8,"Last5EventsScoring",2016
108,60,"Graham DeLaet",4,8,"Last5EventsScoring",2016
108,168,"Harris English",2,8,"Last5EventsScoring",2016
108,197,"Robert Garrigus",2,8,"Last5EventsScoring",2016
108,106,"Andres Gonzales",2,8,"Last5EventsScoring",2016
108,106,"Luke Guthrie",1,8,"Last5EventsScoring",2016
108,106,"Freddie Jacobson",2,8,"Last5EventsScoring",2016
108,79,"Michael Kim",4,8,"Last5EventsScoring",2016
108,144,"Francesco Molinari",4,8,"Last5EventsScoring",2016
108,106,"Seung Yul Noh",2,8,"Last5EventsScoring",2016
108,185,"Ian Poulter",3,8,"Last5EventsScoring",2016
108,106,"Chez Reavie",3,8,"Last5EventsScoring",2016
108,125,"Shawn Stefani",2,8,"Last5EventsScoring",2016
108,197,"Vaughn Taylor",2,8,"Last5EventsScoring",2016
108,106,"Nick Taylor",3,8,"Last5EventsScoring",2016
126,125,"Shane Bertsch",3,7.9,"Last5EventsScoring",2016
126,125,"Bronson Burgoon",2,7.9,"Last5EventsScoring",2016
126,185,"Alex Cejka",2,7.9,"Last5EventsScoring",2016
126,125,"KJ Choi",2,7.9,"Last5EventsScoring",2016
126,NA,"Matt Dobyns",1,7.9,"Last5EventsScoring",2016
126,168,"Jamie Donaldson",2,7.9,"Last5EventsScoring",2016
126,125,"Jason Dufner",3,7.9,"Last5EventsScoring",2016
126,125,"Tony Finau",3,7.9,"Last5EventsScoring",2016
126,125,"Fred Funk",1,7.9,"Last5EventsScoring",2016
126,46,"Jason Gore",2,7.9,"Last5EventsScoring",2016
126,79,"Adam Hadwin",4,7.9,"Last5EventsScoring",2016
126,79,"JB Holmes",3,7.9,"Last5EventsScoring",2016
126,125,"Hyung Sung Kim",1,7.9,"Last5EventsScoring",2016
126,144,"Colt Knost",4,7.9,"Last5EventsScoring",2016
126,225,"David Lingmerth",3,7.9,"Last5EventsScoring",2016
126,144,"Ben Martin",4,7.9,"Last5EventsScoring",2016
126,60,"Ryan Moore",2,7.9,"Last5EventsScoring",2016
126,125,"Kevin Na",3,7.9,"Last5EventsScoring",2016
126,79,"Ollie Schniederjans",2,7.9,"Last5EventsScoring",2016
126,125,"Kyle Stanley",3,7.9,"Last5EventsScoring",2016
126,125,"Benjamin Taylor",1,7.9,"Last5EventsScoring",2016
126,79,"David Toms",4,7.9,"Last5EventsScoring",2016
126,125,"Nick Watney",2,7.9,"Last5EventsScoring",2016
126,106,"Boo Weekley",3,7.9,"Last5EventsScoring",2016
126,125,"Greg Yates",1,7.9,"Last5EventsScoring",2016
151,144,"Kiradech Aphibarnrat",2,7.8,"Last5EventsScoring",2016
151,144,"Matt Atkins",1,7.8,"Last5EventsScoring",2016
151,144,"Blayne Barber",1,7.8,"Last5EventsScoring",2016
151,144,"Zac Blair",4,7.8,"Last5EventsScoring",2016
151,144,"Jonas Blixt",3,7.8,"Last5EventsScoring",2016
151,144,"Michael Bradley",2,7.8,"Last5EventsScoring",2016
151,106,"Erik Compton",3,7.8,"Last5EventsScoring",2016
151,144,"Brendon de Jonge",1,7.8,"Last5EventsScoring",2016
151,168,"Ernie Els",3,7.8,"Last5EventsScoring",2016
151,144,"Retief Goosen",4,7.8,"Last5EventsScoring",2016
151,106,"Mark Hubbard",4,7.8,"Last5EventsScoring",2016
151,144,"Brooks Koepka",1,7.8,"Last5EventsScoring",2016
151,185,"Scott Langley",3,7.8,"Last5EventsScoring",2016
151,144,"Will Ma Kenzie",2,7.8,"Last5EventsScoring",2016
151,213,"Hunter Mahan",1,7.8,"Last5EventsScoring",2016
151,168,"George McNeill",2,7.8,"Last5EventsScoring",2016
151,144,"John Merrick",1,7.8,"Last5EventsScoring",2016
151,144,"Trey Mullinax",2,7.8,"Last5EventsScoring",2016
151,144,"Ryan Palmer",5,7.8,"Last5EventsScoring",2016
151,144,"Cameron Percy",1,7.8,"Last5EventsScoring",2016
151,144,"Pat Perez",1,7.8,"Last5EventsScoring",2016
151,144,"Ryan Ruffels",2,7.8,"Last5EventsScoring",2016
151,144,"Kevin Streelman",1,7.8,"Last5EventsScoring",2016
151,144,"Hudson Swafford",1,7.8,"Last5EventsScoring",2016
151,197,"Mark Wilson",3,7.8,"Last5EventsScoring",2016
151,144,"Chris Wood",2,7.8,"Last5EventsScoring",2016
177,168,"Jonathan Byrd",3,7.7,"Last5EventsScoring",2016
177,168,"Brian Gay",2,7.7,"Last5EventsScoring",2016
177,197,"Emiliano Grillo",3,7.7,"Last5EventsScoring",2016
177,106,"Brian Harman",3,7.7,"Last5EventsScoring",2016
177,168,"John Huh",2,7.7,"Last5EventsScoring",2016
177,168,"Soren Kjeldsen",1,7.7,"Last5EventsScoring",2016
177,168,"Andrew Landry",1,7.7,"Last5EventsScoring",2016
177,168,"Billy Mayfair",1,7.7,"Last5EventsScoring",2016
177,168,"Jeff Overton",2,7.7,"Last5EventsScoring",2016
177,168,"Cameron Tringale",5,7.7,"Last5EventsScoring",2016
177,168,"Tyrone Van Aswegen",2,7.7,"Last5EventsScoring",2016
177,225,"Dawie van der Walt",1,7.7,"Last5EventsScoring",2016
177,168,"Steve Wheatcroft",4,7.7,"Last5EventsScoring",2016
190,185,"Matthew Fitzpatrick",2,7.6,"Last5EventsScoring",2016
190,213,"JJ Henry",1,7.6,"Last5EventsScoring",2016
190,168,"Justin Hicks",1,7.6,"Last5EventsScoring",2016
190,185,"Maverick McNealy",1,7.6,"Last5EventsScoring",2016
190,60,"Henrik Norlander",2,7.6,"Last5EventsScoring",2016
190,144,"Rob Oppenheim",4,7.6,"Last5EventsScoring",2016
190,185,"Dicky Pride",2,7.6,"Last5EventsScoring",2016
197,225,"Angel Cabrera",3,7.5,"Last5EventsScoring",2016
197,197,"Austin Connelly",1,7.5,"Last5EventsScoring",2016
197,197,"Ken Duke",2,7.5,"Last5EventsScoring",2016
197,197,"Sung Kang",3,7.5,"Last5EventsScoring",2016
197,197,"KT Kim",1,7.5,"Last5EventsScoring",2016
197,106,"Martin Laird",3,7.5,"Last5EventsScoring",2016
197,197,"Geoff Ogilvy",3,7.5,"Last5EventsScoring",2016
197,197,"Scott Pinckney",2,7.5,"Last5EventsScoring",2016
197,197,"DA Points",1,7.5,"Last5EventsScoring",2016
197,197,"Ted Purdy",1,7.5,"Last5EventsScoring",2016
197,197,"Curtis Reed",1,7.5,"Last5EventsScoring",2016
197,197,"Wes Roach",1,7.5,"Last5EventsScoring",2016
197,197,"Andres Romero",1,7.5,"Last5EventsScoring",2016
197,185,"Vijay Singh",3,7.5,"Last5EventsScoring",2016
197,197,"Justin Thomas",2,7.5,"Last5EventsScoring",2016
212,NA,"Jim Furyk",1,7.4,"Last5EventsScoring",2016
212,213,"Billy Hurley III",1,7.4,"Last5EventsScoring",2016
212,233,"Martin Kaymer",2,7.4,"Last5EventsScoring",2016
212,213,"Jerry Kelly",3,7.4,"Last5EventsScoring",2016
212,125,"Anirban Lahiri",2,7.4,"Last5EventsScoring",2016
212,213,"Shane Lowry",1,7.4,"Last5EventsScoring",2016
212,213,"Rory Sabbatini",2,7.4,"Last5EventsScoring",2016
219,220,"Jon Curran",3,7.3,"Last5EventsScoring",2016
219,220,"Brice Garnett",1,7.3,"Last5EventsScoring",2016
219,220,"Tom Gillis",1,7.3,"Last5EventsScoring",2016
219,NA,"Trevor Immelman",1,7.3,"Last5EventsScoring",2016
219,220,"Matt Jones",1,7.3,"Last5EventsScoring",2016
219,NA,"Carlos Ortiz",1,7.3,"Last5EventsScoring",2016
219,185,"Greg Owen",1,7.3,"Last5EventsScoring",2016
219,185,"Webb Simpson",2,7.3,"Last5EventsScoring",2016
219,220,"Bo Van Pelt",1,7.3,"Last5EventsScoring",2016
219,235,"Camilo Villegas",3,7.3,"Last5EventsScoring",2016
229,185,"Scott Brown",3,7.2,"Last5EventsScoring",2016
229,225,"Steve Flesch",2,7.2,"Last5EventsScoring",2016
229,225,"Brandon Hagy",2,7.2,"Last5EventsScoring",2016
229,225,"Frank Lickliter II",1,7.2,"Last5EventsScoring",2016
229,213,"Davis Love III",3,7.2,"Last5EventsScoring",2016
229,225,"Michael Thompson",1,7.2,"Last5EventsScoring",2016
235,233,"Charlie Danielson",1,7.1,"Last5EventsScoring",2016
236,235,"Ross Fisher",1,7,"Last5EventsScoring",2016
236,235,"Rhein Gibson",3,7,"Last5EventsScoring",2016
236,235,"Nathan Holman",1,7,"Last5EventsScoring",2016
236,NA,"Brett Stegmaier",1,7,"Last5EventsScoring",2016
236,235,"Hideto Tanihara",1,7,"Last5EventsScoring",2016
241,185,"Kevin Kisner",1,6.9,"Last5EventsScoring",2016
241,241,"Tim Petrovic",1,6.9,"Last5EventsScoring",2016
243,185,"Derek Fathauer",1,6.8,"Last5EventsScoring",2016
243,242,"DH Lee",1,6.8,"Last5EventsScoring",2016
243,242,"Darron Stiles",1,6.8,"Last5EventsScoring",2016
246,244,"Tommy Gainey",1,6.7,"Last5EventsScoring",2016
247,235,"Jason Bohn",2,6.6,"Last5EventsScoring",2016
247,245,"Victor Dubuisson",1,6.6,"Last5EventsScoring",2016
247,245,"Yusaku Miyazato",2,6.6,"Last5EventsScoring",2016
250,247,"Thomas Pieters",1,6.5,"Last5EventsScoring",2016
251,248,"George Coetzee",1,6.3,"Last5EventsScoring",2016
251,248,"Jordan Zunic",1,6.3,"Last5EventsScoring",2016
253,250,"Mark Hensby",1,6.2,"Last5EventsScoring",2016
254,251,"Scott Hend",1,6.1,"Last5EventsScoring",2016
255,252,"Marcus Fraser",1,5.8,"Last5EventsScoring",2016
256,253,"Kristoffer Broberg",1,5.5,"Last5EventsScoring",2016
257,254,"Matt Bettencourt",1,5.3,"Last5EventsScoring",2016
257,254,"Steven Bowditch",1,5.3,"Last5EventsScoring",2016
