"PuttsperRoundRound4_RANKTHISWEEK_2011","PuttsperRoundRound4_RANKLASTWEEK_2011","PuttsperRoundRound4_PLAYERNAME_2011","PuttsperRoundRound4__2011","PuttsperRoundRound4_AVG_2011","PuttsperRoundRound4_TOTALPUTTS_2011","PuttsperRoundRound4_TOTALROUNDS_2011","stat_name","year"
1,1,"Kevin Na",NA,27.13,407,15,"PuttsperRoundRound4",2011
2,2,"Greg Chalmers",NA,27.19,435,16,"PuttsperRoundRound4",2011
3,3,"Luke Donald",NA,27.33,410,15,"PuttsperRoundRound4",2011
4,4,"Matt McQuillan",NA,27.5,220,8,"PuttsperRoundRound4",2011
5,5,"Ryan Moore",NA,27.53,468,17,"PuttsperRoundRound4",2011
6,6,"Bio Kim",NA,27.56,248,9,"PuttsperRoundRound4",2011
7,7,"Geoff Ogilvy",NA,27.62,359,13,"PuttsperRoundRound4",2011
8,8,"KJ Choi",NA,27.63,442,16,"PuttsperRoundRound4",2011
9,9,"Stewart Cink",NA,27.69,360,13,"PuttsperRoundRound4",2011
10,10,"Nick Watney",NA,27.88,474,17,"PuttsperRoundRound4",2011
11,11,"Ian Poulter",NA,27.9,279,10,"PuttsperRoundRound4",2011
12,12,"Matt Jones",NA,28,280,10,"PuttsperRoundRound4",2011
12,12,"Camilo Villegas",NA,28,308,11,"PuttsperRoundRound4",2011
14,14,"Steve Flesch",NA,28.06,449,16,"PuttsperRoundRound4",2011
15,15,"Jarrod Lyle",NA,28.1,281,10,"PuttsperRoundRound4",2011
15,15,"George McNeill",NA,28.1,281,10,"PuttsperRoundRound4",2011
17,17,"Brian Gay",NA,28.12,478,17,"PuttsperRoundRound4",2011
18,18,"Bryce Molder",NA,28.14,394,14,"PuttsperRoundRound4",2011
19,19,"Shane Bertsch",NA,28.2,282,10,"PuttsperRoundRound4",2011
20,20,"Richard Johnson",NA,28.22,254,9,"PuttsperRoundRound4",2011
20,20,"Phil Mickelson",NA,28.22,508,18,"PuttsperRoundRound4",2011
22,22,"Jason Day",NA,28.25,452,16,"PuttsperRoundRound4",2011
22,22,"Justin Hicks",NA,28.25,113,4,"PuttsperRoundRound4",2011
24,24,"Hunter Haas",NA,28.27,424,15,"PuttsperRoundRound4",2011
25,25,"Chris Couch",NA,28.31,453,16,"PuttsperRoundRound4",2011
26,26,"Will Strickler",NA,28.33,170,6,"PuttsperRoundRound4",2011
27,27,"Cameron Beckman",NA,28.36,312,11,"PuttsperRoundRound4",2011
27,27,"Ben Crane",NA,28.36,397,14,"PuttsperRoundRound4",2011
27,27,"Lee Janzen",NA,28.36,312,11,"PuttsperRoundRound4",2011
30,30,"Michael Thompson",NA,28.38,369,13,"PuttsperRoundRound4",2011
31,31,"Chris DiMarco",NA,28.4,426,15,"PuttsperRoundRound4",2011
32,32,"Ryuji Imada",NA,28.42,341,12,"PuttsperRoundRound4",2011
33,33,"Angel Cabrera",NA,28.43,199,7,"PuttsperRoundRound4",2011
34,34,"Retief Goosen",NA,28.5,285,10,"PuttsperRoundRound4",2011
34,34,"Pat Perez",NA,28.5,399,14,"PuttsperRoundRound4",2011
34,34,"Tim Petrovic",NA,28.5,399,14,"PuttsperRoundRound4",2011
34,34,"Daniel Summerhays",NA,28.5,228,8,"PuttsperRoundRound4",2011
38,38,"Jeff Overton",NA,28.55,571,20,"PuttsperRoundRound4",2011
39,39,"Scott McCarron",NA,28.56,257,9,"PuttsperRoundRound4",2011
39,39,"Brandt Snedeker",NA,28.56,457,16,"PuttsperRoundRound4",2011
41,41,"Adam Scott",NA,28.58,343,12,"PuttsperRoundRound4",2011
42,42,"Jason Dufner",NA,28.6,429,15,"PuttsperRoundRound4",2011
42,42,"Kevin Kisner",NA,28.6,286,10,"PuttsperRoundRound4",2011
44,44,"JP Hayes",NA,28.63,229,8,"PuttsperRoundRound4",2011
44,44,"Charley Hoffman",NA,28.63,544,19,"PuttsperRoundRound4",2011
46,46,"Steven Bowditch",NA,28.64,401,14,"PuttsperRoundRound4",2011
47,47,"Harrison Frazar",NA,28.67,258,9,"PuttsperRoundRound4",2011
47,47,"Robert Karlsson",NA,28.67,344,12,"PuttsperRoundRound4",2011
47,47,"Scott Piercy",NA,28.67,430,15,"PuttsperRoundRound4",2011
50,50,"James Driscoll",NA,28.7,287,10,"PuttsperRoundRound4",2011
51,51,"Tommy Gainey",NA,28.71,488,17,"PuttsperRoundRound4",2011
51,51,"Zach Johnson",NA,28.71,488,17,"PuttsperRoundRound4",2011
53,53,"Roland Thatcher",NA,28.73,316,11,"PuttsperRoundRound4",2011
54,54,"Carl Pettersson",NA,28.75,575,20,"PuttsperRoundRound4",2011
54,54,"Martin Piller",NA,28.75,230,8,"PuttsperRoundRound4",2011
54,54,"YE Yang",NA,28.75,345,12,"PuttsperRoundRound4",2011
57,57,"Rickie Fowler",NA,28.76,489,17,"PuttsperRoundRound4",2011
58,58,"DA Points",NA,28.78,518,18,"PuttsperRoundRound4",2011
59,59,"Troy Matteson",NA,28.81,461,16,"PuttsperRoundRound4",2011
60,60,"Marc Turnesa",NA,28.86,202,7,"PuttsperRoundRound4",2011
61,61,"Jerry Kelly",NA,28.87,433,15,"PuttsperRoundRound4",2011
62,62,"Billy Mayfair",NA,28.88,491,17,"PuttsperRoundRound4",2011
62,62,"Graeme McDowell",NA,28.88,231,8,"PuttsperRoundRound4",2011
62,62,"Brendan Steele",NA,28.88,491,17,"PuttsperRoundRound4",2011
65,65,"David Duval",NA,28.89,260,9,"PuttsperRoundRound4",2011
65,65,"Aron Price",NA,28.89,260,9,"PuttsperRoundRound4",2011
67,67,"Anthony Kim",NA,28.9,289,10,"PuttsperRoundRound4",2011
67,67,"Hunter Mahan",NA,28.9,578,20,"PuttsperRoundRound4",2011
69,69,"Joe Ogilvie",NA,28.91,318,11,"PuttsperRoundRound4",2011
