"TenthTeeEarlyRound1ScoringAverage_RANKTHISWEEK_2016","TenthTeeEarlyRound1ScoringAverage_RANKLASTWEEK_2016","TenthTeeEarlyRound1ScoringAverage_PLAYERNAME_2016","TenthTeeEarlyRound1ScoringAverage__2016","TenthTeeEarlyRound1ScoringAverage_AVG_2016","TenthTeeEarlyRound1ScoringAverage_TOTALSTROKES_2016","TenthTeeEarlyRound1ScoringAverage_TOTALROUNDS_2016","stat_name","year"
1,2,"Johnson Wagner",NA,66,66,1,"TenthTeeEarlyRound1ScoringAverage",2016
2,3,"Shane Bertsch",NA,66.67,200,3,"TenthTeeEarlyRound1ScoringAverage",2016
3,4,"Bubba Watson",NA,67,134,2,"TenthTeeEarlyRound1ScoringAverage",2016
4,6,"Charles Howell III",NA,67.6,338,5,"TenthTeeEarlyRound1ScoringAverage",2016
5,7,"Michael Thompson",NA,67.8,339,5,"TenthTeeEarlyRound1ScoringAverage",2016
6,8,"Scott Brown",NA,68,204,3,"TenthTeeEarlyRound1ScoringAverage",2016
6,8,"Fabian Gomez",NA,68,68,1,"TenthTeeEarlyRound1ScoringAverage",2016
6,8,"Emiliano Grillo",NA,68,136,2,"TenthTeeEarlyRound1ScoringAverage",2016
6,8,"Francesco Molinari",NA,68,204,3,"TenthTeeEarlyRound1ScoringAverage",2016
6,8,"Sean OHair",NA,68,136,2,"TenthTeeEarlyRound1ScoringAverage",2016
6,1,"Vijay Singh",NA,68,136,2,"TenthTeeEarlyRound1ScoringAverage",2016
12,15,"David Hearn",NA,68.17,409,6,"TenthTeeEarlyRound1ScoringAverage",2016
13,16,"Danny Lee",NA,68.33,205,3,"TenthTeeEarlyRound1ScoringAverage",2016
14,17,"Phil Mickelson",NA,68.4,342,5,"TenthTeeEarlyRound1ScoringAverage",2016
15,18,"Dustin Johnson",NA,68.5,137,2,"TenthTeeEarlyRound1ScoringAverage",2016
15,18,"Jeff Overton",NA,68.5,137,2,"TenthTeeEarlyRound1ScoringAverage",2016
15,18,"Greg Owen",NA,68.5,274,4,"TenthTeeEarlyRound1ScoringAverage",2016
15,18,"Cameron Percy",NA,68.5,137,2,"TenthTeeEarlyRound1ScoringAverage",2016
15,18,"David Toms",NA,68.5,137,2,"TenthTeeEarlyRound1ScoringAverage",2016
15,18,"Tim Wilkinson",NA,68.5,137,2,"TenthTeeEarlyRound1ScoringAverage",2016
21,26,"Keegan Bradley",NA,68.67,206,3,"TenthTeeEarlyRound1ScoringAverage",2016
21,26,"Alex Cejka",NA,68.67,206,3,"TenthTeeEarlyRound1ScoringAverage",2016
21,26,"Matt Jones",NA,68.67,206,3,"TenthTeeEarlyRound1ScoringAverage",2016
21,5,"Si Woo Kim",NA,68.67,206,3,"TenthTeeEarlyRound1ScoringAverage",2016
25,31,"Chez Reavie",NA,68.75,275,4,"TenthTeeEarlyRound1ScoringAverage",2016
26,32,"Zac Blair",NA,68.8,344,5,"TenthTeeEarlyRound1ScoringAverage",2016
26,32,"George McNeill",NA,68.8,344,5,"TenthTeeEarlyRound1ScoringAverage",2016
28,34,"Ricky Barnes",NA,68.88,551,8,"TenthTeeEarlyRound1ScoringAverage",2016
29,35,"Angel Cabrera",NA,69,207,3,"TenthTeeEarlyRound1ScoringAverage",2016
29,35,"Brian Harman",NA,69,207,3,"TenthTeeEarlyRound1ScoringAverage",2016
29,35,"Anirban Lahiri",NA,69,276,4,"TenthTeeEarlyRound1ScoringAverage",2016
29,35,"Rob Oppenheim",NA,69,276,4,"TenthTeeEarlyRound1ScoringAverage",2016
29,35,"Henrik Stenson",NA,69,207,3,"TenthTeeEarlyRound1ScoringAverage",2016
29,8,"Kevin Streelman",NA,69,207,3,"TenthTeeEarlyRound1ScoringAverage",2016
35,42,"Martin Laird",NA,69.17,415,6,"TenthTeeEarlyRound1ScoringAverage",2016
36,43,"Patton Kizzire",NA,69.2,346,5,"TenthTeeEarlyRound1ScoringAverage",2016
36,8,"Hideki Matsuyama",NA,69.2,346,5,"TenthTeeEarlyRound1ScoringAverage",2016
