"FirstTeeEarlyScoringAverage_RANKTHISWEEK_2006","FirstTeeEarlyScoringAverage_RANKLASTWEEK_2006","FirstTeeEarlyScoringAverage_PLAYERNAME_2006","FirstTeeEarlyScoringAverage_ROUNDS_2006","FirstTeeEarlyScoringAverage_AVG_2006","FirstTeeEarlyScoringAverage_TOTALSTROKES_2006","FirstTeeEarlyScoringAverage_TOTEARLYRDS1STTEE_2006","stat_name","year"
127,127,"Danny Ellis",68,71.52,1788,25,"FirstTeeEarlyScoringAverage",2006
129,129,"Jimmy Walker",60,71.53,1216,17,"FirstTeeEarlyScoringAverage",2006
130,130,"Nicholas Thompson",96,71.54,2003,28,"FirstTeeEarlyScoringAverage",2006
131,131,"Matt Hansen",68,71.57,1503,21,"FirstTeeEarlyScoringAverage",2006
131,131,"Ian Poulter",53,71.57,1002,14,"FirstTeeEarlyScoringAverage",2006
133,133,"Woody Austin",107,71.58,2577,36,"FirstTeeEarlyScoringAverage",2006
134,134,"Charles Howell III",96,71.59,2649,37,"FirstTeeEarlyScoringAverage",2006
134,134,"Jon Mills",68,71.59,1575,22,"FirstTeeEarlyScoringAverage",2006
136,136,"Paul Stankowski",70,71.62,1504,21,"FirstTeeEarlyScoringAverage",2006
136,136,"Nick Watney",97,71.62,2077,29,"FirstTeeEarlyScoringAverage",2006
138,138,"Jonathan Kaye",95,71.64,1791,25,"FirstTeeEarlyScoringAverage",2006
138,138,"Len Mattiace",59,71.64,1003,14,"FirstTeeEarlyScoringAverage",2006
140,140,"Doug Barron",74,71.65,1433,20,"FirstTeeEarlyScoringAverage",2006
140,140,"JL Lewis",57,71.65,1218,17,"FirstTeeEarlyScoringAverage",2006
142,142,"Henrik Bjornstad",97,71.66,2293,32,"FirstTeeEarlyScoringAverage",2006
142,142,"Ben Curtis",86,71.66,2078,29,"FirstTeeEarlyScoringAverage",2006
144,144,"Aaron Baddeley",78,71.67,1505,21,"FirstTeeEarlyScoringAverage",2006
144,144,"Ernie Els",69,71.67,860,12,"FirstTeeEarlyScoringAverage",2006
146,146,"Billy Andrade",78,71.68,2007,28,"FirstTeeEarlyScoringAverage",2006
146,146,"Fred Funk",106,71.68,2652,37,"FirstTeeEarlyScoringAverage",2006
148,148,"John Huston",74,71.71,1721,24,"FirstTeeEarlyScoringAverage",2006
149,149,"Ryan Moore",68,71.72,1291,18,"FirstTeeEarlyScoringAverage",2006
150,150,"Mathew Goggin",72,71.73,1578,22,"FirstTeeEarlyScoringAverage",2006
151,151,"Ryan Hietala",61,71.75,1435,20,"FirstTeeEarlyScoringAverage",2006
152,152,"Carlos Franco",86,71.77,1866,26,"FirstTeeEarlyScoringAverage",2006
153,153,"Stuart Appleby",83,71.79,1364,19,"FirstTeeEarlyScoringAverage",2006
154,154,"Skip Kendall",72,71.8,1436,20,"FirstTeeEarlyScoringAverage",2006
155,155,"Brad Faxon",78,71.81,2298,32,"FirstTeeEarlyScoringAverage",2006
156,156,"Shane Bertsch",104,71.82,2370,33,"FirstTeeEarlyScoringAverage",2006
156,156,"Tag Ridings",103,71.82,2011,28,"FirstTeeEarlyScoringAverage",2006
158,158,"Tim Petrovic",95,71.83,2586,36,"FirstTeeEarlyScoringAverage",2006
158,158,"Camilo Villegas",95,71.83,1652,23,"FirstTeeEarlyScoringAverage",2006
160,160,"Jerry Kelly",100,71.84,1796,25,"FirstTeeEarlyScoringAverage",2006
161,161,"Steve Lowery",99,71.86,2587,36,"FirstTeeEarlyScoringAverage",2006
162,162,"Jeff Brehaut",100,71.93,2158,30,"FirstTeeEarlyScoringAverage",2006
163,163,"Wes Short Jr",96,71.94,2230,31,"FirstTeeEarlyScoringAverage",2006
163,163,"Kirk Triplett",58,71.94,1223,17,"FirstTeeEarlyScoringAverage",2006
165,165,"Michael Connell",51,72,720,10,"FirstTeeEarlyScoringAverage",2006
165,165,"Sergio Garcia",59,72,1296,18,"FirstTeeEarlyScoringAverage",2006
165,165,"Jeff Maggert",81,72,1656,23,"FirstTeeEarlyScoringAverage",2006
168,168,"Heath Slocum",96,72.03,2593,36,"FirstTeeEarlyScoringAverage",2006
169,169,"Will Ma Kenzie",91,72.05,1585,22,"FirstTeeEarlyScoringAverage",2006
170,170,"Ben Crane",85,72.07,2162,30,"FirstTeeEarlyScoringAverage",2006
171,171,"Mark Calcavecchia",94,72.09,2307,32,"FirstTeeEarlyScoringAverage",2006
172,172,"James Driscoll",80,72.12,1803,25,"FirstTeeEarlyScoringAverage",2006
173,173,"Robert Gamez",94,72.13,2741,38,"FirstTeeEarlyScoringAverage",2006
174,174,"Greg Chalmers",71,72.15,1948,27,"FirstTeeEarlyScoringAverage",2006
175,175,"Jason Schultz",77,72.16,1371,19,"FirstTeeEarlyScoringAverage",2006
176,176,"John Engler Jr",69,72.19,1155,16,"FirstTeeEarlyScoringAverage",2006
177,177,"Sean OHair",100,72.21,3105,43,"FirstTeeEarlyScoringAverage",2006
178,178,"Fred Couples",52,72.35,1230,17,"FirstTeeEarlyScoringAverage",2006
178,178,"Paul Goydos",72,72.35,1664,23,"FirstTeeEarlyScoringAverage",2006
180,180,"Tim Herron",82,72.38,2099,29,"FirstTeeEarlyScoringAverage",2006
181,181,"Steve Jones",83,72.45,2101,29,"FirstTeeEarlyScoringAverage",2006
182,182,"Larry Mize",53,72.47,1232,17,"FirstTeeEarlyScoringAverage",2006
182,182,"Hidemichi Tanaka",74,72.47,1377,19,"FirstTeeEarlyScoringAverage",2006
184,184,"Joey Sindelar",90,72.5,2030,28,"FirstTeeEarlyScoringAverage",2006
185,185,"Mark OMeara",52,72.53,1378,19,"FirstTeeEarlyScoringAverage",2006
186,186,"Roger Tambellini",64,72.57,1016,14,"FirstTeeEarlyScoringAverage",2006
187,187,"David Duval",71,72.65,2252,31,"FirstTeeEarlyScoringAverage",2006
188,188,"Peter Lonard",77,72.71,2036,28,"FirstTeeEarlyScoringAverage",2006
189,189,"David Howell",52,72.76,1237,17,"FirstTeeEarlyScoringAverage",2006
190,190,"Lee Janzen",79,72.8,1820,25,"FirstTeeEarlyScoringAverage",2006
191,191,"JB Holmes",81,72.92,1896,26,"FirstTeeEarlyScoringAverage",2006
192,192,"John Daly",51,73,1679,23,"FirstTeeEarlyScoringAverage",2006
193,193,"Vance Veazey",59,73.05,1534,21,"FirstTeeEarlyScoringAverage",2006
194,194,"Todd Hamilton",72,73.22,2343,32,"FirstTeeEarlyScoringAverage",2006
195,195,"Alex Aragon",63,73.25,1465,20,"FirstTeeEarlyScoringAverage",2006
196,196,"Jason Gore",86,73.58,2281,31,"FirstTeeEarlyScoringAverage",2006
