"Approachesfrom150175yardsRgh_RANKTHISWEEK_2013","Approachesfrom150175yardsRgh_RANKLASTWEEK_2013","Approachesfrom150175yardsRgh_PLAYERNAME_2013","Approachesfrom150175yardsRgh_ROUNDS_2013","Approachesfrom150175yardsRgh_AVG_2013","Approachesfrom150175yardsRgh_TOTALDISTANCEFEET_2013","Approachesfrom150175yardsRgh_OFATTEMPTS_2013","Approachesfrom150175yardsRgh_RELATIVETOPAR_2013","stat_name","year"
1,1,"Sergio Garcia",65,NA,1208.75,43,0,"Approachesfrom150175yardsRgh",2013
2,2,"Dustin Johnson",71,NA,1516.917,49,6,"Approachesfrom150175yardsRgh",2013
3,3,"Freddie Jacobson",63,NA,1347.25,41,3,"Approachesfrom150175yardsRgh",2013
4,4,"Jeff Maggert",63,NA,1186.167,36,8,"Approachesfrom150175yardsRgh",2013
5,5,"Nicolas Colsaerts",50,NA,1199.75,35,7,"Approachesfrom150175yardsRgh",2013
6,6,"Robert Garrigus",69,NA,1683.75,49,18,"Approachesfrom150175yardsRgh",2013
7,7,"Kyle Stanley",71,NA,1314.667,38,7,"Approachesfrom150175yardsRgh",2013
8,8,"Webb Simpson",92,NA,1600,46,3,"Approachesfrom150175yardsRgh",2013
9,9,"Ryan Palmer",79,NA,1887.417,54,2,"Approachesfrom150175yardsRgh",2013
9,9,"Chris Stroud",88,NA,1781.917,51,-1,"Approachesfrom150175yardsRgh",2013
11,11,"Jason Bohn",70,NA,1224.167,35,0,"Approachesfrom150175yardsRgh",2013
12,12,"Camilo Villegas",79,NA,2104.5,60,8,"Approachesfrom150175yardsRgh",2013
13,13,"Mark Wilson",56,NA,1335.25,38,5,"Approachesfrom150175yardsRgh",2013
14,14,"Sangmoon Bae",83,NA,2289.167,65,5,"Approachesfrom150175yardsRgh",2013
14,14,"Roberto Castro",97,NA,2219.583,63,11,"Approachesfrom150175yardsRgh",2013
16,16,"David Lynn",70,NA,1483.167,42,6,"Approachesfrom150175yardsRgh",2013
16,16,"Jin Park",52,NA,848,24,5,"Approachesfrom150175yardsRgh",2013
18,18,"Angel Cabrera",73,NA,1737,49,8,"Approachesfrom150175yardsRgh",2013
19,19,"Rory McIlroy",56,NA,1172.167,33,1,"Approachesfrom150175yardsRgh",2013
20,20,"Jordan Spieth",82,NA,1606.5,45,3,"Approachesfrom150175yardsRgh",2013
21,21,"Pat Perez",69,NA,2156.833,60,6,"Approachesfrom150175yardsRgh",2013
21,21,"Kevin Streelman",86,NA,1689.083,47,2,"Approachesfrom150175yardsRgh",2013
23,23,"Stuart Appleby",88,NA,2087.917,58,6,"Approachesfrom150175yardsRgh",2013
23,23,"Matt Every",89,NA,2810.083,78,16,"Approachesfrom150175yardsRgh",2013
25,25,"Bill Haas",85,NA,1622.667,45,2,"Approachesfrom150175yardsRgh",2013
25,25,"David Mathis",71,NA,1876.167,52,8,"Approachesfrom150175yardsRgh",2013
27,27,"Tim Clark",64,NA,906.25,25,4,"Approachesfrom150175yardsRgh",2013
28,28,"John Huh",88,NA,2108.917,58,4,"Approachesfrom150175yardsRgh",2013
29,29,"KJ Choi",85,NA,1458.167,40,0,"Approachesfrom150175yardsRgh",2013
30,30,"Justin Hicks",79,NA,2079.75,57,7,"Approachesfrom150175yardsRgh",2013
30,30,"Steve LeBrun",66,NA,1679.417,46,2,"Approachesfrom150175yardsRgh",2013
30,30,"Adam Scott",61,NA,1022.25,28,2,"Approachesfrom150175yardsRgh",2013
33,33,"Brendon de Jonge",110,NA,2452.25,67,4,"Approachesfrom150175yardsRgh",2013
33,33,"Brandt Snedeker",79,NA,1864.25,51,5,"Approachesfrom150175yardsRgh",2013
35,35,"Kevin Stadler",83,NA,1761.75,48,8,"Approachesfrom150175yardsRgh",2013
36,36,"Phil Mickelson",78,NA,2021.917,55,11,"Approachesfrom150175yardsRgh",2013
37,37,"Justin Leonard",86,NA,2327.417,63,5,"Approachesfrom150175yardsRgh",2013
38,38,"Charlie Beljan",62,NA,1524.583,41,0,"Approachesfrom150175yardsRgh",2013
39,39,"Dicky Pride",71,NA,1341.5,36,5,"Approachesfrom150175yardsRgh",2013
40,40,"Keegan Bradley",88,NA,2019.333,54,4,"Approachesfrom150175yardsRgh",2013
40,40,"John Rollins",77,NA,2170,58,3,"Approachesfrom150175yardsRgh",2013
42,42,"Martin Flores",83,NA,2699.917,72,7,"Approachesfrom150175yardsRgh",2013
43,43,"Padraig Harrington",52,NA,1353.417,36,5,"Approachesfrom150175yardsRgh",2013
44,44,"Jason Dufner",78,NA,1935.5,51,2,"Approachesfrom150175yardsRgh",2013
44,44,"Jerry Kelly",75,NA,1401.667,37,-1,"Approachesfrom150175yardsRgh",2013
46,46,"Fabian Gomez",65,NA,1709.083,45,6,"Approachesfrom150175yardsRgh",2013
46,46,"Justin Rose",62,NA,1597.417,42,3,"Approachesfrom150175yardsRgh",2013
48,48,"Martin Laird",68,NA,1522.333,40,10,"Approachesfrom150175yardsRgh",2013
49,49,"Jim Furyk",80,NA,1412.167,37,4,"Approachesfrom150175yardsRgh",2013
49,49,"Luke Guthrie",82,NA,2059.417,54,5,"Approachesfrom150175yardsRgh",2013
49,49,"Bryce Molder",82,NA,2212.667,58,4,"Approachesfrom150175yardsRgh",2013
49,49,"Rory Sabbatini",86,NA,2288.667,60,18,"Approachesfrom150175yardsRgh",2013
53,53,"Vijay Singh",61,NA,2027.333,53,9,"Approachesfrom150175yardsRgh",2013
54,54,"Stewart Cink",71,NA,2108.083,55,13,"Approachesfrom150175yardsRgh",2013
54,54,"George McNeill",68,NA,1610.75,42,13,"Approachesfrom150175yardsRgh",2013
56,56,"Jonas Blixt",76,NA,1535.667,40,9,"Approachesfrom150175yardsRgh",2013
57,57,"Michael Bradley",56,NA,1194.583,31,14,"Approachesfrom150175yardsRgh",2013
57,57,"Jason Day",86,NA,2000.083,52,7,"Approachesfrom150175yardsRgh",2013
57,57,"Ken Duke",87,NA,2119.333,55,18,"Approachesfrom150175yardsRgh",2013
57,57,"Geoff Ogilvy",57,NA,807.917,21,2,"Approachesfrom150175yardsRgh",2013
61,61,"Charles Howell III",87,NA,3008.167,78,2,"Approachesfrom150175yardsRgh",2013
61,61,"Bo Van Pelt",72,NA,1118.583,29,6,"Approachesfrom150175yardsRgh",2013
63,63,"Zach Johnson",84,NA,1674.5,43,1,"Approachesfrom150175yardsRgh",2013
63,63,"Ben Kohles",75,NA,1558,40,4,"Approachesfrom150175yardsRgh",2013
65,65,"Patrick Reed",83,NA,2301.167,59,4,"Approachesfrom150175yardsRgh",2013
65,65,"YE Yang",56,NA,1404.917,36,4,"Approachesfrom150175yardsRgh",2013
67,67,"Tommy Gainey",84,NA,2656,68,15,"Approachesfrom150175yardsRgh",2013
67,67,"Scott Stallings",79,NA,1835,47,9,"Approachesfrom150175yardsRgh",2013
67,67,"Boo Weekley",100,NA,1953.667,50,13,"Approachesfrom150175yardsRgh",2013
70,70,"Luke List",65,NA,2700.667,69,20,"Approachesfrom150175yardsRgh",2013
