"HitFairwayPercentage_RANKTHISWEEK_2015","HitFairwayPercentage_RANKLASTWEEK_2015","HitFairwayPercentage_PLAYERNAME_2015","HitFairwayPercentage_ROUNDS_2015","HitFairwayPercentage_Pct_2015","HitFairwayPercentage_FAIRWAYSHIT_2015","HitFairwayPercentage_POSSIBLEFAIRWAYS_2015","HitFairwayPercentage_RELATIVETOPAR_2015","stat_name","year"
131,131,"Matt Jones",89,58.45,543,929,-0.24,"HitFairwayPercentage",2015
132,132,"Luke Donald",71,58.43,433,741,-0.18,"HitFairwayPercentage",2015
133,133,"Tom Hoge",83,58.41,528,904,-0.21,"HitFairwayPercentage",2015
134,134,"Robert Streb",110,58.31,782,1341,-0.26,"HitFairwayPercentage",2015
135,135,"Jeff Overton",94,58.24,601,1032,-0.19,"HitFairwayPercentage",2015
136,136,"Patrick Rodgers",57,58.2,369,634,-0.24,"HitFairwayPercentage",2015
137,137,"Lee Westwood",56,58.18,256,440,-0.24,"HitFairwayPercentage",2015
138,138,"Stewart Cink",77,58.12,526,905,-0.19,"HitFairwayPercentage",2015
139,139,"Andres Gonzales",90,57.93,603,1041,-0.18,"HitFairwayPercentage",2015
140,140,"Ryo Ishikawa",90,57.61,594,1031,-0.19,"HitFairwayPercentage",2015
141,141,"Eric Axley",57,57.31,341,595,-0.12,"HitFairwayPercentage",2015
142,142,"Jhonattan Vegas",90,57.26,568,992,-0.16,"HitFairwayPercentage",2015
143,143,"Geoff Ogilvy",50,56.94,279,490,-0.14,"HitFairwayPercentage",2015
144,144,"Jamie Donaldson",50,56.66,251,443,-0.16,"HitFairwayPercentage",2015
145,145,"Charley Hoffman",97,56.58,598,1057,-0.2,"HitFairwayPercentage",2015
146,146,"Sergio Garcia",59,56.57,280,495,-0.24,"HitFairwayPercentage",2015
147,147,"Chesson Hadley",101,56.52,698,1235,-0.16,"HitFairwayPercentage",2015
148,148,"Robert Garrigus",70,56.5,426,754,-0.12,"HitFairwayPercentage",2015
149,149,"Nick Taylor",91,56.45,648,1148,-0.21,"HitFairwayPercentage",2015
150,150,"Hunter Mahan",88,56.43,509,902,-0.24,"HitFairwayPercentage",2015
151,151,"Max Homa",78,56.41,484,858,-0.12,"HitFairwayPercentage",2015
152,152,"Brooks Koepka",84,56.38,504,894,-0.28,"HitFairwayPercentage",2015
153,153,"Martin Flores",95,56.19,613,1091,-0.15,"HitFairwayPercentage",2015
154,154,"Camilo Villegas",83,55.48,567,1022,-0.18,"HitFairwayPercentage",2015
155,155,"Angel Cabrera",53,55.46,325,586,-0.17,"HitFairwayPercentage",2015
156,156,"JB Holmes",89,55.41,497,897,-0.28,"HitFairwayPercentage",2015
157,157,"Andrew Putnam",68,55.36,408,737,-0.15,"HitFairwayPercentage",2015
158,158,"Bubba Watson",71,55.28,429,776,-0.28,"HitFairwayPercentage",2015
159,159,"Ricky Barnes",82,55.16,476,863,-0.18,"HitFairwayPercentage",2015
160,160,"Jason Kokrak",88,55.09,606,1100,-0.19,"HitFairwayPercentage",2015
161,161,"Adam Scott",51,54.98,243,442,-0.22,"HitFairwayPercentage",2015
162,162,"Retief Goosen",81,54.89,449,818,-0.13,"HitFairwayPercentage",2015
162,162,"Gary Woodland",81,54.89,410,747,-0.18,"HitFairwayPercentage",2015
164,164,"DA Points",72,54.71,436,797,-0.15,"HitFairwayPercentage",2015
165,165,"Seung Yul Noh",65,54.69,408,746,-0.23,"HitFairwayPercentage",2015
166,166,"Jason Day",75,54.67,433,792,-0.32,"HitFairwayPercentage",2015
166,166,"Tyrone Van Aswegen",58,54.67,316,578,-0.2,"HitFairwayPercentage",2015
168,168,"Tony Finau",106,54.42,690,1268,-0.2,"HitFairwayPercentage",2015
169,169,"Jonathan Randolph",72,53.98,420,778,-0.16,"HitFairwayPercentage",2015
170,170,"Morgan Hoffmann",85,53.82,514,955,-0.22,"HitFairwayPercentage",2015
171,171,"Patrick Reed",103,53.66,564,1051,-0.23,"HitFairwayPercentage",2015
172,172,"Ryan Palmer",80,53.29,397,745,-0.17,"HitFairwayPercentage",2015
173,173,"Marc Leishman",74,53.21,398,748,-0.17,"HitFairwayPercentage",2015
174,174,"Charles Howell III",105,53.19,725,1363,-0.2,"HitFairwayPercentage",2015
175,175,"Steven Bowditch",103,52.99,646,1219,-0.25,"HitFairwayPercentage",2015
176,176,"Phil Mickelson",70,52.9,401,758,-0.17,"HitFairwayPercentage",2015
177,177,"Dustin Johnson",75,52.88,395,747,-0.29,"HitFairwayPercentage",2015
178,178,"Ernie Els",57,52.7,283,537,-0.22,"HitFairwayPercentage",2015
179,179,"Padraig Harrington",60,52.62,352,669,-0.13,"HitFairwayPercentage",2015
179,179,"Andres Romero",69,52.62,392,745,-0.13,"HitFairwayPercentage",2015
181,181,"Jimmy Walker",89,52.05,457,878,-0.29,"HitFairwayPercentage",2015
182,182,"Aaron Baddeley",76,51.77,468,904,-0.2,"HitFairwayPercentage",2015
183,183,"Matt Every",73,50.72,388,765,-0.15,"HitFairwayPercentage",2015
184,184,"Derek Fathauer",81,50.66,458,904,-0.2,"HitFairwayPercentage",2015
