"GIRPercentageLess75yards_RANKTHISWEEK_2011","GIRPercentageLess75yards_RANKLASTWEEK_2011","GIRPercentageLess75yards_PLAYERNAME_2011","GIRPercentageLess75yards_ROUNDS_2011","GIRPercentageLess75yards_Pct_2011","GIRPercentageLess75yards_GREENSHIT_2011","GIRPercentageLess75yards_TOTALHOLES_2011","GIRPercentageLess75yards_RELATIVETOPAR_2011","stat_name","year"
1,1,"Ian Poulter",52,96.43,81,84,-0.64,"GIRPercentageLess75yards",2011
2,2,"Steve Stricker",70,96.06,122,127,-0.67,"GIRPercentageLess75yards",2011
3,3,"Justin Leonard",82,95.5,106,111,-0.58,"GIRPercentageLess75yards",2011
4,4,"Trevor Immelman",84,94.74,126,133,-0.65,"GIRPercentageLess75yards",2011
5,5,"Woody Austin",59,94,94,100,-0.55,"GIRPercentageLess75yards",2011
6,6,"Dustin Johnson",72,93.85,168,179,-0.66,"GIRPercentageLess75yards",2011
7,7,"Kevin Na",84,93.79,151,161,-0.64,"GIRPercentageLess75yards",2011
8,8,"Marc Turnesa",54,93.75,60,64,-0.48,"GIRPercentageLess75yards",2011
9,9,"Charles Howell III",108,93.72,209,223,-0.64,"GIRPercentageLess75yards",2011
10,10,"David Toms",78,93.69,104,111,-0.6,"GIRPercentageLess75yards",2011
11,11,"Chez Reavie",92,93.21,151,162,-0.6,"GIRPercentageLess75yards",2011
12,12,"Kris Blanks",92,93.02,160,172,-0.59,"GIRPercentageLess75yards",2011
13,13,"Webb Simpson",98,92.96,198,213,-0.7,"GIRPercentageLess75yards",2011
14,14,"Justin Rose",79,92.77,154,166,-0.66,"GIRPercentageLess75yards",2011
15,15,"Luke Donald",73,92.52,99,107,-0.7,"GIRPercentageLess75yards",2011
16,16,"Chad Campbell",99,92.12,152,165,-0.6,"GIRPercentageLess75yards",2011
17,17,"Bobby Gates",82,91.98,149,162,-0.65,"GIRPercentageLess75yards",2011
18,18,"Jason Dufner",78,91.67,110,120,-0.63,"GIRPercentageLess75yards",2011
19,19,"Ben Crane",76,91.54,119,130,-0.55,"GIRPercentageLess75yards",2011
20,20,"Phil Mickelson",79,91.43,160,175,-0.68,"GIRPercentageLess75yards",2011
21,21,"Lucas Glover",74,91.41,117,128,-0.77,"GIRPercentageLess75yards",2011
21,21,"Hunter Mahan",92,91.41,181,198,-0.67,"GIRPercentageLess75yards",2011
23,23,"Bryce Molder",82,91.38,106,116,-0.6,"GIRPercentageLess75yards",2011
24,24,"Kent Jones",76,91.35,95,104,-0.51,"GIRPercentageLess75yards",2011
25,25,"John Merrick",71,91.34,116,127,-0.62,"GIRPercentageLess75yards",2011
26,26,"Robert Karlsson",61,91.3,105,115,-0.6,"GIRPercentageLess75yards",2011
27,27,"Aron Price",58,91.25,73,80,-0.52,"GIRPercentageLess75yards",2011
28,28,"Zach Johnson",79,91.2,114,125,-0.69,"GIRPercentageLess75yards",2011
29,29,"Bill Lunde",92,91.11,164,180,-0.59,"GIRPercentageLess75yards",2011
30,30,"Ricky Barnes",78,91.1,133,146,-0.62,"GIRPercentageLess75yards",2011
31,31,"Josh Teater",104,91.06,224,246,-0.63,"GIRPercentageLess75yards",2011
32,32,"Freddie Jacobson",92,91.03,142,156,-0.56,"GIRPercentageLess75yards",2011
33,33,"Lee Janzen",62,91.01,81,89,-0.7,"GIRPercentageLess75yards",2011
34,34,"Retief Goosen",50,90.91,70,77,-0.7,"GIRPercentageLess75yards",2011
34,34,"Tim Herron",85,90.91,140,154,-0.61,"GIRPercentageLess75yards",2011
34,34,"Mark Wilson",89,90.91,130,143,-0.61,"GIRPercentageLess75yards",2011
37,37,"Kevin Chappell",78,90.85,139,153,-0.62,"GIRPercentageLess75yards",2011
38,38,"Nate Smith",66,90.67,68,75,-0.66,"GIRPercentageLess75yards",2011
39,39,"Heath Slocum",89,90.65,126,139,-0.63,"GIRPercentageLess75yards",2011
40,40,"Billy Mayfair",94,90.57,192,212,-0.6,"GIRPercentageLess75yards",2011
41,41,"Scott McCarron",65,90.52,105,116,-0.62,"GIRPercentageLess75yards",2011
42,42,"Brandt Jobe",100,90.5,162,179,-0.59,"GIRPercentageLess75yards",2011
43,43,"Geoff Ogilvy",69,90.48,95,105,-0.62,"GIRPercentageLess75yards",2011
44,44,"Nick Watney",80,90.42,151,167,-0.7,"GIRPercentageLess75yards",2011
45,45,"Davis Love III",70,90.32,112,124,-0.61,"GIRPercentageLess75yards",2011
46,46,"Boo Weekley",66,90.3,149,165,-0.62,"GIRPercentageLess75yards",2011
47,47,"Charl Schwartzel",58,90.29,93,103,-0.59,"GIRPercentageLess75yards",2011
48,48,"Shane Bertsch",62,90.24,74,82,-0.64,"GIRPercentageLess75yards",2011
48,48,"Chris Kirk",87,90.24,148,164,-0.66,"GIRPercentageLess75yards",2011
50,50,"YE Yang",63,90.11,82,91,-0.71,"GIRPercentageLess75yards",2011
51,51,"Spencer Levin",113,90.05,172,191,-0.6,"GIRPercentageLess75yards",2011
52,52,"Paul Goydos",81,90,108,120,-0.4,"GIRPercentageLess75yards",2011
53,53,"Bo Van Pelt",92,89.95,179,199,-0.6,"GIRPercentageLess75yards",2011
54,54,"Chris Couch",73,89.84,168,187,-0.7,"GIRPercentageLess75yards",2011
55,55,"Michael Bradley",74,89.83,106,118,-0.59,"GIRPercentageLess75yards",2011
56,56,"Ben Curtis",66,89.8,88,98,-0.52,"GIRPercentageLess75yards",2011
56,56,"Billy Horschel",75,89.8,132,147,-0.55,"GIRPercentageLess75yards",2011
58,58,"Aaron Baddeley",77,89.78,167,186,-0.63,"GIRPercentageLess75yards",2011
58,58,"Cameron Beckman",71,89.78,123,137,-0.59,"GIRPercentageLess75yards",2011
60,60,"Sergio Garcia",61,89.76,114,127,-0.67,"GIRPercentageLess75yards",2011
61,61,"Rory Sabbatini",85,89.74,140,156,-0.61,"GIRPercentageLess75yards",2011
62,62,"Charlie Wi",83,89.73,131,146,-0.6,"GIRPercentageLess75yards",2011
63,63,"Kevin Stadler",88,89.56,163,182,-0.52,"GIRPercentageLess75yards",2011
64,64,"Daniel Summerhays",75,89.52,111,124,-0.59,"GIRPercentageLess75yards",2011
65,65,"Ernie Els",71,89.51,128,143,-0.55,"GIRPercentageLess75yards",2011
66,66,"Graeme McDowell",50,89.47,85,95,-0.67,"GIRPercentageLess75yards",2011
67,67,"Fabian Gomez",84,89.38,143,160,-0.59,"GIRPercentageLess75yards",2011
68,68,"Brandt Snedeker",85,89.36,126,141,-0.76,"GIRPercentageLess75yards",2011
69,69,"Brendan Steele",89,89.35,151,169,-0.7,"GIRPercentageLess75yards",2011
70,70,"Andres Gonzales",60,89.29,75,84,-0.57,"GIRPercentageLess75yards",2011
71,71,"Arjun Atwal",91,89.24,141,158,-0.62,"GIRPercentageLess75yards",2011
71,71,"Tim Petrovic",88,89.24,141,158,-0.59,"GIRPercentageLess75yards",2011
73,73,"Joe Ogilvie",75,89.21,124,139,-0.67,"GIRPercentageLess75yards",2011
74,74,"JB Holmes",57,89.2,157,176,-0.55,"GIRPercentageLess75yards",2011
75,75,"Marc Leishman",87,89.18,173,194,-0.64,"GIRPercentageLess75yards",2011
76,76,"Brian Gay",90,89.16,74,83,-0.65,"GIRPercentageLess75yards",2011
76,76,"Alex Prugh",82,89.16,148,166,-0.55,"GIRPercentageLess75yards",2011
78,78,"Robert Allenby",84,89.09,147,165,-0.51,"GIRPercentageLess75yards",2011
79,79,"Charley Hoffman",93,89.07,220,247,-0.69,"GIRPercentageLess75yards",2011
80,80,"Jonathan Byrd",83,89.06,171,192,-0.68,"GIRPercentageLess75yards",2011
80,80,"Richard Johnson",64,89.06,57,64,-0.44,"GIRPercentageLess75yards",2011
82,82,"Rod Pampling",72,89.05,122,137,-0.61,"GIRPercentageLess75yards",2011
83,83,"DJ Trahan",91,89.03,211,237,-0.57,"GIRPercentageLess75yards",2011
84,84,"James Driscoll",71,88.82,143,161,-0.56,"GIRPercentageLess75yards",2011
85,85,"Michael Connell",76,88.79,103,116,-0.62,"GIRPercentageLess75yards",2011
86,86,"JJ Henry",96,88.77,166,187,-0.56,"GIRPercentageLess75yards",2011
87,87,"Blake Adams",116,88.68,188,212,-0.66,"GIRPercentageLess75yards",2011
88,88,"Alexandre Rocha",65,88.66,86,97,-0.55,"GIRPercentageLess75yards",2011
89,89,"Will Strickler",51,88.46,92,104,-0.63,"GIRPercentageLess75yards",2011
90,90,"Stewart Cink",72,88.43,107,121,-0.57,"GIRPercentageLess75yards",2011
91,91,"Kyle Stanley",98,88.39,198,224,-0.69,"GIRPercentageLess75yards",2011
92,92,"Camilo Villegas",69,88.37,114,129,-0.6,"GIRPercentageLess75yards",2011
93,93,"Jimmy Walker",79,88.33,159,180,-0.6,"GIRPercentageLess75yards",2011
94,94,"Steve Marino",76,88.31,136,154,-0.68,"GIRPercentageLess75yards",2011
95,95,"Martin Laird",77,88.3,166,188,-0.69,"GIRPercentageLess75yards",2011
96,96,"Gary Woodland",93,88.29,181,205,-0.66,"GIRPercentageLess75yards",2011
97,97,"Brian Davis",105,88.26,188,213,-0.53,"GIRPercentageLess75yards",2011
97,97,"John Senden",94,88.26,188,213,-0.6,"GIRPercentageLess75yards",2011
97,97,"Jhonattan Vegas",84,88.26,188,213,-0.63,"GIRPercentageLess75yards",2011
100,100,"Matt Jones",71,88.24,150,170,-0.59,"GIRPercentageLess75yards",2011
101,101,"John Rollins",85,88.21,172,195,-0.59,"GIRPercentageLess75yards",2011
102,102,"Robert Garrigus",83,88.14,208,236,-0.6,"GIRPercentageLess75yards",2011
103,103,"Sean OHair",71,88.1,111,126,-0.58,"GIRPercentageLess75yards",2011
104,104,"William McGirt",103,88.07,155,176,-0.51,"GIRPercentageLess75yards",2011
104,104,"Carl Pettersson",95,88.07,192,218,-0.6,"GIRPercentageLess75yards",2011
106,106,"Tommy Gainey",104,88.06,177,201,-0.6,"GIRPercentageLess75yards",2011
107,107,"Jerry Kelly",85,88,110,125,-0.67,"GIRPercentageLess75yards",2011
