"Approach200yardsRTPScore_RANKTHISWEEK_2005","Approach200yardsRTPScore_RANKLASTWEEK_2005","Approach200yardsRTPScore_PLAYERNAME_2005","Approach200yardsRTPScore_ROUNDS_2005","Approach200yardsRTPScore_AVGRTP_2005","stat_name","year"
1,1,"Mathias Gronberg",60,-0.304,"Approach200yardsRTPScore",2005
2,2,"DJ Trahan",81,-0.283,"Approach200yardsRTPScore",2005
3,3,"Rod Pampling",89,-0.281,"Approach200yardsRTPScore",2005
4,4,"Jason Bohn",91,-0.278,"Approach200yardsRTPScore",2005
4,4,"Nick Watney",91,-0.278,"Approach200yardsRTPScore",2005
6,6,"Lucas Glover",88,-0.277,"Approach200yardsRTPScore",2005
7,7,"Ian Poulter",62,-0.275,"Approach200yardsRTPScore",2005
7,7,"Vijay Singh",111,-0.275,"Approach200yardsRTPScore",2005
9,9,"Tag Ridings",93,-0.258,"Approach200yardsRTPScore",2005
10,10,"Brenden Pappas",51,-0.257,"Approach200yardsRTPScore",2005
11,11,"Scott Gutschewski",86,-0.254,"Approach200yardsRTPScore",2005
12,12,"Kevin Stadler",96,-0.243,"Approach200yardsRTPScore",2005
13,13,"Retief Goosen",71,-0.239,"Approach200yardsRTPScore",2005
14,14,"Brandt Jobe",96,-0.237,"Approach200yardsRTPScore",2005
14,14,"David Toms",87,-0.237,"Approach200yardsRTPScore",2005
16,16,"Chad Campbell",95,-0.236,"Approach200yardsRTPScore",2005
17,17,"Daniel Chopra",108,-0.234,"Approach200yardsRTPScore",2005
18,18,"Ben Crane",78,-0.233,"Approach200yardsRTPScore",2005
18,18,"JP Hayes",63,-0.233,"Approach200yardsRTPScore",2005
20,20,"Harrison Frazar",105,-0.228,"Approach200yardsRTPScore",2005
20,20,"Kenny Perry",82,-0.228,"Approach200yardsRTPScore",2005
22,22,"Arron Oberholser",65,-0.226,"Approach200yardsRTPScore",2005
23,23,"Arjun Atwal",65,-0.223,"Approach200yardsRTPScore",2005
23,23,"Frank Lickliter II",100,-0.223,"Approach200yardsRTPScore",2005
23,23,"Steve Lowery",100,-0.223,"Approach200yardsRTPScore",2005
26,26,"Tim Clark",92,-0.222,"Approach200yardsRTPScore",2005
26,26,"Billy Mayfair",114,-0.222,"Approach200yardsRTPScore",2005
26,26,"Dennis Paulson",63,-0.222,"Approach200yardsRTPScore",2005
26,26,"Phillip Price",77,-0.222,"Approach200yardsRTPScore",2005
30,30,"Jonathan Byrd",103,-0.221,"Approach200yardsRTPScore",2005
30,30,"Jim Furyk",94,-0.221,"Approach200yardsRTPScore",2005
32,32,"John Daly",78,-0.22,"Approach200yardsRTPScore",2005
33,33,"Woody Austin",100,-0.213,"Approach200yardsRTPScore",2005
34,34,"KJ Choi",78,-0.212,"Approach200yardsRTPScore",2005
34,34,"James Driscoll",73,-0.212,"Approach200yardsRTPScore",2005
34,34,"Jay Williamson",53,-0.212,"Approach200yardsRTPScore",2005
37,37,"Carlos Franco",78,-0.211,"Approach200yardsRTPScore",2005
38,38,"Charles Warren",89,-0.208,"Approach200yardsRTPScore",2005
39,39,"Padraig Harrington",50,-0.205,"Approach200yardsRTPScore",2005
40,40,"Steve Elkington",67,-0.203,"Approach200yardsRTPScore",2005
41,41,"Sergio Garcia",73,-0.201,"Approach200yardsRTPScore",2005
42,42,"Rich Beem",66,-0.199,"Approach200yardsRTPScore",2005
42,42,"Bo Van Pelt",112,-0.199,"Approach200yardsRTPScore",2005
44,44,"Robert Allenby",95,-0.197,"Approach200yardsRTPScore",2005
44,44,"Bob Estes",92,-0.197,"Approach200yardsRTPScore",2005
46,46,"Stephen Ames",82,-0.196,"Approach200yardsRTPScore",2005
46,46,"Paul Gow",78,-0.196,"Approach200yardsRTPScore",2005
48,48,"Dudley Hart",84,-0.194,"Approach200yardsRTPScore",2005
49,49,"Neal Lancaster",95,-0.193,"Approach200yardsRTPScore",2005
50,50,"Mark Hensby",70,-0.192,"Approach200yardsRTPScore",2005
50,50,"Brett Quigley",96,-0.192,"Approach200yardsRTPScore",2005
52,52,"Steve Flesch",90,-0.191,"Approach200yardsRTPScore",2005
52,52,"Kevin Sutherland",89,-0.191,"Approach200yardsRTPScore",2005
54,54,"Zach Johnson",96,-0.19,"Approach200yardsRTPScore",2005
54,54,"Davis Love III",80,-0.19,"Approach200yardsRTPScore",2005
56,56,"Tiger Woods",76,-0.189,"Approach200yardsRTPScore",2005
57,57,"John Rollins",97,-0.188,"Approach200yardsRTPScore",2005
58,58,"Brendan Jones",81,-0.185,"Approach200yardsRTPScore",2005
58,58,"Jose Maria Olazabal",55,-0.185,"Approach200yardsRTPScore",2005
60,60,"Mark Calcavecchia",92,-0.183,"Approach200yardsRTPScore",2005
60,60,"Tim Herron",100,-0.183,"Approach200yardsRTPScore",2005
60,60,"Ryan Palmer",101,-0.183,"Approach200yardsRTPScore",2005
63,63,"Phil Mickelson",81,-0.179,"Approach200yardsRTPScore",2005
64,64,"Scott Verplank",87,-0.178,"Approach200yardsRTPScore",2005
65,65,"Briny Baird",98,-0.176,"Approach200yardsRTPScore",2005
65,65,"Richard Johnson",50,-0.176,"Approach200yardsRTPScore",2005
67,67,"Hunter Mahan",103,-0.172,"Approach200yardsRTPScore",2005
68,68,"Greg Owen",84,-0.171,"Approach200yardsRTPScore",2005
69,69,"Brian Bateman",98,-0.17,"Approach200yardsRTPScore",2005
69,69,"Dean Wilson",86,-0.17,"Approach200yardsRTPScore",2005
71,71,"Michael Allen",90,-0.168,"Approach200yardsRTPScore",2005
72,72,"Brian Davis",75,-0.167,"Approach200yardsRTPScore",2005
72,72,"Hunter Haas",83,-0.167,"Approach200yardsRTPScore",2005
72,72,"Jesper Parnevik",84,-0.167,"Approach200yardsRTPScore",2005
75,75,"Carl Pettersson",109,-0.166,"Approach200yardsRTPScore",2005
76,76,"Steve Allan",102,-0.165,"Approach200yardsRTPScore",2005
76,76,"Kent Jones",99,-0.165,"Approach200yardsRTPScore",2005
76,76,"Justin Rose",99,-0.165,"Approach200yardsRTPScore",2005
76,76,"Vaughn Taylor",99,-0.165,"Approach200yardsRTPScore",2005
80,80,"Steve Jones",56,-0.163,"Approach200yardsRTPScore",2005
81,81,"Jerry Kelly",101,-0.162,"Approach200yardsRTPScore",2005
82,82,"Jeff Brehaut",71,-0.161,"Approach200yardsRTPScore",2005
82,82,"Freddie Jacobson",72,-0.161,"Approach200yardsRTPScore",2005
84,84,"JL Lewis",98,-0.16,"Approach200yardsRTPScore",2005
84,84,"John Senden",101,-0.16,"Approach200yardsRTPScore",2005
86,86,"Michael Long",72,-0.159,"Approach200yardsRTPScore",2005
86,86,"Sean OHair",103,-0.159,"Approach200yardsRTPScore",2005
86,86,"Steve Stricker",62,-0.159,"Approach200yardsRTPScore",2005
89,89,"Patrick Sheehan",114,-0.157,"Approach200yardsRTPScore",2005
90,90,"Aaron Baddeley",84,-0.155,"Approach200yardsRTPScore",2005
91,91,"Charles Howell III",95,-0.154,"Approach200yardsRTPScore",2005
91,91,"Charlie Wi",67,-0.154,"Approach200yardsRTPScore",2005
93,93,"David Hearn",68,-0.152,"Approach200yardsRTPScore",2005
93,93,"Pat Perez",89,-0.152,"Approach200yardsRTPScore",2005
93,93,"Tom Pernice Jr",111,-0.152,"Approach200yardsRTPScore",2005
96,96,"Joe Durant",81,-0.149,"Approach200yardsRTPScore",2005
97,97,"Billy Andrade",83,-0.147,"Approach200yardsRTPScore",2005
98,98,"Stewart Cink",98,-0.146,"Approach200yardsRTPScore",2005
99,99,"Robert Gamez",91,-0.144,"Approach200yardsRTPScore",2005
99,99,"JJ Henry",102,-0.144,"Approach200yardsRTPScore",2005
101,101,"Joe Ogilvie",103,-0.143,"Approach200yardsRTPScore",2005
102,102,"Stuart Appleby",84,-0.141,"Approach200yardsRTPScore",2005
102,102,"Hidemichi Tanaka",106,-0.141,"Approach200yardsRTPScore",2005
104,104,"Marco Dawson",82,-0.14,"Approach200yardsRTPScore",2005
105,105,"Robert Damron",89,-0.139,"Approach200yardsRTPScore",2005
106,106,"Tommy Armour III",103,-0.138,"Approach200yardsRTPScore",2005
107,107,"Joey Snyder III",102,-0.137,"Approach200yardsRTPScore",2005
108,108,"Mario Tiziani",67,-0.136,"Approach200yardsRTPScore",2005
109,109,"Jonathan Kaye",77,-0.135,"Approach200yardsRTPScore",2005
109,109,"Ted Purdy",122,-0.135,"Approach200yardsRTPScore",2005
111,111,"Scott McCarron",78,-0.134,"Approach200yardsRTPScore",2005
112,112,"Shigeki Maruyama",99,-0.133,"Approach200yardsRTPScore",2005
112,112,"Tim Petrovic",97,-0.133,"Approach200yardsRTPScore",2005
114,114,"John Huston",90,-0.132,"Approach200yardsRTPScore",2005
114,114,"Justin Leonard",78,-0.132,"Approach200yardsRTPScore",2005
116,116,"Bernhard Langer",67,-0.131,"Approach200yardsRTPScore",2005
117,117,"Brett Wetterich",76,-0.13,"Approach200yardsRTPScore",2005
118,118,"Bradley Hughes",52,-0.128,"Approach200yardsRTPScore",2005
118,118,"Joey Sindelar",104,-0.128,"Approach200yardsRTPScore",2005
120,120,"Doug Barron",70,-0.127,"Approach200yardsRTPScore",2005
120,120,"Lee Westwood",50,-0.127,"Approach200yardsRTPScore",2005
122,122,"Bob Heintz",67,-0.126,"Approach200yardsRTPScore",2005
122,122,"Will Ma Kenzie",75,-0.126,"Approach200yardsRTPScore",2005
122,122,"DA Points",94,-0.126,"Approach200yardsRTPScore",2005
125,125,"Bart Bryant",91,-0.125,"Approach200yardsRTPScore",2005
125,125,"Chris DiMarco",83,-0.125,"Approach200yardsRTPScore",2005
127,127,"Justin Bolli",65,-0.124,"Approach200yardsRTPScore",2005
127,127,"Heath Slocum",103,-0.124,"Approach200yardsRTPScore",2005
129,129,"John Elliott",58,-0.122,"Approach200yardsRTPScore",2005
129,129,"Rocco Mediate",73,-0.122,"Approach200yardsRTPScore",2005
