"BonusPutting_RANKTHISWEEK_2009","BonusPutting_RANKLASTWEEK_2009","BonusPutting_PLAYERNAME_2009","BonusPutting_ROUNDS_2009","BonusPutting_VALUE_2009","BonusPutting_ATTEMPTS_2009","BonusPutting_TOTMADE20_2009","BonusPutting_TOTMADE_2009","stat_name","year"
1,1,"Luke Donald",79,102.07,823,32,808,"BonusPutting",2009
2,2,"Ben Crane",93,102,1101,43,1080,"BonusPutting",2009
3,3,"Brad Faxon",59,101.95,718,31,701,"BonusPutting",2009
4,4,"Greg Chalmers",85,101.87,962,41,939,"BonusPutting",2009
5,5,"Tiger Woods",64,101.48,676,23,663,"BonusPutting",2009
6,6,"Jim Furyk",86,101.22,901,29,883,"BonusPutting",2009
7,7,"Freddie Jacobson",83,101.19,1011,31,992,"BonusPutting",2009
8,8,"Kenny Perry",92,101.18,1014,37,989,"BonusPutting",2009
9,9,"Spencer Levin",75,101.17,939,38,912,"BonusPutting",2009
10,10,"Brian Gay",96,101.15,1130,45,1098,"BonusPutting",2009
11,11,"Matt Kuchar",82,100.94,961,32,938,"BonusPutting",2009
12,12,"Corey Pavin",73,100.8,750,24,732,"BonusPutting",2009
13,13,"Ben Curtis",63,100.75,669,23,651,"BonusPutting",2009
13,13,"Kevin Na",91,100.75,1071,41,1038,"BonusPutting",2009
13,13,"Geoff Ogilvy",78,100.75,800,28,778,"BonusPutting",2009
16,16,"Tim Petrovic",97,100.57,1220,39,1188,"BonusPutting",2009
17,17,"Jerry Kelly",90,100.55,1088,35,1059,"BonusPutting",2009
18,18,"Aaron Baddeley",66,100.5,802,31,775,"BonusPutting",2009
19,19,"Bob Heintz",59,100.42,716,26,693,"BonusPutting",2009
20,20,"Bart Bryant",58,100.4,756,23,736,"BonusPutting",2009
20,20,"Ted Purdy",101,100.4,1257,60,1202,"BonusPutting",2009
22,22,"Richard Johnson",85,100.38,1057,35,1026,"BonusPutting",2009
23,23,"James Nitties",86,100.37,1079,38,1045,"BonusPutting",2009
24,24,"Zach Johnson",94,100.36,1110,39,1075,"BonusPutting",2009
25,25,"Ryan Palmer",78,100.31,981,30,954,"BonusPutting",2009
26,26,"Jeff Overton",92,100.28,1060,37,1026,"BonusPutting",2009
27,27,"Parker McLachlin",71,100.22,910,37,875,"BonusPutting",2009
28,28,"Matt Jones",56,100.16,634,18,617,"BonusPutting",2009
29,29,"Steve Stricker",81,100.11,883,29,855,"BonusPutting",2009
30,30,"Cameron Beckman",87,100.09,1072,39,1034,"BonusPutting",2009
30,30,"Charlie Wi",92,100.09,1111,35,1077,"BonusPutting",2009
32,32,"Nathan Green",104,100.08,1286,37,1250,"BonusPutting",2009
32,32,"JJ Henry",97,100.08,1209,37,1173,"BonusPutting",2009
34,34,"Brad Adamonis",70,100,878,23,855,"BonusPutting",2009
34,34,"Retief Goosen",74,100,799,18,781,"BonusPutting",2009
34,34,"Bill Haas",91,100,1181,40,1141,"BonusPutting",2009
34,34,"John Rollins",92,100,1138,38,1100,"BonusPutting",2009
34,34,"Scott Sterling",51,100,589,21,568,"BonusPutting",2009
34,34,"Bo Van Pelt",100,100,1146,39,1107,"BonusPutting",2009
40,40,"David Toms",98,99.91,1142,37,1104,"BonusPutting",2009
41,41,"Ryuji Imada",85,99.9,971,33,937,"BonusPutting",2009
41,41,"Carl Pettersson",86,99.9,1051,31,1019,"BonusPutting",2009
41,41,"Dean Wilson",81,99.9,974,32,941,"BonusPutting",2009
44,44,"Brandt Snedeker",81,99.89,898,26,871,"BonusPutting",2009
45,45,"Jeff Klauk",97,99.84,1248,39,1207,"BonusPutting",2009
46,46,"Marc Leishman",91,99.83,1190,47,1141,"BonusPutting",2009
46,46,"Ian Poulter",59,99.83,588,13,574,"BonusPutting",2009
48,48,"Vaughn Taylor",88,99.82,1132,34,1096,"BonusPutting",2009
49,49,"Joe Ogilvie",85,99.81,1069,33,1034,"BonusPutting",2009
50,50,"Lee Janzen",74,99.77,868,28,838,"BonusPutting",2009
51,51,"Rich Beem",77,99.76,845,32,811,"BonusPutting",2009
51,51,"Tim Clark",81,99.76,820,23,795,"BonusPutting",2009
53,53,"Stephen Ames",77,99.75,788,21,765,"BonusPutting",2009
53,53,"Harrison Frazar",93,99.75,1188,34,1151,"BonusPutting",2009
53,53,"Justin Rose",71,99.75,810,29,779,"BonusPutting",2009
53,53,"Webb Simpson",94,99.75,1197,47,1147,"BonusPutting",2009
57,57,"Bryce Molder",69,99.73,744,20,722,"BonusPutting",2009
58,58,"Chad Campbell",90,99.71,1019,32,984,"BonusPutting",2009
58,58,"Hunter Mahan",94,99.71,1050,37,1010,"BonusPutting",2009
58,58,"Ryan Moore",89,99.71,1034,33,998,"BonusPutting",2009
61,61,"Padraig Harrington",66,99.7,670,17,651,"BonusPutting",2009
61,61,"YE Yang",83,99.7,996,26,967,"BonusPutting",2009
63,63,"John Merrick",91,99.69,975,29,943,"BonusPutting",2009
63,63,"Nick Watney",86,99.69,960,27,930,"BonusPutting",2009
65,65,"David Mathis",82,99.68,942,31,908,"BonusPutting",2009
