"BonusPutting_RANKTHISWEEK_2009","BonusPutting_RANKLASTWEEK_2009","BonusPutting_PLAYERNAME_2009","BonusPutting_ROUNDS_2009","BonusPutting_VALUE_2009","BonusPutting_ATTEMPTS_2009","BonusPutting_TOTMADE20_2009","BonusPutting_TOTMADE_2009","stat_name","year"
66,66,"Andres Romero",58,99.67,613,21,590,"BonusPutting",2009
67,67,"Stewart Cink",79,99.64,834,21,810,"BonusPutting",2009
67,67,"Lucas Glover",93,99.64,1110,31,1075,"BonusPutting",2009
69,69,"Justin Leonard",95,99.63,1071,29,1038,"BonusPutting",2009
70,70,"George McNeill",82,99.62,1055,30,1021,"BonusPutting",2009
71,71,"Eric Axley",71,99.52,828,20,804,"BonusPutting",2009
72,72,"John Senden",100,99.48,1335,40,1288,"BonusPutting",2009
73,73,"Charles Warren",63,99.47,761,18,739,"BonusPutting",2009
74,74,"Steve Flesch",77,99.45,905,27,873,"BonusPutting",2009
74,74,"Troy Matteson",95,99.45,1265,36,1222,"BonusPutting",2009
74,74,"Rod Pampling",72,99.45,914,32,877,"BonusPutting",2009
77,77,"Steve Elkington",70,99.44,891,28,858,"BonusPutting",2009
78,78,"Nick OHern",90,99.43,1235,49,1179,"BonusPutting",2009
79,79,"Bob Estes",78,99.4,995,29,960,"BonusPutting",2009
79,79,"Sean OHair",80,99.4,830,27,798,"BonusPutting",2009
81,81,"Chris Riley",77,99.38,960,32,922,"BonusPutting",2009
82,82,"Charley Hoffman",97,99.35,1239,27,1204,"BonusPutting",2009
82,82,"Scott Piercy",85,99.35,1075,36,1032,"BonusPutting",2009
82,82,"Mike Weir",85,99.35,926,26,894,"BonusPutting",2009
85,85,"Daniel Chopra",89,99.32,1184,36,1140,"BonusPutting",2009
85,85,"Chez Reavie",81,99.32,1028,30,991,"BonusPutting",2009
87,87,"Jason Day",61,99.3,715,25,685,"BonusPutting",2009
88,88,"Kris Blanks",60,99.26,678,22,651,"BonusPutting",2009
89,89,"Tommy Armour III",58,99.2,749,21,722,"BonusPutting",2009
89,89,"David Duval",56,99.2,626,14,607,"BonusPutting",2009
89,89,"Martin Laird",72,99.2,879,29,843,"BonusPutting",2009
92,92,"Mark Wilson",99,99.19,1230,45,1175,"BonusPutting",2009
93,93,"Jimmy Walker",74,99.15,940,20,912,"BonusPutting",2009
94,94,"Brian Bateman",55,99.14,699,19,674,"BonusPutting",2009
94,94,"Kevin Sutherland",96,99.14,1049,34,1006,"BonusPutting",2009
94,94,"DJ Trahan",96,99.14,1168,36,1122,"BonusPutting",2009
97,97,"Brendon de Jonge",90,99.13,1147,36,1101,"BonusPutting",2009
98,98,"Marc Turnesa",77,99.12,1024,37,978,"BonusPutting",2009
98,98,"Scott Verplank",88,99.12,1139,30,1099,"BonusPutting",2009
100,100,"Patrick Sheehan",51,99.11,559,17,537,"BonusPutting",2009
101,101,"Charles Howell III",99,99.09,1210,25,1174,"BonusPutting",2009
101,101,"Steve Marino",98,99.09,1209,38,1160,"BonusPutting",2009
101,101,"Pat Perez",74,99.09,877,25,844,"BonusPutting",2009
104,104,"Anthony Kim",76,99.06,850,19,823,"BonusPutting",2009
104,104,"Cliff Kresge",78,99.06,957,24,924,"BonusPutting",2009
104,104,"Scott McCarron",91,99.06,1169,29,1129,"BonusPutting",2009
107,107,"DA Points",99,99.05,1261,38,1211,"BonusPutting",2009
108,108,"Jason Dufner",90,99.02,1122,29,1082,"BonusPutting",2009
108,108,"John Mallinger",90,99.02,1020,25,985,"BonusPutting",2009
110,110,"Todd Hamilton",83,99.01,911,22,880,"BonusPutting",2009
111,111,"Chris DiMarco",97,98.98,1272,35,1224,"BonusPutting",2009
112,112,"Robert Garrigus",83,98.95,1047,32,1004,"BonusPutting",2009
113,113,"Kevin Streelman",97,98.94,1225,30,1182,"BonusPutting",2009
114,114,"Angel Cabrera",55,98.87,533,12,515,"BonusPutting",2009
115,115,"Jeff Quinney",78,98.8,1001,26,963,"BonusPutting",2009
116,116,"Mark Brooks",55,98.79,577,18,552,"BonusPutting",2009
116,116,"Bubba Watson",73,98.79,829,20,799,"BonusPutting",2009
118,118,"Robert Allenby",71,98.78,822,22,790,"BonusPutting",2009
119,119,"Camilo Villegas",76,98.76,808,18,780,"BonusPutting",2009
120,120,"Sergio Garcia",59,98.75,641,20,613,"BonusPutting",2009
121,121,"Glen Day",79,98.74,951,27,912,"BonusPutting",2009
121,121,"Casey Wittenberg",71,98.74,791,22,759,"BonusPutting",2009
123,123,"Gary Woodland",53,98.71,541,17,517,"BonusPutting",2009
124,124,"Michael Letzig",96,98.7,1232,35,1181,"BonusPutting",2009
125,125,"Colt Knost",71,98.64,810,24,775,"BonusPutting",2009
126,126,"Aron Price",89,98.63,1093,25,1053,"BonusPutting",2009
127,127,"Brian Davis",103,98.54,1297,38,1240,"BonusPutting",2009
128,128,"Paul Goydos",79,98.46,908,27,867,"BonusPutting",2009
129,129,"Bill Lunde",83,98.4,1062,31,1014,"BonusPutting",2009
129,129,"Chris Stroud",88,98.4,1122,28,1076,"BonusPutting",2009
131,131,"Jarrod Lyle",65,98.38,743,16,715,"BonusPutting",2009
131,131,"Kevin Stadler",65,98.38,803,25,765,"BonusPutting",2009
133,133,"Matt Weibring",65,98.36,791,27,751,"BonusPutting",2009
134,134,"Tag Ridings",50,98.35,605,20,575,"BonusPutting",2009
135,135,"Woody Austin",84,98.31,1062,31,1013,"BonusPutting",2009
135,135,"Mathew Goggin",76,98.31,886,21,850,"BonusPutting",2009
137,137,"Alex Cejka",82,98.28,1048,27,1003,"BonusPutting",2009
138,138,"Davis Love III",89,98.24,1137,29,1088,"BonusPutting",2009
139,139,"KJ Choi",65,98.21,728,15,700,"BonusPutting",2009
139,139,"Dustin Johnson",85,98.21,893,26,851,"BonusPutting",2009
141,141,"Phil Mickelson",66,98.16,705,20,672,"BonusPutting",2009
142,142,"Peter Lonard",86,98.14,1132,32,1079,"BonusPutting",2009
143,143,"Johnson Wagner",81,98.13,1070,33,1017,"BonusPutting",2009
144,144,"Brett Quigley",92,98.11,1111,29,1061,"BonusPutting",2009
145,145,"Greg Owen",97,98.09,1205,29,1153,"BonusPutting",2009
146,146,"Tom Pernice Jr",82,98.07,1089,30,1038,"BonusPutting",2009
147,147,"Leif Olson",51,98.04,612,16,584,"BonusPutting",2009
148,148,"Jason Bohn",88,98.03,1220,31,1165,"BonusPutting",2009
149,149,"Michael Allen",73,98.01,855,21,817,"BonusPutting",2009
149,149,"Briny Baird",89,98.01,1056,27,1008,"BonusPutting",2009
151,151,"Ernie Els",70,97.99,796,16,764,"BonusPutting",2009
152,152,"Brendon Todd",53,97.96,687,24,649,"BonusPutting",2009
153,153,"Vijay Singh",71,97.91,764,16,732,"BonusPutting",2009
154,154,"Rick Price",54,97.87,610,12,585,"BonusPutting",2009
155,155,"Brian Vranesh",51,97.85,605,15,577,"BonusPutting",2009
156,156,"Steve Lowery",83,97.8,1093,26,1043,"BonusPutting",2009
156,156,"Heath Slocum",95,97.8,1229,19,1183,"BonusPutting",2009
158,158,"Jeff Maggert",79,97.69,1039,22,993,"BonusPutting",2009
159,159,"Adam Scott",53,97.67,643,19,609,"BonusPutting",2009
160,160,"Kent Jones",73,97.66,897,23,853,"BonusPutting",2009
161,161,"Matt Bettencourt",98,97.58,1240,40,1170,"BonusPutting",2009
161,161,"Rocco Mediate",79,97.58,990,23,943,"BonusPutting",2009
163,163,"Greg Kraft",51,97.57,617,19,583,"BonusPutting",2009
164,164,"Mark Calcavecchia",72,97.53,889,24,843,"BonusPutting",2009
165,165,"Boo Weekley",79,97.49,957,27,906,"BonusPutting",2009
166,166,"Stuart Appleby",79,97.48,994,18,951,"BonusPutting",2009
167,167,"Joe Durant",62,97.43,700,19,663,"BonusPutting",2009
168,168,"Ken Duke",87,97.37,1064,25,1011,"BonusPutting",2009
168,168,"Tim Herron",87,97.37,1179,24,1124,"BonusPutting",2009
170,170,"Jay Williamson",69,97.23,866,17,825,"BonusPutting",2009
171,171,"JB Holmes",74,97.2,893,14,854,"BonusPutting",2009
172,172,"Tom Lehman",55,97.14,524,8,501,"BonusPutting",2009
173,173,"Rory Sabbatini",81,97.02,974,17,928,"BonusPutting",2009
174,174,"Peter Tomasulo",61,97,700,15,664,"BonusPutting",2009
175,175,"Billy Mayfair",83,96.82,1068,26,1008,"BonusPutting",2009
176,176,"Jonathan Byrd",89,96.81,1190,33,1119,"BonusPutting",2009
177,177,"Jason Gore",74,96.78,931,18,883,"BonusPutting",2009
178,178,"Derek Fathauer",63,96.66,748,18,705,"BonusPutting",2009
179,179,"Fred Couples",54,96.45,619,15,582,"BonusPutting",2009
180,180,"Nicholas Thompson",96,96.44,1293,26,1221,"BonusPutting",2009
181,181,"Darron Stiles",52,96.42,615,13,580,"BonusPutting",2009
182,182,"Will Ma Kenzie",69,95.48,929,22,865,"BonusPutting",2009
183,183,"Ricky Barnes",67,95.09,814,13,761,"BonusPutting",2009
184,184,"Kirk Triplett",60,94.58,831,20,766,"BonusPutting",2009
