"BestRoundsin60sStreak_RANKTHISWEEK_2014","BestRoundsin60sStreak_RANKLASTWEEK_2014","BestRoundsin60sStreak_PLAYERNAME_2014","BestRoundsin60sStreak__2014","BestRoundsin60sStreak_CAREERBESTSTREAK_2014","BestRoundsin60sStreak_BESTYTDSTREAK_2014","BestRoundsin60sStreak_CURRENTSTREAK_2014","stat_name","year"
111,111,"Keegan Bradley",NA,8,8,NA,"BestRoundsin60sStreak",2014
111,111,"Bill Britton",NA,8,NA,NA,"BestRoundsin60sStreak",2014
111,111,"Rex Caldwell",NA,8,NA,NA,"BestRoundsin60sStreak",2014
111,111,"Jim Carter",NA,8,NA,NA,"BestRoundsin60sStreak",2014
111,111,"Bobby Clampett",NA,8,NA,NA,"BestRoundsin60sStreak",2014
111,111,"Tim Clark",NA,8,7,NA,"BestRoundsin60sStreak",2014
111,111,"Russ Cochran",NA,8,NA,NA,"BestRoundsin60sStreak",2014
111,111,"Chad Collins",NA,8,7,NA,"BestRoundsin60sStreak",2014
111,111,"John Cook",NA,8,NA,NA,"BestRoundsin60sStreak",2014
111,111,"Ken Duke",NA,8,3,NA,"BestRoundsin60sStreak",2014
111,111,"David Duval",NA,8,2,NA,"BestRoundsin60sStreak",2014
111,111,"Matt Every",NA,8,8,NA,"BestRoundsin60sStreak",2014
111,111,"Bob Gilder",NA,8,NA,NA,"BestRoundsin60sStreak",2014
111,111,"Bill Glasson",NA,8,NA,NA,"BestRoundsin60sStreak",2014
111,111,"Hubert Green",NA,8,NA,NA,"BestRoundsin60sStreak",2014
111,111,"Ken Green",NA,8,NA,NA,"BestRoundsin60sStreak",2014
111,111,"Donnie Hammond",NA,8,NA,NA,"BestRoundsin60sStreak",2014
111,111,"Dudley Hart",NA,8,1,NA,"BestRoundsin60sStreak",2014
111,111,"Mark Hayes",NA,8,NA,NA,"BestRoundsin60sStreak",2014
111,111,"Jim Herman",NA,8,3,NA,"BestRoundsin60sStreak",2014
111,111,"Charley Hoffman",NA,8,6,NA,"BestRoundsin60sStreak",2014
111,111,"Mike Hulbert",NA,8,NA,NA,"BestRoundsin60sStreak",2014
111,111,"Hale Irwin",NA,8,NA,NA,"BestRoundsin60sStreak",2014
111,111,"Dustin Johnson",NA,8,5,NA,"BestRoundsin60sStreak",2014
111,111,"Steve Jones",NA,8,NA,NA,"BestRoundsin60sStreak",2014
111,111,"Matt Jones",NA,8,4,NA,"BestRoundsin60sStreak",2014
111,111,"Tom Kite",NA,8,NA,NA,"BestRoundsin60sStreak",2014
111,111,"Jeff Klauk",NA,8,NA,NA,"BestRoundsin60sStreak",2014
111,111,"Greg Kraft",NA,8,NA,NA,"BestRoundsin60sStreak",2014
111,111,"Martin Laird",NA,8,5,NA,"BestRoundsin60sStreak",2014
111,111,"Ian Leggatt",NA,8,NA,NA,"BestRoundsin60sStreak",2014
111,111,"Marc Leishman",NA,8,8,NA,"BestRoundsin60sStreak",2014
111,111,"Michael Letzig",NA,8,NA,NA,"BestRoundsin60sStreak",2014
111,111,"Spencer Levin",NA,8,7,NA,"BestRoundsin60sStreak",2014
111,111,"David Lingmerth",NA,8,4,NA,"BestRoundsin60sStreak",2014
111,111,"Steve Lowery",NA,8,NA,NA,"BestRoundsin60sStreak",2014
111,111,"Bill Lunde",NA,8,1,NA,"BestRoundsin60sStreak",2014
111,111,"George McNeill",NA,8,3,NA,"BestRoundsin60sStreak",2014
111,111,"Larry Mize",NA,8,NA,NA,"BestRoundsin60sStreak",2014
111,111,"Bryce Molder",NA,8,4,NA,"BestRoundsin60sStreak",2014
111,111,"Ryan Moore",NA,8,5,NA,"BestRoundsin60sStreak",2014
111,111,"Arron Oberholser",NA,8,NA,NA,"BestRoundsin60sStreak",2014
111,111,"Jeff Overton",NA,8,5,NA,"BestRoundsin60sStreak",2014
111,111,"Greg Owen",NA,8,2,NA,"BestRoundsin60sStreak",2014
111,111,"Craig Parry",NA,8,NA,NA,"BestRoundsin60sStreak",2014
111,111,"Calvin Peete",NA,8,NA,NA,"BestRoundsin60sStreak",2014
111,111,"DA Points",NA,8,2,NA,"BestRoundsin60sStreak",2014
111,111,"Nick Price",NA,8,NA,NA,"BestRoundsin60sStreak",2014
111,111,"John Rollins",NA,8,3,NA,"BestRoundsin60sStreak",2014
111,111,"Rory Sabbatini",NA,8,4,NA,"BestRoundsin60sStreak",2014
111,111,"Vijay Singh",NA,8,6,NA,"BestRoundsin60sStreak",2014
111,111,"Craig Stadler",NA,8,NA,NA,"BestRoundsin60sStreak",2014
111,111,"Kevin Stadler",NA,8,5,NA,"BestRoundsin60sStreak",2014
111,111,"Curtis Strange",NA,8,NA,NA,"BestRoundsin60sStreak",2014
111,111,"Josh Teater",NA,8,3,NA,"BestRoundsin60sStreak",2014
111,111,"Jim Thorpe",NA,8,NA,NA,"BestRoundsin60sStreak",2014
111,111,"Bobby Wadkins",NA,8,NA,NA,"BestRoundsin60sStreak",2014
111,111,"Jimmy Walker",NA,8,4,NA,"BestRoundsin60sStreak",2014
111,111,"Bubba Watson",NA,8,6,NA,"BestRoundsin60sStreak",2014
111,111,"DA Weibring",NA,8,NA,NA,"BestRoundsin60sStreak",2014
111,111,"Charlie Wi",NA,8,6,NA,"BestRoundsin60sStreak",2014
179,179,"Michael Allen",NA,7,NA,NA,"BestRoundsin60sStreak",2014
179,179,"Stephen Ames",NA,7,3,NA,"BestRoundsin60sStreak",2014
179,179,"Ricky Barnes",NA,7,5,NA,"BestRoundsin60sStreak",2014
179,179,"Scott Brown",NA,7,7,NA,"BestRoundsin60sStreak",2014
179,179,"Tom Byrum",NA,7,NA,NA,"BestRoundsin60sStreak",2014
179,179,"Greg Chalmers",NA,7,6,NA,"BestRoundsin60sStreak",2014
179,179,"Daniel Chopra",NA,7,2,NA,"BestRoundsin60sStreak",2014
179,179,"Rod Curl",NA,7,NA,NA,"BestRoundsin60sStreak",2014
179,179,"Robert Damron",NA,7,NA,NA,"BestRoundsin60sStreak",2014
179,179,"Glen Day",NA,7,3,NA,"BestRoundsin60sStreak",2014
179,179,"Jason Day",NA,7,6,NA,"BestRoundsin60sStreak",2014
179,179,"Luke Donald",NA,7,3,NA,"BestRoundsin60sStreak",2014
179,179,"James Driscoll",NA,7,4,NA,"BestRoundsin60sStreak",2014
179,179,"Jason Dufner",NA,7,5,NA,"BestRoundsin60sStreak",2014
179,179,"Joel Edwards",NA,7,NA,NA,"BestRoundsin60sStreak",2014
179,179,"Steve Elkington",NA,7,NA,NA,"BestRoundsin60sStreak",2014
179,179,"Harris English",NA,7,7,NA,"BestRoundsin60sStreak",2014
179,179,"Dan Forsman",NA,7,NA,NA,"BestRoundsin60sStreak",2014
179,179,"Jim Gallagher Jr",NA,7,NA,NA,"BestRoundsin60sStreak",2014
179,179,"Robert Garrigus",NA,7,3,NA,"BestRoundsin60sStreak",2014
179,179,"Brent Geiberger",NA,7,NA,NA,"BestRoundsin60sStreak",2014
179,179,"Kelly Gibson",NA,7,NA,NA,"BestRoundsin60sStreak",2014
179,179,"Matt Gogel",NA,7,NA,NA,"BestRoundsin60sStreak",2014
179,179,"Chesson Hadley",NA,7,7,NA,"BestRoundsin60sStreak",2014
179,179,"Gary Hallberg",NA,7,NA,NA,"BestRoundsin60sStreak",2014
179,179,"Tim Herron",NA,7,2,NA,"BestRoundsin60sStreak",2014
179,179,"Lon Hinkle",NA,7,NA,NA,"BestRoundsin60sStreak",2014
179,179,"JB Holmes",NA,7,4,NA,"BestRoundsin60sStreak",2014
179,179,"Peter Jacobsen",NA,7,NA,NA,"BestRoundsin60sStreak",2014
179,179,"Richard Johnson",NA,7,NA,NA,"BestRoundsin60sStreak",2014
179,179,"Kent Jones",NA,7,1,NA,"BestRoundsin60sStreak",2014
179,179,"Jonathan Kaye",NA,7,NA,NA,"BestRoundsin60sStreak",2014
179,179,"Kevin Kisner",NA,7,7,NA,"BestRoundsin60sStreak",2014
179,179,"Kenny Knox",NA,7,NA,NA,"BestRoundsin60sStreak",2014
179,179,"Russell Knox",NA,7,6,NA,"BestRoundsin60sStreak",2014
179,179,"Gary Koch",NA,7,NA,NA,"BestRoundsin60sStreak",2014
179,179,"Cliff Kresge",NA,7,NA,NA,"BestRoundsin60sStreak",2014
179,179,"Neal Lancaster",NA,7,NA,NA,"BestRoundsin60sStreak",2014
179,179,"Wayne Levi",NA,7,NA,NA,"BestRoundsin60sStreak",2014
179,179,"JL Lewis",NA,7,NA,NA,"BestRoundsin60sStreak",2014
179,179,"Frank Lickliter II",NA,7,1,NA,"BestRoundsin60sStreak",2014
179,179,"Sandy Lyle",NA,7,NA,NA,"BestRoundsin60sStreak",2014
179,179,"Andrew Magee",NA,7,NA,NA,"BestRoundsin60sStreak",2014
179,179,"Jeff Maggert",NA,7,3,NA,"BestRoundsin60sStreak",2014
179,179,"John Mahaffey",NA,7,NA,NA,"BestRoundsin60sStreak",2014
179,179,"Hunter Mahan",NA,7,4,NA,"BestRoundsin60sStreak",2014
179,179,"Roger Maltbie",NA,7,NA,NA,"BestRoundsin60sStreak",2014
179,179,"David Mathis",NA,7,NA,NA,"BestRoundsin60sStreak",2014
179,179,"Bob May",NA,7,NA,NA,"BestRoundsin60sStreak",2014
179,179,"Scott McCarron",NA,7,2,NA,"BestRoundsin60sStreak",2014
179,179,"William McGirt",NA,7,4,NA,"BestRoundsin60sStreak",2014
179,179,"Garth Mulroy",NA,7,NA,NA,"BestRoundsin60sStreak",2014
179,179,"Larry Nelson",NA,7,NA,NA,"BestRoundsin60sStreak",2014
179,179,"Sean OHair",NA,7,3,NA,"BestRoundsin60sStreak",2014
179,179,"Geoff Ogilvy",NA,7,3,NA,"BestRoundsin60sStreak",2014
179,179,"Rod Pampling",NA,7,1,NA,"BestRoundsin60sStreak",2014
179,179,"Pat Perez",NA,7,6,NA,"BestRoundsin60sStreak",2014
179,179,"Don Pooley",NA,7,NA,NA,"BestRoundsin60sStreak",2014
179,179,"Ted Potter Jr",NA,7,3,NA,"BestRoundsin60sStreak",2014
179,179,"Chez Reavie",NA,7,4,NA,"BestRoundsin60sStreak",2014
179,179,"Jack Renner",NA,7,NA,NA,"BestRoundsin60sStreak",2014
179,179,"Clarence Rose",NA,7,NA,NA,"BestRoundsin60sStreak",2014
179,179,"Adam Scott",NA,7,5,NA,"BestRoundsin60sStreak",2014
179,179,"Wes Short Jr",NA,7,NA,NA,"BestRoundsin60sStreak",2014
179,179,"Tony Sills",NA,7,NA,NA,"BestRoundsin60sStreak",2014
179,179,"Scott Simpson",NA,7,NA,NA,"BestRoundsin60sStreak",2014
179,179,"Mike Springer",NA,7,NA,NA,"BestRoundsin60sStreak",2014
179,179,"Scott Stallings",NA,7,4,NA,"BestRoundsin60sStreak",2014
179,179,"Paul Stankowski",NA,7,NA,NA,"BestRoundsin60sStreak",2014
179,179,"Kyle Stanley",NA,7,4,NA,"BestRoundsin60sStreak",2014
179,179,"Chris Stroud",NA,7,6,NA,"BestRoundsin60sStreak",2014
179,179,"Lance Ten Broeck",NA,7,NA,NA,"BestRoundsin60sStreak",2014
179,179,"Michael Thompson",NA,7,4,NA,"BestRoundsin60sStreak",2014
179,179,"DJ Trahan",NA,7,1,NA,"BestRoundsin60sStreak",2014
179,179,"Lee Trevino",NA,7,NA,NA,"BestRoundsin60sStreak",2014
179,179,"Marc Turnesa",NA,7,2,NA,"BestRoundsin60sStreak",2014
179,179,"Howard Twitty",NA,7,NA,NA,"BestRoundsin60sStreak",2014
179,179,"Bo Van Pelt",NA,7,5,NA,"BestRoundsin60sStreak",2014
179,179,"Lanny Wadkins",NA,7,NA,NA,"BestRoundsin60sStreak",2014
179,179,"Duffy Waldorf",NA,7,NA,NA,"BestRoundsin60sStreak",2014
179,179,"Tom Watson",NA,7,3,NA,"BestRoundsin60sStreak",2014
179,179,"Mark Wiebe",NA,7,NA,NA,"BestRoundsin60sStreak",2014
179,179,"Will Wilcox",NA,7,7,NA,"BestRoundsin60sStreak",2014
179,179,"Fuzzy Zoeller",NA,7,NA,NA,"BestRoundsin60sStreak",2014
179,179,"Richard Zokol",NA,7,NA,NA,"BestRoundsin60sStreak",2014
264,264,"Blake Adams",NA,6,2,NA,"BestRoundsin60sStreak",2014
264,264,"Steve Allan",NA,6,NA,NA,"BestRoundsin60sStreak",2014
264,264,"Fulton Allem",NA,6,NA,NA,"BestRoundsin60sStreak",2014
264,264,"Ryan Armour",NA,6,NA,NA,"BestRoundsin60sStreak",2014
264,264,"Dave Barr",NA,6,NA,NA,"BestRoundsin60sStreak",2014
264,264,"Chip Beck",NA,6,NA,NA,"BestRoundsin60sStreak",2014
264,264,"Charlie Beljan",NA,6,6,NA,"BestRoundsin60sStreak",2014
264,264,"Ronnie Black",NA,6,NA,NA,"BestRoundsin60sStreak",2014
264,264,"Phil Blackmar",NA,6,NA,NA,"BestRoundsin60sStreak",2014
264,264,"Jay Don Blake",NA,6,NA,NA,"BestRoundsin60sStreak",2014
264,264,"Kris Blanks",NA,6,1,NA,"BestRoundsin60sStreak",2014
264,264,"David Branshaw",NA,6,NA,NA,"BestRoundsin60sStreak",2014
264,264,"Mark Brooks",NA,6,NA,NA,"BestRoundsin60sStreak",2014
264,264,"Olin Browne",NA,6,NA,NA,"BestRoundsin60sStreak",2014
264,264,"George Burns",NA,6,NA,NA,"BestRoundsin60sStreak",2014
264,264,"Bob Burns",NA,6,NA,NA,"BestRoundsin60sStreak",2014
264,264,"Curt Byrum",NA,6,NA,NA,"BestRoundsin60sStreak",2014
264,264,"Paul Casey",NA,6,5,NA,"BestRoundsin60sStreak",2014
264,264,"Alex Cejka",NA,6,1,NA,"BestRoundsin60sStreak",2014
264,264,"Will Claxton",NA,6,1,NA,"BestRoundsin60sStreak",2014
264,264,"Keith Clearwater",NA,6,NA,NA,"BestRoundsin60sStreak",2014
264,264,"Jim Colbert",NA,6,NA,NA,"BestRoundsin60sStreak",2014
264,264,"Nicolas Colsaerts",NA,6,2,NA,"BestRoundsin60sStreak",2014
264,264,"Erik Compton",NA,6,3,NA,"BestRoundsin60sStreak",2014
264,264,"John Daly",NA,6,2,NA,"BestRoundsin60sStreak",2014
264,264,"Marco Dawson",NA,6,NA,NA,"BestRoundsin60sStreak",2014
264,264,"Graham DeLaet",NA,6,4,NA,"BestRoundsin60sStreak",2014
264,264,"Jay Delsing",NA,6,NA,NA,"BestRoundsin60sStreak",2014
264,264,"Scott Dunlap",NA,6,NA,NA,"BestRoundsin60sStreak",2014
264,264,"Danny Edwards",NA,6,NA,NA,"BestRoundsin60sStreak",2014
264,264,"Dave Eichelberger",NA,6,NA,NA,"BestRoundsin60sStreak",2014
264,264,"Rick Fehr",NA,6,NA,NA,"BestRoundsin60sStreak",2014
264,264,"Ed Fiori",NA,6,NA,NA,"BestRoundsin60sStreak",2014
264,264,"Bruce Fleisher",NA,6,NA,NA,"BestRoundsin60sStreak",2014
264,264,"Martin Flores",NA,6,4,NA,"BestRoundsin60sStreak",2014
264,264,"Robin Freeman",NA,6,NA,NA,"BestRoundsin60sStreak",2014
264,264,"Brad Fritsch",NA,6,6,NA,"BestRoundsin60sStreak",2014
264,264,"Tommy Gainey",NA,6,3,NA,"BestRoundsin60sStreak",2014
264,264,"Mathew Goggin",NA,6,NA,NA,"BestRoundsin60sStreak",2014
264,264,"Mathias Gronberg",NA,6,NA,NA,"BestRoundsin60sStreak",2014
264,264,"James Hahn",NA,6,6,NA,"BestRoundsin60sStreak",2014
264,264,"Dan Halldorson",NA,6,NA,NA,"BestRoundsin60sStreak",2014
264,264,"Brian Harman",NA,6,6,NA,"BestRoundsin60sStreak",2014
264,264,"Morris Hatalsky",NA,6,NA,NA,"BestRoundsin60sStreak",2014
264,264,"Mike Heinen",NA,6,NA,NA,"BestRoundsin60sStreak",2014
264,264,"Nolan Henke",NA,6,NA,NA,"BestRoundsin60sStreak",2014
264,264,"Russell Henley",NA,6,4,NA,"BestRoundsin60sStreak",2014
264,264,"Mark Hensby",NA,6,NA,NA,"BestRoundsin60sStreak",2014
264,264,"Ryuji Imada",NA,6,4,NA,"BestRoundsin60sStreak",2014
264,264,"Trevor Immelman",NA,6,3,NA,"BestRoundsin60sStreak",2014
264,264,"Joe Inman",NA,6,NA,NA,"BestRoundsin60sStreak",2014
264,264,"John Inman",NA,6,NA,NA,"BestRoundsin60sStreak",2014
264,264,"Ryo Ishikawa",NA,6,4,NA,"BestRoundsin60sStreak",2014
264,264,"Barry Jaeckel",NA,6,NA,NA,"BestRoundsin60sStreak",2014
264,264,"Lee Janzen",NA,6,1,NA,"BestRoundsin60sStreak",2014
264,264,"Tom Jenkins",NA,6,NA,NA,"BestRoundsin60sStreak",2014
264,264,"Brandt Jobe",NA,6,NA,NA,"BestRoundsin60sStreak",2014
264,264,"Brendan Jones",NA,6,NA,NA,"BestRoundsin60sStreak",2014
264,264,"Troy Kelly",NA,6,1,NA,"BestRoundsin60sStreak",2014
264,264,"Skip Kendall",NA,6,NA,NA,"BestRoundsin60sStreak",2014
264,264,"Anthony Kim",NA,6,NA,NA,"BestRoundsin60sStreak",2014
264,264,"Jason Kokrak",NA,6,6,NA,"BestRoundsin60sStreak",2014
264,264,"Hank Kuehne",NA,6,NA,NA,"BestRoundsin60sStreak",2014
264,264,"Danny Lee",NA,6,5,NA,"BestRoundsin60sStreak",2014
264,264,"Richard Lee",NA,6,5,NA,"BestRoundsin60sStreak",2014
264,264,"Bob Lohr",NA,6,NA,NA,"BestRoundsin60sStreak",2014
264,264,"Peter Lonard",NA,6,NA,NA,"BestRoundsin60sStreak",2014
264,264,"Len Mattiace",NA,6,3,NA,"BestRoundsin60sStreak",2014
264,264,"Billy Mayfair",NA,6,1,NA,"BestRoundsin60sStreak",2014
264,264,"Jim McGovern",NA,6,NA,NA,"BestRoundsin60sStreak",2014
264,264,"John Merrick",NA,6,3,NA,"BestRoundsin60sStreak",2014
264,264,"Shaun Micheel",NA,6,NA,NA,"BestRoundsin60sStreak",2014
264,264,"Johnny Miller",NA,6,NA,NA,"BestRoundsin60sStreak",2014
