"Total1Putts510_RANKTHISWEEK_2013","Total1Putts510_RANKLASTWEEK_2013","Total1Putts510_PLAYERNAME_2013","Total1Putts510_ROUNDS_2013","Total1Putts510_TOTAL_2013","Total1Putts510_TOTALFORALLDISTANCES_2013","Total1Putts510_PCTOFALL1PUTTS_2013","stat_name","year"
1,1,"Chris Kirk",89,175,643,27.2,"Total1Putts510",2013
2,2,"Brendon de Jonge",110,174,656,26.5,"Total1Putts510",2013
3,3,"Brian Davis",91,172,634,27.1,"Total1Putts510",2013
4,4,"Billy Horschel",96,170,595,28.6,"Total1Putts510",2013
5,5,"Matt Every",89,169,593,28.5,"Total1Putts510",2013
6,6,"Jimmy Walker",84,168,552,30.4,"Total1Putts510",2013
7,7,"Gary Woodland",94,164,574,28.6,"Total1Putts510",2013
8,8,"Nicholas Thompson",99,161,589,27.3,"Total1Putts510",2013
9,9,"Jeff Overton",78,159,543,29.3,"Total1Putts510",2013
10,10,"Charley Hoffman",84,158,518,30.5,"Total1Putts510",2013
11,11,"David Hearn",88,157,554,28.3,"Total1Putts510",2013
12,12,"John Huh",88,156,506,30.8,"Total1Putts510",2013
12,12,"Scott Stallings",79,156,491,31.8,"Total1Putts510",2013
14,14,"Greg Chalmers",77,155,547,28.3,"Total1Putts510",2013
14,14,"Harris English",95,155,603,25.7,"Total1Putts510",2013
16,16,"Chris Stroud",88,154,596,25.8,"Total1Putts510",2013
17,17,"Brian Gay",79,153,589,26,"Total1Putts510",2013
18,18,"Tommy Gainey",84,152,535,28.4,"Total1Putts510",2013
19,19,"Sangmoon Bae",83,146,533,27.4,"Total1Putts510",2013
19,19,"Daniel Summerhays",83,146,554,26.4,"Total1Putts510",2013
19,19,"Cameron Tringale",80,146,525,27.8,"Total1Putts510",2013
22,22,"Stuart Appleby",88,145,576,25.2,"Total1Putts510",2013
22,22,"Russell Henley",80,145,476,30.5,"Total1Putts510",2013
24,24,"Ken Duke",87,143,538,26.6,"Total1Putts510",2013
24,24,"Patrick Reed",83,143,558,25.6,"Total1Putts510",2013
26,26,"Jason Bohn",70,142,479,29.6,"Total1Putts510",2013
27,27,"Brian Harman",89,141,552,25.5,"Total1Putts510",2013
28,28,"Martin Flores",83,140,554,25.3,"Total1Putts510",2013
29,29,"Justin Hicks",79,139,437,31.8,"Total1Putts510",2013
30,30,"Brad Fritsch",81,138,475,29.1,"Total1Putts510",2013
