"FinalRoundPerformance_RANKTHISWEEK_2011","FinalRoundPerformance_RANKLASTWEEK_2011","FinalRoundPerformance_PLAYERNAME_2011","FinalRoundPerformance_EVENTS_2011","FinalRoundPerformance_Pct_2011","stat_name","year"
1,1,"Luke Donald",19,93.75,"FinalRoundPerformance",2011
2,2,"Matt McQuillan",21,85.71,"FinalRoundPerformance",2011
3,3,"KJ Choi",22,82.35,"FinalRoundPerformance",2011
3,3,"Billy Mayfair",29,82.35,"FinalRoundPerformance",2011
5,5,"Ian Poulter",16,81.82,"FinalRoundPerformance",2011
6,6,"Joe Durant",25,80,"FinalRoundPerformance",2011
6,6,"Kevin Na",26,80,"FinalRoundPerformance",2011
8,8,"Rod Pampling",21,78.57,"FinalRoundPerformance",2011
9,9,"Chez Reavie",27,76.47,"FinalRoundPerformance",2011
10,10,"Carl Pettersson",27,76.19,"FinalRoundPerformance",2011
10,10,"Gary Woodland",25,76.19,"FinalRoundPerformance",2011
12,12,"Brendan Steele",27,75,"FinalRoundPerformance",2011
12,12,"David Toms",23,75,"FinalRoundPerformance",2011
14,14,"Steven Bowditch",28,73.33,"FinalRoundPerformance",2011
14,14,"Chris Kirk",28,73.33,"FinalRoundPerformance",2011
14,14,"Vijay Singh",25,73.33,"FinalRoundPerformance",2011
17,17,"Nick Watney",22,72.22,"FinalRoundPerformance",2011
18,18,"Pat Perez",24,71.43,"FinalRoundPerformance",2011
18,18,"Tag Ridings",28,71.43,"FinalRoundPerformance",2011
18,18,"Charl Schwartzel",15,71.43,"FinalRoundPerformance",2011
21,21,"Justin Rose",23,70.59,"FinalRoundPerformance",2011
22,22,"Webb Simpson",26,69.57,"FinalRoundPerformance",2011
23,23,"Steve Flesch",27,68.75,"FinalRoundPerformance",2011
23,23,"Hunter Haas",30,68.75,"FinalRoundPerformance",2011
23,23,"Brandt Snedeker",26,68.75,"FinalRoundPerformance",2011
26,26,"Robert Allenby",25,66.67,"FinalRoundPerformance",2011
26,26,"Jason Dufner",23,66.67,"FinalRoundPerformance",2011
26,26,"Ernie Els",21,66.67,"FinalRoundPerformance",2011
26,26,"Jim Furyk",26,66.67,"FinalRoundPerformance",2011
26,26,"Tom Gillis",19,66.67,"FinalRoundPerformance",2011
26,26,"Justin Hicks",23,66.67,"FinalRoundPerformance",2011
26,26,"Bio Kim",25,66.67,"FinalRoundPerformance",2011
26,26,"Hunter Mahan",25,66.67,"FinalRoundPerformance",2011
26,26,"Graeme McDowell",16,66.67,"FinalRoundPerformance",2011
26,26,"George McNeill",21,66.67,"FinalRoundPerformance",2011
26,26,"Rory Sabbatini",24,66.67,"FinalRoundPerformance",2011
26,26,"Will Strickler",19,66.67,"FinalRoundPerformance",2011
26,26,"Marc Turnesa",20,66.67,"FinalRoundPerformance",2011
26,26,"Camilo Villegas",25,66.67,"FinalRoundPerformance",2011
40,40,"Jeff Overton",26,65,"FinalRoundPerformance",2011
41,41,"Jason Day",21,64.71,"FinalRoundPerformance",2011
41,41,"Jerry Kelly",26,64.71,"FinalRoundPerformance",2011
41,41,"Marc Leishman",27,64.71,"FinalRoundPerformance",2011
41,41,"Jhonattan Vegas",25,64.71,"FinalRoundPerformance",2011
45,45,"Heath Slocum",29,64.29,"FinalRoundPerformance",2011
46,46,"Spencer Levin",31,64,"FinalRoundPerformance",2011
47,47,"Shane Bertsch",20,63.64,"FinalRoundPerformance",2011
47,47,"James Driscoll",24,63.64,"FinalRoundPerformance",2011
47,47,"Retief Goosen",16,63.64,"FinalRoundPerformance",2011
47,47,"Billy Horschel",25,63.64,"FinalRoundPerformance",2011
47,47,"Jarrod Lyle",29,63.64,"FinalRoundPerformance",2011
47,47,"Ben Martin",25,63.64,"FinalRoundPerformance",2011
53,53,"Kevin Streelman",26,63.16,"FinalRoundPerformance",2011
54,54,"Ricky Barnes",23,62.5,"FinalRoundPerformance",2011
54,54,"Troy Merritt",23,62.5,"FinalRoundPerformance",2011
54,54,"Scott Piercy",23,62.5,"FinalRoundPerformance",2011
57,57,"Stewart Cink",22,61.54,"FinalRoundPerformance",2011
57,57,"Ryuji Imada",29,61.54,"FinalRoundPerformance",2011
57,57,"Kent Jones",25,61.54,"FinalRoundPerformance",2011
57,57,"Geoff Ogilvy",21,61.54,"FinalRoundPerformance",2011
61,61,"DA Points",26,61.11,"FinalRoundPerformance",2011
62,62,"Blake Adams",34,60.87,"FinalRoundPerformance",2011
63,63,"Ben Curtis",23,60,"FinalRoundPerformance",2011
63,63,"Chris DiMarco",31,60,"FinalRoundPerformance",2011
63,63,"Sergio Garcia",16,60,"FinalRoundPerformance",2011
63,63,"Bobby Gates",29,60,"FinalRoundPerformance",2011
63,63,"Lucas Glover",23,60,"FinalRoundPerformance",2011
63,63,"Fabian Gomez",26,60,"FinalRoundPerformance",2011
63,63,"Scott McCarron",22,60,"FinalRoundPerformance",2011
63,63,"Aron Price",18,60,"FinalRoundPerformance",2011
63,63,"Jim Renner",22,60,"FinalRoundPerformance",2011
63,63,"Josh Teater",31,60,"FinalRoundPerformance",2011
63,63,"Johnson Wagner",25,60,"FinalRoundPerformance",2011
74,74,"Zach Johnson",23,58.82,"FinalRoundPerformance",2011
74,74,"Steve Stricker",19,58.82,"FinalRoundPerformance",2011
76,76,"Scott Stallings",28,58.33,"FinalRoundPerformance",2011
77,77,"Phil Mickelson",21,57.89,"FinalRoundPerformance",2011
78,78,"Ben Crane",23,57.14,"FinalRoundPerformance",2011
78,78,"Tim Herron",28,57.14,"FinalRoundPerformance",2011
78,78,"Brandt Jobe",28,57.14,"FinalRoundPerformance",2011
78,78,"Matt Kuchar",24,57.14,"FinalRoundPerformance",2011
78,78,"Derek Lamely",26,57.14,"FinalRoundPerformance",2011
78,78,"Martin Piller",23,57.14,"FinalRoundPerformance",2011
78,78,"Kyle Stanley",28,57.14,"FinalRoundPerformance",2011
78,78,"Michael Thompson",25,57.14,"FinalRoundPerformance",2011
86,86,"Jonathan Byrd",26,56.25,"FinalRoundPerformance",2011
86,86,"Robert Garrigus",26,56.25,"FinalRoundPerformance",2011
86,86,"Dustin Johnson",21,56.25,"FinalRoundPerformance",2011
86,86,"Jimmy Walker",24,56.25,"FinalRoundPerformance",2011
90,90,"David Duval",24,55.56,"FinalRoundPerformance",2011
90,90,"Brian Gay",26,55.56,"FinalRoundPerformance",2011
90,90,"Trevor Immelman",25,55.56,"FinalRoundPerformance",2011
90,90,"Bo Van Pelt",27,55.56,"FinalRoundPerformance",2011
90,90,"Bubba Watson",22,55.56,"FinalRoundPerformance",2011
95,95,"Chad Campbell",29,55,"FinalRoundPerformance",2011
95,95,"JJ Henry",28,55,"FinalRoundPerformance",2011
97,97,"Woody Austin",18,54.55,"FinalRoundPerformance",2011
97,97,"Briny Baird",19,54.55,"FinalRoundPerformance",2011
97,97,"Joseph Bramlett",25,54.55,"FinalRoundPerformance",2011
97,97,"Lee Janzen",19,54.55,"FinalRoundPerformance",2011
101,101,"Kevin Chappell",26,53.85,"FinalRoundPerformance",2011
101,101,"Joe Ogilvie",24,53.85,"FinalRoundPerformance",2011
101,101,"YE Yang",18,53.85,"FinalRoundPerformance",2011
104,104,"Jason Bohn",22,53.33,"FinalRoundPerformance",2011
104,104,"Tim Petrovic",29,53.33,"FinalRoundPerformance",2011
104,104,"John Rollins",27,53.33,"FinalRoundPerformance",2011
107,107,"Greg Chalmers",28,52.94,"FinalRoundPerformance",2011
107,107,"Tommy Gainey",34,52.94,"FinalRoundPerformance",2011
107,107,"Ryan Moore",22,52.94,"FinalRoundPerformance",2011
107,107,"Kevin Stadler",27,52.94,"FinalRoundPerformance",2011
