"BirdieorBetterPercentageLess125_RANKTHISWEEK_2008","BirdieorBetterPercentageLess125_RANKLASTWEEK_2008","BirdieorBetterPercentageLess125_PLAYERNAME_2008","BirdieorBetterPercentageLess125_ROUNDS_2008","BirdieorBetterPercentageLess125_Pct_2008","BirdieorBetterPercentageLess125_TOTALBIRDIES_2008","BirdieorBetterPercentageLess125_TOTALHOLES_2008","stat_name","year"
1,1,"Justin Leonard",101,35.71,110,308,"BirdieorBetterPercentageLess125",2008
2,2,"Brian Gay",102,30.9,106,343,"BirdieorBetterPercentageLess125",2008
3,3,"Anthony Kim",81,29.37,79,269,"BirdieorBetterPercentageLess125",2008
4,4,"Nick OHern",82,29.35,86,293,"BirdieorBetterPercentageLess125",2008
5,5,"John Huston",56,29.19,61,209,"BirdieorBetterPercentageLess125",2008
6,6,"Brian Davis",108,29.11,115,395,"BirdieorBetterPercentageLess125",2008
7,7,"Aaron Baddeley",76,28.86,58,201,"BirdieorBetterPercentageLess125",2008
8,8,"Bob Tway",70,28.78,59,205,"BirdieorBetterPercentageLess125",2008
9,9,"Joe Ogilvie",100,28.39,113,398,"BirdieorBetterPercentageLess125",2008
10,10,"Marc Turnesa",87,28.25,76,269,"BirdieorBetterPercentageLess125",2008
10,10,"Scott Verplank",82,28.25,76,269,"BirdieorBetterPercentageLess125",2008
12,12,"Chad Campbell",94,28.08,89,317,"BirdieorBetterPercentageLess125",2008
13,13,"Gavin Coles",54,28.05,46,164,"BirdieorBetterPercentageLess125",2008
14,14,"David Toms",70,28.02,65,232,"BirdieorBetterPercentageLess125",2008
15,15,"Corey Pavin",69,27.98,54,193,"BirdieorBetterPercentageLess125",2008
16,16,"Phil Mickelson",80,27.83,64,230,"BirdieorBetterPercentageLess125",2008
17,17,"Paul Goydos",78,27.43,79,288,"BirdieorBetterPercentageLess125",2008
18,18,"Jim Furyk",95,27.31,74,271,"BirdieorBetterPercentageLess125",2008
19,19,"Mike Weir",88,27.3,77,282,"BirdieorBetterPercentageLess125",2008
20,20,"Stuart Appleby",87,27.17,69,254,"BirdieorBetterPercentageLess125",2008
21,21,"Ian Poulter",51,27.1,42,155,"BirdieorBetterPercentageLess125",2008
22,22,"Freddie Jacobson",78,27.03,70,259,"BirdieorBetterPercentageLess125",2008
23,23,"Jason Gore",94,26.89,82,305,"BirdieorBetterPercentageLess125",2008
24,24,"Omar Uresti",74,26.77,72,269,"BirdieorBetterPercentageLess125",2008
25,25,"Dean Wilson",109,26.69,95,356,"BirdieorBetterPercentageLess125",2008
26,26,"Paul Casey",55,26.45,32,121,"BirdieorBetterPercentageLess125",2008
27,27,"Ron Whittaker",54,26.42,42,159,"BirdieorBetterPercentageLess125",2008
28,28,"Paul Claxton",63,26.34,49,186,"BirdieorBetterPercentageLess125",2008
29,29,"Steve Stricker",75,26.32,60,228,"BirdieorBetterPercentageLess125",2008
30,30,"Tim Clark",90,26.28,82,312,"BirdieorBetterPercentageLess125",2008
31,31,"Ben Crane",86,26.26,73,278,"BirdieorBetterPercentageLess125",2008
32,32,"Steve Elkington",84,26.2,82,313,"BirdieorBetterPercentageLess125",2008
33,33,"Craig Kanada",65,25.93,56,216,"BirdieorBetterPercentageLess125",2008
34,34,"Robert Allenby",108,25.9,65,251,"BirdieorBetterPercentageLess125",2008
35,35,"KJ Choi",74,25.85,53,205,"BirdieorBetterPercentageLess125",2008
36,36,"Hunter Mahan",87,25.83,62,240,"BirdieorBetterPercentageLess125",2008
37,37,"Ryan Palmer",69,25.63,61,238,"BirdieorBetterPercentageLess125",2008
38,38,"Kevin Sutherland",98,25.59,76,297,"BirdieorBetterPercentageLess125",2008
39,39,"Vaughn Taylor",103,25.52,98,384,"BirdieorBetterPercentageLess125",2008
40,40,"Pat Perez",93,25.44,72,283,"BirdieorBetterPercentageLess125",2008
41,41,"Padraig Harrington",52,25.41,31,122,"BirdieorBetterPercentageLess125",2008
42,42,"Peter Lonard",92,25.31,82,324,"BirdieorBetterPercentageLess125",2008
43,43,"Jeff Gove",50,25.3,42,166,"BirdieorBetterPercentageLess125",2008
44,44,"Geoff Ogilvy",65,25.24,52,206,"BirdieorBetterPercentageLess125",2008
45,45,"Kenny Perry",97,25.14,89,354,"BirdieorBetterPercentageLess125",2008
46,46,"Chad Collins",72,25.12,52,207,"BirdieorBetterPercentageLess125",2008
47,47,"Brett Rumford",72,25.1,61,243,"BirdieorBetterPercentageLess125",2008
48,48,"Ryuji Imada",80,24.89,59,237,"BirdieorBetterPercentageLess125",2008
49,49,"Woody Austin",109,24.86,89,358,"BirdieorBetterPercentageLess125",2008
50,50,"Cameron Beckman",87,24.85,82,330,"BirdieorBetterPercentageLess125",2008
51,51,"Tom Pernice Jr",104,24.79,90,363,"BirdieorBetterPercentageLess125",2008
52,52,"Shane Bertsch",96,24.74,94,380,"BirdieorBetterPercentageLess125",2008
52,52,"John Riegger",73,24.74,72,291,"BirdieorBetterPercentageLess125",2008
54,54,"Stephen Ames",83,24.73,69,279,"BirdieorBetterPercentageLess125",2008
55,55,"Bart Bryant",81,24.7,61,247,"BirdieorBetterPercentageLess125",2008
55,55,"Stewart Cink",87,24.7,62,251,"BirdieorBetterPercentageLess125",2008
