"TenthTeeLatePar3ScoringAverage_RANKTHISWEEK_2012","TenthTeeLatePar3ScoringAverage_RANKLASTWEEK_2012","TenthTeeLatePar3ScoringAverage_PLAYERNAME_2012","TenthTeeLatePar3ScoringAverage_ROUNDS_2012","TenthTeeLatePar3ScoringAverage_AVG_2012","TenthTeeLatePar3ScoringAverage_TOTALSTROKES_2012","TenthTeeLatePar3ScoringAverage_TOTALHOLES_2012","stat_name","year"
1,1,"Steve Stricker",73,2.75,11,4,"TenthTeeLatePar3ScoringAverage",2012
1,1,"Tiger Woods",69,2.75,11,4,"TenthTeeLatePar3ScoringAverage",2012
3,3,"Phil Mickelson",79,2.8,14,5,"TenthTeeLatePar3ScoringAverage",2012
4,4,"Rickie Fowler",84,2.82,48,17,"TenthTeeLatePar3ScoringAverage",2012
5,5,"Geoff Ogilvy",73,2.84,128,45,"TenthTeeLatePar3ScoringAverage",2012
6,6,"Jason Dufner",83,2.89,81,28,"TenthTeeLatePar3ScoringAverage",2012
7,7,"Zach Johnson",95,2.9,61,21,"TenthTeeLatePar3ScoringAverage",2012
7,7,"Bo Van Pelt",84,2.9,142,49,"TenthTeeLatePar3ScoringAverage",2012
9,9,"John Huh",99,2.91,306,105,"TenthTeeLatePar3ScoringAverage",2012
9,9,"Martin Laird",77,2.91,189,65,"TenthTeeLatePar3ScoringAverage",2012
11,11,"Brendon de Jonge",115,2.93,214,73,"TenthTeeLatePar3ScoringAverage",2012
12,12,"Matt Kuchar",86,2.94,47,16,"TenthTeeLatePar3ScoringAverage",2012
12,12,"Justin Rose",69,2.94,47,16,"TenthTeeLatePar3ScoringAverage",2012
12,12,"Adam Scott",59,2.94,47,16,"TenthTeeLatePar3ScoringAverage",2012
15,15,"Freddie Jacobson",61,2.95,118,40,"TenthTeeLatePar3ScoringAverage",2012
15,15,"Seung Yul Noh",105,2.95,224,76,"TenthTeeLatePar3ScoringAverage",2012
15,15,"Nick Watney",97,2.95,65,22,"TenthTeeLatePar3ScoringAverage",2012
18,18,"James Driscoll",83,2.96,166,56,"TenthTeeLatePar3ScoringAverage",2012
18,18,"David Hearn",95,2.96,225,76,"TenthTeeLatePar3ScoringAverage",2012
18,18,"David Toms",60,2.96,74,25,"TenthTeeLatePar3ScoringAverage",2012
21,21,"Nathan Green",73,2.97,193,65,"TenthTeeLatePar3ScoringAverage",2012
21,21,"Jeff Maggert",83,2.97,193,65,"TenthTeeLatePar3ScoringAverage",2012
21,21,"Ryan Palmer",81,2.97,226,76,"TenthTeeLatePar3ScoringAverage",2012
24,24,"Ricky Barnes",92,2.98,197,66,"TenthTeeLatePar3ScoringAverage",2012
24,24,"Kevin Kisner",69,2.98,170,57,"TenthTeeLatePar3ScoringAverage",2012
24,24,"Sean OHair",84,2.98,182,61,"TenthTeeLatePar3ScoringAverage",2012
24,24,"Pat Perez",81,2.98,131,44,"TenthTeeLatePar3ScoringAverage",2012
28,28,"Troy Matteson",100,2.99,203,68,"TenthTeeLatePar3ScoringAverage",2012
29,29,"Keegan Bradley",90,3,12,4,"TenthTeeLatePar3ScoringAverage",2012
29,29,"Tim Clark",60,3,99,33,"TenthTeeLatePar3ScoringAverage",2012
29,29,"Luke Donald",63,3,24,8,"TenthTeeLatePar3ScoringAverage",2012
29,29,"Bill Haas",79,3,87,29,"TenthTeeLatePar3ScoringAverage",2012
29,29,"Brandt Jobe",57,3,120,40,"TenthTeeLatePar3ScoringAverage",2012
29,29,"Troy Kelly",68,3,195,65,"TenthTeeLatePar3ScoringAverage",2012
29,29,"Richard Lee",71,3,84,28,"TenthTeeLatePar3ScoringAverage",2012
29,29,"Brandt Snedeker",81,3,96,32,"TenthTeeLatePar3ScoringAverage",2012
29,29,"Chris Stroud",86,3,216,72,"TenthTeeLatePar3ScoringAverage",2012
38,38,"Chris DiMarco",83,3.01,208,69,"TenthTeeLatePar3ScoringAverage",2012
38,38,"Charlie Wi",86,3.01,211,70,"TenthTeeLatePar3ScoringAverage",2012
40,40,"Sangmoon Bae",81,3.02,145,48,"TenthTeeLatePar3ScoringAverage",2012
40,40,"Roberto Castro",92,3.02,193,64,"TenthTeeLatePar3ScoringAverage",2012
40,40,"Gavin Coles",72,3.02,169,56,"TenthTeeLatePar3ScoringAverage",2012
40,40,"Matt Jones",53,3.02,163,54,"TenthTeeLatePar3ScoringAverage",2012
40,40,"Jeff Overton",101,3.02,296,98,"TenthTeeLatePar3ScoringAverage",2012
40,40,"John Rollins",81,3.02,181,60,"TenthTeeLatePar3ScoringAverage",2012
40,40,"John Senden",81,3.02,124,41,"TenthTeeLatePar3ScoringAverage",2012
40,40,"Kevin Stadler",85,3.02,133,44,"TenthTeeLatePar3ScoringAverage",2012
48,48,"Michael Bradley",63,3.03,176,58,"TenthTeeLatePar3ScoringAverage",2012
48,48,"Harris English",98,3.03,194,64,"TenthTeeLatePar3ScoringAverage",2012
48,48,"Robert Karlsson",54,3.03,109,36,"TenthTeeLatePar3ScoringAverage",2012
48,48,"Jerry Kelly",84,3.03,209,69,"TenthTeeLatePar3ScoringAverage",2012
48,48,"George McNeill",85,3.03,261,86,"TenthTeeLatePar3ScoringAverage",2012
48,48,"Rory Sabbatini",84,3.03,206,68,"TenthTeeLatePar3ScoringAverage",2012
54,54,"Blake Adams",107,3.04,210,69,"TenthTeeLatePar3ScoringAverage",2012
54,54,"Ben Curtis",62,3.04,170,56,"TenthTeeLatePar3ScoringAverage",2012
54,54,"Martin Flores",95,3.04,158,52,"TenthTeeLatePar3ScoringAverage",2012
54,54,"JJ Henry",93,3.04,225,74,"TenthTeeLatePar3ScoringAverage",2012
54,54,"JB Holmes",90,3.04,170,56,"TenthTeeLatePar3ScoringAverage",2012
54,54,"Rocco Mediate",70,3.04,161,53,"TenthTeeLatePar3ScoringAverage",2012
54,54,"Kyle Reifers",86,3.04,149,49,"TenthTeeLatePar3ScoringAverage",2012
61,61,"Gary Christian",91,3.05,198,65,"TenthTeeLatePar3ScoringAverage",2012
61,61,"Harrison Frazar",56,3.05,183,60,"TenthTeeLatePar3ScoringAverage",2012
61,61,"Billy Mayfair",90,3.05,186,61,"TenthTeeLatePar3ScoringAverage",2012
61,61,"Scott Piercy",95,3.05,198,65,"TenthTeeLatePar3ScoringAverage",2012
61,61,"Alexandre Rocha",62,3.05,223,73,"TenthTeeLatePar3ScoringAverage",2012
61,61,"Michael Thompson",80,3.05,186,61,"TenthTeeLatePar3ScoringAverage",2012
67,67,"Stewart Cink",71,3.06,110,36,"TenthTeeLatePar3ScoringAverage",2012
67,67,"Erik Compton",81,3.06,196,64,"TenthTeeLatePar3ScoringAverage",2012
67,67,"Bob Estes",78,3.06,202,66,"TenthTeeLatePar3ScoringAverage",2012
67,67,"Sergio Garcia",57,3.06,49,16,"TenthTeeLatePar3ScoringAverage",2012
67,67,"Brian Gay",91,3.06,236,77,"TenthTeeLatePar3ScoringAverage",2012
67,67,"Garth Mulroy",59,3.06,147,48,"TenthTeeLatePar3ScoringAverage",2012
67,67,"Vijay Singh",99,3.06,159,52,"TenthTeeLatePar3ScoringAverage",2012
67,67,"Cameron Tringale",88,3.06,248,81,"TenthTeeLatePar3ScoringAverage",2012
67,67,"Johnson Wagner",88,3.06,211,69,"TenthTeeLatePar3ScoringAverage",2012
67,67,"Jimmy Walker",101,3.06,190,62,"TenthTeeLatePar3ScoringAverage",2012
77,77,"Charlie Beljan",61,3.07,141,46,"TenthTeeLatePar3ScoringAverage",2012
77,77,"Miguel Angel Carballo",73,3.07,212,69,"TenthTeeLatePar3ScoringAverage",2012
77,77,"Ben Crane",73,3.07,172,56,"TenthTeeLatePar3ScoringAverage",2012
77,77,"Padraig Harrington",67,3.07,89,29,"TenthTeeLatePar3ScoringAverage",2012
77,77,"Jason Kokrak",79,3.07,135,44,"TenthTeeLatePar3ScoringAverage",2012
77,77,"Derek Lamely",64,3.07,166,54,"TenthTeeLatePar3ScoringAverage",2012
77,77,"Danny Lee",74,3.07,187,61,"TenthTeeLatePar3ScoringAverage",2012
77,77,"Bryce Molder",83,3.07,175,57,"TenthTeeLatePar3ScoringAverage",2012
77,77,"Rod Pampling",88,3.07,175,57,"TenthTeeLatePar3ScoringAverage",2012
77,77,"DA Points",88,3.07,249,81,"TenthTeeLatePar3ScoringAverage",2012
77,77,"Steve Wheatcroft",56,3.07,175,57,"TenthTeeLatePar3ScoringAverage",2012
77,77,"Mark Wilson",84,3.07,212,69,"TenthTeeLatePar3ScoringAverage",2012
89,89,"Robert Allenby",76,3.08,259,84,"TenthTeeLatePar3ScoringAverage",2012
89,89,"Angel Cabrera",54,3.08,111,36,"TenthTeeLatePar3ScoringAverage",2012
89,89,"Bud Cauley",99,3.08,151,49,"TenthTeeLatePar3ScoringAverage",2012
89,89,"Ken Duke",104,3.08,271,88,"TenthTeeLatePar3ScoringAverage",2012
89,89,"Matt Every",80,3.08,225,73,"TenthTeeLatePar3ScoringAverage",2012
89,89,"Stephen Gangluff",57,3.08,197,64,"TenthTeeLatePar3ScoringAverage",2012
89,89,"Mathew Goggin",65,3.08,262,85,"TenthTeeLatePar3ScoringAverage",2012
89,89,"Charles Howell III",98,3.08,234,76,"TenthTeeLatePar3ScoringAverage",2012
89,89,"Ryan Moore",89,3.08,200,65,"TenthTeeLatePar3ScoringAverage",2012
89,89,"Kevin Na",80,3.08,188,61,"TenthTeeLatePar3ScoringAverage",2012
89,89,"Ian Poulter",57,3.08,77,25,"TenthTeeLatePar3ScoringAverage",2012
89,89,"Andres Romero",68,3.08,114,37,"TenthTeeLatePar3ScoringAverage",2012
89,89,"Roland Thatcher",55,3.08,185,60,"TenthTeeLatePar3ScoringAverage",2012
89,89,"DJ Trahan",73,3.08,151,49,"TenthTeeLatePar3ScoringAverage",2012
103,103,"Greg Chalmers",88,3.09,176,57,"TenthTeeLatePar3ScoringAverage",2012
103,103,"Graham DeLaet",79,3.09,201,65,"TenthTeeLatePar3ScoringAverage",2012
103,103,"Brian Harman",101,3.09,142,46,"TenthTeeLatePar3ScoringAverage",2012
103,103,"Tim Herron",88,3.09,213,69,"TenthTeeLatePar3ScoringAverage",2012
103,103,"Trevor Immelman",76,3.09,136,44,"TenthTeeLatePar3ScoringAverage",2012
103,103,"Chris Kirk",93,3.09,250,81,"TenthTeeLatePar3ScoringAverage",2012
103,103,"William McGirt",96,3.09,275,89,"TenthTeeLatePar3ScoringAverage",2012
103,103,"Kevin Streelman",89,3.09,250,81,"TenthTeeLatePar3ScoringAverage",2012
103,103,"Boo Weekley",74,3.09,136,44,"TenthTeeLatePar3ScoringAverage",2012
112,112,"Cameron Beckman",81,3.1,152,49,"TenthTeeLatePar3ScoringAverage",2012
