"Front9Par5ScoringAverage_RANKTHISWEEK_2014","Front9Par5ScoringAverage_RANKLASTWEEK_2014","Front9Par5ScoringAverage_PLAYERNAME_2014","Front9Par5ScoringAverage_ROUNDS_2014","Front9Par5ScoringAverage_AVG_2014","Front9Par5ScoringAverage_TOTALSTROKES_2014","Front9Par5ScoringAverage_TOTALHOLES_2014","stat_name","year"
1,1,"Adam Scott",68,4.41,406,92,"Front9Par5ScoringAverage",2014
2,2,"Charl Schwartzel",64,4.45,374,84,"Front9Par5ScoringAverage",2014
3,3,"Dustin Johnson",58,4.46,370,83,"Front9Par5ScoringAverage",2014
4,4,"Will Wilcox",51,4.47,295,66,"Front9Par5ScoringAverage",2014
5,5,"Charles Howell III",106,4.5,675,150,"Front9Par5ScoringAverage",2014
5,5,"Justin Rose",70,4.5,450,100,"Front9Par5ScoringAverage",2014
7,7,"Matt Jones",83,4.51,546,121,"Front9Par5ScoringAverage",2014
8,8,"Ryo Ishikawa",75,4.52,520,115,"Front9Par5ScoringAverage",2014
9,9,"Paul Casey",56,4.53,362,80,"Front9Par5ScoringAverage",2014
9,9,"Bud Cauley",56,4.53,344,76,"Front9Par5ScoringAverage",2014
9,9,"Zach Johnson",97,4.53,589,130,"Front9Par5ScoringAverage",2014
9,9,"Kevin Na",94,4.53,566,125,"Front9Par5ScoringAverage",2014
13,13,"Graham DeLaet",80,4.54,504,111,"Front9Par5ScoringAverage",2014
13,13,"Harris English",95,4.54,572,126,"Front9Par5ScoringAverage",2014
13,13,"Hideki Matsuyama",82,4.54,495,109,"Front9Par5ScoringAverage",2014
13,13,"Tim Wilkinson",86,4.54,517,114,"Front9Par5ScoringAverage",2014
17,17,"Jason Day",54,4.55,305,67,"Front9Par5ScoringAverage",2014
17,17,"Chris Kirk",105,4.55,650,143,"Front9Par5ScoringAverage",2014
17,17,"Vijay Singh",83,4.55,514,113,"Front9Par5ScoringAverage",2014
17,17,"Nicholas Thompson",85,4.55,560,123,"Front9Par5ScoringAverage",2014
17,17,"Jhonattan Vegas",77,4.55,469,103,"Front9Par5ScoringAverage",2014
17,17,"Jimmy Walker",98,4.55,605,133,"Front9Par5ScoringAverage",2014
23,23,"Woody Austin",63,4.56,397,87,"Front9Par5ScoringAverage",2014
