"Par5EagleLeaders_RANKTHISWEEK_2012","Par5EagleLeaders_RANKLASTWEEK_2012","Par5EagleLeaders_PLAYERNAME_2012","Par5EagleLeaders_ROUNDS_2012","Par5EagleLeaders_TOTAL_2012","Par5EagleLeaders_TOTALPAR5HOLES_2012","Par5EagleLeaders_TOTALHOLEOUTS_2012","stat_name","year"
1,1,"Charles Howell III",98,15,298,3,"Par5EagleLeaders",2012
2,2,"Brian Harman",101,14,315,2,"Par5EagleLeaders",2012
2,2,"Jimmy Walker",101,14,331,1,"Par5EagleLeaders",2012
4,4,"Brendon de Jonge",115,13,370,4,"Par5EagleLeaders",2012
4,4,"Robert Garrigus",89,13,286,1,"Par5EagleLeaders",2012
4,4,"Nick Watney",97,13,303,1,"Par5EagleLeaders",2012
7,7,"Jonas Blixt",72,12,230,4,"Par5EagleLeaders",2012
7,7,"Keegan Bradley",90,12,266,4,"Par5EagleLeaders",2012
7,7,"Bobby Gates",87,12,265,4,"Par5EagleLeaders",2012
7,7,"Bubba Watson",68,12,214,1,"Par5EagleLeaders",2012
11,11,"Ben Crane",73,11,242,1,"Par5EagleLeaders",2012
11,11,"Ken Duke",104,11,319,2,"Par5EagleLeaders",2012
11,11,"Charley Hoffman",88,11,283,4,"Par5EagleLeaders",2012
11,11,"Kyle Reifers",86,11,279,5,"Par5EagleLeaders",2012
11,11,"Gary Woodland",70,11,222,1,"Par5EagleLeaders",2012
16,16,"Zach Johnson",95,10,289,NA,"Par5EagleLeaders",2012
16,16,"Seung Yul Noh",105,10,315,1,"Par5EagleLeaders",2012
16,16,"Scott Piercy",95,10,301,2,"Par5EagleLeaders",2012
16,16,"Kyle Stanley",86,10,251,1,"Par5EagleLeaders",2012
20,20,"Arjun Atwal",79,9,223,1,"Par5EagleLeaders",2012
20,20,"Kevin Chappell",91,9,271,4,"Par5EagleLeaders",2012
20,20,"James Driscoll",83,9,265,NA,"Par5EagleLeaders",2012
20,20,"JB Holmes",90,9,272,NA,"Par5EagleLeaders",2012
20,20,"Chris Kirk",93,9,279,2,"Par5EagleLeaders",2012
20,20,"Russell Knox",72,9,210,1,"Par5EagleLeaders",2012
20,20,"Rory McIlroy",60,9,164,2,"Par5EagleLeaders",2012
20,20,"Scott Stallings",78,9,247,4,"Par5EagleLeaders",2012
20,20,"Johnson Wagner",88,9,284,1,"Par5EagleLeaders",2012
29,29,"Scott Brown",65,8,194,1,"Par5EagleLeaders",2012
29,29,"Graham DeLaet",79,8,237,NA,"Par5EagleLeaders",2012
29,29,"Tommy Gainey",98,8,299,3,"Par5EagleLeaders",2012
29,29,"Troy Kelly",68,8,195,1,"Par5EagleLeaders",2012
29,29,"George McNeill",85,8,275,1,"Par5EagleLeaders",2012
29,29,"Vijay Singh",99,8,302,3,"Par5EagleLeaders",2012
35,35,"Charlie Beljan",61,7,173,2,"Par5EagleLeaders",2012
35,35,"Greg Chalmers",88,7,275,1,"Par5EagleLeaders",2012
35,35,"Gary Christian",91,7,261,2,"Par5EagleLeaders",2012
35,35,"Brian Davis",91,7,292,2,"Par5EagleLeaders",2012
35,35,"Harris English",98,7,305,2,"Par5EagleLeaders",2012
35,35,"Rickie Fowler",84,7,265,1,"Par5EagleLeaders",2012
35,35,"Sung Kang",75,7,229,4,"Par5EagleLeaders",2012
35,35,"Edward Loar",59,7,167,NA,"Par5EagleLeaders",2012
35,35,"Jeff Maggert",83,7,247,1,"Par5EagleLeaders",2012
35,35,"Troy Matteson",100,7,304,2,"Par5EagleLeaders",2012
35,35,"Rocco Mediate",70,7,213,NA,"Par5EagleLeaders",2012
35,35,"Ryan Moore",89,7,289,1,"Par5EagleLeaders",2012
35,35,"Sean OHair",84,7,257,1,"Par5EagleLeaders",2012
35,35,"Josh Teater",97,7,297,1,"Par5EagleLeaders",2012
35,35,"Michael Thompson",80,7,240,NA,"Par5EagleLeaders",2012
35,35,"Bo Van Pelt",84,7,260,NA,"Par5EagleLeaders",2012
35,35,"Charlie Wi",86,7,275,NA,"Par5EagleLeaders",2012
35,35,"Mark Wilson",84,7,250,2,"Par5EagleLeaders",2012
53,53,"Blake Adams",107,6,333,2,"Par5EagleLeaders",2012
53,53,"Kris Blanks",65,6,208,1,"Par5EagleLeaders",2012
53,53,"Angel Cabrera",54,6,170,NA,"Par5EagleLeaders",2012
53,53,"Will Claxton",99,6,299,2,"Par5EagleLeaders",2012
53,53,"Erik Compton",81,6,240,2,"Par5EagleLeaders",2012
53,53,"Chris Couch",61,6,186,NA,"Par5EagleLeaders",2012
53,53,"Mathew Goggin",65,6,200,2,"Par5EagleLeaders",2012
53,53,"Padraig Harrington",67,6,189,2,"Par5EagleLeaders",2012
53,53,"John Huh",99,6,303,1,"Par5EagleLeaders",2012
53,53,"Ryo Ishikawa",54,6,156,1,"Par5EagleLeaders",2012
53,53,"Dustin Johnson",70,6,204,3,"Par5EagleLeaders",2012
53,53,"Jason Kokrak",79,6,228,NA,"Par5EagleLeaders",2012
53,53,"Derek Lamely",64,6,196,NA,"Par5EagleLeaders",2012
53,53,"Danny Lee",74,6,219,2,"Par5EagleLeaders",2012
53,53,"Spencer Levin",81,6,250,3,"Par5EagleLeaders",2012
53,53,"Garth Mulroy",59,6,167,NA,"Par5EagleLeaders",2012
53,53,"Jeff Overton",101,6,313,NA,"Par5EagleLeaders",2012
53,53,"Carl Pettersson",92,6,274,NA,"Par5EagleLeaders",2012
53,53,"Andres Romero",68,6,204,NA,"Par5EagleLeaders",2012
53,53,"Adam Scott",59,6,180,NA,"Par5EagleLeaders",2012
53,53,"John Senden",81,6,250,NA,"Par5EagleLeaders",2012
53,53,"Brendan Steele",77,6,243,2,"Par5EagleLeaders",2012
53,53,"Brendon Todd",78,6,227,1,"Par5EagleLeaders",2012
53,53,"Steve Wheatcroft",56,6,157,1,"Par5EagleLeaders",2012
77,77,"Sangmoon Bae",81,5,242,NA,"Par5EagleLeaders",2012
77,77,"Ricky Barnes",92,5,271,NA,"Par5EagleLeaders",2012
77,77,"Tommy Biershenk",74,5,231,2,"Par5EagleLeaders",2012
77,77,"Jonathan Byrd",69,5,216,1,"Par5EagleLeaders",2012
77,77,"Roberto Castro",92,5,273,1,"Par5EagleLeaders",2012
77,77,"Bud Cauley",99,5,321,3,"Par5EagleLeaders",2012
77,77,"KJ Choi",71,5,224,NA,"Par5EagleLeaders",2012
77,77,"Stewart Cink",71,5,219,1,"Par5EagleLeaders",2012
77,77,"Jason Day",57,5,168,NA,"Par5EagleLeaders",2012
77,77,"Luke Donald",63,5,204,1,"Par5EagleLeaders",2012
77,77,"Jason Dufner",83,5,254,NA,"Par5EagleLeaders",2012
77,77,"Harrison Frazar",56,5,165,NA,"Par5EagleLeaders",2012
77,77,"Jim Furyk",85,5,257,2,"Par5EagleLeaders",2012
77,77,"Sergio Garcia",57,5,172,1,"Par5EagleLeaders",2012
77,77,"Tim Herron",88,5,262,2,"Par5EagleLeaders",2012
77,77,"Billy Horschel",63,5,171,1,"Par5EagleLeaders",2012
77,77,"Billy Hurley III",70,5,203,1,"Par5EagleLeaders",2012
77,77,"Matt Jones",53,5,167,2,"Par5EagleLeaders",2012
77,77,"Matt Kuchar",86,5,246,NA,"Par5EagleLeaders",2012
77,77,"William McGirt",96,5,307,3,"Par5EagleLeaders",2012
77,77,"Phil Mickelson",79,5,261,NA,"Par5EagleLeaders",2012
77,77,"Geoff Ogilvy",73,5,245,NA,"Par5EagleLeaders",2012
77,77,"Louis Oosthuizen",65,5,190,NA,"Par5EagleLeaders",2012
77,77,"Rod Pampling",88,5,262,2,"Par5EagleLeaders",2012
77,77,"DA Points",88,5,273,NA,"Par5EagleLeaders",2012
77,77,"Justin Rose",69,5,226,1,"Par5EagleLeaders",2012
77,77,"Webb Simpson",77,5,242,2,"Par5EagleLeaders",2012
77,77,"Brandt Snedeker",81,5,246,1,"Par5EagleLeaders",2012
77,77,"Daniel Summerhays",81,5,255,3,"Par5EagleLeaders",2012
77,77,"Roland Thatcher",55,5,162,1,"Par5EagleLeaders",2012
77,77,"Jhonattan Vegas",77,5,239,2,"Par5EagleLeaders",2012
77,77,"Boo Weekley",74,5,217,2,"Par5EagleLeaders",2012
77,77,"Lee Westwood",60,5,168,NA,"Par5EagleLeaders",2012
110,110,"Stuart Appleby",75,4,218,1,"Par5EagleLeaders",2012
110,110,"Cameron Beckman",81,4,239,NA,"Par5EagleLeaders",2012
110,110,"Michael Bradley",63,4,202,1,"Par5EagleLeaders",2012
110,110,"John Daly",50,4,124,NA,"Par5EagleLeaders",2012
110,110,"Marco Dawson",60,4,193,2,"Par5EagleLeaders",2012
110,110,"Chris DiMarco",83,4,255,1,"Par5EagleLeaders",2012
110,110,"Ernie Els",80,4,242,NA,"Par5EagleLeaders",2012
110,110,"Nathan Green",73,4,209,NA,"Par5EagleLeaders",2012
110,110,"Bill Haas",79,4,254,NA,"Par5EagleLeaders",2012
110,110,"Colt Knost",79,4,237,NA,"Par5EagleLeaders",2012
110,110,"Martin Laird",77,4,247,1,"Par5EagleLeaders",2012
110,110,"Hunter Mahan",88,4,257,1,"Par5EagleLeaders",2012
110,110,"John Mallinger",74,4,215,1,"Par5EagleLeaders",2012
110,110,"David Mathis",83,4,250,NA,"Par5EagleLeaders",2012
110,110,"John Merrick",83,4,239,NA,"Par5EagleLeaders",2012
110,110,"Pat Perez",81,4,264,1,"Par5EagleLeaders",2012
110,110,"Tom Pernice Jr",62,4,182,NA,"Par5EagleLeaders",2012
110,110,"John Rollins",81,4,240,1,"Par5EagleLeaders",2012
110,110,"Heath Slocum",93,4,266,1,"Par5EagleLeaders",2012
110,110,"Henrik Stenson",51,4,168,NA,"Par5EagleLeaders",2012
110,110,"Chris Stroud",86,4,267,2,"Par5EagleLeaders",2012
110,110,"David Toms",60,4,192,NA,"Par5EagleLeaders",2012
110,110,"Tiger Woods",69,4,211,NA,"Par5EagleLeaders",2012
133,133,"Aaron Baddeley",73,3,233,NA,"Par5EagleLeaders",2012
133,133,"Matt Bettencourt",80,3,240,1,"Par5EagleLeaders",2012
133,133,"Jason Bohn",81,3,230,1,"Par5EagleLeaders",2012
133,133,"Chad Campbell",84,3,245,NA,"Par5EagleLeaders",2012
133,133,"Daniel Chopra",55,3,153,NA,"Par5EagleLeaders",2012
133,133,"Tim Clark",60,3,174,NA,"Par5EagleLeaders",2012
133,133,"Scott Dunlap",57,3,158,1,"Par5EagleLeaders",2012
133,133,"Stephen Gangluff",57,3,167,NA,"Par5EagleLeaders",2012
133,133,"Tom Gillis",75,3,247,2,"Par5EagleLeaders",2012
133,133,"Hunter Haas",69,3,198,NA,"Par5EagleLeaders",2012
133,133,"JJ Killeen",101,3,302,1,"Par5EagleLeaders",2012
133,133,"Kevin Kisner",69,3,201,NA,"Par5EagleLeaders",2012
133,133,"Bill Lunde",83,3,250,NA,"Par5EagleLeaders",2012
133,133,"Graeme McDowell",55,3,174,NA,"Par5EagleLeaders",2012
133,133,"Ted Potter Jr",77,3,233,1,"Par5EagleLeaders",2012
133,133,"Chez Reavie",83,3,267,NA,"Par5EagleLeaders",2012
133,133,"Rory Sabbatini",84,3,256,NA,"Par5EagleLeaders",2012
133,133,"Patrick Sheehan",58,3,171,NA,"Par5EagleLeaders",2012
133,133,"Kevin Streelman",89,3,278,1,"Par5EagleLeaders",2012
133,133,"Steve Stricker",73,3,220,NA,"Par5EagleLeaders",2012
133,133,"Vaughn Taylor",81,3,249,2,"Par5EagleLeaders",2012
133,133,"Cameron Tringale",88,3,293,1,"Par5EagleLeaders",2012
133,133,"Camilo Villegas",79,3,245,1,"Par5EagleLeaders",2012
156,156,"Mark Anderson",75,2,231,NA,"Par5EagleLeaders",2012
156,156,"Miguel Angel Carballo",73,2,219,NA,"Par5EagleLeaders",2012
156,156,"Ben Curtis",62,2,210,NA,"Par5EagleLeaders",2012
156,156,"Bob Estes",78,2,231,1,"Par5EagleLeaders",2012
156,156,"Martin Flores",95,2,285,NA,"Par5EagleLeaders",2012
156,156,"David Hearn",95,2,295,NA,"Par5EagleLeaders",2012
156,156,"Trevor Immelman",76,2,246,1,"Par5EagleLeaders",2012
156,156,"Brandt Jobe",57,2,185,NA,"Par5EagleLeaders",2012
156,156,"Jerry Kelly",84,2,253,NA,"Par5EagleLeaders",2012
156,156,"Marc Leishman",84,2,266,NA,"Par5EagleLeaders",2012
156,156,"Billy Mayfair",90,2,255,NA,"Par5EagleLeaders",2012
156,156,"Kevin Na",80,2,255,NA,"Par5EagleLeaders",2012
156,156,"Greg Owen",90,2,267,1,"Par5EagleLeaders",2012
156,156,"Dicky Pride",62,2,182,NA,"Par5EagleLeaders",2012
156,156,"Charl Schwartzel",56,2,164,NA,"Par5EagleLeaders",2012
156,156,"Kevin Stadler",85,2,255,1,"Par5EagleLeaders",2012
172,172,"Gavin Coles",72,1,210,1,"Par5EagleLeaders",2012
172,172,"JJ Henry",93,1,287,NA,"Par5EagleLeaders",2012
172,172,"Ryuji Imada",78,1,238,NA,"Par5EagleLeaders",2012
172,172,"Freddie Jacobson",61,1,178,NA,"Par5EagleLeaders",2012
172,172,"Robert Karlsson",54,1,162,NA,"Par5EagleLeaders",2012
172,172,"Richard Lee",71,1,198,NA,"Par5EagleLeaders",2012
172,172,"Justin Leonard",79,1,233,1,"Par5EagleLeaders",2012
172,172,"Bryce Molder",83,1,259,NA,"Par5EagleLeaders",2012
172,172,"Ryan Palmer",81,1,256,NA,"Par5EagleLeaders",2012
172,172,"Ian Poulter",57,1,179,NA,"Par5EagleLeaders",2012
172,172,"Alexandre Rocha",62,1,175,NA,"Par5EagleLeaders",2012
172,172,"Kyle Thompson",51,1,146,NA,"Par5EagleLeaders",2012
172,172,"YE Yang",64,1,178,NA,"Par5EagleLeaders",2012
