"Scramblingfrom_RANKTHISWEEK_2007","Scramblingfrom_RANKLASTWEEK_2007","Scramblingfrom_PLAYERNAME_2007","Scramblingfrom_ROUNDS_2007","Scramblingfrom_Pct_2007","Scramblingfrom_SUCCESSES_2007","Scramblingfrom_ATTEMPTS_2007","stat_name","year"
36,36,"Chris Riley",59,87.5,70,80,"Scramblingfrom",2007
38,38,"Joe Ogilvie",102,87.4,111,127,"Scramblingfrom",2007
39,39,"John Rollins",102,87.38,90,103,"Scramblingfrom",2007
40,40,"Hunter Mahan",91,87.37,83,95,"Scramblingfrom",2007
41,41,"Nathan Green",103,87.29,103,118,"Scramblingfrom",2007
42,42,"Rory Sabbatini",81,87.23,82,94,"Scramblingfrom",2007
43,43,"Tom Pernice Jr",104,87.22,116,133,"Scramblingfrom",2007
44,44,"Zach Johnson",76,87.18,68,78,"Scramblingfrom",2007
45,45,"Sergio Garcia",68,87.14,61,70,"Scramblingfrom",2007
46,46,"Ryuji Imada",104,87.13,88,101,"Scramblingfrom",2007
46,46,"Shigeki Maruyama",84,87.13,88,101,"Scramblingfrom",2007
48,48,"Jaco Van Zyl",51,86.96,60,69,"Scramblingfrom",2007
49,49,"Anthony Kim",93,86.92,113,130,"Scramblingfrom",2007
50,50,"Bo Van Pelt",104,86.67,104,120,"Scramblingfrom",2007
51,51,"Daniel Chopra",106,86.62,123,142,"Scramblingfrom",2007
52,52,"Parker McLachlin",83,86.61,97,112,"Scramblingfrom",2007
53,53,"Kevin Na",84,86.55,103,119,"Scramblingfrom",2007
54,54,"Stephen Leaney",82,86.46,83,96,"Scramblingfrom",2007
54,54,"Nick Watney",87,86.46,83,96,"Scramblingfrom",2007
56,56,"Marco Dawson",73,86.41,89,103,"Scramblingfrom",2007
57,57,"Tim Clark",66,86.36,76,88,"Scramblingfrom",2007
57,57,"Retief Goosen",50,86.36,38,44,"Scramblingfrom",2007
57,57,"Kenny Perry",83,86.36,95,110,"Scramblingfrom",2007
60,60,"Rocco Mediate",72,86.32,82,95,"Scramblingfrom",2007
61,61,"Brian Davis",101,86.29,107,124,"Scramblingfrom",2007
62,62,"Mark Hensby",81,86.21,75,87,"Scramblingfrom",2007
62,62,"Jeff Quinney",95,86.21,100,116,"Scramblingfrom",2007
64,64,"Vijay Singh",102,86.11,93,108,"Scramblingfrom",2007
65,65,"Shaun Micheel",91,86.05,74,86,"Scramblingfrom",2007
66,66,"Jason Gore",86,86,86,100,"Scramblingfrom",2007
67,67,"Paul Stankowski",52,85.96,49,57,"Scramblingfrom",2007
67,67,"Chris Stroud",66,85.96,49,57,"Scramblingfrom",2007
69,69,"Jeff Overton",60,85.88,73,85,"Scramblingfrom",2007
70,70,"Stewart Cink",91,85.87,79,92,"Scramblingfrom",2007
70,70,"Brendon de Jonge",76,85.87,79,92,"Scramblingfrom",2007
72,72,"DJ Trahan",99,85.84,97,113,"Scramblingfrom",2007
73,73,"Briny Baird",115,85.71,108,126,"Scramblingfrom",2007
73,73,"Lee Janzen",66,85.71,48,56,"Scramblingfrom",2007
73,73,"Tag Ridings",52,85.71,54,63,"Scramblingfrom",2007
73,73,"Jeff Sluman",60,85.71,42,49,"Scramblingfrom",2007
73,73,"Mike Weir",82,85.71,78,91,"Scramblingfrom",2007
78,78,"Jason Bohn",57,85.51,59,69,"Scramblingfrom",2007
79,79,"David Branshaw",83,85.44,88,103,"Scramblingfrom",2007
79,79,"John Senden",97,85.44,88,103,"Scramblingfrom",2007
81,81,"Troy Matteson",87,85.32,93,109,"Scramblingfrom",2007
82,82,"Robert Allenby",90,85.26,81,95,"Scramblingfrom",2007
83,83,"Corey Pavin",81,85.19,92,108,"Scramblingfrom",2007
83,83,"Steve Wheatcroft",73,85.19,69,81,"Scramblingfrom",2007
85,85,"Luke Donald",69,85.07,57,67,"Scramblingfrom",2007
86,86,"Woody Austin",95,85.05,91,107,"Scramblingfrom",2007
87,87,"Trevor Immelman",74,85,68,80,"Scramblingfrom",2007
88,88,"Kevin Stadler",95,84.96,96,113,"Scramblingfrom",2007
89,89,"Camilo Villegas",82,84.91,90,106,"Scramblingfrom",2007
90,90,"Mathias Gronberg",95,84.87,101,119,"Scramblingfrom",2007
91,91,"Jim Rutledge",59,84.75,50,59,"Scramblingfrom",2007
92,92,"Chad Campbell",96,84.62,77,91,"Scramblingfrom",2007
92,92,"Fred Funk",65,84.62,66,78,"Scramblingfrom",2007
92,92,"Tom Lehman",62,84.62,55,65,"Scramblingfrom",2007
95,95,"Charles Warren",101,84.55,104,123,"Scramblingfrom",2007
96,96,"Henrik Stenson",52,84.48,49,58,"Scramblingfrom",2007
97,97,"DJ Brigman",67,84.38,54,64,"Scramblingfrom",2007
97,97,"Craig Lile",77,84.38,81,96,"Scramblingfrom",2007
99,99,"Charlie Wi",90,84.17,101,120,"Scramblingfrom",2007
100,100,"Mark Calcavecchia",93,84.16,85,101,"Scramblingfrom",2007
101,101,"Jesper Parnevik",88,84.09,74,88,"Scramblingfrom",2007
102,102,"Bart Bryant",87,84.07,95,113,"Scramblingfrom",2007
103,103,"Chris Couch",76,84.04,79,94,"Scramblingfrom",2007
104,104,"Carl Pettersson",111,83.97,110,131,"Scramblingfrom",2007
105,105,"Bob Estes",88,83.96,89,106,"Scramblingfrom",2007
106,106,"Stephen Ames",81,83.95,68,81,"Scramblingfrom",2007
106,106,"KJ Choi",87,83.95,68,81,"Scramblingfrom",2007
108,108,"JP Hayes",89,83.9,99,118,"Scramblingfrom",2007
108,108,"Jeff Maggert",79,83.9,99,118,"Scramblingfrom",2007
110,110,"Tiger Woods",63,83.87,52,62,"Scramblingfrom",2007
111,111,"Paul Gow",70,83.78,62,74,"Scramblingfrom",2007
111,111,"Padraig Harrington",64,83.78,62,74,"Scramblingfrom",2007
113,113,"Kirk Triplett",77,83.75,67,80,"Scramblingfrom",2007
114,114,"Mathew Goggin",97,83.7,77,92,"Scramblingfrom",2007
115,115,"Michael Boyd",61,83.61,51,61,"Scramblingfrom",2007
115,115,"Boo Weekley",101,83.61,102,122,"Scramblingfrom",2007
117,117,"Rich Barcelo",80,83.56,61,73,"Scramblingfrom",2007
118,118,"Michael Allen",74,83.54,66,79,"Scramblingfrom",2007
119,119,"Robert Gamez",88,83.49,91,109,"Scramblingfrom",2007
120,120,"Tom Byrum",50,83.33,50,60,"Scramblingfrom",2007
120,120,"Craig Kanada",109,83.33,115,138,"Scramblingfrom",2007
120,120,"Jose Maria Olazabal",52,83.33,30,36,"Scramblingfrom",2007
120,120,"Brett Quigley",79,83.33,65,78,"Scramblingfrom",2007
124,124,"Heath Slocum",101,83.21,114,137,"Scramblingfrom",2007
125,125,"Lucas Glover",98,83.19,94,113,"Scramblingfrom",2007
126,126,"Greg Owen",81,83.15,74,89,"Scramblingfrom",2007
127,127,"Will Ma Kenzie",100,83.05,98,118,"Scramblingfrom",2007
127,127,"Sean OHair",98,83.05,98,118,"Scramblingfrom",2007
129,129,"Brandt Snedeker",105,83.04,93,112,"Scramblingfrom",2007
130,130,"Steve Marino",106,82.95,107,129,"Scramblingfrom",2007
130,130,"Pat Perez",84,82.95,73,88,"Scramblingfrom",2007
132,132,"Ryan Armour",107,82.93,102,123,"Scramblingfrom",2007
132,132,"Harrison Frazar",88,82.93,102,123,"Scramblingfrom",2007
132,132,"Freddie Jacobson",70,82.93,68,82,"Scramblingfrom",2007
135,135,"Rich Beem",89,82.76,72,87,"Scramblingfrom",2007
136,136,"Bob Tway",103,82.68,105,127,"Scramblingfrom",2007
137,137,"Bubba Dickerson",51,82.61,57,69,"Scramblingfrom",2007
138,138,"Alex Cejka",80,82.52,85,103,"Scramblingfrom",2007
139,139,"Todd Hamilton",76,82.42,75,91,"Scramblingfrom",2007
139,139,"John Merrick",92,82.42,75,91,"Scramblingfrom",2007
141,141,"Geoff Ogilvy",84,82.35,84,102,"Scramblingfrom",2007
141,141,"Kyle Reifers",71,82.35,70,85,"Scramblingfrom",2007
143,143,"Tripp Isenhour",86,82.3,93,113,"Scramblingfrom",2007
144,144,"Billy Andrade",88,82.29,79,96,"Scramblingfrom",2007
145,145,"Steve Flesch",100,82.26,102,124,"Scramblingfrom",2007
146,146,"Tim Petrovic",106,82.22,111,135,"Scramblingfrom",2007
147,147,"Glen Day",85,82.18,83,101,"Scramblingfrom",2007
148,148,"Robert Garrigus",95,82.14,92,112,"Scramblingfrom",2007
149,149,"Aaron Baddeley",83,82.05,64,78,"Scramblingfrom",2007
150,150,"Mark Brooks",53,81.82,45,55,"Scramblingfrom",2007
151,151,"Jeff Gove",103,81.74,94,115,"Scramblingfrom",2007
152,152,"John Mallinger",96,81.69,116,142,"Scramblingfrom",2007
153,153,"Ryan Moore",92,81.48,88,108,"Scramblingfrom",2007
154,154,"Ernie Els",59,81.43,57,70,"Scramblingfrom",2007
155,155,"Jeff Brehaut",59,81.36,48,59,"Scramblingfrom",2007
156,156,"Peter Lonard",85,81.31,87,107,"Scramblingfrom",2007
157,157,"Cliff Kresge",107,81.1,103,127,"Scramblingfrom",2007
158,158,"Bryce Molder",56,80.95,51,63,"Scramblingfrom",2007
159,159,"Cameron Beckman",96,80.85,76,94,"Scramblingfrom",2007
160,160,"Bob Heintz",85,80.68,71,88,"Scramblingfrom",2007
160,160,"Steve Lowery",74,80.68,71,88,"Scramblingfrom",2007
162,162,"Tim Herron",98,80.61,79,98,"Scramblingfrom",2007
163,163,"Jonathan Byrd",73,80.49,66,82,"Scramblingfrom",2007
163,163,"Jose Coceres",50,80.49,66,82,"Scramblingfrom",2007
165,165,"Doug LaBelle II",104,80.34,94,117,"Scramblingfrom",2007
166,166,"Adam Scott",69,80.3,53,66,"Scramblingfrom",2007
167,167,"Ryan Palmer",91,80.15,105,131,"Scramblingfrom",2007
168,168,"Ben Curtis",80,80,72,90,"Scramblingfrom",2007
168,168,"Jason Dufner",100,80,80,100,"Scramblingfrom",2007
168,168,"JJ Henry",86,80,56,70,"Scramblingfrom",2007
171,171,"Tommy Armour III",81,79.75,63,79,"Scramblingfrom",2007
172,172,"Bill Haas",93,79.63,86,108,"Scramblingfrom",2007
173,173,"Mark Wilson",87,79.55,70,88,"Scramblingfrom",2007
174,174,"Daisuke Maruyama",86,79.28,88,111,"Scramblingfrom",2007
175,175,"Paul Goydos",60,79.17,57,72,"Scramblingfrom",2007
176,176,"Vaughn Taylor",91,78.57,66,84,"Scramblingfrom",2007
177,177,"Charley Hoffman",97,78.46,102,130,"Scramblingfrom",2007
178,178,"Craig Barlow",52,78.43,40,51,"Scramblingfrom",2007
178,178,"Ian Poulter",63,78.43,40,51,"Scramblingfrom",2007
178,178,"Justin Rose",63,78.43,40,51,"Scramblingfrom",2007
181,181,"Johnson Wagner",97,77.97,92,118,"Scramblingfrom",2007
182,182,"Scott Verplank",82,77.38,65,84,"Scramblingfrom",2007
183,183,"Steve Allan",63,77.27,51,66,"Scramblingfrom",2007
184,184,"Darron Stiles",65,76.81,53,69,"Scramblingfrom",2007
185,185,"Davis Love III",66,76.32,58,76,"Scramblingfrom",2007
186,186,"Duffy Waldorf",69,76.19,64,84,"Scramblingfrom",2007
187,187,"Frank Lickliter II",95,75.44,86,114,"Scramblingfrom",2007
188,188,"John Daly",59,75.41,46,61,"Scramblingfrom",2007
189,189,"Stuart Appleby",74,75,63,84,"Scramblingfrom",2007
189,189,"Anders Hansen",55,75,36,48,"Scramblingfrom",2007
189,189,"Michael Putnam",96,75,63,84,"Scramblingfrom",2007
192,192,"Joey Sindelar",75,74.75,74,99,"Scramblingfrom",2007
193,193,"Chris DiMarco",79,74.68,59,79,"Scramblingfrom",2007
194,194,"Joe Durant",88,73.74,73,99,"Scramblingfrom",2007
195,195,"Tom Johnson",74,71.91,64,89,"Scramblingfrom",2007
196,196,"Brett Wetterich",88,71,71,100,"Scramblingfrom",2007
