"TenthTeeEarlyPar4ScoringAverage_RANKTHISWEEK_2014","TenthTeeEarlyPar4ScoringAverage_RANKLASTWEEK_2014","TenthTeeEarlyPar4ScoringAverage_PLAYERNAME_2014","TenthTeeEarlyPar4ScoringAverage_ROUNDS_2014","TenthTeeEarlyPar4ScoringAverage_AVG_2014","TenthTeeEarlyPar4ScoringAverage_TOTALSTROKES_2014","TenthTeeEarlyPar4ScoringAverage_TOTALHOLES_2014","stat_name","year"
1,1,"Charles Howell III",106,3.92,603,154,"TenthTeeEarlyPar4ScoringAverage",2014
1,1,"Adam Scott",68,3.92,569,145,"TenthTeeEarlyPar4ScoringAverage",2014
3,3,"Jim Furyk",84,3.93,672,171,"TenthTeeEarlyPar4ScoringAverage",2014
3,3,"Justin Rose",70,3.93,539,137,"TenthTeeEarlyPar4ScoringAverage",2014
5,5,"Graeme McDowell",66,3.94,563,143,"TenthTeeEarlyPar4ScoringAverage",2014
5,5,"Chris Stroud",88,3.94,658,167,"TenthTeeEarlyPar4ScoringAverage",2014
5,5,"Hudson Swafford",75,3.94,559,142,"TenthTeeEarlyPar4ScoringAverage",2014
5,5,"Michael Thompson",74,3.94,658,167,"TenthTeeEarlyPar4ScoringAverage",2014
9,9,"Bo Van Pelt",83,3.95,450,114,"TenthTeeEarlyPar4ScoringAverage",2014
10,10,"Freddie Jacobson",91,3.96,729,184,"TenthTeeEarlyPar4ScoringAverage",2014
10,10,"Robert Streb",75,3.96,650,164,"TenthTeeEarlyPar4ScoringAverage",2014
12,12,"Jason Day",54,3.97,429,108,"TenthTeeEarlyPar4ScoringAverage",2014
12,12,"Martin Kaymer",65,3.97,600,151,"TenthTeeEarlyPar4ScoringAverage",2014
12,12,"Ryan Moore",86,3.97,480,121,"TenthTeeEarlyPar4ScoringAverage",2014
12,12,"Charl Schwartzel",64,3.97,405,102,"TenthTeeEarlyPar4ScoringAverage",2014
12,12,"Brendan Steele",89,3.97,751,189,"TenthTeeEarlyPar4ScoringAverage",2014
12,12,"Will Wilcox",51,3.97,298,75,"TenthTeeEarlyPar4ScoringAverage",2014
18,18,"Keegan Bradley",89,3.98,732,184,"TenthTeeEarlyPar4ScoringAverage",2014
18,18,"Sergio Garcia",61,3.98,350,88,"TenthTeeEarlyPar4ScoringAverage",2014
18,18,"Brian Stuard",91,3.98,681,171,"TenthTeeEarlyPar4ScoringAverage",2014
