"DrivingPct320Measured_RANKTHISWEEK_2011","DrivingPct320Measured_RANKLASTWEEK_2011","DrivingPct320Measured_PLAYERNAME_2011","DrivingPct320Measured_ROUNDS_2011","DrivingPct320Measured_Pct_2011","DrivingPct320Measured_TOTALDRIVESFOR320_2011","DrivingPct320Measured_TOTALDRVSOVERALL_2011","DrivingPct320Measured_RELATIVETOPAR_2011","stat_name","year"
1,1,"JB Holmes",57,50.98,52,102,-0.33,"DrivingPct320Measured",2011
2,2,"Gary Woodland",93,38.89,63,162,-0.4,"DrivingPct320Measured",2011
3,3,"Bubba Watson",85,37.31,50,134,-0.46,"DrivingPct320Measured",2011
4,4,"Robert Garrigus",83,37.01,57,154,-0.32,"DrivingPct320Measured",2011
5,5,"Dustin Johnson",72,33.9,40,118,-0.15,"DrivingPct320Measured",2011
6,6,"Jhonattan Vegas",84,29.49,46,156,-0.33,"DrivingPct320Measured",2011
7,7,"Steven Bowditch",86,28.05,46,164,-0.33,"DrivingPct320Measured",2011
8,8,"Scott Piercy",78,26.43,37,140,-0.46,"DrivingPct320Measured",2011
9,9,"Jason Day",76,23.77,29,122,-0.24,"DrivingPct320Measured",2011
10,10,"Kyle Stanley",98,23.26,40,172,-0.48,"DrivingPct320Measured",2011
11,11,"Angel Cabrera",50,22.37,17,76,-0.35,"DrivingPct320Measured",2011
12,12,"Tag Ridings",87,21.6,35,162,-0.54,"DrivingPct320Measured",2011
13,13,"Adam Scott",60,21.43,21,98,-0.33,"DrivingPct320Measured",2011
14,14,"Will Strickler",51,21.28,20,94,-0.1,"DrivingPct320Measured",2011
15,15,"Scott Stallings",84,21.15,33,156,-0.3,"DrivingPct320Measured",2011
16,16,"Alex Prugh",82,19.87,31,156,-0.29,"DrivingPct320Measured",2011
17,17,"Jim Herman",69,19.67,24,122,-0.42,"DrivingPct320Measured",2011
18,18,"Josh Teater",104,19.39,38,196,-0.42,"DrivingPct320Measured",2011
19,19,"Keegan Bradley",91,18.39,32,174,-0.25,"DrivingPct320Measured",2011
19,19,"Troy Matteson",91,18.39,32,174,-0.31,"DrivingPct320Measured",2011
21,21,"Rickie Fowler",84,17.61,25,142,-0.36,"DrivingPct320Measured",2011
22,22,"Davis Love III",70,17.5,21,120,-0.29,"DrivingPct320Measured",2011
23,23,"Robert Karlsson",61,17.35,17,98,-0.12,"DrivingPct320Measured",2011
24,24,"Zack Miller",86,17.07,28,164,-0.43,"DrivingPct320Measured",2011
25,25,"Harrison Frazar",58,17,17,100,-0.18,"DrivingPct320Measured",2011
26,26,"Michael Putnam",67,16.95,20,118,0,"DrivingPct320Measured",2011
27,27,"Phil Mickelson",79,16.92,22,130,-0.18,"DrivingPct320Measured",2011
28,28,"James Driscoll",71,16.15,21,130,-0.38,"DrivingPct320Measured",2011
29,29,"Scott Gutschewski",67,16.1,19,118,-0.26,"DrivingPct320Measured",2011
30,30,"Charley Hoffman",93,15.85,26,164,-0.54,"DrivingPct320Measured",2011
31,31,"Martin Laird",77,15.44,21,136,-0.43,"DrivingPct320Measured",2011
31,31,"Ryan Palmer",82,15.44,21,136,-0.33,"DrivingPct320Measured",2011
33,33,"DJ Trahan",91,15.38,28,182,-0.18,"DrivingPct320Measured",2011
34,34,"Sergio Garcia",61,15.31,15,98,0,"DrivingPct320Measured",2011
35,35,"Nick Watney",80,15.22,21,138,-0.52,"DrivingPct320Measured",2011
36,36,"Bio Kim",71,14.62,19,130,-0.47,"DrivingPct320Measured",2011
37,37,"John Merrick",71,14.29,18,126,-0.44,"DrivingPct320Measured",2011
38,38,"David Duval",67,13.85,18,130,-0.17,"DrivingPct320Measured",2011
