"TenthTeeEarlyRound2ScoringAverage_RANKTHISWEEK_2016","TenthTeeEarlyRound2ScoringAverage_RANKLASTWEEK_2016","TenthTeeEarlyRound2ScoringAverage_PLAYERNAME_2016","TenthTeeEarlyRound2ScoringAverage__2016","TenthTeeEarlyRound2ScoringAverage_AVG_2016","TenthTeeEarlyRound2ScoringAverage_TOTALSTROKES_2016","TenthTeeEarlyRound2ScoringAverage_TOTALROUNDS_2016","stat_name","year"
1,1,"Daniel Summerhays",NA,65.5,131,2,"TenthTeeEarlyRound2ScoringAverage",2016
2,2,"Scott Piercy",NA,66,66,1,"TenthTeeEarlyRound2ScoringAverage",2016
3,3,"Jason Day",NA,67,134,2,"TenthTeeEarlyRound2ScoringAverage",2016
3,3,"Patrick Rodgers",NA,67,201,3,"TenthTeeEarlyRound2ScoringAverage",2016
5,6,"Russell Knox",NA,67.25,269,4,"TenthTeeEarlyRound2ScoringAverage",2016
6,7,"Sung Kang",NA,67.75,271,4,"TenthTeeEarlyRound2ScoringAverage",2016
7,8,"Lucas Lee",NA,68,68,1,"TenthTeeEarlyRound2ScoringAverage",2016
7,8,"Brendan Steele",NA,68,272,4,"TenthTeeEarlyRound2ScoringAverage",2016
7,8,"DJ Trahan",NA,68,136,2,"TenthTeeEarlyRound2ScoringAverage",2016
10,12,"Dustin Johnson",NA,68.33,205,3,"TenthTeeEarlyRound2ScoringAverage",2016
11,13,"Lucas Glover",NA,68.5,137,2,"TenthTeeEarlyRound2ScoringAverage",2016
11,13,"Jason Gore",NA,68.5,274,4,"TenthTeeEarlyRound2ScoringAverage",2016
11,13,"Matt Jones",NA,68.5,137,2,"TenthTeeEarlyRound2ScoringAverage",2016
14,16,"Billy Horschel",NA,68.6,343,5,"TenthTeeEarlyRound2ScoringAverage",2016
15,17,"Spencer Levin",NA,68.67,206,3,"TenthTeeEarlyRound2ScoringAverage",2016
15,17,"Greg Owen",NA,68.67,206,3,"TenthTeeEarlyRound2ScoringAverage",2016
17,19,"Graeme McDowell",NA,68.75,275,4,"TenthTeeEarlyRound2ScoringAverage",2016
18,20,"Rickie Fowler",NA,69,207,3,"TenthTeeEarlyRound2ScoringAverage",2016
18,20,"Chris Kirk",NA,69,138,2,"TenthTeeEarlyRound2ScoringAverage",2016
18,20,"Kelly Kraft",NA,69,207,3,"TenthTeeEarlyRound2ScoringAverage",2016
18,8,"Adam Scott",NA,69,138,2,"TenthTeeEarlyRound2ScoringAverage",2016
18,20,"Bubba Watson",NA,69,138,2,"TenthTeeEarlyRound2ScoringAverage",2016
23,26,"Patton Kizzire",NA,69.29,485,7,"TenthTeeEarlyRound2ScoringAverage",2016
24,26,"Jerry Kelly",NA,69.33,208,3,"TenthTeeEarlyRound2ScoringAverage",2016
25,29,"Paul Casey",NA,69.5,139,2,"TenthTeeEarlyRound2ScoringAverage",2016
25,29,"Jamie Donaldson",NA,69.5,139,2,"TenthTeeEarlyRound2ScoringAverage",2016
25,29,"Brice Garnett",NA,69.5,139,2,"TenthTeeEarlyRound2ScoringAverage",2016
25,3,"JB Holmes",NA,69.5,139,2,"TenthTeeEarlyRound2ScoringAverage",2016
25,29,"Hideki Matsuyama",NA,69.5,139,2,"TenthTeeEarlyRound2ScoringAverage",2016
25,29,"Rory McIlroy",NA,69.5,139,2,"TenthTeeEarlyRound2ScoringAverage",2016
25,20,"Robert Streb",NA,69.5,139,2,"TenthTeeEarlyRound2ScoringAverage",2016
25,29,"Jhonattan Vegas",NA,69.5,278,4,"TenthTeeEarlyRound2ScoringAverage",2016
33,40,"Kyle Reifers",NA,69.71,488,7,"TenthTeeEarlyRound2ScoringAverage",2016
34,41,"JJ Henry",NA,69.75,279,4,"TenthTeeEarlyRound2ScoringAverage",2016
34,41,"Ryan Moore",NA,69.75,279,4,"TenthTeeEarlyRound2ScoringAverage",2016
36,44,"Adam Hadwin",NA,69.8,349,5,"TenthTeeEarlyRound2ScoringAverage",2016
37,45,"Byeong Hun An",NA,70,70,1,"TenthTeeEarlyRound2ScoringAverage",2016
37,45,"Jason Bohn",NA,70,70,1,"TenthTeeEarlyRound2ScoringAverage",2016
37,45,"KJ Choi",NA,70,280,4,"TenthTeeEarlyRound2ScoringAverage",2016
37,45,"Ben Crane",NA,70,70,1,"TenthTeeEarlyRound2ScoringAverage",2016
37,29,"Harris English",NA,70,210,3,"TenthTeeEarlyRound2ScoringAverage",2016
37,45,"Retief Goosen",NA,70,70,1,"TenthTeeEarlyRound2ScoringAverage",2016
37,29,"Emiliano Grillo",NA,70,210,3,"TenthTeeEarlyRound2ScoringAverage",2016
37,45,"Padraig Harrington",NA,70,140,2,"TenthTeeEarlyRound2ScoringAverage",2016
37,45,"Charles Howell III",NA,70,280,4,"TenthTeeEarlyRound2ScoringAverage",2016
37,45,"Zach Johnson",NA,70,280,4,"TenthTeeEarlyRound2ScoringAverage",2016
37,45,"Danny Lee",NA,70,140,2,"TenthTeeEarlyRound2ScoringAverage",2016
37,45,"Marc Leishman",NA,70,280,4,"TenthTeeEarlyRound2ScoringAverage",2016
37,45,"Justin Leonard",NA,70,210,3,"TenthTeeEarlyRound2ScoringAverage",2016
37,45,"Louis Oosthuizen",NA,70,140,2,"TenthTeeEarlyRound2ScoringAverage",2016
37,41,"Jeff Overton",NA,70,350,5,"TenthTeeEarlyRound2ScoringAverage",2016
37,45,"Wes Roach",NA,70,140,2,"TenthTeeEarlyRound2ScoringAverage",2016
37,45,"Charl Schwartzel",NA,70,140,2,"TenthTeeEarlyRound2ScoringAverage",2016
37,45,"Brandt Snedeker",NA,70,420,6,"TenthTeeEarlyRound2ScoringAverage",2016
37,45,"Jordan Spieth",NA,70,210,3,"TenthTeeEarlyRound2ScoringAverage",2016
37,45,"Scott Stallings",NA,70,70,1,"TenthTeeEarlyRound2ScoringAverage",2016
37,29,"Chris Stroud",NA,70,350,5,"TenthTeeEarlyRound2ScoringAverage",2016
