"LatePar5ScoringAverage_RANKTHISWEEK_2007","LatePar5ScoringAverage_RANKLASTWEEK_2007","LatePar5ScoringAverage_PLAYERNAME_2007","LatePar5ScoringAverage_ROUNDS_2007","LatePar5ScoringAverage_AVG_2007","LatePar5ScoringAverage_TOTALSTROKES_2007","LatePar5ScoringAverage_TOTALHOLES_2007","stat_name","year"
127,127,"Boo Weekley",101,4.72,684,145,"LatePar5ScoringAverage",2007
127,127,"Mark Wilson",87,4.72,632,134,"LatePar5ScoringAverage",2007
140,140,"Steve Elkington",87,4.73,648,137,"LatePar5ScoringAverage",2007
140,140,"Tripp Isenhour",86,4.73,653,138,"LatePar5ScoringAverage",2007
140,140,"Freddie Jacobson",70,4.73,615,130,"LatePar5ScoringAverage",2007
140,140,"Cliff Kresge",107,4.73,767,162,"LatePar5ScoringAverage",2007
140,140,"Peter Lonard",85,4.73,605,128,"LatePar5ScoringAverage",2007
140,140,"Steve Lowery",74,4.73,568,120,"LatePar5ScoringAverage",2007
140,140,"Nick OHern",72,4.73,506,107,"LatePar5ScoringAverage",2007
140,140,"DJ Trahan",99,4.73,671,142,"LatePar5ScoringAverage",2007
140,140,"Jay Williamson",50,4.73,369,78,"LatePar5ScoringAverage",2007
149,149,"Daniel Chopra",106,4.74,824,174,"LatePar5ScoringAverage",2007
149,149,"Matt Hendrix",63,4.74,465,98,"LatePar5ScoringAverage",2007
149,149,"Rocco Mediate",72,4.74,469,99,"LatePar5ScoringAverage",2007
149,149,"David Toms",80,4.74,517,109,"LatePar5ScoringAverage",2007
153,153,"Woody Austin",95,4.75,579,122,"LatePar5ScoringAverage",2007
153,153,"Andrew Buckle",77,4.75,613,129,"LatePar5ScoringAverage",2007
153,153,"Gavin Coles",87,4.75,579,122,"LatePar5ScoringAverage",2007
153,153,"Chris Couch",76,4.75,670,141,"LatePar5ScoringAverage",2007
153,153,"Paul Gow",70,4.75,484,102,"LatePar5ScoringAverage",2007
153,153,"Jeff Maggert",79,4.75,575,121,"LatePar5ScoringAverage",2007
153,153,"Dicky Pride",71,4.75,480,101,"LatePar5ScoringAverage",2007
153,153,"Chris Stroud",66,4.75,522,110,"LatePar5ScoringAverage",2007
161,161,"Harrison Frazar",88,4.76,671,141,"LatePar5ScoringAverage",2007
161,161,"JP Hayes",89,4.76,680,143,"LatePar5ScoringAverage",2007
161,161,"Arron Oberholser",69,4.76,466,98,"LatePar5ScoringAverage",2007
161,161,"Kyle Reifers",71,4.76,500,105,"LatePar5ScoringAverage",2007
161,161,"Bob Tway",103,4.76,719,151,"LatePar5ScoringAverage",2007
166,166,"David Branshaw",83,4.77,592,124,"LatePar5ScoringAverage",2007
166,166,"Tom Byrum",50,4.77,372,78,"LatePar5ScoringAverage",2007
166,166,"Bubba Dickerson",51,4.77,410,86,"LatePar5ScoringAverage",2007
166,166,"Robert Gamez",88,4.77,615,129,"LatePar5ScoringAverage",2007
166,166,"Brian Gay",107,4.77,782,164,"LatePar5ScoringAverage",2007
166,166,"Mark Hensby",81,4.77,587,123,"LatePar5ScoringAverage",2007
166,166,"Tim Herron",98,4.77,563,118,"LatePar5ScoringAverage",2007
166,166,"Brett Quigley",79,4.77,572,120,"LatePar5ScoringAverage",2007
174,174,"Brian Bateman",55,4.78,373,78,"LatePar5ScoringAverage",2007
174,174,"Fred Funk",65,4.78,406,85,"LatePar5ScoringAverage",2007
174,174,"Anders Hansen",55,4.78,378,79,"LatePar5ScoringAverage",2007
174,174,"Justin Leonard",95,4.78,640,134,"LatePar5ScoringAverage",2007
174,174,"Kevin Stadler",95,4.78,655,137,"LatePar5ScoringAverage",2007
179,179,"DJ Brigman",67,4.79,517,108,"LatePar5ScoringAverage",2007
179,179,"Chris DiMarco",79,4.79,560,117,"LatePar5ScoringAverage",2007
179,179,"Todd Hamilton",76,4.79,541,113,"LatePar5ScoringAverage",2007
179,179,"Trevor Immelman",74,4.79,570,119,"LatePar5ScoringAverage",2007
179,179,"Ryan Palmer",91,4.79,675,141,"LatePar5ScoringAverage",2007
179,179,"Corey Pavin",81,4.79,503,105,"LatePar5ScoringAverage",2007
179,179,"Scott Verplank",82,4.79,647,135,"LatePar5ScoringAverage",2007
186,186,"Mark Brooks",53,4.8,379,79,"LatePar5ScoringAverage",2007
186,186,"Ben Curtis",80,4.8,442,92,"LatePar5ScoringAverage",2007
186,186,"Padraig Harrington",64,4.8,514,107,"LatePar5ScoringAverage",2007
186,186,"Doug LaBelle II",104,4.8,681,142,"LatePar5ScoringAverage",2007
186,186,"Jeff Sluman",60,4.8,389,81,"LatePar5ScoringAverage",2007
191,191,"Michael Boyd",61,4.81,519,108,"LatePar5ScoringAverage",2007
191,191,"Dean Wilson",92,4.81,582,121,"LatePar5ScoringAverage",2007
193,193,"Bryce Molder",56,4.82,410,85,"LatePar5ScoringAverage",2007
194,194,"Richard Johnson",93,4.83,556,115,"LatePar5ScoringAverage",2007
194,194,"Jaco Van Zyl",51,4.83,473,98,"LatePar5ScoringAverage",2007
196,196,"Henrik Stenson",52,4.87,380,78,"LatePar5ScoringAverage",2007
