"Back9Par4ScoringAverage_RANKTHISWEEK_2011","Back9Par4ScoringAverage_RANKLASTWEEK_2011","Back9Par4ScoringAverage_PLAYERNAME_2011","Back9Par4ScoringAverage_ROUNDS_2011","Back9Par4ScoringAverage_AVG_2011","Back9Par4ScoringAverage_TOTALSTROKES_2011","Back9Par4ScoringAverage_TOTALHOLES_2011","stat_name","year"
24,24,"Matt Kuchar",94,4.01,1956,488,"Back9Par4ScoringAverage",2011
24,24,"Billy Mayfair",94,4.01,1996,498,"Back9Par4ScoringAverage",2011
24,24,"Scott McCarron",65,4.01,1393,347,"Back9Par4ScoringAverage",2011
24,24,"Will Strickler",51,4.01,1087,271,"Back9Par4ScoringAverage",2011
24,24,"Bo Van Pelt",92,4.01,1975,492,"Back9Par4ScoringAverage",2011
24,24,"Nick Watney",80,4.01,1658,413,"Back9Par4ScoringAverage",2011
39,39,"Blake Adams",116,4.02,2459,612,"Back9Par4ScoringAverage",2011
39,39,"Brendon de Jonge",105,4.02,2225,553,"Back9Par4ScoringAverage",2011
39,39,"Robert Garrigus",83,4.02,1811,451,"Back9Par4ScoringAverage",2011
39,39,"Brian Gay",90,4.02,1948,484,"Back9Par4ScoringAverage",2011
39,39,"Charley Hoffman",93,4.02,1948,484,"Back9Par4ScoringAverage",2011
39,39,"Charles Howell III",108,4.02,2340,582,"Back9Par4ScoringAverage",2011
39,39,"Matt Jones",71,4.02,1453,361,"Back9Par4ScoringAverage",2011
39,39,"Bill Lunde",92,4.02,1947,484,"Back9Par4ScoringAverage",2011
39,39,"William McGirt",103,4.02,2232,555,"Back9Par4ScoringAverage",2011
39,39,"Phil Mickelson",79,4.02,1643,409,"Back9Par4ScoringAverage",2011
39,39,"Chris Riley",76,4.02,1626,404,"Back9Par4ScoringAverage",2011
39,39,"John Rollins",85,4.02,1801,448,"Back9Par4ScoringAverage",2011
39,39,"Brandt Snedeker",85,4.02,1856,462,"Back9Par4ScoringAverage",2011
39,39,"Boo Weekley",66,4.02,1435,357,"Back9Par4ScoringAverage",2011
39,39,"Gary Woodland",93,4.02,1990,495,"Back9Par4ScoringAverage",2011
54,54,"Kris Blanks",92,4.03,1974,490,"Back9Par4ScoringAverage",2011
54,54,"Joseph Bramlett",73,4.03,1560,387,"Back9Par4ScoringAverage",2011
54,54,"Chad Campbell",99,4.03,2148,533,"Back9Par4ScoringAverage",2011
54,54,"Ben Curtis",66,4.03,1427,354,"Back9Par4ScoringAverage",2011
54,54,"Sergio Garcia",61,4.03,1333,331,"Back9Par4ScoringAverage",2011
54,54,"Paul Goydos",81,4.03,1707,424,"Back9Par4ScoringAverage",2011
54,54,"Chris Kirk",87,4.03,1864,462,"Back9Par4ScoringAverage",2011
54,54,"Martin Laird",77,4.03,1588,394,"Back9Par4ScoringAverage",2011
54,54,"Troy Matteson",91,4.03,1900,471,"Back9Par4ScoringAverage",2011
54,54,"Graeme McDowell",50,4.03,1069,265,"Back9Par4ScoringAverage",2011
54,54,"Nick OHern",89,4.03,1912,474,"Back9Par4ScoringAverage",2011
54,54,"Rod Pampling",72,4.03,1554,386,"Back9Par4ScoringAverage",2011
54,54,"Michael Putnam",67,4.03,1445,359,"Back9Par4ScoringAverage",2011
54,54,"Chez Reavie",92,4.03,1951,484,"Back9Par4ScoringAverage",2011
54,54,"Jim Renner",65,4.03,1397,347,"Back9Par4ScoringAverage",2011
54,54,"Andres Romero",77,4.03,1657,411,"Back9Par4ScoringAverage",2011
54,54,"Heath Slocum",89,4.03,1925,478,"Back9Par4ScoringAverage",2011
71,71,"Robert Allenby",84,4.04,1829,453,"Back9Par4ScoringAverage",2011
71,71,"Michael Bradley",74,4.04,1601,396,"Back9Par4ScoringAverage",2011
71,71,"Harrison Frazar",58,4.04,1278,316,"Back9Par4ScoringAverage",2011
71,71,"Tommy Gainey",104,4.04,2236,554,"Back9Par4ScoringAverage",2011
71,71,"Nathan Green",81,4.04,1757,435,"Back9Par4ScoringAverage",2011
71,71,"Hunter Haas",96,4.04,2014,499,"Back9Par4ScoringAverage",2011
71,71,"Jim Herman",69,4.04,1481,367,"Back9Par4ScoringAverage",2011
71,71,"Trevor Immelman",84,4.04,1815,449,"Back9Par4ScoringAverage",2011
71,71,"Davis Love III",70,4.04,1553,384,"Back9Par4ScoringAverage",2011
71,71,"Hunter Mahan",92,4.04,1960,485,"Back9Par4ScoringAverage",2011
71,71,"George McNeill",69,4.04,1489,369,"Back9Par4ScoringAverage",2011
71,71,"Joe Ogilvie",75,4.04,1611,399,"Back9Par4ScoringAverage",2011
71,71,"Ryan Palmer",82,4.04,1714,424,"Back9Par4ScoringAverage",2011
71,71,"Tim Petrovic",88,4.04,1872,463,"Back9Par4ScoringAverage",2011
71,71,"Rory Sabbatini",85,4.04,1844,457,"Back9Par4ScoringAverage",2011
71,71,"John Senden",94,4.04,2011,498,"Back9Par4ScoringAverage",2011
71,71,"Vijay Singh",79,4.04,1700,421,"Back9Par4ScoringAverage",2011
71,71,"Paul Stankowski",78,4.04,1679,416,"Back9Par4ScoringAverage",2011
71,71,"Chris Stroud",88,4.04,1886,467,"Back9Par4ScoringAverage",2011
71,71,"Cameron Tringale",110,4.04,2362,584,"Back9Par4ScoringAverage",2011
71,71,"Johnson Wagner",81,4.04,1790,443,"Back9Par4ScoringAverage",2011
71,71,"Charlie Wi",83,4.04,1788,443,"Back9Par4ScoringAverage",2011
93,93,"Stephen Ames",69,4.05,1485,367,"Back9Par4ScoringAverage",2011
93,93,"Jason Day",76,4.05,1631,403,"Back9Par4ScoringAverage",2011
93,93,"Chris DiMarco",93,4.05,2008,496,"Back9Par4ScoringAverage",2011
93,93,"Ernie Els",71,4.05,1543,381,"Back9Par4ScoringAverage",2011
93,93,"JJ Henry",96,4.05,2056,508,"Back9Par4ScoringAverage",2011
93,93,"Billy Horschel",75,4.05,1600,395,"Back9Par4ScoringAverage",2011
93,93,"Ryuji Imada",83,4.05,1784,441,"Back9Par4ScoringAverage",2011
93,93,"Dustin Johnson",72,4.05,1558,385,"Back9Par4ScoringAverage",2011
93,93,"David Mathis",83,4.05,1818,449,"Back9Par4ScoringAverage",2011
93,93,"Matt McQuillan",59,4.05,1275,315,"Back9Par4ScoringAverage",2011
93,93,"Kevin Na",84,4.05,1800,444,"Back9Par4ScoringAverage",2011
93,93,"Ian Poulter",52,4.05,1161,287,"Back9Par4ScoringAverage",2011
93,93,"Kyle Stanley",98,4.05,2123,524,"Back9Par4ScoringAverage",2011
93,93,"Bubba Watson",85,4.05,1704,421,"Back9Par4ScoringAverage",2011
93,93,"Dean Wilson",62,4.05,1304,322,"Back9Par4ScoringAverage",2011
108,108,"Jason Bohn",74,4.06,1625,400,"Back9Par4ScoringAverage",2011
108,108,"Angel Cabrera",50,4.06,1081,266,"Back9Par4ScoringAverage",2011
108,108,"Alex Cejka",59,4.06,1237,305,"Back9Par4ScoringAverage",2011
108,108,"KJ Choi",77,4.06,1637,403,"Back9Par4ScoringAverage",2011
108,108,"Joe Durant",71,4.06,1537,379,"Back9Par4ScoringAverage",2011
108,108,"Padraig Harrington",60,4.06,1311,323,"Back9Par4ScoringAverage",2011
108,108,"Tim Herron",85,4.06,1879,463,"Back9Par4ScoringAverage",2011
108,108,"Kent Jones",76,4.06,1679,414,"Back9Par4ScoringAverage",2011
108,108,"Robert Karlsson",61,4.06,1310,323,"Back9Par4ScoringAverage",2011
108,108,"Jerry Kelly",85,4.06,1913,471,"Back9Par4ScoringAverage",2011
108,108,"Jeff Overton",92,4.06,2004,493,"Back9Par4ScoringAverage",2011
108,108,"Pat Perez",76,4.06,1622,400,"Back9Par4ScoringAverage",2011
108,108,"Scott Piercy",78,4.06,1687,416,"Back9Par4ScoringAverage",2011
108,108,"Tag Ridings",87,4.06,1892,466,"Back9Par4ScoringAverage",2011
108,108,"Scott Stallings",84,4.06,1809,446,"Back9Par4ScoringAverage",2011
108,108,"Mark Wilson",89,4.06,1890,465,"Back9Par4ScoringAverage",2011
124,124,"Ricky Barnes",78,4.07,1711,420,"Back9Par4ScoringAverage",2011
124,124,"Matt Bettencourt",84,4.07,1824,448,"Back9Par4ScoringAverage",2011
124,124,"Steve Elkington",50,4.07,1042,256,"Back9Par4ScoringAverage",2011
124,124,"Rickie Fowler",84,4.07,1793,441,"Back9Par4ScoringAverage",2011
124,124,"Retief Goosen",50,4.07,1055,259,"Back9Par4ScoringAverage",2011
124,124,"Lee Janzen",62,4.07,1342,330,"Back9Par4ScoringAverage",2011
124,124,"Justin Leonard",82,4.07,1758,432,"Back9Par4ScoringAverage",2011
124,124,"DA Points",89,4.07,1910,469,"Back9Par4ScoringAverage",2011
124,124,"Aron Price",58,4.07,1271,312,"Back9Par4ScoringAverage",2011
124,124,"Josh Teater",104,4.07,2248,552,"Back9Par4ScoringAverage",2011
134,134,"Stuart Appleby",65,4.08,1441,353,"Back9Par4ScoringAverage",2011
134,134,"Arjun Atwal",91,4.08,2002,491,"Back9Par4ScoringAverage",2011
134,134,"Greg Chalmers",88,4.08,1924,472,"Back9Par4ScoringAverage",2011
134,134,"Kevin Chappell",78,4.08,1707,418,"Back9Par4ScoringAverage",2011
134,134,"Stewart Cink",72,4.08,1500,368,"Back9Par4ScoringAverage",2011
134,134,"Jim Furyk",87,4.08,1933,474,"Back9Par4ScoringAverage",2011
134,134,"Fabian Gomez",84,4.08,1802,442,"Back9Par4ScoringAverage",2011
134,134,"Sung Kang",63,4.08,1394,342,"Back9Par4ScoringAverage",2011
134,134,"Kevin Kisner",70,4.08,1534,376,"Back9Par4ScoringAverage",2011
134,134,"Sean OHair",71,4.08,1584,388,"Back9Par4ScoringAverage",2011
134,134,"Alex Prugh",82,4.08,1753,430,"Back9Par4ScoringAverage",2011
134,134,"Brendan Steele",89,4.08,1932,473,"Back9Par4ScoringAverage",2011
134,134,"Michael Thompson",79,4.08,1735,425,"Back9Par4ScoringAverage",2011
134,134,"Jhonattan Vegas",84,4.08,1835,450,"Back9Par4ScoringAverage",2011
134,134,"Jimmy Walker",79,4.08,1732,425,"Back9Par4ScoringAverage",2011
149,149,"Keegan Bradley",91,4.09,1992,487,"Back9Par4ScoringAverage",2011
149,149,"Michael Connell",76,4.09,1651,404,"Back9Par4ScoringAverage",2011
149,149,"JP Hayes",56,4.09,1179,288,"Back9Par4ScoringAverage",2011
149,149,"Richard Johnson",64,4.09,1403,343,"Back9Par4ScoringAverage",2011
149,149,"Marc Leishman",87,4.09,1892,463,"Back9Par4ScoringAverage",2011
149,149,"Zack Miller",86,4.09,1862,455,"Back9Par4ScoringAverage",2011
149,149,"Vaughn Taylor",89,4.09,1908,467,"Back9Par4ScoringAverage",2011
149,149,"Roland Thatcher",67,4.09,1435,351,"Back9Par4ScoringAverage",2011
149,149,"DJ Trahan",91,4.09,1982,485,"Back9Par4ScoringAverage",2011
158,158,"James Driscoll",71,4.1,1538,375,"Back9Par4ScoringAverage",2011
158,158,"Steve Flesch",88,4.1,1943,474,"Back9Par4ScoringAverage",2011
158,158,"Anthony Kim",72,4.1,1615,394,"Back9Par4ScoringAverage",2011
158,158,"Jarrod Lyle",83,4.1,1802,439,"Back9Par4ScoringAverage",2011
158,158,"Alexandre Rocha",65,4.1,1462,357,"Back9Par4ScoringAverage",2011
158,158,"YE Yang",63,4.1,1334,325,"Back9Par4ScoringAverage",2011
164,164,"Steven Bowditch",86,4.11,1883,458,"Back9Par4ScoringAverage",2011
164,164,"Lucas Glover",74,4.11,1659,404,"Back9Par4ScoringAverage",2011
164,164,"Andres Gonzales",60,4.11,1333,324,"Back9Par4ScoringAverage",2011
164,164,"Scott Gutschewski",67,4.11,1471,358,"Back9Par4ScoringAverage",2011
164,164,"Nate Smith",66,4.11,1447,352,"Back9Par4ScoringAverage",2011
164,164,"Daniel Summerhays",75,4.11,1625,395,"Back9Par4ScoringAverage",2011
164,164,"Camilo Villegas",69,4.11,1521,370,"Back9Par4ScoringAverage",2011
164,164,"Garrett Willis",71,4.11,1542,375,"Back9Par4ScoringAverage",2011
172,172,"DJ Brigman",67,4.12,1503,365,"Back9Par4ScoringAverage",2011
172,172,"Bobby Gates",82,4.12,1775,431,"Back9Par4ScoringAverage",2011
172,172,"Ben Martin",74,4.12,1605,390,"Back9Par4ScoringAverage",2011
172,172,"Shaun Micheel",77,4.12,1660,403,"Back9Par4ScoringAverage",2011
176,176,"David Duval",67,4.13,1443,349,"Back9Par4ScoringAverage",2011
176,176,"Tom Gillis",55,4.13,1246,302,"Back9Par4ScoringAverage",2011
176,176,"Bio Kim",71,4.13,1549,375,"Back9Par4ScoringAverage",2011
176,176,"Colt Knost",80,4.13,1776,430,"Back9Par4ScoringAverage",2011
176,176,"Marc Turnesa",54,4.13,1194,289,"Back9Par4ScoringAverage",2011
181,181,"Justin Hicks",60,4.14,1359,328,"Back9Par4ScoringAverage",2011
181,181,"Derek Lamely",65,4.14,1404,339,"Back9Par4ScoringAverage",2011
181,181,"Rocco Mediate",53,4.14,1146,277,"Back9Par4ScoringAverage",2011
184,184,"Rich Beem",53,4.15,1150,277,"Back9Par4ScoringAverage",2011
184,184,"Troy Merritt",63,4.15,1381,333,"Back9Par4ScoringAverage",2011
186,186,"Martin Piller",63,4.16,1384,333,"Back9Par4ScoringAverage",2011
