"EarlyPar4ScoringAverage_RANKTHISWEEK_2009","EarlyPar4ScoringAverage_RANKLASTWEEK_2009","EarlyPar4ScoringAverage_PLAYERNAME_2009","EarlyPar4ScoringAverage_ROUNDS_2009","EarlyPar4ScoringAverage_AVG_2009","EarlyPar4ScoringAverage_TOTALSTROKES_2009","EarlyPar4ScoringAverage_TOTALHOLES_2009","stat_name","year"
1,1,"Tim Clark",81,3.94,1608,408,"EarlyPar4ScoringAverage",2009
2,2,"Jonathan Byrd",89,3.95,1862,471,"EarlyPar4ScoringAverage",2009
3,3,"Mark Wilson",99,3.96,2098,530,"EarlyPar4ScoringAverage",2009
4,4,"Greg Chalmers",85,3.97,1553,391,"EarlyPar4ScoringAverage",2009
4,4,"Brandt Snedeker",81,3.97,1694,427,"EarlyPar4ScoringAverage",2009
4,4,"David Toms",98,3.97,1998,503,"EarlyPar4ScoringAverage",2009
7,7,"Woody Austin",84,3.98,1818,457,"EarlyPar4ScoringAverage",2009
7,7,"Charley Hoffman",97,3.98,2001,503,"EarlyPar4ScoringAverage",2009
7,7,"Justin Leonard",95,3.98,1782,448,"EarlyPar4ScoringAverage",2009
7,7,"Troy Matteson",95,3.98,2076,522,"EarlyPar4ScoringAverage",2009
7,7,"Corey Pavin",73,3.98,1754,441,"EarlyPar4ScoringAverage",2009
7,7,"Steve Stricker",81,3.98,1334,335,"EarlyPar4ScoringAverage",2009
7,7,"Scott Verplank",88,3.98,1844,463,"EarlyPar4ScoringAverage",2009
7,7,"Charlie Wi",92,3.98,1886,474,"EarlyPar4ScoringAverage",2009
7,7,"Tiger Woods",64,3.98,831,209,"EarlyPar4ScoringAverage",2009
16,16,"Jim Furyk",86,3.99,1596,400,"EarlyPar4ScoringAverage",2009
16,16,"JJ Henry",97,3.99,2265,568,"EarlyPar4ScoringAverage",2009
16,16,"Matt Kuchar",82,3.99,1429,358,"EarlyPar4ScoringAverage",2009
16,16,"James Nitties",86,3.99,1591,399,"EarlyPar4ScoringAverage",2009
16,16,"Kevin Streelman",97,3.99,2131,534,"EarlyPar4ScoringAverage",2009
21,21,"Tommy Armour III",58,4,1344,336,"EarlyPar4ScoringAverage",2009
21,21,"Angel Cabrera",55,4,1236,309,"EarlyPar4ScoringAverage",2009
21,21,"Joe Durant",62,4,1445,361,"EarlyPar4ScoringAverage",2009
21,21,"Bob Estes",78,4,1733,433,"EarlyPar4ScoringAverage",2009
21,21,"Rod Pampling",72,4,1444,361,"EarlyPar4ScoringAverage",2009
21,21,"Kenny Perry",92,4,1703,426,"EarlyPar4ScoringAverage",2009
21,21,"Scott Piercy",85,4,1580,395,"EarlyPar4ScoringAverage",2009
21,21,"Chris Riley",77,4,1786,446,"EarlyPar4ScoringAverage",2009
21,21,"Bo Van Pelt",100,4,2214,554,"EarlyPar4ScoringAverage",2009
30,30,"Jason Bohn",88,4.01,2063,514,"EarlyPar4ScoringAverage",2009
30,30,"Lucas Glover",93,4.01,1716,428,"EarlyPar4ScoringAverage",2009
30,30,"Zach Johnson",94,4.01,1762,439,"EarlyPar4ScoringAverage",2009
30,30,"Colt Knost",71,4.01,1442,360,"EarlyPar4ScoringAverage",2009
30,30,"Bryce Molder",69,4.01,1354,338,"EarlyPar4ScoringAverage",2009
30,30,"Nick OHern",90,4.01,2065,515,"EarlyPar4ScoringAverage",2009
30,30,"Greg Owen",97,4.01,2167,540,"EarlyPar4ScoringAverage",2009
30,30,"John Senden",100,4.01,2087,520,"EarlyPar4ScoringAverage",2009
