"Approachesfrom125150yards_RANKTHISWEEK_2013","Approachesfrom125150yards_RANKLASTWEEK_2013","Approachesfrom125150yards_PLAYERNAME_2013","Approachesfrom125150yards_ROUNDS_2013","Approachesfrom125150yards_AVG_2013","Approachesfrom125150yards_TOTALDISTANCEFEET_2013","Approachesfrom125150yards_OFATTEMPTS_2013","Approachesfrom125150yards_RELATIVETOPAR_2013","stat_name","year"
1,1,"Chris Kirk",89,NA,3393.5,184,-40,"Approachesfrom125150yards",2013
2,2,"Matt Every",89,NA,3164.917,160,-25,"Approachesfrom125150yards",2013
2,2,"Eric Meierdierks",48,NA,1523.917,77,-14,"Approachesfrom125150yards",2013
4,4,"Darron Stiles",51,NA,1887.667,94,-8,"Approachesfrom125150yards",2013
5,5,"Stephen Ames",49,NA,1946.167,96,-5,"Approachesfrom125150yards",2013
6,6,"Matt Kuchar",93,NA,2764.917,136,-22,"Approachesfrom125150yards",2013
6,6,"Adam Scott",61,NA,1867.25,92,-16,"Approachesfrom125150yards",2013
8,8,"Bud Cauley",67,NA,2429.5,119,-13,"Approachesfrom125150yards",2013
9,9,"Luke Donald",60,NA,1844,90,-17,"Approachesfrom125150yards",2013
9,9,"David Hearn",88,NA,2641.333,129,-31,"Approachesfrom125150yards",2013
9,9,"Jordan Spieth",82,NA,3119.833,152,-34,"Approachesfrom125150yards",2013
9,9,"Nick Watney",88,NA,3151.5,154,-19,"Approachesfrom125150yards",2013
13,13,"Justin Rose",62,NA,2200.583,107,-21,"Approachesfrom125150yards",2013
14,14,"Kevin Chappell",80,NA,3248.75,157,-29,"Approachesfrom125150yards",2013
14,14,"Rory Sabbatini",86,NA,3415.083,165,-29,"Approachesfrom125150yards",2013
16,16,"Ryan Palmer",79,NA,3550.75,171,-32,"Approachesfrom125150yards",2013
17,17,"Jim Furyk",80,NA,3085,148,-23,"Approachesfrom125150yards",2013
17,17,"Steve Stricker",51,NA,1666,80,-16,"Approachesfrom125150yards",2013
19,19,"KJ Choi",85,NA,3012.583,144,-23,"Approachesfrom125150yards",2013
20,20,"Ken Duke",87,NA,3483.75,166,-24,"Approachesfrom125150yards",2013
20,20,"Robert Karlsson",56,NA,1721.083,82,-8,"Approachesfrom125150yards",2013
20,20,"Phil Mickelson",78,NA,1994.167,95,-21,"Approachesfrom125150yards",2013
20,20,"Boo Weekley",100,NA,3713.833,177,-31,"Approachesfrom125150yards",2013
24,24,"Brad Fritsch",81,NA,3206.083,152,-22,"Approachesfrom125150yards",2013
24,24,"David Toms",49,NA,1710.25,81,-12,"Approachesfrom125150yards",2013
26,26,"Brendon de Jonge",110,NA,4888.333,230,-38,"Approachesfrom125150yards",2013
27,27,"Chad Campbell",78,NA,3354,157,-12,"Approachesfrom125150yards",2013
27,27,"Steve LeBrun",66,NA,2262.417,106,0,"Approachesfrom125150yards",2013
27,27,"Chris Stroud",88,NA,3735.083,175,-40,"Approachesfrom125150yards",2013
27,27,"Tiger Woods",61,NA,2199.083,103,-22,"Approachesfrom125150yards",2013
31,31,"Ryan Moore",72,NA,2741,128,-12,"Approachesfrom125150yards",2013
32,32,"Ben Curtis",59,NA,1825.333,85,-3,"Approachesfrom125150yards",2013
32,32,"Brian Gay",79,NA,3459.083,161,-21,"Approachesfrom125150yards",2013
32,32,"George McNeill",68,NA,3028.75,141,-19,"Approachesfrom125150yards",2013
35,35,"Jason Bohn",70,NA,3308.167,153,-25,"Approachesfrom125150yards",2013
36,36,"Charl Schwartzel",69,NA,2581.667,119,-9,"Approachesfrom125150yards",2013
36,36,"Brian Stuard",78,NA,3360.917,155,-13,"Approachesfrom125150yards",2013
36,36,"YE Yang",56,NA,2319.917,107,-6,"Approachesfrom125150yards",2013
39,39,"Richard Lee",81,NA,3344.333,154,-12,"Approachesfrom125150yards",2013
39,39,"Vaughn Taylor",50,NA,2127.667,98,-8,"Approachesfrom125150yards",2013
39,39,"Lee Williams",62,NA,2370.417,109,-7,"Approachesfrom125150yards",2013
42,42,"Ricky Barnes",74,NA,3404.083,156,-14,"Approachesfrom125150yards",2013
42,42,"Jerry Kelly",75,NA,2729.75,125,-23,"Approachesfrom125150yards",2013
42,42,"Dicky Pride",71,NA,2245.333,103,-17,"Approachesfrom125150yards",2013
42,42,"Bubba Watson",76,NA,2797.083,128,-21,"Approachesfrom125150yards",2013
46,46,"Josh Teater",86,NA,3046.167,139,-21,"Approachesfrom125150yards",2013
47,47,"Sergio Garcia",65,NA,1872.667,85,-22,"Approachesfrom125150yards",2013
47,47,"James Hahn",78,NA,3341.167,152,-10,"Approachesfrom125150yards",2013
47,47,"Dustin Johnson",71,NA,2577.25,117,-7,"Approachesfrom125150yards",2013
50,50,"Will Claxton",67,NA,2757.583,125,-14,"Approachesfrom125150yards",2013
50,50,"Webb Simpson",92,NA,3375.25,153,-23,"Approachesfrom125150yards",2013
50,50,"Kevin Stadler",83,NA,2981.75,135,-11,"Approachesfrom125150yards",2013
53,53,"James Driscoll",76,NA,3010.083,136,-28,"Approachesfrom125150yards",2013
53,53,"Lee Westwood",70,NA,2307.667,104,-6,"Approachesfrom125150yards",2013
55,55,"Matt Jones",83,NA,3471,156,-9,"Approachesfrom125150yards",2013
55,55,"David Lingmerth",68,NA,2650.333,119,-12,"Approachesfrom125150yards",2013
57,57,"Graham DeLaet",94,NA,4286.5,192,-21,"Approachesfrom125150yards",2013
57,57,"Billy Horschel",96,NA,3974.833,178,-16,"Approachesfrom125150yards",2013
57,57,"David Mathis",71,NA,3146.917,141,-13,"Approachesfrom125150yards",2013
57,57,"Henrik Norlander",70,NA,2929.667,131,-8,"Approachesfrom125150yards",2013
57,57,"Rod Pampling",46,NA,1655.5,74,0,"Approachesfrom125150yards",2013
62,62,"Scott Piercy",78,NA,3027.833,135,-3,"Approachesfrom125150yards",2013
62,62,"Brandt Snedeker",79,NA,3116.333,139,-24,"Approachesfrom125150yards",2013
64,64,"Vijay Singh",61,NA,2382.333,106,-9,"Approachesfrom125150yards",2013
64,64,"Brendan Steele",86,NA,3888,173,-18,"Approachesfrom125150yards",2013
66,66,"Brian Harman",89,NA,3747.417,166,-16,"Approachesfrom125150yards",2013
66,66,"Padraig Harrington",52,NA,1469.167,65,-6,"Approachesfrom125150yards",2013
66,66,"Justin Leonard",86,NA,3880,172,-35,"Approachesfrom125150yards",2013
66,66,"William McGirt",75,NA,3459.667,153,-18,"Approachesfrom125150yards",2013
66,66,"Chez Reavie",72,NA,3860.833,171,-7,"Approachesfrom125150yards",2013
66,66,"Kevin Streelman",86,NA,3163.25,140,-7,"Approachesfrom125150yards",2013
72,72,"Rickie Fowler",75,NA,2610,115,-22,"Approachesfrom125150yards",2013
72,72,"Scott Gardiner",61,NA,2557.167,113,-14,"Approachesfrom125150yards",2013
72,72,"Jeff Maggert",63,NA,2747.5,121,-19,"Approachesfrom125150yards",2013
72,72,"Bryce Molder",82,NA,3698.75,163,-29,"Approachesfrom125150yards",2013
72,72,"DA Points",87,NA,3170.5,140,-19,"Approachesfrom125150yards",2013
72,72,"Ian Poulter",59,NA,2065.833,91,-12,"Approachesfrom125150yards",2013
78,78,"Robert Allenby",58,NA,2498.5,110,-12,"Approachesfrom125150yards",2013
78,78,"Bobby Gates",49,NA,1776.083,78,-7,"Approachesfrom125150yards",2013
78,78,"Colt Knost",69,NA,2824.75,124,-7,"Approachesfrom125150yards",2013
81,81,"Ernie Els",63,NA,2601.333,114,-10,"Approachesfrom125150yards",2013
81,81,"David Lynn",70,NA,2417.25,106,-12,"Approachesfrom125150yards",2013
81,81,"Jeff Overton",78,NA,2900.25,127,-19,"Approachesfrom125150yards",2013
84,84,"Cameron Tringale",80,NA,3637.667,159,-16,"Approachesfrom125150yards",2013
85,85,"Ben Crane",62,NA,2549.583,111,-16,"Approachesfrom125150yards",2013
85,85,"Lucas Glover",65,NA,2459.25,107,-4,"Approachesfrom125150yards",2013
85,85,"Peter Hanson",45,NA,1518,66,-10,"Approachesfrom125150yards",2013
85,85,"Zach Johnson",84,NA,3524,153,-18,"Approachesfrom125150yards",2013
85,85,"Graeme McDowell",53,NA,1860.25,81,-11,"Approachesfrom125150yards",2013
90,90,"Justin Hicks",79,NA,3618.667,157,-17,"Approachesfrom125150yards",2013
90,90,"Ryo Ishikawa",72,NA,2540.917,110,-15,"Approachesfrom125150yards",2013
90,90,"Ben Kohles",75,NA,3001,130,-1,"Approachesfrom125150yards",2013
90,90,"Geoff Ogilvy",57,NA,1849.333,80,-10,"Approachesfrom125150yards",2013
90,90,"Bo Van Pelt",72,NA,2770.417,120,-10,"Approachesfrom125150yards",2013
95,95,"Justin Bolli",59,NA,2344,101,-13,"Approachesfrom125150yards",2013
95,95,"Michael Bradley",56,NA,2086.5,90,-5,"Approachesfrom125150yards",2013
95,95,"Jim Herman",59,NA,2828.667,122,-6,"Approachesfrom125150yards",2013
95,95,"Camilo Villegas",79,NA,3679.667,159,-16,"Approachesfrom125150yards",2013
95,95,"Charlie Wi",75,NA,3688.917,159,-9,"Approachesfrom125150yards",2013
100,100,"Trevor Immelman",73,NA,3069.667,132,-6,"Approachesfrom125150yards",2013
100,100,"Greg Owen",73,NA,3516.75,151,-6,"Approachesfrom125150yards",2013
100,100,"Pat Perez",69,NA,2789.917,120,-6,"Approachesfrom125150yards",2013
100,100,"Casey Wittenberg",72,NA,2769,119,-10,"Approachesfrom125150yards",2013
104,104,"Jason Dufner",78,NA,3035.833,130,-11,"Approachesfrom125150yards",2013
104,104,"Bob Estes",66,NA,3528.417,151,-16,"Approachesfrom125150yards",2013
104,104,"Tommy Gainey",84,NA,3714.583,159,-6,"Approachesfrom125150yards",2013
104,104,"Bill Haas",85,NA,3175.333,136,-22,"Approachesfrom125150yards",2013
104,104,"Charley Hoffman",84,NA,3693.167,158,-10,"Approachesfrom125150yards",2013
104,104,"Martin Laird",68,NA,2749.833,118,-4,"Approachesfrom125150yards",2013
104,104,"Ted Potter Jr",65,NA,2704.083,116,-15,"Approachesfrom125150yards",2013
104,104,"Nicholas Thompson",99,NA,4835.583,207,-18,"Approachesfrom125150yards",2013
112,112,"Brian Davis",91,NA,4138.917,177,-10,"Approachesfrom125150yards",2013
112,112,"Cameron Percy",68,NA,3207.417,137,-13,"Approachesfrom125150yards",2013
112,112,"Carl Pettersson",82,NA,3653.25,156,-25,"Approachesfrom125150yards",2013
112,112,"Daniel Summerhays",83,NA,3979.25,170,-18,"Approachesfrom125150yards",2013
116,116,"Erik Compton",74,NA,2941.333,125,-18,"Approachesfrom125150yards",2013
116,116,"Morgan Hoffmann",64,NA,2628.833,112,-16,"Approachesfrom125150yards",2013
116,116,"John Rollins",77,NA,3359.167,143,-9,"Approachesfrom125150yards",2013
116,116,"Jimmy Walker",84,NA,3225.167,137,-19,"Approachesfrom125150yards",2013
120,120,"Scott Brown",65,NA,3165.5,134,-3,"Approachesfrom125150yards",2013
120,120,"Nicolas Colsaerts",50,NA,1648.75,70,-1,"Approachesfrom125150yards",2013
120,120,"Andres Romero",63,NA,2713.5,115,-19,"Approachesfrom125150yards",2013
120,120,"Mark Wilson",56,NA,2519.167,107,-10,"Approachesfrom125150yards",2013
124,124,"Greg Chalmers",77,NA,3577.25,151,-5,"Approachesfrom125150yards",2013
124,124,"John Huh",88,NA,3674.167,155,-20,"Approachesfrom125150yards",2013
124,124,"Tag Ridings",69,NA,2649.833,112,-12,"Approachesfrom125150yards",2013
127,127,"Steven Bowditch",67,NA,2804.667,118,-5,"Approachesfrom125150yards",2013
127,127,"JJ Henry",83,NA,4300.333,181,-25,"Approachesfrom125150yards",2013
127,127,"Gary Woodland",94,NA,4083.667,172,-7,"Approachesfrom125150yards",2013
130,130,"DH Lee",65,NA,2856.667,120,-10,"Approachesfrom125150yards",2013
130,130,"Seung Yul Noh",71,NA,3072.667,129,-9,"Approachesfrom125150yards",2013
130,130,"Shawn Stefani",63,NA,2336,98,-2,"Approachesfrom125150yards",2013
130,130,"Aaron Watkins",46,NA,1671.083,70,-9,"Approachesfrom125150yards",2013
134,134,"Russell Henley",80,NA,3609.083,151,-18,"Approachesfrom125150yards",2013
135,135,"Scott Langley",79,NA,3623.333,151,-12,"Approachesfrom125150yards",2013
135,135,"Scott Stallings",79,NA,3380.917,141,-14,"Approachesfrom125150yards",2013
137,137,"Roberto Castro",97,NA,4356.083,181,-15,"Approachesfrom125150yards",2013
137,137,"Stewart Cink",71,NA,2792,116,-7,"Approachesfrom125150yards",2013
137,137,"Troy Matteson",68,NA,3224.75,134,-15,"Approachesfrom125150yards",2013
137,137,"Alistair Presnell",59,NA,2339.5,97,-2,"Approachesfrom125150yards",2013
137,137,"Henrik Stenson",65,NA,2092.75,87,-6,"Approachesfrom125150yards",2013
142,142,"Luke Guthrie",82,NA,2925.833,121,-11,"Approachesfrom125150yards",2013
142,142,"Martin Kaymer",61,NA,2029.583,84,-11,"Approachesfrom125150yards",2013
144,144,"Keegan Bradley",88,NA,4054.917,167,-19,"Approachesfrom125150yards",2013
144,144,"Martin Flores",83,NA,3786.417,156,-21,"Approachesfrom125150yards",2013
144,144,"Charles Howell III",87,NA,3535.5,146,-15,"Approachesfrom125150yards",2013
144,144,"Freddie Jacobson",63,NA,2258.583,93,-22,"Approachesfrom125150yards",2013
148,148,"Stuart Appleby",88,NA,4743,195,-21,"Approachesfrom125150yards",2013
148,148,"Sangmoon Bae",83,NA,4214.25,173,-5,"Approachesfrom125150yards",2013
148,148,"Jonas Blixt",76,NA,3215.333,132,-2,"Approachesfrom125150yards",2013
148,148,"Andrew Svoboda",46,NA,2116.5,87,-8,"Approachesfrom125150yards",2013
152,152,"Michael Thompson",66,NA,2883.833,118,-12,"Approachesfrom125150yards",2013
153,153,"Rory McIlroy",56,NA,1914.667,78,-11,"Approachesfrom125150yards",2013
153,153,"John Merrick",79,NA,3519.333,143,-26,"Approachesfrom125150yards",2013
155,155,"Tim Herron",45,NA,2174,88,-5,"Approachesfrom125150yards",2013
155,155,"Robert Streb",75,NA,3695.667,150,-13,"Approachesfrom125150yards",2013
157,157,"Robert Garrigus",69,NA,2113.75,85,-8,"Approachesfrom125150yards",2013
157,157,"Fabian Gomez",65,NA,3355.167,135,-9,"Approachesfrom125150yards",2013
157,157,"Jason Kokrak",78,NA,3875.667,156,-4,"Approachesfrom125150yards",2013
157,157,"DJ Trahan",48,NA,2208.917,89,-9,"Approachesfrom125150yards",2013
157,157,"Mike Weir",60,NA,2283.75,92,-6,"Approachesfrom125150yards",2013
162,162,"Aaron Baddeley",68,NA,2863,114,-9,"Approachesfrom125150yards",2013
162,162,"Harris English",95,NA,4165.167,166,-14,"Approachesfrom125150yards",2013
164,164,"Doug LaBelle II",72,NA,3472.917,138,-13,"Approachesfrom125150yards",2013
164,164,"Patrick Reed",83,NA,4100.583,163,-18,"Approachesfrom125150yards",2013
166,166,"Jason Day",86,NA,3311.25,131,-15,"Approachesfrom125150yards",2013
166,166,"Tom Gillis",69,NA,3539.833,140,-10,"Approachesfrom125150yards",2013
168,168,"Derek Ernst",58,NA,2435.167,96,1,"Approachesfrom125150yards",2013
169,169,"Sean OHair",56,NA,2496,98,0,"Approachesfrom125150yards",2013
170,170,"Hunter Mahan",91,NA,4164.917,163,-19,"Approachesfrom125150yards",2013
170,170,"Kyle Stanley",71,NA,3808,149,4,"Approachesfrom125150yards",2013
172,172,"Charlie Beljan",62,NA,3519.333,137,5,"Approachesfrom125150yards",2013
173,173,"Brandt Jobe",62,NA,3254.75,125,-2,"Approachesfrom125150yards",2013
174,174,"Tim Clark",64,NA,2351.083,90,-7,"Approachesfrom125150yards",2013
175,175,"Marc Leishman",77,NA,3537.5,135,-11,"Approachesfrom125150yards",2013
175,175,"John Senden",79,NA,3431.333,131,6,"Approachesfrom125150yards",2013
177,177,"Jin Park",52,NA,2276.583,85,-2,"Approachesfrom125150yards",2013
178,178,"Johnson Wagner",64,NA,2929.833,109,-1,"Approachesfrom125150yards",2013
179,179,"Angel Cabrera",73,NA,2989.417,110,-2,"Approachesfrom125150yards",2013
180,180,"Luke List",65,NA,3024.417,103,2,"Approachesfrom125150yards",2013
