"SandSavesfrom1020yards_RANKTHISWEEK_2015","SandSavesfrom1020yards_RANKLASTWEEK_2015","SandSavesfrom1020yards_PLAYERNAME_2015","SandSavesfrom1020yards_ROUNDS_2015","SandSavesfrom1020yards_Pct_2015","SandSavesfrom1020yards_OFSAVES_2015","SandSavesfrom1020yards_OFBUNKERS_2015","stat_name","year"
122,122,"Jim Herman",88,50.94,27,53,"SandSavesfrom1020yards",2015
122,122,"Billy Hurley III",83,50.94,27,53,"SandSavesfrom1020yards",2015
122,122,"Ryan Moore",81,50.94,27,53,"SandSavesfrom1020yards",2015
125,125,"David Lingmerth",90,50.88,29,57,"SandSavesfrom1020yards",2015
125,125,"Jeff Overton",94,50.88,29,57,"SandSavesfrom1020yards",2015
127,127,"Ben Martin",93,50.79,32,63,"SandSavesfrom1020yards",2015
128,128,"Nick Taylor",91,50.72,35,69,"SandSavesfrom1020yards",2015
129,129,"Jason Bohn",95,50,34,68,"SandSavesfrom1020yards",2015
129,129,"Greg Chalmers",58,50,17,34,"SandSavesfrom1020yards",2015
129,129,"Sergio Garcia",59,50,13,26,"SandSavesfrom1020yards",2015
129,129,"Charley Hoffman",97,50,40,80,"SandSavesfrom1020yards",2015
129,129,"Adam Scott",51,50,10,20,"SandSavesfrom1020yards",2015
134,134,"Chesson Hadley",101,49.3,35,71,"SandSavesfrom1020yards",2015
135,135,"Chris Stroud",84,49.15,29,59,"SandSavesfrom1020yards",2015
136,136,"Bubba Watson",71,48.78,20,41,"SandSavesfrom1020yards",2015
137,137,"Kevin Kisner",104,48.53,33,68,"SandSavesfrom1020yards",2015
138,138,"Justin Thomas",106,48.44,31,64,"SandSavesfrom1020yards",2015
139,139,"Matt Every",73,48.15,26,54,"SandSavesfrom1020yards",2015
140,140,"Marc Leishman",74,48,24,50,"SandSavesfrom1020yards",2015
141,141,"JJ Henry",94,47.92,23,48,"SandSavesfrom1020yards",2015
141,141,"Alex Prugh",84,47.92,23,48,"SandSavesfrom1020yards",2015
143,143,"Hudson Swafford",97,47.89,34,71,"SandSavesfrom1020yards",2015
144,144,"Retief Goosen",81,47.73,21,44,"SandSavesfrom1020yards",2015
145,145,"Morgan Hoffmann",85,47.69,31,65,"SandSavesfrom1020yards",2015
146,146,"Paul Casey",87,47.62,20,42,"SandSavesfrom1020yards",2015
147,147,"Russell Henley",87,47.54,29,61,"SandSavesfrom1020yards",2015
148,148,"Justin Leonard",61,47.22,17,36,"SandSavesfrom1020yards",2015
149,149,"Camilo Villegas",83,47.14,33,70,"SandSavesfrom1020yards",2015
150,150,"Bo Van Pelt",81,47.06,24,51,"SandSavesfrom1020yards",2015
151,151,"Patrick Rodgers",57,46.81,22,47,"SandSavesfrom1020yards",2015
152,152,"Max Homa",78,46.67,28,60,"SandSavesfrom1020yards",2015
152,152,"Scott Stallings",60,46.67,14,30,"SandSavesfrom1020yards",2015
154,154,"Tom Hoge",83,46.51,20,43,"SandSavesfrom1020yards",2015
155,155,"Boo Weekley",79,46.43,26,56,"SandSavesfrom1020yards",2015
156,156,"Davis Love III",51,46.15,18,39,"SandSavesfrom1020yards",2015
157,157,"Fabian Gomez",83,45.9,28,61,"SandSavesfrom1020yards",2015
158,158,"Jason Gore",76,45.83,22,48,"SandSavesfrom1020yards",2015
159,159,"Billy Horschel",99,45.45,25,55,"SandSavesfrom1020yards",2015
160,160,"Jim Renner",68,45.24,19,42,"SandSavesfrom1020yards",2015
161,161,"JB Holmes",89,45.1,23,51,"SandSavesfrom1020yards",2015
162,162,"Kevin Streelman",95,45,18,40,"SandSavesfrom1020yards",2015
163,163,"Gary Woodland",81,44.19,19,43,"SandSavesfrom1020yards",2015
164,164,"Jason Kokrak",88,43.9,36,82,"SandSavesfrom1020yards",2015
165,165,"Scott Pinckney",88,43.75,21,48,"SandSavesfrom1020yards",2015
165,165,"Byron Smith",59,43.75,14,32,"SandSavesfrom1020yards",2015
167,167,"Andrew Svoboda",80,43.64,24,55,"SandSavesfrom1020yards",2015
168,168,"Nicholas Thompson",90,43.33,26,60,"SandSavesfrom1020yards",2015
169,169,"Scott Piercy",90,43.1,25,58,"SandSavesfrom1020yards",2015
170,170,"Gonzalo Fdez Castano",81,42.86,21,49,"SandSavesfrom1020yards",2015
171,171,"Angel Cabrera",53,42,21,50,"SandSavesfrom1020yards",2015
172,172,"Alex Cejka",94,41.38,24,58,"SandSavesfrom1020yards",2015
173,173,"Charles Howell III",105,39.68,25,63,"SandSavesfrom1020yards",2015
174,174,"Ryan Palmer",80,39.58,19,48,"SandSavesfrom1020yards",2015
175,175,"Dustin Johnson",75,39.53,17,43,"SandSavesfrom1020yards",2015
176,176,"Derek Ernst",75,39.22,20,51,"SandSavesfrom1020yards",2015
177,177,"Brendon de Jonge",106,38.67,29,75,"SandSavesfrom1020yards",2015
178,178,"Charlie Beljan",76,38.46,20,52,"SandSavesfrom1020yards",2015
179,179,"Jason Dufner",76,37.78,17,45,"SandSavesfrom1020yards",2015
180,180,"David Hearn",97,36.07,22,61,"SandSavesfrom1020yards",2015
181,181,"Spencer Levin",99,36,18,50,"SandSavesfrom1020yards",2015
182,182,"Chez Reavie",56,33.33,11,33,"SandSavesfrom1020yards",2015
183,183,"John Merrick",78,32.5,13,40,"SandSavesfrom1020yards",2015
184,184,"Oscar Fraustro",58,32.43,12,37,"SandSavesfrom1020yards",2015
