"Front9Par5ScoringAverage_RANKTHISWEEK_2011","Front9Par5ScoringAverage_RANKLASTWEEK_2011","Front9Par5ScoringAverage_PLAYERNAME_2011","Front9Par5ScoringAverage_ROUNDS_2011","Front9Par5ScoringAverage_AVG_2011","Front9Par5ScoringAverage_TOTALSTROKES_2011","Front9Par5ScoringAverage_TOTALHOLES_2011","stat_name","year"
1,1,"Angel Cabrera",50,4.45,338,76,"Front9Par5ScoringAverage",2011
2,2,"Steve Stricker",70,4.46,468,105,"Front9Par5ScoringAverage",2011
3,3,"Bio Kim",71,4.47,478,107,"Front9Par5ScoringAverage",2011
4,4,"Aaron Baddeley",77,4.48,529,118,"Front9Par5ScoringAverage",2011
4,4,"Adam Scott",60,4.48,372,83,"Front9Par5ScoringAverage",2011
6,6,"Jason Day",76,4.49,480,107,"Front9Par5ScoringAverage",2011
6,6,"Webb Simpson",98,4.49,642,143,"Front9Par5ScoringAverage",2011
8,8,"Luke Donald",73,4.5,463,103,"Front9Par5ScoringAverage",2011
8,8,"Jim Furyk",87,4.5,567,126,"Front9Par5ScoringAverage",2011
8,8,"Lucas Glover",74,4.5,477,106,"Front9Par5ScoringAverage",2011
8,8,"JB Holmes",57,4.5,369,82,"Front9Par5ScoringAverage",2011
12,12,"Matt Kuchar",94,4.51,582,129,"Front9Par5ScoringAverage",2011
13,13,"Steve Marino",76,4.52,515,114,"Front9Par5ScoringAverage",2011
13,13,"John Merrick",71,4.52,425,94,"Front9Par5ScoringAverage",2011
13,13,"Joe Ogilvie",75,4.52,479,106,"Front9Par5ScoringAverage",2011
13,13,"Bubba Watson",85,4.52,574,127,"Front9Par5ScoringAverage",2011
17,17,"Nick Watney",80,4.53,507,112,"Front9Par5ScoringAverage",2011
18,18,"Jason Bohn",74,4.54,518,114,"Front9Par5ScoringAverage",2011
18,18,"Robert Karlsson",61,4.54,395,87,"Front9Par5ScoringAverage",2011
18,18,"Ryan Palmer",82,4.54,558,123,"Front9Par5ScoringAverage",2011
18,18,"Andres Romero",77,4.54,472,104,"Front9Par5ScoringAverage",2011
22,22,"Zach Johnson",79,4.55,519,114,"Front9Par5ScoringAverage",2011
22,22,"Spencer Levin",113,4.55,714,157,"Front9Par5ScoringAverage",2011
22,22,"Hunter Mahan",92,4.55,601,132,"Front9Par5ScoringAverage",2011
25,25,"Chris Couch",73,4.56,502,110,"Front9Par5ScoringAverage",2011
25,25,"Steve Flesch",88,4.56,538,118,"Front9Par5ScoringAverage",2011
25,25,"Bill Haas",93,4.56,615,135,"Front9Par5ScoringAverage",2011
25,25,"Sean OHair",71,4.56,424,93,"Front9Par5ScoringAverage",2011
29,29,"Robert Garrigus",83,4.57,599,131,"Front9Par5ScoringAverage",2011
29,29,"Dustin Johnson",72,4.57,503,110,"Front9Par5ScoringAverage",2011
29,29,"Jerry Kelly",85,4.57,544,119,"Front9Par5ScoringAverage",2011
29,29,"Billy Mayfair",94,4.57,631,138,"Front9Par5ScoringAverage",2011
29,29,"Brandt Snedeker",85,4.57,571,125,"Front9Par5ScoringAverage",2011
29,29,"Josh Teater",104,4.57,677,148,"Front9Par5ScoringAverage",2011
35,35,"Charles Howell III",108,4.58,700,153,"Front9Par5ScoringAverage",2011
35,35,"Matt Jones",71,4.58,499,109,"Front9Par5ScoringAverage",2011
35,35,"Jarrod Lyle",83,4.58,563,123,"Front9Par5ScoringAverage",2011
35,35,"DJ Trahan",91,4.58,586,128,"Front9Par5ScoringAverage",2011
35,35,"Cameron Tringale",110,4.58,682,149,"Front9Par5ScoringAverage",2011
35,35,"Jhonattan Vegas",84,4.58,554,121,"Front9Par5ScoringAverage",2011
41,41,"Shane Bertsch",62,4.59,399,87,"Front9Par5ScoringAverage",2011
41,41,"Matt Bettencourt",84,4.59,542,118,"Front9Par5ScoringAverage",2011
41,41,"Michael Bradley",74,4.59,482,105,"Front9Par5ScoringAverage",2011
41,41,"JP Hayes",56,4.59,395,86,"Front9Par5ScoringAverage",2011
41,41,"Troy Merritt",63,4.59,418,91,"Front9Par5ScoringAverage",2011
41,41,"Kevin Na",84,4.59,583,127,"Front9Par5ScoringAverage",2011
41,41,"Brendan Steele",89,4.59,610,133,"Front9Par5ScoringAverage",2011
41,41,"YE Yang",63,4.59,381,83,"Front9Par5ScoringAverage",2011
49,49,"Steven Bowditch",86,4.6,556,121,"Front9Par5ScoringAverage",2011
49,49,"Rickie Fowler",84,4.6,547,119,"Front9Par5ScoringAverage",2011
49,49,"Fabian Gomez",84,4.6,593,129,"Front9Par5ScoringAverage",2011
49,49,"Graeme McDowell",50,4.6,354,77,"Front9Par5ScoringAverage",2011
49,49,"George McNeill",69,4.6,460,100,"Front9Par5ScoringAverage",2011
49,49,"Carl Pettersson",95,4.6,612,133,"Front9Par5ScoringAverage",2011
49,49,"Justin Rose",79,4.6,556,121,"Front9Par5ScoringAverage",2011
49,49,"Kyle Stanley",98,4.6,653,142,"Front9Par5ScoringAverage",2011
49,49,"Bo Van Pelt",92,4.6,607,132,"Front9Par5ScoringAverage",2011
58,58,"Blake Adams",116,4.61,788,171,"Front9Par5ScoringAverage",2011
58,58,"Woody Austin",59,4.61,401,87,"Front9Par5ScoringAverage",2011
58,58,"KJ Choi",77,4.61,516,112,"Front9Par5ScoringAverage",2011
58,58,"Stewart Cink",72,4.61,535,116,"Front9Par5ScoringAverage",2011
58,58,"Bobby Gates",82,4.61,590,128,"Front9Par5ScoringAverage",2011
58,58,"Brian Gay",90,4.61,613,133,"Front9Par5ScoringAverage",2011
58,58,"Jim Herman",69,4.61,475,103,"Front9Par5ScoringAverage",2011
58,58,"Justin Leonard",82,4.61,548,119,"Front9Par5ScoringAverage",2011
58,58,"Phil Mickelson",79,4.61,544,118,"Front9Par5ScoringAverage",2011
58,58,"Jeff Overton",92,4.61,590,128,"Front9Par5ScoringAverage",2011
58,58,"Pat Perez",76,4.61,563,122,"Front9Par5ScoringAverage",2011
58,58,"Tag Ridings",87,4.61,581,126,"Front9Par5ScoringAverage",2011
58,58,"John Rollins",85,4.61,562,122,"Front9Par5ScoringAverage",2011
71,71,"Alex Cejka",59,4.62,462,100,"Front9Par5ScoringAverage",2011
71,71,"James Driscoll",71,4.62,490,106,"Front9Par5ScoringAverage",2011
71,71,"Charley Hoffman",93,4.62,675,146,"Front9Par5ScoringAverage",2011
71,71,"Brandt Jobe",100,4.62,689,149,"Front9Par5ScoringAverage",2011
71,71,"Bill Lunde",92,4.62,675,146,"Front9Par5ScoringAverage",2011
71,71,"Aron Price",58,4.62,351,76,"Front9Par5ScoringAverage",2011
71,71,"Roland Thatcher",67,4.62,448,97,"Front9Par5ScoringAverage",2011
78,78,"Ricky Barnes",78,4.63,491,106,"Front9Par5ScoringAverage",2011
78,78,"Ernie Els",71,4.63,477,103,"Front9Par5ScoringAverage",2011
78,78,"Anthony Kim",72,4.63,454,98,"Front9Par5ScoringAverage",2011
78,78,"Ryan Moore",79,4.63,509,110,"Front9Par5ScoringAverage",2011
78,78,"Rod Pampling",72,4.63,472,102,"Front9Par5ScoringAverage",2011
78,78,"Scott Piercy",78,4.63,519,112,"Front9Par5ScoringAverage",2011
78,78,"Chris Stroud",88,4.63,579,125,"Front9Par5ScoringAverage",2011
78,78,"David Toms",78,4.63,551,119,"Front9Par5ScoringAverage",2011
86,86,"Stuart Appleby",65,4.64,427,92,"Front9Par5ScoringAverage",2011
86,86,"Joseph Bramlett",73,4.64,496,107,"Front9Par5ScoringAverage",2011
86,86,"Chad Campbell",99,4.64,654,141,"Front9Par5ScoringAverage",2011
86,86,"Chris DiMarco",93,4.64,622,134,"Front9Par5ScoringAverage",2011
86,86,"Freddie Jacobson",92,4.64,635,137,"Front9Par5ScoringAverage",2011
86,86,"Sung Kang",63,4.64,436,94,"Front9Par5ScoringAverage",2011
86,86,"Alexandre Rocha",65,4.64,441,95,"Front9Par5ScoringAverage",2011
86,86,"Vijay Singh",79,4.64,529,114,"Front9Par5ScoringAverage",2011
86,86,"Gary Woodland",93,4.64,631,136,"Front9Par5ScoringAverage",2011
95,95,"Brendon de Jonge",105,4.65,697,150,"Front9Par5ScoringAverage",2011
95,95,"Kent Jones",76,4.65,488,105,"Front9Par5ScoringAverage",2011
95,95,"Martin Laird",77,4.65,544,117,"Front9Par5ScoringAverage",2011
95,95,"Heath Slocum",89,4.65,572,123,"Front9Par5ScoringAverage",2011
95,95,"Scott Stallings",84,4.65,572,123,"Front9Par5ScoringAverage",2011
95,95,"Boo Weekley",66,4.65,470,101,"Front9Par5ScoringAverage",2011
101,101,"Robert Allenby",84,4.66,555,119,"Front9Par5ScoringAverage",2011
101,101,"Kris Blanks",92,4.66,643,138,"Front9Par5ScoringAverage",2011
101,101,"Keegan Bradley",91,4.66,610,131,"Front9Par5ScoringAverage",2011
101,101,"Jonathan Byrd",83,4.66,540,116,"Front9Par5ScoringAverage",2011
101,101,"Ben Crane",76,4.66,489,105,"Front9Par5ScoringAverage",2011
101,101,"Jason Dufner",78,4.66,517,111,"Front9Par5ScoringAverage",2011
101,101,"Harrison Frazar",58,4.66,368,79,"Front9Par5ScoringAverage",2011
101,101,"Chris Kirk",87,4.66,569,122,"Front9Par5ScoringAverage",2011
101,101,"Alex Prugh",82,4.66,573,123,"Front9Par5ScoringAverage",2011
101,101,"Charl Schwartzel",58,4.66,410,88,"Front9Par5ScoringAverage",2011
101,101,"Charlie Wi",83,4.66,569,122,"Front9Par5ScoringAverage",2011
101,101,"Mark Wilson",89,4.66,587,126,"Front9Par5ScoringAverage",2011
113,113,"Cameron Beckman",71,4.67,472,101,"Front9Par5ScoringAverage",2011
113,113,"Tommy Gainey",104,4.67,687,147,"Front9Par5ScoringAverage",2011
113,113,"Tim Herron",85,4.67,575,123,"Front9Par5ScoringAverage",2011
113,113,"Ryuji Imada",83,4.67,560,120,"Front9Par5ScoringAverage",2011
113,113,"Lee Janzen",62,4.67,434,93,"Front9Par5ScoringAverage",2011
113,113,"David Mathis",83,4.67,556,119,"Front9Par5ScoringAverage",2011
113,113,"DA Points",89,4.67,602,129,"Front9Par5ScoringAverage",2011
113,113,"Ian Poulter",52,4.67,369,79,"Front9Par5ScoringAverage",2011
113,113,"Rory Sabbatini",85,4.67,598,128,"Front9Par5ScoringAverage",2011
113,113,"Paul Stankowski",78,4.67,537,115,"Front9Par5ScoringAverage",2011
113,113,"Johnson Wagner",81,4.67,546,117,"Front9Par5ScoringAverage",2011
124,124,"Rich Beem",53,4.68,370,79,"Front9Par5ScoringAverage",2011
124,124,"Hunter Haas",96,4.68,674,144,"Front9Par5ScoringAverage",2011
124,124,"Derek Lamely",65,4.68,449,96,"Front9Par5ScoringAverage",2011
124,124,"Davis Love III",70,4.68,473,101,"Front9Par5ScoringAverage",2011
124,124,"Zack Miller",86,4.68,609,130,"Front9Par5ScoringAverage",2011
124,124,"Bryce Molder",82,4.68,552,118,"Front9Par5ScoringAverage",2011
124,124,"Tim Petrovic",88,4.68,609,130,"Front9Par5ScoringAverage",2011
131,131,"DJ Brigman",67,4.69,446,95,"Front9Par5ScoringAverage",2011
131,131,"Marc Leishman",87,4.69,600,128,"Front9Par5ScoringAverage",2011
131,131,"Jim Renner",65,4.69,464,99,"Front9Par5ScoringAverage",2011
131,131,"Nate Smith",66,4.69,455,97,"Front9Par5ScoringAverage",2011
135,135,"Ben Curtis",66,4.7,423,90,"Front9Par5ScoringAverage",2011
135,135,"Steve Elkington",50,4.7,362,77,"Front9Par5ScoringAverage",2011
135,135,"Retief Goosen",50,4.7,343,73,"Front9Par5ScoringAverage",2011
135,135,"Padraig Harrington",60,4.7,414,88,"Front9Par5ScoringAverage",2011
135,135,"Scott McCarron",65,4.7,428,91,"Front9Par5ScoringAverage",2011
135,135,"John Senden",94,4.7,668,142,"Front9Par5ScoringAverage",2011
135,135,"Kevin Streelman",90,4.7,648,138,"Front9Par5ScoringAverage",2011
142,142,"Stephen Ames",69,4.71,490,104,"Front9Par5ScoringAverage",2011
142,142,"Brian Davis",105,4.71,726,154,"Front9Par5ScoringAverage",2011
142,142,"William McGirt",103,4.71,687,146,"Front9Par5ScoringAverage",2011
142,142,"Jimmy Walker",79,4.71,490,104,"Front9Par5ScoringAverage",2011
146,146,"Greg Chalmers",88,4.72,609,129,"Front9Par5ScoringAverage",2011
