"DrivingDistanceAllDrives_RANKTHISWEEK_2011","DrivingDistanceAllDrives_RANKLASTWEEK_2011","DrivingDistanceAllDrives_PLAYERNAME_2011","DrivingDistanceAllDrives_ROUNDS_2011","DrivingDistanceAllDrives_ALLDRIVES_2011","DrivingDistanceAllDrives_TOTALDISTANCE_2011","DrivingDistanceAllDrives_OFDRIVES_2011","stat_name","year"
32,32,"Bo Van Pelt",92,288.6,286547,993,"DrivingDistanceAllDrives",2011
33,33,"Aaron Baddeley",77,288.4,250304,868,"DrivingDistanceAllDrives",2011
34,34,"Jim Renner",65,288.2,213809,742,"DrivingDistanceAllDrives",2011
35,35,"John Rollins",85,288.1,288702,1002,"DrivingDistanceAllDrives",2011
36,36,"Boo Weekley",66,287.5,228861,796,"DrivingDistanceAllDrives",2011
37,37,"Davis Love III",70,287.4,209245,728,"DrivingDistanceAllDrives",2011
38,38,"Andres Romero",77,287.1,272178,948,"DrivingDistanceAllDrives",2011
38,38,"Webb Simpson",98,287.1,331866,1156,"DrivingDistanceAllDrives",2011
40,40,"James Driscoll",71,287,244545,852,"DrivingDistanceAllDrives",2011
41,41,"Kevin Chappell",78,286.9,244465,852,"DrivingDistanceAllDrives",2011
41,41,"Chris Couch",73,286.9,271449,946,"DrivingDistanceAllDrives",2011
41,41,"Charles Howell III",108,286.9,364340,1270,"DrivingDistanceAllDrives",2011
41,41,"Anthony Kim",72,286.9,234075,816,"DrivingDistanceAllDrives",2011
45,45,"Derek Lamely",65,286.6,232446,811,"DrivingDistanceAllDrives",2011
46,46,"Tommy Gainey",104,286.5,363623,1269,"DrivingDistanceAllDrives",2011
47,47,"Robert Karlsson",61,286.4,180133,629,"DrivingDistanceAllDrives",2011
48,48,"Bio Kim",71,286,231372,809,"DrivingDistanceAllDrives",2011
49,49,"Marc Leishman",87,285.9,319053,1116,"DrivingDistanceAllDrives",2011
49,49,"Zack Miller",86,285.9,298471,1044,"DrivingDistanceAllDrives",2011
51,51,"Steve Marino",76,285.8,247481,866,"DrivingDistanceAllDrives",2011
52,52,"Michael Putnam",67,285.7,211428,740,"DrivingDistanceAllDrives",2011
52,52,"Vijay Singh",79,285.7,286848,1004,"DrivingDistanceAllDrives",2011
54,54,"Scott Gutschewski",67,285.5,219816,770,"DrivingDistanceAllDrives",2011
55,55,"Brandt Jobe",100,285.4,322510,1130,"DrivingDistanceAllDrives",2011
56,56,"Kevin Stadler",88,285.3,289886,1016,"DrivingDistanceAllDrives",2011
57,57,"Chris Kirk",87,285.2,306301,1074,"DrivingDistanceAllDrives",2011
58,58,"Martin Piller",63,285.1,207250,727,"DrivingDistanceAllDrives",2011
59,59,"Hunter Mahan",92,284.9,304287,1068,"DrivingDistanceAllDrives",2011
59,59,"Rory Sabbatini",85,284.9,241892,849,"DrivingDistanceAllDrives",2011
61,61,"Joseph Bramlett",73,284.8,242688,852,"DrivingDistanceAllDrives",2011
62,62,"Bobby Gates",82,284.7,265608,933,"DrivingDistanceAllDrives",2011
62,62,"Cameron Tringale",110,284.7,385542,1354,"DrivingDistanceAllDrives",2011
62,62,"Jimmy Walker",79,284.7,302348,1062,"DrivingDistanceAllDrives",2011
65,65,"Matt Jones",71,284.5,253236,890,"DrivingDistanceAllDrives",2011
65,65,"Bill Lunde",92,284.5,306090,1076,"DrivingDistanceAllDrives",2011
67,67,"David Duval",67,284.4,229760,808,"DrivingDistanceAllDrives",2011
68,68,"Sung Kang",63,284.3,203008,714,"DrivingDistanceAllDrives",2011
69,69,"Joe Ogilvie",75,284.1,242306,853,"DrivingDistanceAllDrives",2011
70,70,"Padraig Harrington",60,284,178359,628,"DrivingDistanceAllDrives",2011
70,70,"George McNeill",69,284,229446,808,"DrivingDistanceAllDrives",2011
70,70,"John Senden",94,284,320680,1129,"DrivingDistanceAllDrives",2011
73,73,"Jonathan Byrd",83,283.9,286125,1008,"DrivingDistanceAllDrives",2011
73,73,"Charl Schwartzel",58,283.9,158985,560,"DrivingDistanceAllDrives",2011
75,75,"Billy Horschel",75,283.8,245460,865,"DrivingDistanceAllDrives",2011
76,76,"Carl Pettersson",95,283.7,357420,1260,"DrivingDistanceAllDrives",2011
76,76,"Brendan Steele",89,283.7,304942,1075,"DrivingDistanceAllDrives",2011
78,78,"Chris Stroud",88,283.6,308525,1088,"DrivingDistanceAllDrives",2011
79,79,"Pat Perez",76,283.5,276736,976,"DrivingDistanceAllDrives",2011
79,79,"Roland Thatcher",67,283.5,240667,849,"DrivingDistanceAllDrives",2011
81,81,"Robert Allenby",84,283.4,277752,980,"DrivingDistanceAllDrives",2011
82,82,"John Merrick",71,283.2,237920,840,"DrivingDistanceAllDrives",2011
83,83,"Tom Gillis",55,283.1,198204,700,"DrivingDistanceAllDrives",2011
84,84,"Chez Reavie",92,283,323458,1143,"DrivingDistanceAllDrives",2011
85,85,"Blake Adams",116,282.8,413970,1464,"DrivingDistanceAllDrives",2011
86,86,"Justin Rose",79,282.7,249356,882,"DrivingDistanceAllDrives",2011
87,87,"Ben Martin",74,282.6,256918,909,"DrivingDistanceAllDrives",2011
88,88,"Andres Gonzales",60,282.4,181877,644,"DrivingDistanceAllDrives",2011
89,89,"Stewart Cink",72,282.2,204030,723,"DrivingDistanceAllDrives",2011
89,89,"Lucas Glover",74,282.2,239864,850,"DrivingDistanceAllDrives",2011
89,89,"Sean OHair",71,282.2,236468,838,"DrivingDistanceAllDrives",2011
92,92,"Ernie Els",71,282,234069,830,"DrivingDistanceAllDrives",2011
92,92,"Tim Herron",85,282,303453,1076,"DrivingDistanceAllDrives",2011
94,94,"Ricky Barnes",78,281.9,251496,892,"DrivingDistanceAllDrives",2011
94,94,"Retief Goosen",50,281.9,156729,556,"DrivingDistanceAllDrives",2011
94,94,"Geoff Ogilvy",69,281.9,211995,752,"DrivingDistanceAllDrives",2011
97,97,"Matt Bettencourt",84,281.8,303804,1078,"DrivingDistanceAllDrives",2011
98,98,"Rod Pampling",72,281.7,236371,839,"DrivingDistanceAllDrives",2011
99,99,"Kevin Streelman",90,281.6,279368,992,"DrivingDistanceAllDrives",2011
99,99,"Steve Stricker",70,281.6,210083,746,"DrivingDistanceAllDrives",2011
99,99,"Michael Thompson",79,281.6,271993,966,"DrivingDistanceAllDrives",2011
99,99,"YE Yang",63,281.6,165580,588,"DrivingDistanceAllDrives",2011
103,103,"JJ Henry",96,281.3,309460,1100,"DrivingDistanceAllDrives",2011
103,103,"Brandt Snedeker",85,281.3,262474,933,"DrivingDistanceAllDrives",2011
105,105,"Ryan Moore",79,281.1,235020,836,"DrivingDistanceAllDrives",2011
106,106,"Camilo Villegas",69,281,224271,798,"DrivingDistanceAllDrives",2011
107,107,"David Hearn",88,280.8,298745,1064,"DrivingDistanceAllDrives",2011
108,108,"Scott McCarron",65,280.6,211592,754,"DrivingDistanceAllDrives",2011
109,109,"William McGirt",103,280.4,360335,1285,"DrivingDistanceAllDrives",2011
110,110,"Jason Dufner",78,280.3,253410,904,"DrivingDistanceAllDrives",2011
111,111,"Fabian Gomez",84,280.2,269507,962,"DrivingDistanceAllDrives",2011
112,112,"DA Points",89,280.1,289604,1034,"DrivingDistanceAllDrives",2011
113,113,"Freddie Jacobson",92,279.9,273774,978,"DrivingDistanceAllDrives",2011
113,113,"Graeme McDowell",50,279.9,146114,522,"DrivingDistanceAllDrives",2011
115,115,"Michael Bradley",74,279.8,229979,822,"DrivingDistanceAllDrives",2011
115,115,"Troy Merritt",63,279.8,222685,796,"DrivingDistanceAllDrives",2011
117,117,"Hunter Haas",96,279.7,331679,1186,"DrivingDistanceAllDrives",2011
117,117,"Alexandre Rocha",65,279.7,191885,686,"DrivingDistanceAllDrives",2011
119,119,"Chad Campbell",99,279.6,338903,1212,"DrivingDistanceAllDrives",2011
120,120,"Briny Baird",60,279.4,191643,686,"DrivingDistanceAllDrives",2011
120,120,"Cameron Beckman",71,279.4,250092,895,"DrivingDistanceAllDrives",2011
120,120,"Matt Kuchar",94,279.4,278269,996,"DrivingDistanceAllDrives",2011
123,123,"Spencer Levin",113,279.2,365776,1310,"DrivingDistanceAllDrives",2011
124,124,"Stuart Appleby",65,278.9,234290,840,"DrivingDistanceAllDrives",2011
125,125,"Jarrod Lyle",83,278.8,279892,1004,"DrivingDistanceAllDrives",2011
126,126,"Brendon de Jonge",105,278.6,357151,1282,"DrivingDistanceAllDrives",2011
127,127,"Rich Beem",53,278.5,178529,641,"DrivingDistanceAllDrives",2011
127,127,"Kevin Kisner",70,278.5,221952,797,"DrivingDistanceAllDrives",2011
129,129,"DJ Brigman",67,278.4,214361,770,"DrivingDistanceAllDrives",2011
129,129,"Brian Davis",105,278.4,356901,1282,"DrivingDistanceAllDrives",2011
129,129,"Paul Stankowski",78,278.4,253053,909,"DrivingDistanceAllDrives",2011
132,132,"JP Hayes",56,278.3,186203,669,"DrivingDistanceAllDrives",2011
133,133,"Jason Bohn",74,278.2,262032,942,"DrivingDistanceAllDrives",2011
133,133,"Vaughn Taylor",89,278.2,322186,1158,"DrivingDistanceAllDrives",2011
135,135,"Lee Janzen",62,277.9,194236,699,"DrivingDistanceAllDrives",2011
135,135,"Mark Wilson",89,277.9,270714,974,"DrivingDistanceAllDrives",2011
137,137,"Ben Crane",76,277.8,242252,872,"DrivingDistanceAllDrives",2011
138,138,"Trevor Immelman",84,277.7,259369,934,"DrivingDistanceAllDrives",2011
139,139,"Woody Austin",59,277.4,193037,696,"DrivingDistanceAllDrives",2011
140,140,"Arjun Atwal",91,277.2,322633,1164,"DrivingDistanceAllDrives",2011
140,140,"Billy Mayfair",94,277.2,329082,1187,"DrivingDistanceAllDrives",2011
142,142,"Steve Elkington",50,277.1,162380,586,"DrivingDistanceAllDrives",2011
142,142,"Shaun Micheel",77,277.1,250533,904,"DrivingDistanceAllDrives",2011
144,144,"KJ Choi",77,276.9,224318,810,"DrivingDistanceAllDrives",2011
145,145,"Ryuji Imada",83,276.6,293161,1060,"DrivingDistanceAllDrives",2011
146,146,"Justin Hicks",60,276.5,170308,616,"DrivingDistanceAllDrives",2011
147,147,"Kent Jones",76,276.3,258023,934,"DrivingDistanceAllDrives",2011
148,148,"Joe Durant",71,276.2,246071,891,"DrivingDistanceAllDrives",2011
148,148,"Charlie Wi",83,276.2,297188,1076,"DrivingDistanceAllDrives",2011
150,150,"Matt McQuillan",59,276.1,185294,671,"DrivingDistanceAllDrives",2011
151,151,"Heath Slocum",89,276,286185,1037,"DrivingDistanceAllDrives",2011
152,152,"Kris Blanks",92,275.8,319343,1158,"DrivingDistanceAllDrives",2011
153,153,"Shane Bertsch",62,275.7,200715,728,"DrivingDistanceAllDrives",2011
154,154,"Tim Petrovic",88,275.3,295725,1074,"DrivingDistanceAllDrives",2011
155,155,"Steve Flesch",88,275,299529,1089,"DrivingDistanceAllDrives",2011
155,155,"Nathan Green",81,275,268640,977,"DrivingDistanceAllDrives",2011
157,157,"Luke Donald",73,274.9,200115,728,"DrivingDistanceAllDrives",2011
158,158,"Aron Price",58,274.8,188528,686,"DrivingDistanceAllDrives",2011
159,159,"Garrett Willis",71,274.6,244668,891,"DrivingDistanceAllDrives",2011
160,160,"Chris Riley",76,274.4,260092,948,"DrivingDistanceAllDrives",2011
160,160,"David Toms",78,274.4,225003,820,"DrivingDistanceAllDrives",2011
162,162,"Stephen Ames",69,274,229065,836,"DrivingDistanceAllDrives",2011
163,163,"Jim Furyk",87,273.9,268403,980,"DrivingDistanceAllDrives",2011
164,164,"Johnson Wagner",81,273.8,267801,978,"DrivingDistanceAllDrives",2011
165,165,"Justin Leonard",82,273.7,281908,1030,"DrivingDistanceAllDrives",2011
165,165,"Ian Poulter",52,273.7,150534,550,"DrivingDistanceAllDrives",2011
167,167,"Michael Connell",76,273.6,275228,1006,"DrivingDistanceAllDrives",2011
168,168,"Zach Johnson",79,273.5,245097,896,"DrivingDistanceAllDrives",2011
168,168,"David Mathis",83,273.5,267727,979,"DrivingDistanceAllDrives",2011
170,170,"Colt Knost",80,273.4,255863,936,"DrivingDistanceAllDrives",2011
170,170,"Rocco Mediate",53,273.4,184265,674,"DrivingDistanceAllDrives",2011
172,172,"Kevin Na",84,273.3,258545,946,"DrivingDistanceAllDrives",2011
173,173,"Greg Chalmers",88,272.6,300458,1102,"DrivingDistanceAllDrives",2011
174,174,"Bryce Molder",82,272.5,269750,990,"DrivingDistanceAllDrives",2011
174,174,"Daniel Summerhays",75,272.5,250717,920,"DrivingDistanceAllDrives",2011
176,176,"Chris DiMarco",93,272.4,311912,1145,"DrivingDistanceAllDrives",2011
177,177,"Alex Cejka",59,272.3,177520,652,"DrivingDistanceAllDrives",2011
178,178,"Marc Turnesa",54,272.2,173921,639,"DrivingDistanceAllDrives",2011
179,179,"Nick OHern",89,272,288545,1061,"DrivingDistanceAllDrives",2011
180,180,"Ben Curtis",66,271.5,235092,866,"DrivingDistanceAllDrives",2011
181,181,"Nate Smith",66,271.4,201140,741,"DrivingDistanceAllDrives",2011
182,182,"Paul Goydos",81,270.4,279076,1032,"DrivingDistanceAllDrives",2011
183,183,"Dean Wilson",62,270,213869,792,"DrivingDistanceAllDrives",2011
184,184,"Jerry Kelly",85,268.9,254907,948,"DrivingDistanceAllDrives",2011
185,185,"Richard Johnson",64,268.7,202846,755,"DrivingDistanceAllDrives",2011
186,186,"Brian Gay",90,266.8,274790,1030,"DrivingDistanceAllDrives",2011
