"FirstTeeLateLowestRound_RANKTHISWEEK_2006","FirstTeeLateLowestRound_RANKLASTWEEK_2006","FirstTeeLateLowestRound_PLAYERNAME_2006","FirstTeeLateLowestRound_ROUNDS_2006","FirstTeeLateLowestRound_LOWRND_2006","stat_name","year"
1,1,"Arron Oberholser",82,60,"FirstTeeLateLowestRound",2006
2,2,"Vijay Singh",103,61,"FirstTeeLateLowestRound",2006
2,2,"David Toms",76,61,"FirstTeeLateLowestRound",2006
4,4,"Chad Campbell",91,62,"FirstTeeLateLowestRound",2006
4,4,"Fred Funk",106,62,"FirstTeeLateLowestRound",2006
4,4,"Frank Lickliter II",99,62,"FirstTeeLateLowestRound",2006
4,4,"Ryan Palmer",101,62,"FirstTeeLateLowestRound",2006
4,4,"Rory Sabbatini",84,62,"FirstTeeLateLowestRound",2006
9,9,"Eric Axley",91,63,"FirstTeeLateLowestRound",2006
9,9,"Shane Bertsch",104,63,"FirstTeeLateLowestRound",2006
9,9,"Jeff Gove",91,63,"FirstTeeLateLowestRound",2006
9,9,"JJ Henry",96,63,"FirstTeeLateLowestRound",2006
9,9,"Phil Mickelson",74,63,"FirstTeeLateLowestRound",2006
9,9,"Brett Quigley",109,63,"FirstTeeLateLowestRound",2006
9,9,"Justin Rose",98,63,"FirstTeeLateLowestRound",2006
9,9,"Chris Smith",67,63,"FirstTeeLateLowestRound",2006
9,9,"Kirk Triplett",58,63,"FirstTeeLateLowestRound",2006
9,9,"Mike Weir",88,63,"FirstTeeLateLowestRound",2006
9,9,"Tiger Woods",55,63,"FirstTeeLateLowestRound",2006
20,20,"Bart Bryant",87,64,"FirstTeeLateLowestRound",2006
20,20,"Paul Casey",26,64,"FirstTeeLateLowestRound",2006
20,20,"Alex Cejka",93,64,"FirstTeeLateLowestRound",2006
20,20,"Daniel Chopra",110,64,"FirstTeeLateLowestRound",2006
20,20,"Stewart Cink",93,64,"FirstTeeLateLowestRound",2006
20,20,"Jose Coceres",38,64,"FirstTeeLateLowestRound",2006
20,20,"Ben Crane",85,64,"FirstTeeLateLowestRound",2006
20,20,"Joe Durant",101,64,"FirstTeeLateLowestRound",2006
20,20,"Steve Flesch",119,64,"FirstTeeLateLowestRound",2006
20,20,"Jim Furyk",89,64,"FirstTeeLateLowestRound",2006
20,20,"Brian Gay",107,64,"FirstTeeLateLowestRound",2006
20,20,"Nathan Green",108,64,"FirstTeeLateLowestRound",2006
20,20,"Ryuji Imada",105,64,"FirstTeeLateLowestRound",2006
20,20,"Trevor Immelman",86,64,"FirstTeeLateLowestRound",2006
20,20,"Zach Johnson",98,64,"FirstTeeLateLowestRound",2006
20,20,"Richard Johnson",94,64,"FirstTeeLateLowestRound",2006
20,20,"Jerry Kelly",100,64,"FirstTeeLateLowestRound",2006
20,20,"Will Ma Kenzie",91,64,"FirstTeeLateLowestRound",2006
20,20,"Bob May",65,64,"FirstTeeLateLowestRound",2006
20,20,"Tom Pernice Jr",108,64,"FirstTeeLateLowestRound",2006
20,20,"Ted Purdy",103,64,"FirstTeeLateLowestRound",2006
20,20,"Chris Riley",86,64,"FirstTeeLateLowestRound",2006
20,20,"John Rollins",93,64,"FirstTeeLateLowestRound",2006
20,20,"Adam Scott",70,64,"FirstTeeLateLowestRound",2006
20,20,"John Senden",96,64,"FirstTeeLateLowestRound",2006
20,20,"Patrick Sheehan",104,64,"FirstTeeLateLowestRound",2006
20,20,"Jeff Sluman",101,64,"FirstTeeLateLowestRound",2006
20,20,"Nicholas Thompson",96,64,"FirstTeeLateLowestRound",2006
20,20,"Omar Uresti",61,64,"FirstTeeLateLowestRound",2006
20,20,"Scott Verplank",88,64,"FirstTeeLateLowestRound",2006
20,20,"Camilo Villegas",95,64,"FirstTeeLateLowestRound",2006
20,20,"Charles Warren",93,64,"FirstTeeLateLowestRound",2006
20,20,"Nick Watney",97,64,"FirstTeeLateLowestRound",2006
53,53,"Stuart Appleby",83,65,"FirstTeeLateLowestRound",2006
53,53,"Woody Austin",107,65,"FirstTeeLateLowestRound",2006
53,53,"Aaron Baddeley",78,65,"FirstTeeLateLowestRound",2006
53,53,"Doug Barron",74,65,"FirstTeeLateLowestRound",2006
53,53,"Rich Beem",85,65,"FirstTeeLateLowestRound",2006
53,53,"David Branshaw",98,65,"FirstTeeLateLowestRound",2006
53,53,"Jeff Brehaut",100,65,"FirstTeeLateLowestRound",2006
53,53,"Angel Cabrera",40,65,"FirstTeeLateLowestRound",2006
53,53,"Tim Clark",80,65,"FirstTeeLateLowestRound",2006
53,53,"John Cook",67,65,"FirstTeeLateLowestRound",2006
53,53,"Chris Couch",75,65,"FirstTeeLateLowestRound",2006
53,53,"Fred Couples",52,65,"FirstTeeLateLowestRound",2006
53,53,"James Driscoll",80,65,"FirstTeeLateLowestRound",2006
53,53,"Ernie Els",69,65,"FirstTeeLateLowestRound",2006
53,53,"Bob Estes",85,65,"FirstTeeLateLowestRound",2006
53,53,"Harrison Frazar",95,65,"FirstTeeLateLowestRound",2006
53,53,"Sergio Garcia",59,65,"FirstTeeLateLowestRound",2006
53,53,"Retief Goosen",68,65,"FirstTeeLateLowestRound",2006
53,53,"Jason Gore",86,65,"FirstTeeLateLowestRound",2006
53,53,"Bill Haas",99,65,"FirstTeeLateLowestRound",2006
