"Roundsinthe60s_RANKTHISWEEK_2007","Roundsinthe60s_RANKLASTWEEK_2007","Roundsinthe60s_PLAYERNAME_2007","Roundsinthe60s_EVENTS_2007","Roundsinthe60s_TOTALRNDS_2007","stat_name","year"
1,1,"Heath Slocum",28,43,"Roundsinthe60s",2007
2,2,"Tim Petrovic",32,42,"Roundsinthe60s",2007
2,2,"Vijay Singh",27,42,"Roundsinthe60s",2007
4,4,"Bo Van Pelt",30,41,"Roundsinthe60s",2007
5,5,"Briny Baird",31,40,"Roundsinthe60s",2007
5,5,"Sean OHair",28,40,"Roundsinthe60s",2007
5,5,"Brandt Snedeker",29,40,"Roundsinthe60s",2007
5,5,"Steve Stricker",23,40,"Roundsinthe60s",2007
9,9,"Cliff Kresge",30,37,"Roundsinthe60s",2007
9,9,"Steve Marino",31,37,"Roundsinthe60s",2007
9,9,"Billy Mayfair",30,37,"Roundsinthe60s",2007
9,9,"Joe Ogilvie",31,37,"Roundsinthe60s",2007
9,9,"Carl Pettersson",31,37,"Roundsinthe60s",2007
9,9,"Charles Warren",29,37,"Roundsinthe60s",2007
15,15,"Lucas Glover",29,36,"Roundsinthe60s",2007
15,15,"John Rollins",29,36,"Roundsinthe60s",2007
17,17,"Cameron Beckman",29,35,"Roundsinthe60s",2007
17,17,"Jerry Kelly",28,35,"Roundsinthe60s",2007
17,17,"Jesper Parnevik",27,35,"Roundsinthe60s",2007
17,17,"Pat Perez",27,35,"Roundsinthe60s",2007
21,21,"Jim Furyk",23,34,"Roundsinthe60s",2007
21,21,"Boo Weekley",29,34,"Roundsinthe60s",2007
23,23,"Robert Allenby",28,33,"Roundsinthe60s",2007
23,23,"Woody Austin",27,33,"Roundsinthe60s",2007
23,23,"KJ Choi",25,33,"Roundsinthe60s",2007
23,23,"Daniel Chopra",34,33,"Roundsinthe60s",2007
23,23,"Brian Davis",28,33,"Roundsinthe60s",2007
23,23,"Brian Gay",32,33,"Roundsinthe60s",2007
23,23,"Charley Hoffman",30,33,"Roundsinthe60s",2007
23,23,"Ryuji Imada",32,33,"Roundsinthe60s",2007
23,23,"Anthony Kim",26,33,"Roundsinthe60s",2007
23,23,"Hunter Mahan",27,33,"Roundsinthe60s",2007
23,23,"Rory Sabbatini",23,33,"Roundsinthe60s",2007
23,23,"Tiger Woods",16,33,"Roundsinthe60s",2007
35,35,"Ryan Armour",32,32,"Roundsinthe60s",2007
35,35,"Alex Cejka",25,32,"Roundsinthe60s",2007
35,35,"Ken Duke",31,32,"Roundsinthe60s",2007
35,35,"Mathew Goggin",30,32,"Roundsinthe60s",2007
35,35,"Nathan Green",29,32,"Roundsinthe60s",2007
35,35,"Bill Haas",30,32,"Roundsinthe60s",2007
35,35,"Craig Kanada",34,32,"Roundsinthe60s",2007
35,35,"Matt Kuchar",26,32,"Roundsinthe60s",2007
35,35,"Ted Purdy",33,32,"Roundsinthe60s",2007
44,44,"Robert Garrigus",28,31,"Roundsinthe60s",2007
44,44,"Jeff Gove",30,31,"Roundsinthe60s",2007
44,44,"Doug LaBelle II",33,31,"Roundsinthe60s",2007
44,44,"Will Ma Kenzie",30,31,"Roundsinthe60s",2007
44,44,"Bob Tway",32,31,"Roundsinthe60s",2007
44,44,"Camilo Villegas",24,31,"Roundsinthe60s",2007
