"Par4BirdieorBetterLeaders_RANKTHISWEEK_2011","Par4BirdieorBetterLeaders_RANKLASTWEEK_2011","Par4BirdieorBetterLeaders_PLAYERNAME_2011","Par4BirdieorBetterLeaders_ROUNDS_2011","Par4BirdieorBetterLeaders_Pct_2011","Par4BirdieorBetterLeaders_PAR4BIRDIESORBETTER_2011","Par4BirdieorBetterLeaders_PAR4HOLES_2011","stat_name","year"
1,1,"Dustin Johnson",72,20.49,158,771,"Par4BirdieorBetterLeaders",2011
2,2,"Andres Romero",77,20.24,171,845,"Par4BirdieorBetterLeaders",2011
3,3,"Rickie Fowler",84,19.91,177,889,"Par4BirdieorBetterLeaders",2011
4,4,"Steve Stricker",70,19.47,147,755,"Par4BirdieorBetterLeaders",2011
5,5,"Hunter Mahan",92,18.97,185,975,"Par4BirdieorBetterLeaders",2011
6,6,"Scott Piercy",78,18.96,161,849,"Par4BirdieorBetterLeaders",2011
7,7,"Webb Simpson",98,18.86,202,1071,"Par4BirdieorBetterLeaders",2011
8,8,"Brandt Snedeker",85,18.8,175,931,"Par4BirdieorBetterLeaders",2011
9,9,"Charley Hoffman",93,18.76,184,981,"Par4BirdieorBetterLeaders",2011
10,10,"Kyle Stanley",98,18.74,200,1067,"Par4BirdieorBetterLeaders",2011
11,11,"Retief Goosen",50,18.71,99,529,"Par4BirdieorBetterLeaders",2011
12,12,"Freddie Jacobson",92,18.58,189,1017,"Par4BirdieorBetterLeaders",2011
13,13,"David Toms",78,18.56,157,846,"Par4BirdieorBetterLeaders",2011
14,14,"Bryce Molder",82,18.53,164,885,"Par4BirdieorBetterLeaders",2011
15,15,"Aaron Baddeley",77,18.52,155,837,"Par4BirdieorBetterLeaders",2011
16,16,"Nick Watney",80,18.47,155,839,"Par4BirdieorBetterLeaders",2011
17,17,"Rory Sabbatini",85,18.42,170,923,"Par4BirdieorBetterLeaders",2011
18,18,"Luke Donald",73,18.37,135,735,"Par4BirdieorBetterLeaders",2011
19,19,"Brian Davis",105,18.36,208,1133,"Par4BirdieorBetterLeaders",2011
20,20,"Adam Scott",60,18.25,121,663,"Par4BirdieorBetterLeaders",2011
21,21,"Martin Laird",77,18.17,147,809,"Par4BirdieorBetterLeaders",2011
21,21,"Pat Perez",76,18.17,147,809,"Par4BirdieorBetterLeaders",2011
23,23,"Troy Matteson",91,18.14,176,970,"Par4BirdieorBetterLeaders",2011
24,24,"Matt Kuchar",94,18.05,176,975,"Par4BirdieorBetterLeaders",2011
25,25,"Robert Garrigus",83,18,162,900,"Par4BirdieorBetterLeaders",2011
26,26,"Graeme McDowell",50,17.99,93,517,"Par4BirdieorBetterLeaders",2011
27,27,"Lee Janzen",62,17.91,120,670,"Par4BirdieorBetterLeaders",2011
28,28,"Geoff Ogilvy",69,17.86,130,728,"Par4BirdieorBetterLeaders",2011
29,29,"Chez Reavie",92,17.84,177,992,"Par4BirdieorBetterLeaders",2011
29,29,"Gary Woodland",93,17.84,180,1009,"Par4BirdieorBetterLeaders",2011
31,31,"John Rollins",85,17.83,164,920,"Par4BirdieorBetterLeaders",2011
31,31,"Bubba Watson",85,17.83,151,847,"Par4BirdieorBetterLeaders",2011
33,33,"Ben Crane",76,17.81,145,814,"Par4BirdieorBetterLeaders",2011
34,34,"Joe Ogilvie",75,17.75,145,817,"Par4BirdieorBetterLeaders",2011
35,35,"Carl Pettersson",95,17.73,186,1049,"Par4BirdieorBetterLeaders",2011
36,36,"Tommy Gainey",104,17.72,201,1134,"Par4BirdieorBetterLeaders",2011
37,37,"Jason Dufner",78,17.68,151,854,"Par4BirdieorBetterLeaders",2011
38,38,"Bill Haas",93,17.61,177,1005,"Par4BirdieorBetterLeaders",2011
39,39,"Steven Bowditch",86,17.59,165,938,"Par4BirdieorBetterLeaders",2011
40,40,"James Driscoll",71,17.52,134,765,"Par4BirdieorBetterLeaders",2011
41,41,"Cameron Beckman",71,17.49,135,772,"Par4BirdieorBetterLeaders",2011
42,42,"Ben Martin",74,17.46,139,796,"Par4BirdieorBetterLeaders",2011
43,43,"Shane Bertsch",62,17.45,119,682,"Par4BirdieorBetterLeaders",2011
44,44,"Paul Goydos",81,17.38,151,869,"Par4BirdieorBetterLeaders",2011
45,45,"Briny Baird",60,17.37,115,662,"Par4BirdieorBetterLeaders",2011
46,46,"Jhonattan Vegas",84,17.34,159,917,"Par4BirdieorBetterLeaders",2011
47,47,"Ryan Moore",79,17.28,141,816,"Par4BirdieorBetterLeaders",2011
48,48,"Blake Adams",116,17.25,216,1252,"Par4BirdieorBetterLeaders",2011
49,49,"Brendon de Jonge",105,17.24,196,1137,"Par4BirdieorBetterLeaders",2011
49,49,"Chris Stroud",88,17.24,165,957,"Par4BirdieorBetterLeaders",2011
51,51,"JB Holmes",57,17.2,97,564,"Par4BirdieorBetterLeaders",2011
52,52,"Chris Kirk",87,17.19,163,948,"Par4BirdieorBetterLeaders",2011
53,53,"Steve Marino",76,17.17,141,821,"Par4BirdieorBetterLeaders",2011
54,54,"Jason Bohn",74,17.16,138,804,"Par4BirdieorBetterLeaders",2011
54,54,"Aron Price",58,17.16,110,641,"Par4BirdieorBetterLeaders",2011
56,56,"John Merrick",71,17.15,135,787,"Par4BirdieorBetterLeaders",2011
56,56,"Kevin Stadler",88,17.15,161,939,"Par4BirdieorBetterLeaders",2011
58,58,"Keegan Bradley",91,17.14,170,992,"Par4BirdieorBetterLeaders",2011
59,59,"Bill Lunde",92,17.13,168,981,"Par4BirdieorBetterLeaders",2011
60,60,"Chris Couch",73,17.11,134,783,"Par4BirdieorBetterLeaders",2011
61,61,"David Hearn",88,17.1,166,971,"Par4BirdieorBetterLeaders",2011
62,62,"Charlie Wi",83,17.09,154,901,"Par4BirdieorBetterLeaders",2011
63,63,"Jeff Overton",92,17.07,171,1002,"Par4BirdieorBetterLeaders",2011
64,64,"Woody Austin",59,17.03,108,634,"Par4BirdieorBetterLeaders",2011
65,65,"Rod Pampling",72,17.01,134,788,"Par4BirdieorBetterLeaders",2011
65,65,"Garrett Willis",71,17.01,131,770,"Par4BirdieorBetterLeaders",2011
67,67,"Nathan Green",81,17,151,888,"Par4BirdieorBetterLeaders",2011
68,68,"Charl Schwartzel",58,16.99,104,612,"Par4BirdieorBetterLeaders",2011
69,69,"John Senden",94,16.96,172,1014,"Par4BirdieorBetterLeaders",2011
70,70,"William McGirt",103,16.92,191,1129,"Par4BirdieorBetterLeaders",2011
71,71,"George McNeill",69,16.91,127,751,"Par4BirdieorBetterLeaders",2011
72,72,"Brandt Jobe",100,16.88,182,1078,"Par4BirdieorBetterLeaders",2011
73,73,"Kevin Chappell",78,16.84,142,843,"Par4BirdieorBetterLeaders",2011
74,74,"Arjun Atwal",91,16.82,168,999,"Par4BirdieorBetterLeaders",2011
75,75,"Anthony Kim",72,16.77,133,793,"Par4BirdieorBetterLeaders",2011
75,75,"Nick OHern",89,16.77,161,960,"Par4BirdieorBetterLeaders",2011
77,77,"Hunter Haas",96,16.76,172,1026,"Par4BirdieorBetterLeaders",2011
