"StrokesGainedTotal_RANKTHISWEEK_2014","StrokesGainedTotal_RANKLASTWEEK_2014","StrokesGainedTotal_PLAYERNAME_2014","StrokesGainedTotal_ROUNDS_2014","StrokesGainedTotal_AVERAGE_2014","StrokesGainedTotal_TOTALSGT_2014","StrokesGainedTotal_TOTALSGT2G_2014","StrokesGainedTotal_TOTALSGP_2014","StrokesGainedTotal_MEASUREDROUNDS_2014","stat_name","year"
54,54,"David Toms",64,0.46,24.858,21.893,2.97,54,"StrokesGainedTotal",2014
55,55,"David Hearn",97,0.451,36.991,11.154,25.838,82,"StrokesGainedTotal",2014
56,56,"Robert Streb",75,0.438,28.039,20.432,7.609,64,"StrokesGainedTotal",2014
57,57,"Robert Garrigus",80,0.429,31.319,27.885,3.439,73,"StrokesGainedTotal",2014
58,58,"Ben Martin",80,0.421,26.545,8.209,18.338,63,"StrokesGainedTotal",2014
59,59,"Shawn Stefani",60,0.418,23.809,32.143,-8.331,57,"StrokesGainedTotal",2014
59,59,"Chris Stroud",88,0.418,30.098,16.983,13.118,72,"StrokesGainedTotal",2014
61,61,"Freddie Jacobson",91,0.411,33.253,-23.735,56.992,81,"StrokesGainedTotal",2014
61,61,"Kevin Stadler",90,0.411,26.72,57.074,-30.351,65,"StrokesGainedTotal",2014
63,63,"JB Holmes",86,0.401,30.894,36.65,-5.753,77,"StrokesGainedTotal",2014
64,64,"Kevin Kisner",85,0.397,27.811,0.637,27.176,70,"StrokesGainedTotal",2014
65,65,"Bo Van Pelt",83,0.378,25.325,28.903,-3.574,67,"StrokesGainedTotal",2014
66,66,"Stuart Appleby",92,0.361,30.3,-10.572,40.874,84,"StrokesGainedTotal",2014
67,67,"Will Wilcox",51,0.349,13.943,22.085,-8.141,40,"StrokesGainedTotal",2014
68,68,"Scott Brown",100,0.345,28.635,11.134,17.502,83,"StrokesGainedTotal",2014
69,69,"Andrew Svoboda",77,0.344,22.707,24.413,-1.704,66,"StrokesGainedTotal",2014
70,70,"Patrick Reed",92,0.331,24.461,6.021,18.44,74,"StrokesGainedTotal",2014
71,71,"Retief Goosen",94,0.329,25.623,-1.838,27.461,78,"StrokesGainedTotal",2014
72,72,"Brian Stuard",91,0.326,24.108,3.141,20.973,74,"StrokesGainedTotal",2014
73,73,"Ryo Ishikawa",75,0.323,20.002,14.324,5.682,62,"StrokesGainedTotal",2014
74,74,"Camilo Villegas",95,0.315,26.478,26.502,-0.021,84,"StrokesGainedTotal",2014
75,75,"Billy Hurley III",86,0.309,22.216,19.404,2.815,72,"StrokesGainedTotal",2014
76,76,"Seung Yul Noh",92,0.306,22.945,32.036,-9.089,75,"StrokesGainedTotal",2014
77,77,"Ricky Barnes",92,0.302,23.518,11.286,12.237,78,"StrokesGainedTotal",2014
78,78,"Luke Guthrie",85,0.299,22.746,8.293,14.457,76,"StrokesGainedTotal",2014
79,79,"KJ Choi",80,0.293,19.63,-2.623,22.255,67,"StrokesGainedTotal",2014
80,80,"Scott Langley",95,0.284,22.474,1.289,21.185,79,"StrokesGainedTotal",2014
81,81,"Chad Campbell",57,0.275,12.663,32.617,-19.952,46,"StrokesGainedTotal",2014
82,82,"Carl Pettersson",91,0.259,22.027,33.767,-11.737,85,"StrokesGainedTotal",2014
83,83,"Heath Slocum",71,0.249,15.426,20.289,-4.862,62,"StrokesGainedTotal",2014
84,84,"Martin Kaymer",65,0.244,11.708,17.044,-5.332,48,"StrokesGainedTotal",2014
85,85,"Brendon de Jonge",109,0.224,20.596,23.559,-2.961,92,"StrokesGainedTotal",2014
85,85,"Will Ma Kenzie",82,0.224,16.386,5.114,11.273,73,"StrokesGainedTotal",2014
87,87,"Martin Flores",85,0.218,14.839,24.601,-9.76,68,"StrokesGainedTotal",2014
88,88,"Sangmoon Bae",76,0.216,14.056,-13.12,27.179,65,"StrokesGainedTotal",2014
89,89,"Angel Cabrera",69,0.205,12.493,12.056,0.439,61,"StrokesGainedTotal",2014
90,90,"Michael Thompson",74,0.149,8.923,-19.026,27.951,60,"StrokesGainedTotal",2014
91,91,"Andres Romero",81,0.145,10.473,-14.925,25.399,72,"StrokesGainedTotal",2014
92,92,"Tim Wilkinson",86,0.127,9.034,-5.534,14.569,71,"StrokesGainedTotal",2014
93,93,"Stewart Cink",91,0.113,8.122,17.521,-9.399,72,"StrokesGainedTotal",2014
93,93,"Matt Jones",83,0.113,6.793,-1.716,8.511,60,"StrokesGainedTotal",2014
95,95,"Michael Putnam",106,0.108,9.853,47.056,-37.202,91,"StrokesGainedTotal",2014
96,96,"Robert Allenby",83,0.105,7.37,18.805,-11.431,70,"StrokesGainedTotal",2014
97,97,"Tim Clark",75,0.086,5.317,3.781,1.538,62,"StrokesGainedTotal",2014
98,98,"William McGirt",96,0.079,6.596,-19.768,26.367,84,"StrokesGainedTotal",2014
99,99,"Kevin Streelman",79,0.074,4.424,4.092,0.333,60,"StrokesGainedTotal",2014
100,100,"Justin Hicks",103,0.066,5.952,-0.233,6.188,90,"StrokesGainedTotal",2014
101,101,"Brian Davis",93,0.061,4.928,-6.847,11.779,81,"StrokesGainedTotal",2014
101,101,"Jeff Overton",80,0.061,4.038,2.911,1.129,66,"StrokesGainedTotal",2014
103,103,"Brad Fritsch",50,0.06,2.342,4.29,-1.947,39,"StrokesGainedTotal",2014
104,104,"Aaron Baddeley",74,0.044,2.589,-48.855,51.445,59,"StrokesGainedTotal",2014
105,105,"Morgan Hoffmann",103,0.034,3.045,-42.474,45.523,90,"StrokesGainedTotal",2014
106,106,"Erik Compton",88,0.023,1.716,-19.413,21.133,75,"StrokesGainedTotal",2014
107,107,"Danny Lee",84,0.018,1.268,-8.47,9.737,69,"StrokesGainedTotal",2014
108,108,"Pat Perez",84,-0.004,-0.303,-19.16,18.859,75,"StrokesGainedTotal",2014
109,109,"Vijay Singh",83,-0.025,-1.868,42.119,-43.983,76,"StrokesGainedTotal",2014
110,110,"Ian Poulter",57,-0.038,-1.568,-4.327,2.759,41,"StrokesGainedTotal",2014
111,111,"Jhonattan Vegas",77,-0.056,-3.578,20.1,-23.675,64,"StrokesGainedTotal",2014
112,112,"Ted Potter Jr",68,-0.09,-5.408,7.527,-12.934,60,"StrokesGainedTotal",2014
113,113,"Troy Merritt",62,-0.099,-5.461,-6.788,1.325,55,"StrokesGainedTotal",2014
114,114,"Bud Cauley",56,-0.105,-4.832,13.065,-17.896,46,"StrokesGainedTotal",2014
115,115,"Russell Henley",92,-0.106,-7.964,-32.882,24.92,75,"StrokesGainedTotal",2014
116,116,"Charlie Wi",72,-0.108,-7.033,-14.34,7.308,65,"StrokesGainedTotal",2014
117,117,"Martin Laird",66,-0.116,-6.402,2.09,-8.49,55,"StrokesGainedTotal",2014
118,118,"Jason Bohn",81,-0.127,-9.259,-18.458,9.201,73,"StrokesGainedTotal",2014
119,119,"Greg Chalmers",85,-0.133,-9.728,-72.206,62.482,73,"StrokesGainedTotal",2014
120,120,"Andrew Loupe",65,-0.136,-6.78,-24.272,17.494,50,"StrokesGainedTotal",2014
121,121,"Chesson Hadley",84,-0.14,-9.926,-12.81,2.884,71,"StrokesGainedTotal",2014
122,122,"Josh Teater",90,-0.143,-10.71,5.679,-16.385,75,"StrokesGainedTotal",2014
123,123,"Brice Garnett",92,-0.147,-11.452,-19.923,8.475,78,"StrokesGainedTotal",2014
124,124,"Ben Crane",81,-0.152,-11.862,-22.585,10.726,78,"StrokesGainedTotal",2014
125,125,"John Huh",87,-0.169,-11.82,-0.671,-11.142,70,"StrokesGainedTotal",2014
126,126,"Ken Duke",80,-0.178,-11.759,15.212,-26.967,66,"StrokesGainedTotal",2014
127,127,"Justin Leonard",75,-0.181,-11.252,-42.002,30.751,62,"StrokesGainedTotal",2014
128,128,"Steven Bowditch",93,-0.182,-14.173,31.111,-45.28,78,"StrokesGainedTotal",2014
129,129,"Jonas Blixt",64,-0.209,-8.974,-22,13.028,43,"StrokesGainedTotal",2014
130,130,"Gonzalo Fdez Castano",83,-0.211,-14.588,-6.324,-8.265,69,"StrokesGainedTotal",2014
131,131,"Ben Curtis",77,-0.216,-13.813,-39.434,25.623,64,"StrokesGainedTotal",2014
132,132,"Louis Oosthuizen",50,-0.217,-6.517,6.368,-12.882,30,"StrokesGainedTotal",2014
133,133,"JJ Henry",91,-0.219,-17.051,-2.479,-14.566,78,"StrokesGainedTotal",2014
134,134,"Bryce Molder",77,-0.233,-14.936,-30.861,15.929,64,"StrokesGainedTotal",2014
135,135,"James Hahn",82,-0.236,-17.238,5.096,-22.332,73,"StrokesGainedTotal",2014
136,136,"Sean OHair",77,-0.244,-16.374,-21.881,5.51,67,"StrokesGainedTotal",2014
137,137,"Tyrone Van Aswegen",79,-0.247,-16.054,-17.126,1.074,65,"StrokesGainedTotal",2014
138,138,"Boo Weekley",73,-0.277,-15.526,48.974,-64.497,56,"StrokesGainedTotal",2014
139,139,"Charlie Beljan",76,-0.289,-19.35,-3.857,-15.491,67,"StrokesGainedTotal",2014
140,140,"Jonathan Byrd",76,-0.298,-19.399,-1.781,-17.614,65,"StrokesGainedTotal",2014
141,141,"Roberto Castro",76,-0.3,-17.692,4.981,-22.671,59,"StrokesGainedTotal",2014
142,142,"David Lingmerth",80,-0.307,-20.558,-14.734,-5.82,67,"StrokesGainedTotal",2014
143,143,"Hudson Swafford",75,-0.316,-18.321,-6.701,-11.617,58,"StrokesGainedTotal",2014
144,144,"Trevor Immelman",84,-0.317,-21.237,10.544,-31.78,67,"StrokesGainedTotal",2014
145,145,"Spencer Levin",59,-0.324,-16.203,-11.515,-4.683,50,"StrokesGainedTotal",2014
146,146,"Jamie Lovemark",64,-0.351,-16.487,11.031,-27.518,47,"StrokesGainedTotal",2014
147,147,"Geoff Ogilvy",84,-0.363,-26.5,-2.301,-24.193,73,"StrokesGainedTotal",2014
148,148,"Davis Love III",74,-0.418,-26.316,-3.54,-22.774,63,"StrokesGainedTotal",2014
149,149,"Richard Lee",80,-0.432,-26.374,-53.552,27.183,61,"StrokesGainedTotal",2014
150,150,"Chad Collins",78,-0.446,-27.185,-53.902,26.719,61,"StrokesGainedTotal",2014
151,151,"Brian Gay",81,-0.465,-29.278,-46.178,16.901,63,"StrokesGainedTotal",2014
152,152,"John Peterson",62,-0.48,-26.394,18.675,-45.067,55,"StrokesGainedTotal",2014
153,153,"John Merrick",87,-0.517,-37.219,3.706,-40.919,72,"StrokesGainedTotal",2014
153,153,"Nicholas Thompson",85,-0.517,-36.169,7.348,-43.514,70,"StrokesGainedTotal",2014
155,155,"Bronson La Cassie",51,-0.519,-18.682,-15.512,-3.17,36,"StrokesGainedTotal",2014
156,156,"Tommy Gainey",73,-0.521,-31.286,-32.424,1.14,60,"StrokesGainedTotal",2014
157,157,"YE Yang",79,-0.536,-32.695,-28.261,-4.43,61,"StrokesGainedTotal",2014
158,158,"Wes Roach",67,-0.554,-27.719,-27.702,-0.015,50,"StrokesGainedTotal",2014
159,159,"Johnson Wagner",69,-0.565,-32.795,-35.723,2.927,58,"StrokesGainedTotal",2014
160,160,"Rory Sabbatini",82,-0.571,-37.089,-15.923,-21.162,65,"StrokesGainedTotal",2014
161,161,"Briny Baird",50,-0.575,-25.874,-18.848,-7.024,45,"StrokesGainedTotal",2014
162,162,"Mike Weir",69,-0.626,-33.194,-46.753,13.559,53,"StrokesGainedTotal",2014
163,163,"John Rollins",84,-0.647,-43.319,-26.452,-16.864,67,"StrokesGainedTotal",2014
164,164,"Scott Stallings",77,-0.673,-42.42,-23.226,-19.191,63,"StrokesGainedTotal",2014
165,165,"Jeff Maggert",54,-0.748,-32.899,-4.204,-28.696,44,"StrokesGainedTotal",2014
166,166,"DH Lee",54,-0.796,-35.84,-36.902,1.062,45,"StrokesGainedTotal",2014
167,167,"Mark Wilson",69,-0.804,-45.826,-15.078,-30.747,57,"StrokesGainedTotal",2014
168,168,"Woody Austin",63,-0.833,-47.497,-39.687,-7.81,57,"StrokesGainedTotal",2014
169,169,"Kyle Stanley",87,-0.834,-60.021,39.718,-99.737,72,"StrokesGainedTotal",2014
169,169,"Kevin Tway",64,-0.834,-39.185,-31.827,-7.357,47,"StrokesGainedTotal",2014
171,171,"James Driscoll",71,-0.835,-48.418,-55.552,7.137,58,"StrokesGainedTotal",2014
172,172,"Jim Herman",62,-0.85,-40.778,-23.412,-17.364,48,"StrokesGainedTotal",2014
173,173,"Lucas Glover",68,-0.936,-43.979,25.325,-69.302,47,"StrokesGainedTotal",2014
174,174,"Jim Renner",61,-1.013,-52.667,-11.468,-41.196,52,"StrokesGainedTotal",2014
175,175,"DA Points",75,-1.097,-60.317,-41.397,-18.917,55,"StrokesGainedTotal",2014
176,176,"Troy Matteson",62,-1.337,-65.494,-44.81,-20.683,49,"StrokesGainedTotal",2014
177,177,"Derek Ernst",80,-1.356,-85.436,-50.277,-35.154,63,"StrokesGainedTotal",2014
