"RightRoughTendency_RANKTHISWEEK_2015","RightRoughTendency_RANKLASTWEEK_2015","RightRoughTendency_PLAYERNAME_2015","RightRoughTendency_ROUNDS_2015","RightRoughTendency_Pct_2015","RightRoughTendency_TOTALRIGHTROUGH_2015","RightRoughTendency_POSSIBLEFWYS_2015","RightRoughTendency_RELATIVETOPAR_2015","stat_name","year"
41,41,"Paul Casey",87,12.8,112,875,0.02,"RightRoughTendency",2015
42,42,"Chris Stroud",84,12.85,121,942,0.22,"RightRoughTendency",2015
43,43,"John Senden",80,12.89,92,714,0.14,"RightRoughTendency",2015
44,44,"Alex Cejka",94,12.9,141,1093,0.12,"RightRoughTendency",2015
44,44,"Brendon de Jonge",106,12.9,165,1279,0.09,"RightRoughTendency",2015
46,46,"John Huh",102,12.93,160,1237,0.18,"RightRoughTendency",2015
47,47,"Lucas Glover",79,13,130,1000,0.18,"RightRoughTendency",2015
48,48,"JJ Henry",94,13.02,137,1052,0.12,"RightRoughTendency",2015
49,49,"Brian Harman",90,13.03,142,1090,0.01,"RightRoughTendency",2015
50,50,"Steven Alker",62,13.07,91,696,0.15,"RightRoughTendency",2015
51,51,"Keegan Bradley",87,13.09,116,886,0.02,"RightRoughTendency",2015
52,52,"Johnson Wagner",68,13.24,105,793,0.02,"RightRoughTendency",2015
53,53,"Erik Compton",86,13.29,128,963,0.09,"RightRoughTendency",2015
54,54,"Carl Pettersson",106,13.34,177,1327,0.03,"RightRoughTendency",2015
55,55,"Jason Dufner",76,13.36,89,666,0.07,"RightRoughTendency",2015
55,55,"Shawn Stefani",94,13.36,162,1213,0.04,"RightRoughTendency",2015
57,57,"Eric Axley",57,13.45,80,595,0.15,"RightRoughTendency",2015
58,58,"Chris Kirk",76,13.55,106,782,0.02,"RightRoughTendency",2015
59,59,"Andres Romero",69,13.56,101,745,-0.04,"RightRoughTendency",2015
59,59,"Jordan Spieth",91,13.56,123,907,-0.08,"RightRoughTendency",2015
61,61,"Cameron Tringale",96,13.62,149,1094,0.19,"RightRoughTendency",2015
62,62,"Bill Haas",89,13.69,135,986,0.04,"RightRoughTendency",2015
63,63,"Chesson Hadley",101,13.85,171,1235,0.12,"RightRoughTendency",2015
64,64,"Kevin Na",98,13.86,136,981,0.15,"RightRoughTendency",2015
65,65,"Andrew Svoboda",80,13.89,135,972,0.22,"RightRoughTendency",2015
65,65,"Michael Thompson",83,13.89,145,1044,0.1,"RightRoughTendency",2015
67,67,"Luke Donald",71,13.9,103,741,0.1,"RightRoughTendency",2015
67,67,"Ian Poulter",68,13.9,92,662,0.09,"RightRoughTendency",2015
69,69,"Sean OHair",86,13.97,156,1117,0.1,"RightRoughTendency",2015
70,70,"Hudson Swafford",97,13.99,161,1151,0.08,"RightRoughTendency",2015
70,70,"David Toms",62,13.99,107,765,0.12,"RightRoughTendency",2015
72,72,"Jim Herman",88,14.01,150,1071,0.07,"RightRoughTendency",2015
73,73,"Boo Weekley",79,14.18,132,931,-0.07,"RightRoughTendency",2015
74,74,"Derek Ernst",75,14.22,124,872,0.06,"RightRoughTendency",2015
75,75,"Colt Knost",90,14.26,147,1031,0.14,"RightRoughTendency",2015
76,76,"Louis Oosthuizen",68,14.29,93,651,0.1,"RightRoughTendency",2015
76,76,"Pat Perez",96,14.29,164,1148,0.01,"RightRoughTendency",2015
78,78,"Lee Westwood",56,14.32,63,440,0.1,"RightRoughTendency",2015
79,79,"Justin Thomas",106,14.33,189,1319,0.05,"RightRoughTendency",2015
80,80,"Sam Saunders",83,14.37,125,870,0.13,"RightRoughTendency",2015
81,81,"Charl Schwartzel",67,14.39,82,570,0.05,"RightRoughTendency",2015
82,82,"Rory Sabbatini",81,14.4,131,910,0.02,"RightRoughTendency",2015
83,83,"Kevin Chappell",86,14.41,150,1041,0.07,"RightRoughTendency",2015
84,84,"Ben Martin",93,14.42,155,1075,0.19,"RightRoughTendency",2015
84,84,"Nicholas Thompson",90,14.42,140,971,0.15,"RightRoughTendency",2015
86,86,"Luke Guthrie",84,14.5,136,938,0.08,"RightRoughTendency",2015
86,86,"Scott Stallings",60,14.5,98,676,0,"RightRoughTendency",2015
88,88,"Jonathan Byrd",69,14.57,103,707,0.08,"RightRoughTendency",2015
88,88,"Steve Wheatcroft",87,14.57,146,1002,0.13,"RightRoughTendency",2015
90,90,"Carlos Ortiz",100,14.63,168,1148,0.08,"RightRoughTendency",2015
91,91,"Vijay Singh",78,14.66,140,955,0.13,"RightRoughTendency",2015
92,92,"Geoff Ogilvy",50,14.69,72,490,0.18,"RightRoughTendency",2015
92,92,"Alex Prugh",84,14.69,146,994,0.09,"RightRoughTendency",2015
94,94,"Steven Bowditch",103,14.77,180,1219,0.08,"RightRoughTendency",2015
95,95,"Zac Blair",108,14.86,182,1225,0.11,"RightRoughTendency",2015
96,96,"Angel Cabrera",53,15.02,88,586,0.09,"RightRoughTendency",2015
97,97,"Hideki Matsuyama",95,15.1,148,980,0.06,"RightRoughTendency",2015
98,98,"Cameron Percy",72,15.13,121,800,0.05,"RightRoughTendency",2015
99,99,"George McNeill",93,15.17,187,1233,0.02,"RightRoughTendency",2015
99,99,"Phil Mickelson",70,15.17,115,758,0.03,"RightRoughTendency",2015
101,101,"Jason Kokrak",88,15.18,167,1100,-0.06,"RightRoughTendency",2015
101,101,"Jim Renner",68,15.18,117,771,0.21,"RightRoughTendency",2015
103,103,"Rickie Fowler",76,15.21,120,789,0.13,"RightRoughTendency",2015
104,104,"Mark Hubbard",79,15.29,130,850,0.11,"RightRoughTendency",2015
105,105,"Heath Slocum",57,15.31,83,542,0.23,"RightRoughTendency",2015
106,106,"Bo Van Pelt",81,15.38,138,897,0.08,"RightRoughTendency",2015
107,107,"Daniel Summerhays",101,15.45,191,1236,0.09,"RightRoughTendency",2015
108,108,"Ernie Els",57,15.46,83,537,0.16,"RightRoughTendency",2015
109,109,"Jeff Overton",94,15.5,160,1032,0.16,"RightRoughTendency",2015
110,110,"Robert Garrigus",70,15.52,117,754,0.05,"RightRoughTendency",2015
111,111,"Brooks Koepka",84,15.55,139,894,0.06,"RightRoughTendency",2015
112,112,"Hunter Mahan",88,15.63,141,902,0.09,"RightRoughTendency",2015
113,113,"Scott Brown",97,15.67,176,1123,0.05,"RightRoughTendency",2015
114,114,"Seung Yul Noh",65,15.68,117,746,0.08,"RightRoughTendency",2015
114,114,"Nick Taylor",91,15.68,180,1148,0.13,"RightRoughTendency",2015
116,116,"Stewart Cink",77,15.69,142,905,-0.05,"RightRoughTendency",2015
117,117,"Chad Collins",79,15.77,138,875,0.06,"RightRoughTendency",2015
118,118,"KJ Choi",66,15.82,125,790,0.14,"RightRoughTendency",2015
118,118,"Brendan Steele",88,15.82,166,1049,0.01,"RightRoughTendency",2015
120,120,"Jhonattan Vegas",90,15.83,157,992,0.15,"RightRoughTendency",2015
121,121,"Nick Watney",91,15.84,178,1124,0.15,"RightRoughTendency",2015
122,122,"Andres Gonzales",90,15.85,165,1041,0.1,"RightRoughTendency",2015
122,122,"Will Wilcox",58,15.85,90,568,0.04,"RightRoughTendency",2015
124,124,"Michael Putnam",87,16.03,150,936,0.16,"RightRoughTendency",2015
125,125,"Adam Scott",51,16.06,71,442,0.18,"RightRoughTendency",2015
126,126,"James Hahn",94,16.17,175,1082,0.02,"RightRoughTendency",2015
127,127,"Ryo Ishikawa",90,16.2,167,1031,0.05,"RightRoughTendency",2015
128,128,"Gonzalo Fdez Castano",81,16.21,141,870,0.18,"RightRoughTendency",2015
129,129,"Fabian Gomez",83,16.23,156,961,0.2,"RightRoughTendency",2015
130,130,"Jamie Donaldson",50,16.25,72,443,0.07,"RightRoughTendency",2015
131,131,"Patrick Reed",103,16.27,171,1051,-0.03,"RightRoughTendency",2015
132,132,"Jason Day",75,16.29,129,792,-0.04,"RightRoughTendency",2015
133,133,"Ken Duke",93,16.3,176,1080,0.11,"RightRoughTendency",2015
134,134,"Matt Every",73,16.34,125,765,0.26,"RightRoughTendency",2015
135,135,"Harris English",105,16.35,197,1205,0.1,"RightRoughTendency",2015
136,136,"Matt Jones",89,16.36,152,929,0.06,"RightRoughTendency",2015
136,136,"Bryce Molder",91,16.36,175,1070,0.09,"RightRoughTendency",2015
138,138,"Tyrone Van Aswegen",58,16.44,95,578,0.06,"RightRoughTendency",2015
139,139,"Daniel Berger",97,16.55,190,1148,0.15,"RightRoughTendency",2015
139,139,"David Hearn",97,16.55,195,1178,0.18,"RightRoughTendency",2015
139,139,"Andrew Putnam",68,16.55,122,737,0.08,"RightRoughTendency",2015
142,142,"Jonathan Randolph",72,16.71,130,778,0.13,"RightRoughTendency",2015
143,143,"JB Holmes",89,16.72,150,897,0.04,"RightRoughTendency",2015
144,144,"DA Points",72,16.81,134,797,0,"RightRoughTendency",2015
145,145,"Oscar Fraustro",58,17,94,553,0.09,"RightRoughTendency",2015
145,145,"Dustin Johnson",75,17,127,747,-0.06,"RightRoughTendency",2015
147,147,"Scott Langley",94,17.03,187,1098,0.13,"RightRoughTendency",2015
148,148,"Tom Hoge",83,17.04,154,904,0.06,"RightRoughTendency",2015
149,149,"Charlie Beljan",76,17.26,136,788,0.16,"RightRoughTendency",2015
150,150,"Jonas Blixt",78,17.28,123,712,0.15,"RightRoughTendency",2015
151,151,"Martin Flores",95,17.32,189,1091,0.05,"RightRoughTendency",2015
152,152,"Sergio Garcia",59,17.37,86,495,0.05,"RightRoughTendency",2015
153,153,"Greg Chalmers",58,17.44,86,493,0.09,"RightRoughTendency",2015
154,154,"Ryan Palmer",80,17.45,130,745,0.02,"RightRoughTendency",2015
155,155,"Martin Laird",77,17.51,176,1005,0.14,"RightRoughTendency",2015
156,156,"Kyle Reifers",96,17.55,195,1111,0.16,"RightRoughTendency",2015
157,157,"Morgan Hoffmann",85,17.7,169,955,-0.02,"RightRoughTendency",2015
158,158,"Mark Wilson",89,17.72,199,1123,0.07,"RightRoughTendency",2015
159,159,"Bubba Watson",71,17.91,139,776,-0.13,"RightRoughTendency",2015
160,160,"Roger Sloan",56,18.03,99,549,0.17,"RightRoughTendency",2015
161,161,"Retief Goosen",81,18.09,148,818,0.11,"RightRoughTendency",2015
162,162,"Jimmy Walker",89,18.11,159,878,0.09,"RightRoughTendency",2015
163,163,"Sangmoon Bae",98,18.14,223,1229,0.13,"RightRoughTendency",2015
164,164,"Robert Streb",110,18.2,244,1341,0.05,"RightRoughTendency",2015
165,165,"Patrick Rodgers",57,18.3,116,634,0.1,"RightRoughTendency",2015
166,166,"Bill Lunde",50,18.44,92,499,0.12,"RightRoughTendency",2015
167,167,"Padraig Harrington",60,18.54,124,669,0.1,"RightRoughTendency",2015
168,168,"Gary Woodland",81,18.61,139,747,0.08,"RightRoughTendency",2015
169,169,"Troy Merritt",91,18.64,211,1132,0.18,"RightRoughTendency",2015
170,170,"Ricky Barnes",82,18.66,161,863,0.11,"RightRoughTendency",2015
171,171,"Greg Owen",58,18.71,104,556,0.07,"RightRoughTendency",2015
172,172,"Brice Garnett",81,18.81,167,888,0.19,"RightRoughTendency",2015
173,173,"Max Homa",78,18.88,162,858,0.09,"RightRoughTendency",2015
173,173,"Camilo Villegas",83,18.88,193,1022,0.11,"RightRoughTendency",2015
175,175,"Scott Pinckney",88,19.08,196,1027,0.1,"RightRoughTendency",2015
176,176,"Derek Fathauer",81,19.47,176,904,0.06,"RightRoughTendency",2015
177,177,"Charley Hoffman",97,19.49,206,1057,0,"RightRoughTendency",2015
178,178,"Scott Piercy",90,19.6,225,1148,0.12,"RightRoughTendency",2015
179,179,"Tony Finau",106,19.64,249,1268,-0.02,"RightRoughTendency",2015
180,180,"Aaron Baddeley",76,19.91,180,904,0.11,"RightRoughTendency",2015
181,181,"Whee Kim",71,20.05,155,773,0.07,"RightRoughTendency",2015
182,182,"Byron Smith",59,20.27,121,597,0.12,"RightRoughTendency",2015
183,183,"Charles Howell III",105,21.28,290,1363,0.07,"RightRoughTendency",2015
184,184,"Marc Leishman",74,22.06,165,748,0.1,"RightRoughTendency",2015
