"RightRoughTendency_RANKTHISWEEK_2007","RightRoughTendency_RANKLASTWEEK_2007","RightRoughTendency_PLAYERNAME_2007","RightRoughTendency_ROUNDS_2007","RightRoughTendency_Pct_2007","RightRoughTendency_TOTALRIGHTROUGH_2007","RightRoughTendency_POSSIBLEFWYS_2007","RightRoughTendency_RELATIVETOPAR_2007","stat_name","year"
73,73,"John Mallinger",96,12.35,165,1336,0.15,"RightRoughTendency",2007
73,73,"Chris Riley",59,12.35,95,769,0.13,"RightRoughTendency",2007
75,75,"David Branshaw",83,12.37,143,1156,0.17,"RightRoughTendency",2007
75,75,"Bubba Dickerson",51,12.37,81,655,0.15,"RightRoughTendency",2007
77,77,"Craig Kanada",109,12.38,178,1438,0.1,"RightRoughTendency",2007
78,78,"Jason Dufner",100,12.39,166,1340,0.17,"RightRoughTendency",2007
78,78,"Cliff Kresge",107,12.39,185,1493,0.06,"RightRoughTendency",2007
80,80,"Rocco Mediate",72,12.41,123,991,0.11,"RightRoughTendency",2007
81,81,"Steve Wheatcroft",73,12.45,120,964,0.17,"RightRoughTendency",2007
82,82,"Matt Hendrix",63,12.46,106,851,0.3,"RightRoughTendency",2007
83,83,"Jeff Maggert",79,12.48,138,1106,0.07,"RightRoughTendency",2007
84,84,"KJ Choi",87,12.49,124,993,0.09,"RightRoughTendency",2007
85,85,"Nick Watney",87,12.55,138,1100,0.11,"RightRoughTendency",2007
86,86,"Sean OHair",98,12.57,155,1233,0.08,"RightRoughTendency",2007
87,87,"Daisuke Maruyama",86,12.58,144,1145,0.24,"RightRoughTendency",2007
88,88,"Mathew Goggin",97,12.59,163,1295,0.11,"RightRoughTendency",2007
89,89,"Jeff Sluman",60,12.65,84,664,0.13,"RightRoughTendency",2007
90,90,"Ryan Armour",107,12.66,182,1438,0.19,"RightRoughTendency",2007
91,91,"Michael Allen",74,12.72,124,975,0.15,"RightRoughTendency",2007
92,92,"Phil Mickelson",73,12.74,105,824,0.05,"RightRoughTendency",2007
93,93,"Tom Johnson",74,12.77,128,1002,0.1,"RightRoughTendency",2007
94,94,"Richard Johnson",93,12.8,162,1266,0.2,"RightRoughTendency",2007
94,94,"Charlie Wi",90,12.8,157,1227,0.08,"RightRoughTendency",2007
96,96,"Jim Furyk",84,12.88,123,955,0.05,"RightRoughTendency",2007
97,97,"Luke Donald",69,12.89,96,745,0.23,"RightRoughTendency",2007
98,98,"Mike Weir",82,12.93,121,936,0.22,"RightRoughTendency",2007
99,99,"Davis Love III",66,12.94,100,773,0.08,"RightRoughTendency",2007
99,99,"Kevin Sutherland",85,12.94,139,1074,0.12,"RightRoughTendency",2007
101,101,"Shigeki Maruyama",84,13.02,151,1160,0.19,"RightRoughTendency",2007
102,102,"Chris DiMarco",79,13.04,118,905,0.23,"RightRoughTendency",2007
103,103,"Robert Gamez",88,13.05,153,1172,0.15,"RightRoughTendency",2007
104,104,"Paul Goydos",60,13.08,96,734,0.27,"RightRoughTendency",2007
105,105,"Rich Beem",89,13.09,141,1077,0.11,"RightRoughTendency",2007
106,106,"Kevin Na",84,13.11,154,1175,0.11,"RightRoughTendency",2007
107,107,"Joe Ogilvie",102,13.12,175,1334,0.06,"RightRoughTendency",2007
108,108,"Jeff Quinney",95,13.14,171,1301,0.25,"RightRoughTendency",2007
108,108,"Vaughn Taylor",91,13.14,141,1073,0.16,"RightRoughTendency",2007
110,110,"Ted Purdy",102,13.19,177,1342,0.11,"RightRoughTendency",2007
111,111,"John Senden",97,13.25,165,1245,-0.01,"RightRoughTendency",2007
112,112,"Michael Sim",52,13.29,97,730,0.19,"RightRoughTendency",2007
113,113,"Johnson Wagner",97,13.42,178,1326,0.15,"RightRoughTendency",2007
114,114,"Jason Bohn",57,13.49,107,793,0.27,"RightRoughTendency",2007
114,114,"Trevor Immelman",74,13.49,102,756,0.19,"RightRoughTendency",2007
116,116,"Brendon de Jonge",76,13.63,137,1005,0.22,"RightRoughTendency",2007
117,117,"Pat Perez",84,13.64,133,975,0.14,"RightRoughTendency",2007
118,118,"Ian Poulter",63,13.66,84,615,-0.02,"RightRoughTendency",2007
118,118,"Boo Weekley",101,13.66,162,1186,0.17,"RightRoughTendency",2007
120,120,"Paul Gow",70,13.67,126,922,0.13,"RightRoughTendency",2007
120,120,"Rod Pampling",92,13.67,146,1068,0.16,"RightRoughTendency",2007
122,122,"Arron Oberholser",69,13.68,103,753,0.02,"RightRoughTendency",2007
123,123,"Jonathan Byrd",73,13.72,128,933,0.27,"RightRoughTendency",2007
124,124,"DJ Trahan",99,13.76,186,1352,0.08,"RightRoughTendency",2007
125,125,"David Toms",80,13.77,122,886,0.1,"RightRoughTendency",2007
126,126,"Brian Bateman",55,13.81,91,659,0.11,"RightRoughTendency",2007
126,126,"Greg Owen",81,13.81,153,1108,0.16,"RightRoughTendency",2007
128,128,"DJ Brigman",67,13.82,114,825,0.11,"RightRoughTendency",2007
128,128,"Chad Campbell",96,13.82,151,1093,0.25,"RightRoughTendency",2007
128,128,"Freddie Jacobson",70,13.82,136,984,0.1,"RightRoughTendency",2007
131,131,"Anthony Kim",93,13.89,164,1181,0.03,"RightRoughTendency",2007
132,132,"Mathias Gronberg",95,13.96,185,1325,0.2,"RightRoughTendency",2007
133,133,"Bo Van Pelt",104,14.07,200,1421,0.08,"RightRoughTendency",2007
134,134,"Dicky Pride",71,14.09,132,937,0.2,"RightRoughTendency",2007
135,135,"JJ Henry",86,14.1,140,993,0.08,"RightRoughTendency",2007
136,136,"Tag Ridings",52,14.2,99,697,0.04,"RightRoughTendency",2007
137,137,"Ryuji Imada",104,14.32,192,1341,0.1,"RightRoughTendency",2007
138,138,"Stephen Ames",81,14.33,127,886,0.07,"RightRoughTendency",2007
139,139,"Brandt Snedeker",105,14.43,187,1296,0.07,"RightRoughTendency",2007
140,140,"John Rollins",102,14.46,180,1245,0.14,"RightRoughTendency",2007
141,141,"Bubba Watson",80,14.47,149,1030,-0.06,"RightRoughTendency",2007
142,142,"Ken Duke",112,14.51,211,1454,0.01,"RightRoughTendency",2007
143,143,"Jarrod Lyle",77,14.52,148,1019,0.11,"RightRoughTendency",2007
144,144,"JP Hayes",89,14.53,180,1239,0.15,"RightRoughTendency",2007
144,144,"Steve Lowery",74,14.53,151,1039,0.12,"RightRoughTendency",2007
146,146,"Chris Stroud",66,14.61,127,869,0.21,"RightRoughTendency",2007
147,147,"Sergio Garcia",68,14.62,114,780,0.06,"RightRoughTendency",2007
148,148,"George McNeill",95,14.64,177,1209,0.08,"RightRoughTendency",2007
149,149,"Todd Hamilton",76,14.67,135,920,0.17,"RightRoughTendency",2007
150,150,"Ryan Palmer",91,14.83,184,1241,0.11,"RightRoughTendency",2007
151,151,"Kyle Reifers",71,14.89,144,967,0.17,"RightRoughTendency",2007
152,152,"Craig Lile",77,14.94,157,1051,0.15,"RightRoughTendency",2007
153,153,"Vijay Singh",102,15.05,181,1203,0.03,"RightRoughTendency",2007
154,154,"Charley Hoffman",97,15.06,191,1268,0.11,"RightRoughTendency",2007
155,155,"Will Ma Kenzie",100,15.07,202,1340,0.15,"RightRoughTendency",2007
156,156,"Stuart Appleby",74,15.1,125,828,0.17,"RightRoughTendency",2007
156,156,"Tim Petrovic",106,15.1,219,1450,0.11,"RightRoughTendency",2007
158,158,"Billy Andrade",88,15.11,185,1224,0.17,"RightRoughTendency",2007
159,159,"Marco Dawson",73,15.14,150,991,0.11,"RightRoughTendency",2007
160,160,"Daniel Chopra",106,15.15,220,1452,0.02,"RightRoughTendency",2007
161,161,"Steve Stricker",81,15.18,140,922,0.05,"RightRoughTendency",2007
162,162,"Chris Couch",76,15.25,162,1062,0.1,"RightRoughTendency",2007
163,163,"Woody Austin",95,15.31,190,1241,0.1,"RightRoughTendency",2007
163,163,"Craig Barlow",52,15.31,111,725,0.04,"RightRoughTendency",2007
165,165,"Carl Pettersson",111,15.35,211,1375,0.03,"RightRoughTendency",2007
166,166,"Steve Allan",63,15.59,128,821,0.03,"RightRoughTendency",2007
167,167,"Jeff Overton",60,15.7,127,809,-0.06,"RightRoughTendency",2007
168,168,"Steve Marino",106,15.71,220,1400,0.05,"RightRoughTendency",2007
169,169,"Rich Barcelo",80,15.87,173,1090,0.14,"RightRoughTendency",2007
170,170,"Scott Gutschewski",67,16,141,881,0.09,"RightRoughTendency",2007
170,170,"Jason Schultz",63,16,132,825,0.18,"RightRoughTendency",2007
172,172,"Robert Allenby",90,16.04,182,1135,0.19,"RightRoughTendency",2007
173,173,"Bob Estes",88,16.1,189,1174,0.14,"RightRoughTendency",2007
174,174,"Camilo Villegas",82,16.22,162,999,0.08,"RightRoughTendency",2007
175,175,"Tim Herron",98,16.35,196,1199,0.11,"RightRoughTendency",2007
176,176,"Brett Quigley",79,16.36,151,923,0.15,"RightRoughTendency",2007
177,177,"Henrik Stenson",52,16.87,85,504,0.21,"RightRoughTendency",2007
178,178,"Troy Matteson",87,16.89,191,1131,0.15,"RightRoughTendency",2007
179,179,"Andrew Buckle",77,17.01,174,1023,0.12,"RightRoughTendency",2007
180,180,"John Merrick",92,17.06,210,1231,0.07,"RightRoughTendency",2007
181,181,"Harrison Frazar",88,17.16,197,1148,0.08,"RightRoughTendency",2007
182,182,"Adam Scott",69,17.24,131,760,0.11,"RightRoughTendency",2007
183,183,"Robert Garrigus",95,17.39,231,1328,0.01,"RightRoughTendency",2007
184,184,"Brett Wetterich",88,17.51,184,1051,0,"RightRoughTendency",2007
185,185,"Stewart Cink",91,17.66,183,1036,0.05,"RightRoughTendency",2007
186,186,"Rory Sabbatini",81,17.75,167,941,0.01,"RightRoughTendency",2007
187,187,"Charles Howell III",89,18.34,184,1003,0.1,"RightRoughTendency",2007
188,188,"Parker McLachlin",83,18.37,203,1105,0.15,"RightRoughTendency",2007
189,189,"Jose Maria Olazabal",52,18.43,103,559,0.08,"RightRoughTendency",2007
190,190,"Aaron Baddeley",83,19.06,182,955,0.1,"RightRoughTendency",2007
191,191,"Bryce Molder",56,19.18,145,756,0.16,"RightRoughTendency",2007
192,192,"John Daly",59,19.25,143,743,0.02,"RightRoughTendency",2007
193,193,"Retief Goosen",50,19.75,94,476,0.15,"RightRoughTendency",2007
194,194,"Tiger Woods",63,19.97,123,616,0,"RightRoughTendency",2007
195,195,"Geoff Ogilvy",84,20.22,182,900,0.07,"RightRoughTendency",2007
196,196,"Ernie Els",59,20.29,125,616,0,"RightRoughTendency",2007
