"Last5EventsPower_RANKTHISWEEK_2010","Last5EventsPower_RANKLASTWEEK_2010","Last5EventsPower_PLAYERNAME_2010","Last5EventsPower_EVENTS_2010","Last5EventsPower_RATING_2010","stat_name","year"
1,1,"JB Holmes",4,9.9,"Last5EventsPower",2010
1,1,"Luke List",1,9.9,"Last5EventsPower",2010
1,1,"Blake Trimble",1,9.9,"Last5EventsPower",2010
1,1,"Bubba Watson",2,9.9,"Last5EventsPower",2010
5,6,"Robert Garrigus",3,9.8,"Last5EventsPower",2010
6,7,"John Daly",3,9.7,"Last5EventsPower",2010
6,7,"Harrison Frazar",2,9.7,"Last5EventsPower",2010
6,1,"Dustin Johnson",1,9.7,"Last5EventsPower",2010
6,7,"Sam Saunders",2,9.7,"Last5EventsPower",2010
10,10,"DJ Trahan",3,9.6,"Last5EventsPower",2010
11,11,"Brett Wetterich",3,9.5,"Last5EventsPower",2010
12,12,"Steve Allan",1,9.4,"Last5EventsPower",2010
12,12,"Chris Baryla",1,9.4,"Last5EventsPower",2010
12,12,"Angel Cabrera",4,9.4,"Last5EventsPower",2010
15,15,"Rory McIlroy",3,9.3,"Last5EventsPower",2010
16,16,"Jamie Lovemark",3,9.2,"Last5EventsPower",2010
16,16,"Troy Matteson",2,9.2,"Last5EventsPower",2010
16,16,"Jimmy Walker",1,9.2,"Last5EventsPower",2010
19,19,"Charles Warren",3,9.1,"Last5EventsPower",2010
20,20,"Jason Gore",1,9,"Last5EventsPower",2010
20,20,"Alistair Presnell",1,9,"Last5EventsPower",2010
22,22,"Graham DeLaet",4,8.9,"Last5EventsPower",2010
22,22,"Alvaro Quiros",1,8.9,"Last5EventsPower",2010
22,22,"Kyle Stanley",1,8.9,"Last5EventsPower",2010
25,26,"Martin Laird",4,8.8,"Last5EventsPower",2010
25,22,"Davis Love III",4,8.8,"Last5EventsPower",2010
25,26,"Louis Oosthuizen",1,8.8,"Last5EventsPower",2010
25,26,"Tag Ridings",1,8.8,"Last5EventsPower",2010
25,26,"Cameron Tringale",1,8.8,"Last5EventsPower",2010
30,30,"Bill Haas",3,8.7,"Last5EventsPower",2010
30,30,"Scott Piercy",4,8.7,"Last5EventsPower",2010
32,33,"Charles Howell III",5,8.6,"Last5EventsPower",2010
32,33,"Gary Woodland",1,8.6,"Last5EventsPower",2010
34,35,"Jason Day",4,8.5,"Last5EventsPower",2010
34,35,"Martin Flores",3,8.5,"Last5EventsPower",2010
34,30,"Rickie Fowler",1,8.5,"Last5EventsPower",2010
34,35,"Danny Wax",1,8.5,"Last5EventsPower",2010
38,38,"Daniel Chopra",1,8.4,"Last5EventsPower",2010
38,38,"Padraig Harrington",2,8.4,"Last5EventsPower",2010
38,38,"Marc Leishman",2,8.4,"Last5EventsPower",2010
38,38,"David Lutterus",1,8.4,"Last5EventsPower",2010
38,38,"Alex Prugh",3,8.4,"Last5EventsPower",2010
43,43,"Phil Mickelson",3,8.3,"Last5EventsPower",2010
