"SandSavesfrom2030yards_RANKTHISWEEK_2007","SandSavesfrom2030yards_RANKLASTWEEK_2007","SandSavesfrom2030yards_PLAYERNAME_2007","SandSavesfrom2030yards_ROUNDS_2007","SandSavesfrom2030yards_Pct_2007","SandSavesfrom2030yards_OFSAVES_2007","SandSavesfrom2030yards_OFBUNKERS_2007","stat_name","year"
1,1,"Craig Barlow",52,88.89,8,9,"SandSavesfrom2030yards",2007
2,2,"Geoff Ogilvy",84,76.47,13,17,"SandSavesfrom2030yards",2007
3,3,"Brandt Snedeker",105,72.73,24,33,"SandSavesfrom2030yards",2007
4,4,"Ernie Els",59,70.83,17,24,"SandSavesfrom2030yards",2007
5,5,"Tim Clark",66,70.59,12,17,"SandSavesfrom2030yards",2007
6,6,"Chris Riley",59,68.75,22,32,"SandSavesfrom2030yards",2007
7,7,"Arron Oberholser",69,68.42,13,19,"SandSavesfrom2030yards",2007
8,8,"Bubba Dickerson",51,68,17,25,"SandSavesfrom2030yards",2007
9,9,"Jason Bohn",57,66.67,16,24,"SandSavesfrom2030yards",2007
10,10,"Matt Kuchar",85,64.71,22,34,"SandSavesfrom2030yards",2007
11,11,"Sergio Garcia",68,64.29,9,14,"SandSavesfrom2030yards",2007
11,11,"Tiger Woods",63,64.29,9,14,"SandSavesfrom2030yards",2007
13,13,"Justin Rose",63,63.64,14,22,"SandSavesfrom2030yards",2007
14,14,"Andrew Buckle",77,62.96,17,27,"SandSavesfrom2030yards",2007
15,15,"Phil Mickelson",73,62.5,10,16,"SandSavesfrom2030yards",2007
15,15,"Vijay Singh",102,62.5,25,40,"SandSavesfrom2030yards",2007
17,17,"Padraig Harrington",64,61.9,13,21,"SandSavesfrom2030yards",2007
18,18,"David Branshaw",83,61.54,24,39,"SandSavesfrom2030yards",2007
19,19,"Rod Pampling",92,61.11,22,36,"SandSavesfrom2030yards",2007
20,20,"Dicky Pride",71,60.71,17,28,"SandSavesfrom2030yards",2007
20,20,"Mike Weir",82,60.71,17,28,"SandSavesfrom2030yards",2007
22,22,"Eric Axley",107,60,24,40,"SandSavesfrom2030yards",2007
22,22,"John Daly",59,60,15,25,"SandSavesfrom2030yards",2007
22,22,"Rocco Mediate",72,60,15,25,"SandSavesfrom2030yards",2007
22,22,"David Toms",80,60,9,15,"SandSavesfrom2030yards",2007
26,26,"Carl Pettersson",111,59.46,22,37,"SandSavesfrom2030yards",2007
27,27,"Aaron Baddeley",83,59.38,19,32,"SandSavesfrom2030yards",2007
27,27,"Dean Wilson",92,59.38,19,32,"SandSavesfrom2030yards",2007
29,29,"Jim Furyk",84,59.26,16,27,"SandSavesfrom2030yards",2007
30,30,"Sean OHair",98,57.58,19,33,"SandSavesfrom2030yards",2007
31,31,"Ian Poulter",63,57.14,12,21,"SandSavesfrom2030yards",2007
