"DrivingAccuracyPercentage_RANKTHISWEEK_2010","DrivingAccuracyPercentage_RANKLASTWEEK_2010","DrivingAccuracyPercentage_PLAYERNAME_2010","DrivingAccuracyPercentage_ROUNDS_2010","DrivingAccuracyPercentage_Pct_2010","DrivingAccuracyPercentage_FAIRWAYSHIT_2010","DrivingAccuracyPercentage_POSSIBLEFAIRWAYS_2010","stat_name","year"
24,24,"Jason Dufner",87,69.24,842,1216,"DrivingAccuracyPercentage",2010
25,25,"Chad Campbell",95,68.88,903,1311,"DrivingAccuracyPercentage",2010
26,26,"Mark Wilson",87,68.85,798,1159,"DrivingAccuracyPercentage",2010
27,27,"Chris Riley",73,68.7,641,933,"DrivingAccuracyPercentage",2010
28,28,"Cliff Kresge",50,68.59,439,640,"DrivingAccuracyPercentage",2010
29,29,"Tom Gillis",97,68.54,926,1351,"DrivingAccuracyPercentage",2010
30,30,"Steve Stricker",73,68.5,696,1016,"DrivingAccuracyPercentage",2010
31,31,"Brian Davis",101,68.35,961,1406,"DrivingAccuracyPercentage",2010
32,32,"Rocco Mediate",71,68.27,654,958,"DrivingAccuracyPercentage",2010
33,33,"Vaughn Taylor",87,68.26,828,1213,"DrivingAccuracyPercentage",2010
34,34,"Scott Verplank",74,68.16,700,1027,"DrivingAccuracyPercentage",2010
35,35,"Steve Elkington",74,68.01,640,941,"DrivingAccuracyPercentage",2010
36,36,"Ryan Moore",80,67.99,754,1109,"DrivingAccuracyPercentage",2010
36,36,"Kenny Perry",69,67.99,650,956,"DrivingAccuracyPercentage",2010
38,38,"Hunter Mahan",85,67.94,801,1179,"DrivingAccuracyPercentage",2010
39,39,"Matt Kuchar",97,67.89,907,1336,"DrivingAccuracyPercentage",2010
40,40,"Jeff Maggert",76,67.55,639,946,"DrivingAccuracyPercentage",2010
41,41,"Tim Petrovic",105,67.37,989,1468,"DrivingAccuracyPercentage",2010
41,41,"Dean Wilson",54,67.37,450,668,"DrivingAccuracyPercentage",2010
43,43,"Scott McCarron",90,67.36,842,1250,"DrivingAccuracyPercentage",2010
44,44,"Brent Delahoussaye",57,67.28,477,709,"DrivingAccuracyPercentage",2010
45,45,"Aron Price",70,67.23,601,894,"DrivingAccuracyPercentage",2010
46,46,"John Senden",103,67.22,970,1443,"DrivingAccuracyPercentage",2010
47,47,"Boo Weekley",88,67.14,750,1117,"DrivingAccuracyPercentage",2010
48,48,"Tom Pernice Jr",74,66.95,622,929,"DrivingAccuracyPercentage",2010
49,49,"Jason Bohn",84,66.89,782,1169,"DrivingAccuracyPercentage",2010
49,49,"Kevin Sutherland",86,66.89,798,1193,"DrivingAccuracyPercentage",2010
51,51,"Kris Blanks",91,66.87,773,1156,"DrivingAccuracyPercentage",2010
52,52,"Blake Adams",84,66.84,762,1140,"DrivingAccuracyPercentage",2010
53,53,"John Merrick",109,66.71,942,1412,"DrivingAccuracyPercentage",2010
54,54,"Woody Austin",93,66.48,823,1238,"DrivingAccuracyPercentage",2010
55,55,"Stephen Ames",75,66.47,686,1032,"DrivingAccuracyPercentage",2010
56,56,"Kevin Na",94,66.46,864,1300,"DrivingAccuracyPercentage",2010
57,57,"Will Ma Kenzie",72,66.33,666,1004,"DrivingAccuracyPercentage",2010
58,58,"Justin Bolli",55,66.28,452,682,"DrivingAccuracyPercentage",2010
59,59,"Steve Flesch",78,66.02,678,1027,"DrivingAccuracyPercentage",2010
60,60,"KJ Choi",82,65.99,720,1091,"DrivingAccuracyPercentage",2010
61,61,"Charles Warren",64,65.93,534,810,"DrivingAccuracyPercentage",2010
62,62,"Chris Couch",66,65.87,606,920,"DrivingAccuracyPercentage",2010
63,63,"James Nitties",92,65.69,785,1195,"DrivingAccuracyPercentage",2010
64,64,"Kevin Streelman",90,65.64,787,1199,"DrivingAccuracyPercentage",2010
65,65,"Brendon de Jonge",114,65.51,965,1473,"DrivingAccuracyPercentage",2010
66,66,"Briny Baird",87,65.45,756,1155,"DrivingAccuracyPercentage",2010
66,66,"Rod Pampling",77,65.45,701,1071,"DrivingAccuracyPercentage",2010
68,68,"Paul Stankowski",62,65.38,493,754,"DrivingAccuracyPercentage",2010
69,69,"Mathew Goggin",85,65.24,775,1188,"DrivingAccuracyPercentage",2010
70,70,"Pat Perez",90,65.23,820,1257,"DrivingAccuracyPercentage",2010
70,70,"Bo Van Pelt",104,65.23,953,1461,"DrivingAccuracyPercentage",2010
72,72,"Justin Rose",78,65.17,711,1091,"DrivingAccuracyPercentage",2010
73,73,"Spencer Levin",110,65.12,924,1419,"DrivingAccuracyPercentage",2010
74,74,"JJ Henry",92,65.07,760,1168,"DrivingAccuracyPercentage",2010
75,75,"JP Hayes",79,64.91,677,1043,"DrivingAccuracyPercentage",2010
76,76,"Retief Goosen",75,64.79,646,997,"DrivingAccuracyPercentage",2010
77,77,"Robert Allenby",76,64.75,676,1044,"DrivingAccuracyPercentage",2010
78,78,"Henrik Bjornstad",72,64.74,595,919,"DrivingAccuracyPercentage",2010
78,78,"Graham DeLaet",88,64.74,740,1143,"DrivingAccuracyPercentage",2010
80,80,"John Rollins",81,64.58,733,1135,"DrivingAccuracyPercentage",2010
81,81,"DA Points",90,64.52,811,1257,"DrivingAccuracyPercentage",2010
82,82,"YE Yang",72,64.31,638,992,"DrivingAccuracyPercentage",2010
83,83,"Mathias Gronberg",61,64.28,493,767,"DrivingAccuracyPercentage",2010
84,84,"Brandt Snedeker",89,64.27,795,1237,"DrivingAccuracyPercentage",2010
85,85,"Davis Love III",79,64.2,712,1109,"DrivingAccuracyPercentage",2010
86,86,"Rickie Fowler",98,64.19,882,1374,"DrivingAccuracyPercentage",2010
86,86,"Charlie Wi",95,64.19,848,1321,"DrivingAccuracyPercentage",2010
88,88,"Bill Haas",87,64.17,779,1214,"DrivingAccuracyPercentage",2010
89,89,"Steve Wheatcroft",74,64.12,588,917,"DrivingAccuracyPercentage",2010
90,90,"Trevor Immelman",55,64.07,494,771,"DrivingAccuracyPercentage",2010
91,91,"Nicholas Thompson",88,64.04,748,1168,"DrivingAccuracyPercentage",2010
92,92,"Stewart Cink",84,63.98,723,1130,"DrivingAccuracyPercentage",2010
92,92,"Sean OHair",84,63.98,739,1155,"DrivingAccuracyPercentage",2010
94,94,"Kevin Johnson",62,63.85,498,780,"DrivingAccuracyPercentage",2010
95,95,"Sergio Garcia",58,63.75,466,731,"DrivingAccuracyPercentage",2010
96,96,"Cameron Beckman",68,63.72,569,893,"DrivingAccuracyPercentage",2010
97,97,"Josh Teater",101,63.69,877,1377,"DrivingAccuracyPercentage",2010
98,98,"Michael Letzig",84,63.47,742,1169,"DrivingAccuracyPercentage",2010
99,99,"Michael Connell",89,63.4,717,1131,"DrivingAccuracyPercentage",2010
99,99,"Jarrod Lyle",54,63.4,407,642,"DrivingAccuracyPercentage",2010
101,101,"Michael Sim",64,63.35,560,884,"DrivingAccuracyPercentage",2010
102,102,"Vijay Singh",75,63.28,660,1043,"DrivingAccuracyPercentage",2010
103,103,"Bryce Molder",84,63.16,703,1113,"DrivingAccuracyPercentage",2010
104,104,"Ryuji Imada",90,63.11,792,1255,"DrivingAccuracyPercentage",2010
105,105,"Brian Stuard",81,63.09,658,1043,"DrivingAccuracyPercentage",2010
106,106,"Chris Tidland",77,63.08,644,1021,"DrivingAccuracyPercentage",2010
107,107,"Chris Stroud",90,62.98,718,1140,"DrivingAccuracyPercentage",2010
108,108,"Jeff Gove",57,62.96,447,710,"DrivingAccuracyPercentage",2010
108,108,"Kevin Stadler",86,62.96,685,1088,"DrivingAccuracyPercentage",2010
110,110,"Adam Scott",70,62.93,601,955,"DrivingAccuracyPercentage",2010
111,111,"Lucas Glover",75,62.84,656,1044,"DrivingAccuracyPercentage",2010
112,112,"Carl Pettersson",99,62.82,794,1264,"DrivingAccuracyPercentage",2010
113,113,"Ian Poulter",55,62.72,434,692,"DrivingAccuracyPercentage",2010
114,114,"Shaun Micheel",70,62.67,544,868,"DrivingAccuracyPercentage",2010
115,115,"Rory McIlroy",54,62.64,461,736,"DrivingAccuracyPercentage",2010
116,116,"Nick Watney",91,62.63,776,1239,"DrivingAccuracyPercentage",2010
117,117,"Johnson Wagner",85,62.59,706,1128,"DrivingAccuracyPercentage",2010
118,118,"Roger Tambellini",77,62.57,600,959,"DrivingAccuracyPercentage",2010
119,119,"Greg Kraft",52,62.5,400,640,"DrivingAccuracyPercentage",2010
120,120,"Luke Donald",71,62.36,593,951,"DrivingAccuracyPercentage",2010
121,121,"Mark Calcavecchia",50,62.18,370,595,"DrivingAccuracyPercentage",2010
122,122,"Freddie Jacobson",83,62.16,721,1160,"DrivingAccuracyPercentage",2010
123,123,"Matt Every",60,62.06,499,804,"DrivingAccuracyPercentage",2010
124,124,"Steve Marino",81,61.96,707,1141,"DrivingAccuracyPercentage",2010
125,125,"Steve Lowery",67,61.9,541,874,"DrivingAccuracyPercentage",2010
126,126,"Jerod Turner",54,61.66,394,639,"DrivingAccuracyPercentage",2010
126,126,"Camilo Villegas",78,61.66,624,1012,"DrivingAccuracyPercentage",2010
128,128,"Charley Hoffman",85,61.59,712,1156,"DrivingAccuracyPercentage",2010
129,129,"Jonathan Byrd",85,61.54,728,1183,"DrivingAccuracyPercentage",2010
130,130,"Greg Owen",69,61.46,590,960,"DrivingAccuracyPercentage",2010
131,131,"Andrew McLardy",52,61.43,411,669,"DrivingAccuracyPercentage",2010
132,132,"Bob Estes",79,61.41,673,1096,"DrivingAccuracyPercentage",2010
133,133,"DJ Trahan",92,61.4,789,1285,"DrivingAccuracyPercentage",2010
134,134,"Paul Casey",64,61.31,504,822,"DrivingAccuracyPercentage",2010
135,135,"Nathan Green",86,61,732,1200,"DrivingAccuracyPercentage",2010
136,136,"Jeev Milkha Singh",59,60.94,440,722,"DrivingAccuracyPercentage",2010
137,137,"Bill Lunde",79,60.71,632,1041,"DrivingAccuracyPercentage",2010
138,138,"Garth Mulroy",53,60.7,414,682,"DrivingAccuracyPercentage",2010
139,139,"Ted Purdy",86,60.61,691,1140,"DrivingAccuracyPercentage",2010
140,140,"Webb Simpson",98,60.47,823,1361,"DrivingAccuracyPercentage",2010
141,141,"Michael Bradley",77,60.37,617,1022,"DrivingAccuracyPercentage",2010
142,142,"Troy Matteson",84,60.36,711,1178,"DrivingAccuracyPercentage",2010
143,143,"Rory Sabbatini",79,60.28,642,1065,"DrivingAccuracyPercentage",2010
144,144,"Chad Collins",87,60.27,663,1100,"DrivingAccuracyPercentage",2010
144,144,"Martin Laird",91,60.27,769,1276,"DrivingAccuracyPercentage",2010
146,146,"Brett Quigley",96,60.26,796,1321,"DrivingAccuracyPercentage",2010
147,147,"Ernie Els",72,60.16,592,984,"DrivingAccuracyPercentage",2010
148,148,"Roland Thatcher",72,60.04,601,1001,"DrivingAccuracyPercentage",2010
149,149,"Chris Wilson",65,59.93,492,821,"DrivingAccuracyPercentage",2010
150,150,"Lee Janzen",77,59.91,641,1070,"DrivingAccuracyPercentage",2010
151,151,"Greg Chalmers",93,59.8,772,1291,"DrivingAccuracyPercentage",2010
152,152,"Stuart Appleby",101,59.75,824,1379,"DrivingAccuracyPercentage",2010
153,153,"Brad Faxon",58,59.47,446,750,"DrivingAccuracyPercentage",2010
154,154,"Troy Merritt",86,59.37,694,1169,"DrivingAccuracyPercentage",2010
155,155,"Joe Ogilvie",99,59.32,767,1293,"DrivingAccuracyPercentage",2010
156,156,"Cameron Percy",73,58.93,561,952,"DrivingAccuracyPercentage",2010
157,157,"Cameron Tringale",55,58.71,401,683,"DrivingAccuracyPercentage",2010
158,158,"Alex Prugh",88,58.4,699,1197,"DrivingAccuracyPercentage",2010
159,159,"Ricky Barnes",103,58.37,840,1439,"DrivingAccuracyPercentage",2010
159,159,"Marc Leishman",87,58.37,715,1225,"DrivingAccuracyPercentage",2010
161,161,"Geoff Ogilvy",62,57.94,489,844,"DrivingAccuracyPercentage",2010
162,162,"Brett Wetterich",54,57.82,436,754,"DrivingAccuracyPercentage",2010
163,163,"Jason Day",82,57.78,665,1151,"DrivingAccuracyPercentage",2010
164,164,"Ryan Palmer",84,57.23,669,1169,"DrivingAccuracyPercentage",2010
165,165,"Matt Bettencourt",91,57.16,659,1153,"DrivingAccuracyPercentage",2010
166,166,"David Duval",71,57.08,548,960,"DrivingAccuracyPercentage",2010
167,167,"Matt Jones",89,57.07,706,1237,"DrivingAccuracyPercentage",2010
168,168,"James Driscoll",78,56.96,618,1085,"DrivingAccuracyPercentage",2010
169,169,"Padraig Harrington",57,56.7,444,783,"DrivingAccuracyPercentage",2010
170,170,"Aaron Baddeley",94,56.65,741,1308,"DrivingAccuracyPercentage",2010
171,171,"David Lutterus",69,56.61,497,878,"DrivingAccuracyPercentage",2010
172,172,"Dustin Johnson",83,56.35,652,1157,"DrivingAccuracyPercentage",2010
173,173,"Scott Piercy",88,56.03,688,1228,"DrivingAccuracyPercentage",2010
174,174,"Vance Veazey",58,55.88,404,723,"DrivingAccuracyPercentage",2010
175,175,"Robert Garrigus",71,55.73,506,908,"DrivingAccuracyPercentage",2010
176,176,"Bubba Watson",77,55.67,599,1076,"DrivingAccuracyPercentage",2010
177,177,"Jeff Overton",89,55.44,662,1194,"DrivingAccuracyPercentage",2010
178,178,"Andres Romero",73,55.05,561,1019,"DrivingAccuracyPercentage",2010
179,179,"Brenden Pappas",66,54.94,473,861,"DrivingAccuracyPercentage",2010
180,180,"Derek Lamely",81,54.84,572,1043,"DrivingAccuracyPercentage",2010
181,181,"Charles Howell III",103,54.58,751,1376,"DrivingAccuracyPercentage",2010
182,182,"Angel Cabrera",64,54.49,485,890,"DrivingAccuracyPercentage",2010
183,183,"JB Holmes",100,54.45,764,1403,"DrivingAccuracyPercentage",2010
184,184,"George McNeill",79,54.34,601,1106,"DrivingAccuracyPercentage",2010
185,185,"Mike Weir",59,53.83,429,797,"DrivingAccuracyPercentage",2010
186,186,"Tim Herron",79,53.49,544,1017,"DrivingAccuracyPercentage",2010
187,187,"Rich Barcelo",70,52.8,471,892,"DrivingAccuracyPercentage",2010
188,188,"Phil Mickelson",76,52.66,564,1071,"DrivingAccuracyPercentage",2010
189,189,"John Daly",63,52.21,402,770,"DrivingAccuracyPercentage",2010
190,190,"Jimmy Walker",82,51.29,555,1082,"DrivingAccuracyPercentage",2010
191,191,"Daniel Chopra",74,51.27,526,1026,"DrivingAccuracyPercentage",2010
192,192,"Martin Flores",75,50.15,496,989,"DrivingAccuracyPercentage",2010
