"Approach_RANKTHISWEEK_2012","Approach_RANKLASTWEEK_2012","Approach_PLAYERNAME_2012","Approach_ROUNDS_2012","Approach_AVGRTP_2012","stat_name","year"
59,59,"Pat Perez",81,-0.152,"Approach",2012
60,60,"Brendon de Jonge",115,-0.151,"Approach",2012
60,60,"Rickie Fowler",84,-0.151,"Approach",2012
62,62,"Bill Lunde",83,-0.147,"Approach",2012
62,62,"George McNeill",85,-0.147,"Approach",2012
62,62,"John Rollins",81,-0.147,"Approach",2012
65,65,"Padraig Harrington",67,-0.146,"Approach",2012
66,66,"Nathan Green",73,-0.145,"Approach",2012
66,66,"Richard Lee",71,-0.145,"Approach",2012
66,66,"Marc Leishman",84,-0.145,"Approach",2012
66,66,"Justin Leonard",79,-0.145,"Approach",2012
66,66,"Ted Potter Jr",77,-0.145,"Approach",2012
71,71,"Matt Kuchar",86,-0.144,"Approach",2012
71,71,"YE Yang",64,-0.144,"Approach",2012
73,73,"Jeff Maggert",83,-0.141,"Approach",2012
73,73,"Rod Pampling",88,-0.141,"Approach",2012
73,73,"Kyle Reifers",86,-0.141,"Approach",2012
76,76,"Aaron Baddeley",73,-0.139,"Approach",2012
76,76,"Garth Mulroy",59,-0.139,"Approach",2012
78,78,"Ricky Barnes",92,-0.138,"Approach",2012
78,78,"Angel Cabrera",54,-0.138,"Approach",2012
78,78,"Steve Stricker",73,-0.138,"Approach",2012
81,81,"Bill Haas",79,-0.135,"Approach",2012
81,81,"John Mallinger",74,-0.135,"Approach",2012
81,81,"DA Points",88,-0.135,"Approach",2012
84,84,"Kevin Kisner",69,-0.134,"Approach",2012
85,85,"Bryce Molder",83,-0.133,"Approach",2012
86,86,"Kevin Stadler",85,-0.132,"Approach",2012
87,87,"Roberto Castro",92,-0.13,"Approach",2012
88,88,"Ryan Moore",89,-0.129,"Approach",2012
89,89,"Tommy Biershenk",74,-0.128,"Approach",2012
90,90,"David Hearn",95,-0.124,"Approach",2012
90,90,"Billy Hurley III",70,-0.124,"Approach",2012
92,92,"Johnson Wagner",88,-0.121,"Approach",2012
93,93,"Blake Adams",107,-0.119,"Approach",2012
94,94,"Alexandre Rocha",62,-0.118,"Approach",2012
94,94,"Tiger Woods",69,-0.118,"Approach",2012
96,96,"Tommy Gainey",98,-0.117,"Approach",2012
97,97,"Ben Crane",73,-0.114,"Approach",2012
97,97,"Kyle Stanley",86,-0.114,"Approach",2012
97,97,"Lee Westwood",60,-0.114,"Approach",2012
100,100,"Charlie Beljan",61,-0.113,"Approach",2012
100,100,"Keegan Bradley",90,-0.113,"Approach",2012
100,100,"Billy Mayfair",90,-0.113,"Approach",2012
103,103,"Chris Kirk",93,-0.111,"Approach",2012
104,104,"Chris DiMarco",83,-0.11,"Approach",2012
104,104,"Bobby Gates",87,-0.11,"Approach",2012
106,106,"Ian Poulter",57,-0.108,"Approach",2012
107,107,"JB Holmes",90,-0.107,"Approach",2012
108,108,"Jason Day",57,-0.106,"Approach",2012
108,108,"Dustin Johnson",70,-0.106,"Approach",2012
108,108,"Bo Van Pelt",84,-0.106,"Approach",2012
111,111,"Andres Romero",68,-0.104,"Approach",2012
112,112,"Chez Reavie",83,-0.102,"Approach",2012
112,112,"Brendan Steele",77,-0.102,"Approach",2012
114,114,"Miguel Angel Carballo",73,-0.101,"Approach",2012
114,114,"Troy Kelly",68,-0.101,"Approach",2012
114,114,"Rory Sabbatini",84,-0.101,"Approach",2012
114,114,"Mark Wilson",84,-0.101,"Approach",2012
118,118,"Matt Every",80,-0.099,"Approach",2012
119,119,"Charles Howell III",98,-0.097,"Approach",2012
120,120,"Graham DeLaet",79,-0.096,"Approach",2012
121,121,"Erik Compton",81,-0.095,"Approach",2012
122,122,"Gavin Coles",72,-0.093,"Approach",2012
122,122,"Camilo Villegas",79,-0.093,"Approach",2012
124,124,"Scott Brown",65,-0.092,"Approach",2012
124,124,"Harris English",98,-0.092,"Approach",2012
124,124,"Freddie Jacobson",61,-0.092,"Approach",2012
124,124,"Roland Thatcher",55,-0.092,"Approach",2012
128,128,"JJ Henry",93,-0.091,"Approach",2012
128,128,"Troy Matteson",100,-0.091,"Approach",2012
130,130,"Kevin Chappell",91,-0.09,"Approach",2012
131,131,"Tom Gillis",75,-0.089,"Approach",2012
132,132,"Greg Chalmers",88,-0.087,"Approach",2012
133,133,"Billy Horschel",63,-0.086,"Approach",2012
133,133,"Edward Loar",59,-0.086,"Approach",2012
135,135,"Chad Campbell",84,-0.084,"Approach",2012
135,135,"Ernie Els",80,-0.084,"Approach",2012
137,137,"Kevin Na",80,-0.083,"Approach",2012
137,137,"Scott Piercy",95,-0.083,"Approach",2012
139,139,"Jason Kokrak",79,-0.082,"Approach",2012
140,140,"Sergio Garcia",57,-0.08,"Approach",2012
141,141,"Boo Weekley",74,-0.079,"Approach",2012
142,142,"Stephen Ames",54,-0.076,"Approach",2012
142,142,"Adam Scott",59,-0.076,"Approach",2012
144,144,"Marco Dawson",60,-0.075,"Approach",2012
145,145,"Davis Love III",64,-0.073,"Approach",2012
146,146,"Hunter Haas",69,-0.072,"Approach",2012
147,147,"Seung Yul Noh",105,-0.071,"Approach",2012
148,148,"Chris Stroud",86,-0.07,"Approach",2012
148,148,"Cameron Tringale",88,-0.07,"Approach",2012
150,150,"Brian Harman",101,-0.066,"Approach",2012
151,151,"Scott Stallings",78,-0.065,"Approach",2012
151,151,"Michael Thompson",80,-0.065,"Approach",2012
153,153,"Tom Pernice Jr",62,-0.063,"Approach",2012
154,154,"Dicky Pride",62,-0.06,"Approach",2012
155,155,"Brendon Todd",78,-0.058,"Approach",2012
156,156,"Tim Herron",88,-0.056,"Approach",2012
157,157,"Sung Kang",75,-0.055,"Approach",2012
158,158,"Mark Anderson",75,-0.053,"Approach",2012
159,159,"Robert Allenby",76,-0.052,"Approach",2012
159,159,"Cameron Beckman",81,-0.052,"Approach",2012
161,161,"JJ Killeen",101,-0.05,"Approach",2012
161,161,"DJ Trahan",73,-0.05,"Approach",2012
163,163,"Michael Bradley",63,-0.049,"Approach",2012
163,163,"Kevin Streelman",89,-0.049,"Approach",2012
165,165,"Robert Garrigus",89,-0.045,"Approach",2012
165,165,"Robert Karlsson",54,-0.045,"Approach",2012
167,167,"Arjun Atwal",79,-0.043,"Approach",2012
167,167,"Stephen Gangluff",57,-0.043,"Approach",2012
169,169,"Geoff Ogilvy",73,-0.042,"Approach",2012
170,170,"Henrik Stenson",51,-0.041,"Approach",2012
171,171,"Kris Blanks",65,-0.037,"Approach",2012
171,171,"Scott Dunlap",57,-0.037,"Approach",2012
173,173,"Colt Knost",79,-0.035,"Approach",2012
174,174,"Patrick Sheehan",58,-0.034,"Approach",2012
175,175,"Jhonattan Vegas",77,-0.033,"Approach",2012
176,176,"Bud Cauley",99,-0.032,"Approach",2012
177,177,"Trevor Immelman",76,-0.03,"Approach",2012
178,178,"Kyle Thompson",51,-0.029,"Approach",2012
179,179,"Chris Couch",61,-0.025,"Approach",2012
180,180,"James Driscoll",83,-0.02,"Approach",2012
181,181,"Hunter Mahan",88,-0.018,"Approach",2012
182,182,"Stewart Cink",71,-0.017,"Approach",2012
183,183,"Harrison Frazar",56,-0.016,"Approach",2012
184,184,"David Toms",60,-0.015,"Approach",2012
185,185,"Bob Estes",78,-0.012,"Approach",2012
186,186,"Derek Lamely",64,-0.008,"Approach",2012
187,187,"Ryo Ishikawa",54,0,"Approach",2012
188,188,"Matt Jones",53,0.009,"Approach",2012
189,189,"Gary Woodland",70,0.031,"Approach",2012
190,190,"Sangmoon Bae",81,0.034,"Approach",2012
191,191,"Brandt Jobe",57,0.069,"Approach",2012
