"Approach_RANKTHISWEEK_2012","Approach_RANKLASTWEEK_2012","Approach_PLAYERNAME_2012","Approach_ROUNDS_2012","Approach_AVGRTP_2012","stat_name","year"
1,1,"Zach Johnson",95,-0.273,"Approach",2012
2,2,"Will Claxton",99,-0.251,"Approach",2012
3,3,"Brandt Snedeker",81,-0.243,"Approach",2012
4,4,"David Mathis",83,-0.238,"Approach",2012
5,5,"Jonathan Byrd",69,-0.235,"Approach",2012
6,6,"Charlie Wi",86,-0.224,"Approach",2012
7,7,"Ben Curtis",62,-0.22,"Approach",2012
8,8,"Charley Hoffman",88,-0.219,"Approach",2012
9,9,"Graeme McDowell",55,-0.214,"Approach",2012
10,10,"Charl Schwartzel",56,-0.213,"Approach",2012
11,11,"Jason Dufner",83,-0.21,"Approach",2012
11,11,"William McGirt",96,-0.21,"Approach",2012
11,11,"Steve Wheatcroft",56,-0.21,"Approach",2012
14,14,"Jonas Blixt",72,-0.208,"Approach",2012
14,14,"Bubba Watson",68,-0.208,"Approach",2012
16,16,"John Senden",81,-0.207,"Approach",2012
17,17,"Nick OHern",78,-0.206,"Approach",2012
18,18,"John Daly",50,-0.203,"Approach",2012
19,19,"Phil Mickelson",79,-0.198,"Approach",2012
20,20,"Brian Gay",91,-0.197,"Approach",2012
21,21,"Justin Rose",69,-0.196,"Approach",2012
22,22,"Ken Duke",104,-0.191,"Approach",2012
23,23,"Sean OHair",84,-0.19,"Approach",2012
23,23,"Vaughn Taylor",81,-0.19,"Approach",2012
25,25,"Rocco Mediate",70,-0.185,"Approach",2012
26,26,"KJ Choi",71,-0.183,"Approach",2012
27,27,"Martin Flores",95,-0.181,"Approach",2012
28,28,"Stuart Appleby",75,-0.179,"Approach",2012
28,28,"John Merrick",83,-0.179,"Approach",2012
30,30,"Luke Donald",63,-0.178,"Approach",2012
30,30,"Martin Laird",77,-0.178,"Approach",2012
30,30,"Greg Owen",90,-0.178,"Approach",2012
33,33,"Ryan Palmer",81,-0.175,"Approach",2012
34,34,"Jeff Overton",101,-0.171,"Approach",2012
34,34,"Heath Slocum",93,-0.171,"Approach",2012
36,36,"Matt Bettencourt",80,-0.17,"Approach",2012
36,36,"Jason Bohn",81,-0.17,"Approach",2012
36,36,"Nick Watney",97,-0.17,"Approach",2012
39,39,"Daniel Chopra",55,-0.168,"Approach",2012
39,39,"Mathew Goggin",65,-0.168,"Approach",2012
39,39,"Louis Oosthuizen",65,-0.168,"Approach",2012
42,42,"Jim Furyk",85,-0.165,"Approach",2012
43,43,"Jimmy Walker",101,-0.164,"Approach",2012
44,44,"Gary Christian",91,-0.163,"Approach",2012
44,44,"Jerry Kelly",84,-0.163,"Approach",2012
44,44,"Carl Pettersson",92,-0.163,"Approach",2012
47,47,"Brian Davis",91,-0.16,"Approach",2012
47,47,"John Huh",99,-0.16,"Approach",2012
47,47,"Webb Simpson",77,-0.16,"Approach",2012
47,47,"Josh Teater",97,-0.16,"Approach",2012
51,51,"Danny Lee",74,-0.158,"Approach",2012
52,52,"Tim Clark",60,-0.156,"Approach",2012
52,52,"Spencer Levin",81,-0.156,"Approach",2012
52,52,"Rory McIlroy",60,-0.156,"Approach",2012
55,55,"Russell Knox",72,-0.155,"Approach",2012
55,55,"Vijay Singh",99,-0.155,"Approach",2012
55,55,"Daniel Summerhays",81,-0.155,"Approach",2012
58,58,"Ryuji Imada",78,-0.153,"Approach",2012
