"FirstTeeLateLowestRound_RANKTHISWEEK_2013","FirstTeeLateLowestRound_RANKLASTWEEK_2013","FirstTeeLateLowestRound_PLAYERNAME_2013","FirstTeeLateLowestRound_ROUNDS_2013","FirstTeeLateLowestRound_LOWRND_2013","stat_name","year"
1,1,"Charley Hoffman",84,61,"FirstTeeLateLowestRound",2013
1,1,"Scott Piercy",78,61,"FirstTeeLateLowestRound",2013
1,1,"Tiger Woods",61,61,"FirstTeeLateLowestRound",2013
4,4,"James Hahn",78,62,"FirstTeeLateLowestRound",2013
4,4,"Scott Langley",79,62,"FirstTeeLateLowestRound",2013
4,4,"David Lingmerth",68,62,"FirstTeeLateLowestRound",2013
4,4,"Daniel Summerhays",83,62,"FirstTeeLateLowestRound",2013
8,8,"Scott Brown",65,63,"FirstTeeLateLowestRound",2013
8,8,"Bud Cauley",67,63,"FirstTeeLateLowestRound",2013
8,8,"Tim Clark",64,63,"FirstTeeLateLowestRound",2013
8,8,"Jason Dufner",78,63,"FirstTeeLateLowestRound",2013
8,8,"Martin Flores",83,63,"FirstTeeLateLowestRound",2013
8,8,"Brian Gay",79,63,"FirstTeeLateLowestRound",2013
8,8,"Russell Henley",80,63,"FirstTeeLateLowestRound",2013
8,8,"Matt Kuchar",93,63,"FirstTeeLateLowestRound",2013
8,8,"Martin Laird",68,63,"FirstTeeLateLowestRound",2013
8,8,"John Rollins",77,63,"FirstTeeLateLowestRound",2013
8,8,"Webb Simpson",92,63,"FirstTeeLateLowestRound",2013
8,8,"Brandt Snedeker",79,63,"FirstTeeLateLowestRound",2013
8,8,"Henrik Stenson",65,63,"FirstTeeLateLowestRound",2013
8,8,"Steve Stricker",51,63,"FirstTeeLateLowestRound",2013
8,8,"Bubba Watson",76,63,"FirstTeeLateLowestRound",2013
8,8,"Boo Weekley",100,63,"FirstTeeLateLowestRound",2013
24,24,"Mark Anderson",4,64,"FirstTeeLateLowestRound",2013
24,24,"Greg Chalmers",77,64,"FirstTeeLateLowestRound",2013
24,24,"Graham DeLaet",94,64,"FirstTeeLateLowestRound",2013
24,24,"Andres Gonzales",42,64,"FirstTeeLateLowestRound",2013
24,24,"Luke Guthrie",82,64,"FirstTeeLateLowestRound",2013
24,24,"Bill Haas",85,64,"FirstTeeLateLowestRound",2013
24,24,"David Hearn",88,64,"FirstTeeLateLowestRound",2013
24,24,"Billy Horschel",96,64,"FirstTeeLateLowestRound",2013
24,24,"Charles Howell III",87,64,"FirstTeeLateLowestRound",2013
24,24,"Trevor Immelman",73,64,"FirstTeeLateLowestRound",2013
24,24,"Doug LaBelle II",72,64,"FirstTeeLateLowestRound",2013
24,24,"Hunter Mahan",91,64,"FirstTeeLateLowestRound",2013
24,24,"Phil Mickelson",78,64,"FirstTeeLateLowestRound",2013
24,24,"Patrick Reed",83,64,"FirstTeeLateLowestRound",2013
24,24,"Adam Scott",61,64,"FirstTeeLateLowestRound",2013
24,24,"Jordan Spieth",82,64,"FirstTeeLateLowestRound",2013
24,24,"Nicholas Thompson",99,64,"FirstTeeLateLowestRound",2013
24,24,"Camilo Villegas",79,64,"FirstTeeLateLowestRound",2013
24,24,"Johnson Wagner",64,64,"FirstTeeLateLowestRound",2013
24,24,"Jimmy Walker",84,64,"FirstTeeLateLowestRound",2013
24,24,"Nick Watney",88,64,"FirstTeeLateLowestRound",2013
45,45,"Ricky Barnes",74,65,"FirstTeeLateLowestRound",2013
45,45,"Justin Bolli",59,65,"FirstTeeLateLowestRound",2013
45,45,"Steven Bowditch",67,65,"FirstTeeLateLowestRound",2013
45,45,"Michael Bradley",56,65,"FirstTeeLateLowestRound",2013
45,45,"Roberto Castro",97,65,"FirstTeeLateLowestRound",2013
45,45,"KJ Choi",85,65,"FirstTeeLateLowestRound",2013
45,45,"Ken Duke",87,65,"FirstTeeLateLowestRound",2013
45,45,"Rickie Fowler",75,65,"FirstTeeLateLowestRound",2013
45,45,"Sergio Garcia",65,65,"FirstTeeLateLowestRound",2013
45,45,"Scott Gardiner",61,65,"FirstTeeLateLowestRound",2013
45,45,"Lucas Glover",65,65,"FirstTeeLateLowestRound",2013
45,45,"Fabian Gomez",65,65,"FirstTeeLateLowestRound",2013
45,45,"Brian Harman",89,65,"FirstTeeLateLowestRound",2013
45,45,"JJ Henry",83,65,"FirstTeeLateLowestRound",2013
45,45,"Justin Hicks",79,65,"FirstTeeLateLowestRound",2013
45,45,"John Huh",88,65,"FirstTeeLateLowestRound",2013
45,45,"Freddie Jacobson",63,65,"FirstTeeLateLowestRound",2013
45,45,"Zach Johnson",84,65,"FirstTeeLateLowestRound",2013
45,45,"Dustin Johnson",71,65,"FirstTeeLateLowestRound",2013
45,45,"Chris Kirk",89,65,"FirstTeeLateLowestRound",2013
45,45,"Kevin Kisner",4,65,"FirstTeeLateLowestRound",2013
45,45,"Colt Knost",69,65,"FirstTeeLateLowestRound",2013
45,45,"Jason Kokrak",78,65,"FirstTeeLateLowestRound",2013
45,45,"Neal Lancaster",18,65,"FirstTeeLateLowestRound",2013
45,45,"Steve LeBrun",66,65,"FirstTeeLateLowestRound",2013
45,45,"Richard Lee",81,65,"FirstTeeLateLowestRound",2013
45,45,"John Mallinger",39,65,"FirstTeeLateLowestRound",2013
45,45,"Rory McIlroy",56,65,"FirstTeeLateLowestRound",2013
45,45,"Ryan Moore",72,65,"FirstTeeLateLowestRound",2013
45,45,"Jeff Overton",78,65,"FirstTeeLateLowestRound",2013
45,45,"Greg Owen",73,65,"FirstTeeLateLowestRound",2013
45,45,"Ryan Palmer",79,65,"FirstTeeLateLowestRound",2013
45,45,"DA Points",87,65,"FirstTeeLateLowestRound",2013
45,45,"Alistair Presnell",59,65,"FirstTeeLateLowestRound",2013
45,45,"Kyle Reifers",12,65,"FirstTeeLateLowestRound",2013
45,45,"Tag Ridings",69,65,"FirstTeeLateLowestRound",2013
45,45,"Patrick Rodgers",4,65,"FirstTeeLateLowestRound",2013
45,45,"Andres Romero",63,65,"FirstTeeLateLowestRound",2013
45,45,"Rory Sabbatini",86,65,"FirstTeeLateLowestRound",2013
45,45,"Charl Schwartzel",69,65,"FirstTeeLateLowestRound",2013
45,45,"Kevin Stadler",83,65,"FirstTeeLateLowestRound",2013
45,45,"Scott Stallings",79,65,"FirstTeeLateLowestRound",2013
45,45,"Kyle Stanley",71,65,"FirstTeeLateLowestRound",2013
45,45,"Shawn Stefani",63,65,"FirstTeeLateLowestRound",2013
45,45,"Kevin Streelman",86,65,"FirstTeeLateLowestRound",2013
45,45,"Brian Stuard",78,65,"FirstTeeLateLowestRound",2013
45,45,"Kevin Sutherland",38,65,"FirstTeeLateLowestRound",2013
45,45,"Josh Teater",86,65,"FirstTeeLateLowestRound",2013
45,45,"DJ Trahan",48,65,"FirstTeeLateLowestRound",2013
45,45,"Cameron Tringale",80,65,"FirstTeeLateLowestRound",2013
95,95,"Stuart Appleby",88,66,"FirstTeeLateLowestRound",2013
95,95,"Sangmoon Bae",83,66,"FirstTeeLateLowestRound",2013
95,95,"Blayne Barber",10,66,"FirstTeeLateLowestRound",2013
95,95,"Craig Barlow",2,66,"FirstTeeLateLowestRound",2013
95,95,"Jonas Blixt",76,66,"FirstTeeLateLowestRound",2013
95,95,"Jason Bohn",70,66,"FirstTeeLateLowestRound",2013
95,95,"Keegan Bradley",88,66,"FirstTeeLateLowestRound",2013
95,95,"Angel Cabrera",73,66,"FirstTeeLateLowestRound",2013
95,95,"Chad Campbell",78,66,"FirstTeeLateLowestRound",2013
95,95,"Patrick Cantlay",18,66,"FirstTeeLateLowestRound",2013
95,95,"Stewart Cink",71,66,"FirstTeeLateLowestRound",2013
95,95,"John Daly",31,66,"FirstTeeLateLowestRound",2013
95,95,"Brian Davis",91,66,"FirstTeeLateLowestRound",2013
95,95,"Glen Day",19,66,"FirstTeeLateLowestRound",2013
95,95,"Brendon de Jonge",110,66,"FirstTeeLateLowestRound",2013
95,95,"James Driscoll",76,66,"FirstTeeLateLowestRound",2013
95,95,"Ernie Els",63,66,"FirstTeeLateLowestRound",2013
95,95,"Harris English",95,66,"FirstTeeLateLowestRound",2013
95,95,"Bob Estes",66,66,"FirstTeeLateLowestRound",2013
95,95,"Matt Every",89,66,"FirstTeeLateLowestRound",2013
95,95,"Steve Flesch",17,66,"FirstTeeLateLowestRound",2013
95,95,"Brad Fritsch",81,66,"FirstTeeLateLowestRound",2013
95,95,"Tommy Gainey",84,66,"FirstTeeLateLowestRound",2013
95,95,"Robert Garrigus",69,66,"FirstTeeLateLowestRound",2013
95,95,"Bobby Gates",49,66,"FirstTeeLateLowestRound",2013
95,95,"Tom Gillis",69,66,"FirstTeeLateLowestRound",2013
95,95,"Jim Herman",59,66,"FirstTeeLateLowestRound",2013
95,95,"Morgan Hoffmann",64,66,"FirstTeeLateLowestRound",2013
95,95,"Ryo Ishikawa",72,66,"FirstTeeLateLowestRound",2013
95,95,"Matt Jones",83,66,"FirstTeeLateLowestRound",2013
95,95,"Martin Kaymer",61,66,"FirstTeeLateLowestRound",2013
95,95,"Jerry Kelly",75,66,"FirstTeeLateLowestRound",2013
95,95,"Ben Kohles",75,66,"FirstTeeLateLowestRound",2013
95,95,"Danny Lee",4,66,"FirstTeeLateLowestRound",2013
95,95,"Marc Leishman",77,66,"FirstTeeLateLowestRound",2013
95,95,"Ken Looper",8,66,"FirstTeeLateLowestRound",2013
95,95,"Davis Love III",43,66,"FirstTeeLateLowestRound",2013
95,95,"Bill Lunde",25,66,"FirstTeeLateLowestRound",2013
95,95,"Jeff Maggert",63,66,"FirstTeeLateLowestRound",2013
95,95,"David Mathis",71,66,"FirstTeeLateLowestRound",2013
95,95,"Troy Matteson",68,66,"FirstTeeLateLowestRound",2013
95,95,"Graeme McDowell",53,66,"FirstTeeLateLowestRound",2013
95,95,"William McGirt",75,66,"FirstTeeLateLowestRound",2013
95,95,"Eric Meierdierks",48,66,"FirstTeeLateLowestRound",2013
95,95,"Seung Yul Noh",71,66,"FirstTeeLateLowestRound",2013
95,95,"Thorbjorn Olesen",31,66,"FirstTeeLateLowestRound",2013
95,95,"Pat Perez",69,66,"FirstTeeLateLowestRound",2013
95,95,"Ian Poulter",59,66,"FirstTeeLateLowestRound",2013
95,95,"Dicky Pride",71,66,"FirstTeeLateLowestRound",2013
95,95,"Justin Rose",62,66,"FirstTeeLateLowestRound",2013
95,95,"John Senden",79,66,"FirstTeeLateLowestRound",2013
95,95,"Paul Stankowski",4,66,"FirstTeeLateLowestRound",2013
95,95,"Chris Stroud",88,66,"FirstTeeLateLowestRound",2013
95,95,"Lee Westwood",70,66,"FirstTeeLateLowestRound",2013
95,95,"Charlie Wi",75,66,"FirstTeeLateLowestRound",2013
95,95,"Mark Wilson",56,66,"FirstTeeLateLowestRound",2013
95,95,"Jeremiah Wooding",4,66,"FirstTeeLateLowestRound",2013
