"PercentageofAvailablePurseWon_RANKTHISWEEK_2008","PercentageofAvailablePurseWon_RANKLASTWEEK_2008","PercentageofAvailablePurseWon_PLAYERNAME_2008","PercentageofAvailablePurseWon_EVENTS_2008","PercentageofAvailablePurseWon_Pct_2008","PercentageofAvailablePurseWon_OFFICIALMONEYWON_2008","PercentageofAvailablePurseWon_TOTALPURSEAVAILABLE_2008","stat_name","year"
1,1,"Tiger Woods",6,14.09,5775000,4.1e+07,"PercentageofAvailablePurseWon",2008
2,2,"Vijay Singh",23,4.27,6601093,154661173,"PercentageofAvailablePurseWon",2008
3,3,"Padraig Harrington",15,4.06,4313550,106161173,"PercentageofAvailablePurseWon",2008
4,4,"Sergio Garcia",19,3.64,4858222,133461173,"PercentageofAvailablePurseWon",2008
5,5,"Phil Mickelson",21,3.59,5188874,144461173,"PercentageofAvailablePurseWon",2008
6,6,"Anthony Kim",22,3.25,4656265,143361173,"PercentageofAvailablePurseWon",2008
7,7,"Camilo Villegas",22,3.02,4422639,146261173,"PercentageofAvailablePurseWon",2008
8,8,"Kenny Perry",26,2.93,4663791,159200000,"PercentageofAvailablePurseWon",2008
9,9,"Henrik Stenson",9,2.82,1937992,68661173,"PercentageofAvailablePurseWon",2008
10,10,"Stewart Cink",23,2.6,3979299,152961173,"PercentageofAvailablePurseWon",2008
11,11,"Justin Leonard",25,2.41,3943539,163561173,"PercentageofAvailablePurseWon",2008
12,12,"Ernie Els",16,2.24,2537289,113461173,"PercentageofAvailablePurseWon",2008
13,13,"Greg Norman",4,2.2,509617,23161173,"PercentageofAvailablePurseWon",2008
14,14,"Geoff Ogilvy",20,2.11,2880099,136761173,"PercentageofAvailablePurseWon",2008
15,15,"Lee Westwood",10,2.06,1550880,75161173,"PercentageofAvailablePurseWon",2008
16,16,"Jim Furyk",26,2.02,3455712,171361173,"PercentageofAvailablePurseWon",2008
17,17,"Robert Allenby",28,2,3606697,180461173,"PercentageofAvailablePurseWon",2008
18,18,"Luke Donald",11,1.92,1456650,75800000,"PercentageofAvailablePurseWon",2008
19,19,"Ryuji Imada",25,1.91,3029362,158461173,"PercentageofAvailablePurseWon",2008
20,20,"KJ Choi",21,1.88,2683441,143061173,"PercentageofAvailablePurseWon",2008
21,21,"Ben Curtis",22,1.87,2615795,139961173,"PercentageofAvailablePurseWon",2008
22,22,"Adam Scott",15,1.82,1979159,108761173,"PercentageofAvailablePurseWon",2008
23,23,"Mike Weir",26,1.8,3020134,167461173,"PercentageofAvailablePurseWon",2008
24,24,"Trevor Immelman",22,1.75,2566197,146861173,"PercentageofAvailablePurseWon",2008
25,25,"Dudley Hart",22,1.67,2218816,132600000,"PercentageofAvailablePurseWon",2008
26,26,"Kevin Sutherland",26,1.66,2581307,155900000,"PercentageofAvailablePurseWon",2008
27,27,"Robert Karlsson",8,1.65,985684,59861173,"PercentageofAvailablePurseWon",2008
28,28,"Steve Stricker",22,1.63,2438302,149761173,"PercentageofAvailablePurseWon",2008
29,29,"Stuart Appleby",23,1.6,2484629,155661173,"PercentageofAvailablePurseWon",2008
29,29,"Rob Grube",1,1.6,48000,3e+06,"PercentageofAvailablePurseWon",2008
31,31,"Ryan Blaum",1,1.55,54250,3500000,"PercentageofAvailablePurseWon",2008
32,32,"Boo Weekley",24,1.53,2398750,156361173,"PercentageofAvailablePurseWon",2008
33,33,"Stephen Ames",24,1.49,2285705,153461173,"PercentageofAvailablePurseWon",2008
34,34,"Andres Romero",20,1.48,2064610,139361173,"PercentageofAvailablePurseWon",2008
35,35,"Carl Pettersson",29,1.44,2512535,174100000,"PercentageofAvailablePurseWon",2008
36,36,"Chad Campbell",28,1.42,2404769,169300000,"PercentageofAvailablePurseWon",2008
36,36,"Darren Clarke",2,1.42,220000,15500000,"PercentageofAvailablePurseWon",2008
38,38,"Ian Poulter",15,1.38,1488213,107861173,"PercentageofAvailablePurseWon",2008
39,39,"DJ Trahan",27,1.36,2304366,169600000,"PercentageofAvailablePurseWon",2008
40,40,"Alastair Forsyth",2,1.34,194416,14500000,"PercentageofAvailablePurseWon",2008
40,40,"Sean OHair",25,1.34,2089856,156161173,"PercentageofAvailablePurseWon",2008
42,42,"JB Holmes",26,1.3,2166130,167261173,"PercentageofAvailablePurseWon",2008
42,42,"Ryan Palmer",22,1.3,1453181,111600000,"PercentageofAvailablePurseWon",2008
44,44,"Brian Gay",31,1.28,2205512,172100000,"PercentageofAvailablePurseWon",2008
45,45,"Davis Love III",23,1.24,1695235,136561173,"PercentageofAvailablePurseWon",2008
45,45,"Hunter Mahan",27,1.24,2208853,177761173,"PercentageofAvailablePurseWon",2008
47,47,"Bart Bryant",23,1.22,1719150,140961173,"PercentageofAvailablePurseWon",2008
48,48,"Mathew Goggin",27,1.21,1969959,162800000,"PercentageofAvailablePurseWon",2008
49,49,"Briny Baird",30,1.18,2039804,172200000,"PercentageofAvailablePurseWon",2008
49,49,"Ken Duke",33,1.18,2238882,190500000,"PercentageofAvailablePurseWon",2008
49,49,"Jeff Quinney",28,1.18,1999369,169461173,"PercentageofAvailablePurseWon",2008
52,52,"Retief Goosen",18,1.17,1431964,122661173,"PercentageofAvailablePurseWon",2008
53,53,"Woody Austin",30,1.15,2146428,185861173,"PercentageofAvailablePurseWon",2008
53,53,"Aaron Baddeley",22,1.15,1665586,145061173,"PercentageofAvailablePurseWon",2008
53,53,"Miguel Angel Jimenez",8,1.15,725946,63161173,"PercentageofAvailablePurseWon",2008
56,56,"Steve Marino",32,1.14,2094261,183700000,"PercentageofAvailablePurseWon",2008
57,57,"Bradley Dredge",1,1.13,90000,8e+06,"PercentageofAvailablePurseWon",2008
58,58,"Paul Goydos",25,1.09,1640736,150461173,"PercentageofAvailablePurseWon",2008
59,59,"Greg Kraft",21,1.07,1204559,112400000,"PercentageofAvailablePurseWon",2008
60,60,"Dustin Johnson",30,1.06,1789893,168600000,"PercentageofAvailablePurseWon",2008
60,60,"Pat Perez",27,1.06,1756036,165461173,"PercentageofAvailablePurseWon",2008
62,62,"Rory Sabbatini",23,1.05,1559277,148461173,"PercentageofAvailablePurseWon",2008
62,62,"Graeme Storm",3,1.05,231599,22161173,"PercentageofAvailablePurseWon",2008
64,64,"Freddie Jacobson",24,1.04,1597422,154161173,"PercentageofAvailablePurseWon",2008
64,64,"Zach Johnson",25,1.04,1615120,155161173,"PercentageofAvailablePurseWon",2008
66,66,"Tommy Armour III",25,1.03,1501254,145700000,"PercentageofAvailablePurseWon",2008
66,66,"Paul Casey",16,1.03,1156413,111961173,"PercentageofAvailablePurseWon",2008
66,66,"Ben Crane",25,1.03,1488502,144200000,"PercentageofAvailablePurseWon",2008
66,66,"David Howell",3,1.03,226243,21961173,"PercentageofAvailablePurseWon",2008
70,70,"Billy Mayfair",29,1.02,1750681,1.72e+08,"PercentageofAvailablePurseWon",2008
71,71,"Steve Lowery",25,1.01,1524275,150200000,"PercentageofAvailablePurseWon",2008
71,71,"Justin Rose",15,1.01,1047852,104061173,"PercentageofAvailablePurseWon",2008
73,73,"Gregory Havret",2,1,162184,16161173,"PercentageofAvailablePurseWon",2008
74,74,"Tim Clark",27,0.99,1722027,174061173,"PercentageofAvailablePurseWon",2008
75,75,"Rod Pampling",28,0.98,1702952,174561173,"PercentageofAvailablePurseWon",2008
76,76,"Daniel Chopra",27,0.97,1630689,167700000,"PercentageofAvailablePurseWon",2008
