"CareerEarnings_RANKTHISWEEK_2012","CareerEarnings_RANKLASTWEEK_2012","CareerEarnings_PLAYERNAME_2012","CareerEarnings__2012","CareerEarnings_MONEY_2012","stat_name","year"
1,1,"Tiger Woods",NA,100950700,"CareerEarnings",2012
2,2,"Phil Mickelson",NA,67644698,"CareerEarnings",2012
3,3,"Vijay Singh",NA,67277743,"CareerEarnings",2012
4,4,"Jim Furyk",NA,52719459,"CareerEarnings",2012
5,5,"Ernie Els",NA,44771409,"CareerEarnings",2012
6,6,"Davis Love III",NA,42208476,"CareerEarnings",2012
7,7,"David Toms",NA,38865778,"CareerEarnings",2012
8,8,"Steve Stricker",NA,35079561,"CareerEarnings",2012
9,9,"Justin Leonard",NA,31861400,"CareerEarnings",2012
10,10,"Kenny Perry",NA,31797536,"CareerEarnings",2012
11,11,"Stewart Cink",NA,30836995,"CareerEarnings",2012
12,12,"Sergio Garcia",NA,30582574,"CareerEarnings",2012
13,13,"Luke Donald",NA,28860433,"CareerEarnings",2012
14,14,"Adam Scott",NA,28306454,"CareerEarnings",2012
15,15,"Retief Goosen",NA,27525642,"CareerEarnings",2012
16,16,"Scott Verplank",NA,27400942,"CareerEarnings",2012
17,17,"KJ Choi",NA,27373854,"CareerEarnings",2012
18,18,"Mike Weir",NA,26821949,"CareerEarnings",2012
19,19,"Stuart Appleby",NA,26757857,"CareerEarnings",2012
20,20,"Robert Allenby",NA,26408821,"CareerEarnings",2012
21,21,"Zach Johnson",NA,26277293,"CareerEarnings",2012
22,22,"Geoff Ogilvy",NA,25738157,"CareerEarnings",2012
23,23,"Rory Sabbatini",NA,25464837,"CareerEarnings",2012
24,24,"Mark Calcavecchia",NA,24147827,"CareerEarnings",2012
25,25,"Jerry Kelly",NA,23845162,"CareerEarnings",2012
26,26,"Charles Howell III",NA,23748581,"CareerEarnings",2012
27,27,"Chris DiMarco",NA,22474518,"CareerEarnings",2012
28,28,"Fred Couples",NA,22276316,"CareerEarnings",2012
29,29,"Hunter Mahan",NA,21722893,"CareerEarnings",2012
30,30,"Padraig Harrington",NA,21645813,"CareerEarnings",2012
31,31,"Tom Lehman",NA,21475800,"CareerEarnings",2012
32,32,"Chad Campbell",NA,21281217,"CareerEarnings",2012
33,33,"Justin Rose",NA,21131617,"CareerEarnings",2012
34,34,"Fred Funk",NA,21097907,"CareerEarnings",2012
35,35,"Matt Kuchar",NA,20799219,"CareerEarnings",2012
36,36,"Bob Estes",NA,20610462,"CareerEarnings",2012
37,37,"Nick Price",NA,20576104,"CareerEarnings",2012
38,38,"Billy Mayfair",NA,20088234,"CareerEarnings",2012
39,39,"Tim Clark",NA,19381525,"CareerEarnings",2012
40,40,"Stephen Ames",NA,19380417,"CareerEarnings",2012
41,41,"Carl Pettersson",NA,19140522,"CareerEarnings",2012
42,42,"David Duval",NA,18846173,"CareerEarnings",2012
43,43,"Nick Watney",NA,18732275,"CareerEarnings",2012
44,44,"Scott Hoch",NA,18530156,"CareerEarnings",2012
45,45,"Tim Herron",NA,18266140,"CareerEarnings",2012
46,46,"Jeff Sluman",NA,18165266,"CareerEarnings",2012
47,47,"Steve Flesch",NA,18030350,"CareerEarnings",2012
48,48,"Jeff Maggert",NA,17982079,"CareerEarnings",2012
49,49,"Bo Van Pelt",NA,17892037,"CareerEarnings",2012
50,50,"Brad Faxon",NA,17769249,"CareerEarnings",2012
51,51,"Ben Crane",NA,16979826,"CareerEarnings",2012
52,52,"Bubba Watson",NA,16959642,"CareerEarnings",2012
53,53,"Dustin Johnson",NA,16944699,"CareerEarnings",2012
54,54,"Rocco Mediate",NA,16792617,"CareerEarnings",2012
55,55,"Sean OHair",NA,16704413,"CareerEarnings",2012
56,56,"John Rollins",NA,16644235,"CareerEarnings",2012
57,57,"Jonathan Byrd",NA,16485338,"CareerEarnings",2012
58,58,"Brandt Snedeker",NA,16098223,"CareerEarnings",2012
59,59,"Corey Pavin",NA,16021370,"CareerEarnings",2012
60,60,"Lee Janzen",NA,15907711,"CareerEarnings",2012
61,61,"Bob Tway",NA,15785815,"CareerEarnings",2012
62,62,"Brian Gay",NA,15763981,"CareerEarnings",2012
63,63,"Woody Austin",NA,15690734,"CareerEarnings",2012
64,64,"Steve Elkington",NA,15505418,"CareerEarnings",2012
65,65,"Kevin Sutherland",NA,15435073,"CareerEarnings",2012
66,66,"John Senden",NA,15344138,"CareerEarnings",2012
67,67,"Aaron Baddeley",NA,15313911,"CareerEarnings",2012
68,68,"Hal Sutton",NA,15267685,"CareerEarnings",2012
69,69,"Jesper Parnevik",NA,15265141,"CareerEarnings",2012
70,70,"Loren Roberts",NA,15154767,"CareerEarnings",2012
