"Front9Par3ScoringAverage_RANKTHISWEEK_2010","Front9Par3ScoringAverage_RANKLASTWEEK_2010","Front9Par3ScoringAverage_PLAYERNAME_2010","Front9Par3ScoringAverage_ROUNDS_2010","Front9Par3ScoringAverage_AVG_2010","Front9Par3ScoringAverage_TOTALSTROKES_2010","Front9Par3ScoringAverage_TOTALHOLES_2010","stat_name","year"
1,1,"Chad Collins",87,2.89,509,176,"Front9Par3ScoringAverage",2010
2,2,"David Toms",86,2.91,495,170,"Front9Par3ScoringAverage",2010
3,3,"David Duval",71,2.92,423,145,"Front9Par3ScoringAverage",2010
4,4,"Freddie Jacobson",83,2.93,486,166,"Front9Par3ScoringAverage",2010
5,5,"Jeff Overton",89,2.94,514,175,"Front9Par3ScoringAverage",2010
5,5,"Paul Stankowski",62,2.94,370,126,"Front9Par3ScoringAverage",2010
7,7,"Pat Perez",90,2.95,539,183,"Front9Par3ScoringAverage",2010
7,7,"Chris Tidland",77,2.95,455,154,"Front9Par3ScoringAverage",2010
9,9,"Briny Baird",87,2.96,526,178,"Front9Par3ScoringAverage",2010
9,9,"Jason Day",82,2.96,477,161,"Front9Par3ScoringAverage",2010
9,9,"Spencer Levin",110,2.96,667,225,"Front9Par3ScoringAverage",2010
9,9,"Michael Sim",64,2.96,367,124,"Front9Par3ScoringAverage",2010
13,13,"Chad Campbell",95,2.97,570,192,"Front9Par3ScoringAverage",2010
13,13,"John Mallinger",78,2.97,473,159,"Front9Par3ScoringAverage",2010
13,13,"Heath Slocum",97,2.97,568,191,"Front9Par3ScoringAverage",2010
13,13,"Josh Teater",101,2.97,609,205,"Front9Par3ScoringAverage",2010
17,17,"Paul Casey",64,2.98,340,114,"Front9Par3ScoringAverage",2010
17,17,"Luke Donald",71,2.98,408,137,"Front9Par3ScoringAverage",2010
17,17,"Nathan Green",86,2.98,525,176,"Front9Par3ScoringAverage",2010
17,17,"Garrett Willis",82,2.98,491,165,"Front9Par3ScoringAverage",2010
17,17,"Mark Wilson",87,2.98,534,179,"Front9Par3ScoringAverage",2010
22,22,"Michael Bradley",77,2.99,460,154,"Front9Par3ScoringAverage",2010
22,22,"Brendon de Jonge",114,2.99,697,233,"Front9Par3ScoringAverage",2010
22,22,"Rickie Fowler",98,2.99,578,193,"Front9Par3ScoringAverage",2010
22,22,"Tom Gillis",97,2.99,590,197,"Front9Par3ScoringAverage",2010
22,22,"Ryuji Imada",90,2.99,547,183,"Front9Par3ScoringAverage",2010
22,22,"Bryce Molder",84,2.99,518,173,"Front9Par3ScoringAverage",2010
22,22,"Greg Owen",69,2.99,415,139,"Front9Par3ScoringAverage",2010
22,22,"Tom Pernice Jr",74,2.99,440,147,"Front9Par3ScoringAverage",2010
22,22,"Brett Quigley",96,2.99,584,195,"Front9Par3ScoringAverage",2010
31,31,"Craig Bowden",56,3,345,115,"Front9Par3ScoringAverage",2010
31,31,"Chris DiMarco",88,3,543,181,"Front9Par3ScoringAverage",2010
31,31,"Zach Johnson",93,3,534,178,"Front9Par3ScoringAverage",2010
31,31,"Phil Mickelson",76,3,447,149,"Front9Par3ScoringAverage",2010
35,35,"Henrik Bjornstad",72,3.01,443,147,"Front9Par3ScoringAverage",2010
35,35,"Greg Chalmers",93,3.01,574,191,"Front9Par3ScoringAverage",2010
35,35,"Derek Lamely",81,3.01,490,163,"Front9Par3ScoringAverage",2010
35,35,"Marc Leishman",87,3.01,514,171,"Front9Par3ScoringAverage",2010
35,35,"Bill Lunde",79,3.01,490,163,"Front9Par3ScoringAverage",2010
35,35,"Andrew McLardy",52,3.01,322,107,"Front9Par3ScoringAverage",2010
35,35,"James Nitties",92,3.01,566,188,"Front9Par3ScoringAverage",2010
35,35,"Brandt Snedeker",89,3.01,544,181,"Front9Par3ScoringAverage",2010
43,43,"Jason Bohn",84,3.02,517,171,"Front9Par3ScoringAverage",2010
43,43,"KJ Choi",82,3.02,493,163,"Front9Par3ScoringAverage",2010
43,43,"Tim Clark",88,3.02,522,173,"Front9Par3ScoringAverage",2010
43,43,"Steve Elkington",74,3.02,462,153,"Front9Par3ScoringAverage",2010
43,43,"Brad Faxon",58,3.02,359,119,"Front9Par3ScoringAverage",2010
43,43,"Jeff Gove",57,3.02,353,117,"Front9Par3ScoringAverage",2010
43,43,"Bill Haas",87,3.02,525,174,"Front9Par3ScoringAverage",2010
43,43,"JP Hayes",79,3.02,486,161,"Front9Par3ScoringAverage",2010
43,43,"Charles Howell III",103,3.02,635,210,"Front9Par3ScoringAverage",2010
43,43,"Michael Letzig",84,3.02,523,173,"Front9Par3ScoringAverage",2010
43,43,"Hunter Mahan",85,3.02,510,169,"Front9Par3ScoringAverage",2010
43,43,"Aron Price",70,3.02,429,142,"Front9Par3ScoringAverage",2010
43,43,"Alex Prugh",88,3.02,541,179,"Front9Par3ScoringAverage",2010
43,43,"Kevin Stadler",86,3.02,526,174,"Front9Par3ScoringAverage",2010
43,43,"Roger Tambellini",77,3.02,480,159,"Front9Par3ScoringAverage",2010
43,43,"Camilo Villegas",78,3.02,435,144,"Front9Par3ScoringAverage",2010
43,43,"Jimmy Walker",82,3.02,510,169,"Front9Par3ScoringAverage",2010
43,43,"Nick Watney",91,3.02,522,173,"Front9Par3ScoringAverage",2010
43,43,"Boo Weekley",88,3.02,532,176,"Front9Par3ScoringAverage",2010
43,43,"Brett Wetterich",54,3.02,326,108,"Front9Par3ScoringAverage",2010
43,43,"Dean Wilson",54,3.02,338,112,"Front9Par3ScoringAverage",2010
64,64,"Woody Austin",93,3.03,579,191,"Front9Par3ScoringAverage",2010
64,64,"Kris Blanks",91,3.03,554,183,"Front9Par3ScoringAverage",2010
64,64,"Brian Davis",101,3.03,619,204,"Front9Par3ScoringAverage",2010
64,64,"Martin Flores",75,3.03,464,153,"Front9Par3ScoringAverage",2010
64,64,"Matt Jones",89,3.03,554,183,"Front9Par3ScoringAverage",2010
64,64,"Sean OHair",84,3.03,494,163,"Front9Par3ScoringAverage",2010
64,64,"Ryan Palmer",84,3.03,525,173,"Front9Par3ScoringAverage",2010
64,64,"Scott Piercy",88,3.03,536,177,"Front9Par3ScoringAverage",2010
64,64,"Jeff Quinney",91,3.03,566,187,"Front9Par3ScoringAverage",2010
73,73,"Blake Adams",84,3.04,526,173,"Front9Par3ScoringAverage",2010
73,73,"Ricky Barnes",103,3.04,629,207,"Front9Par3ScoringAverage",2010
73,73,"Alex Cejka",81,3.04,501,165,"Front9Par3ScoringAverage",2010
73,73,"Ben Crane",85,3.04,493,162,"Front9Par3ScoringAverage",2010
73,73,"Graham DeLaet",88,3.04,545,179,"Front9Par3ScoringAverage",2010
73,73,"JJ Henry",92,3.04,575,189,"Front9Par3ScoringAverage",2010
73,73,"Lee Janzen",77,3.04,481,158,"Front9Par3ScoringAverage",2010
73,73,"Scott McCarron",90,3.04,563,185,"Front9Par3ScoringAverage",2010
73,73,"Rocco Mediate",71,3.04,447,147,"Front9Par3ScoringAverage",2010
73,73,"John Merrick",109,3.04,663,218,"Front9Par3ScoringAverage",2010
73,73,"Shaun Micheel",70,3.04,426,140,"Front9Par3ScoringAverage",2010
73,73,"Rory Sabbatini",79,3.04,478,157,"Front9Par3ScoringAverage",2010
73,73,"Adam Scott",70,3.04,404,133,"Front9Par3ScoringAverage",2010
73,73,"Steve Stricker",73,3.04,425,140,"Front9Par3ScoringAverage",2010
73,73,"Jerod Turner",54,3.04,337,111,"Front9Par3ScoringAverage",2010
73,73,"Scott Verplank",74,3.04,438,144,"Front9Par3ScoringAverage",2010
89,89,"Cameron Beckman",68,3.05,415,136,"Front9Par3ScoringAverage",2010
89,89,"Brian Gay",101,3.05,594,195,"Front9Par3ScoringAverage",2010
89,89,"Retief Goosen",75,3.05,436,143,"Front9Par3ScoringAverage",2010
89,89,"Charley Hoffman",85,3.05,533,175,"Front9Par3ScoringAverage",2010
89,89,"Jerry Kelly",99,3.05,603,198,"Front9Par3ScoringAverage",2010
89,89,"Matt Kuchar",97,3.05,579,190,"Front9Par3ScoringAverage",2010
89,89,"Jeff Maggert",76,3.05,467,153,"Front9Par3ScoringAverage",2010
89,89,"Ted Purdy",86,3.05,534,175,"Front9Par3ScoringAverage",2010
89,89,"Chris Riley",73,3.05,461,151,"Front9Par3ScoringAverage",2010
89,89,"Justin Rose",78,3.05,469,154,"Front9Par3ScoringAverage",2010
89,89,"John Senden",103,3.05,619,203,"Front9Par3ScoringAverage",2010
89,89,"Jeev Milkha Singh",59,3.05,354,116,"Front9Par3ScoringAverage",2010
89,89,"Vaughn Taylor",87,3.05,533,175,"Front9Par3ScoringAverage",2010
102,102,"Stephen Ames",75,3.06,465,152,"Front9Par3ScoringAverage",2010
102,102,"Stuart Appleby",101,3.06,634,207,"Front9Par3ScoringAverage",2010
102,102,"Jim Furyk",76,3.06,450,147,"Front9Par3ScoringAverage",2010
102,102,"Padraig Harrington",57,3.06,340,111,"Front9Par3ScoringAverage",2010
102,102,"Cliff Kresge",50,3.06,318,104,"Front9Par3ScoringAverage",2010
102,102,"Davis Love III",79,3.06,481,157,"Front9Par3ScoringAverage",2010
102,102,"David Lutterus",69,3.06,432,141,"Front9Par3ScoringAverage",2010
102,102,"Cameron Percy",73,3.06,450,147,"Front9Par3ScoringAverage",2010
102,102,"Kenny Perry",69,3.06,410,134,"Front9Par3ScoringAverage",2010
111,111,"Robert Allenby",76,3.07,442,144,"Front9Par3ScoringAverage",2010
111,111,"Chris Couch",66,3.07,408,133,"Front9Par3ScoringAverage",2010
111,111,"Ben Curtis",78,3.07,473,154,"Front9Par3ScoringAverage",2010
111,111,"Jason Dufner",87,3.07,528,172,"Front9Par3ScoringAverage",2010
111,111,"JB Holmes",100,3.07,604,197,"Front9Par3ScoringAverage",2010
111,111,"Richard Johnson",90,3.07,541,176,"Front9Par3ScoringAverage",2010
111,111,"Troy Matteson",84,3.07,516,168,"Front9Par3ScoringAverage",2010
111,111,"Rory McIlroy",54,3.07,307,100,"Front9Par3ScoringAverage",2010
111,111,"George McNeill",79,3.07,479,156,"Front9Par3ScoringAverage",2010
111,111,"Kevin Na",94,3.07,575,187,"Front9Par3ScoringAverage",2010
111,111,"Joe Ogilvie",99,3.07,624,203,"Front9Par3ScoringAverage",2010
111,111,"Rod Pampling",77,3.07,476,155,"Front9Par3ScoringAverage",2010
111,111,"Webb Simpson",98,3.07,618,201,"Front9Par3ScoringAverage",2010
111,111,"Brian Stuard",81,3.07,513,167,"Front9Par3ScoringAverage",2010
111,111,"Kevin Sutherland",86,3.07,544,177,"Front9Par3ScoringAverage",2010
111,111,"Roland Thatcher",72,3.07,451,147,"Front9Par3ScoringAverage",2010
111,111,"Vance Veazey",58,3.07,372,121,"Front9Par3ScoringAverage",2010
