"TenthTeeEarlyPar4ScoringAverage_RANKTHISWEEK_2015","TenthTeeEarlyPar4ScoringAverage_RANKLASTWEEK_2015","TenthTeeEarlyPar4ScoringAverage_PLAYERNAME_2015","TenthTeeEarlyPar4ScoringAverage_ROUNDS_2015","TenthTeeEarlyPar4ScoringAverage_AVG_2015","TenthTeeEarlyPar4ScoringAverage_TOTALSTROKES_2015","TenthTeeEarlyPar4ScoringAverage_TOTALHOLES_2015","stat_name","year"
1,1,"Henrik Stenson",63,3.84,396,103,"TenthTeeEarlyPar4ScoringAverage",2015
2,2,"Jason Day",75,3.89,618,159,"TenthTeeEarlyPar4ScoringAverage",2015
2,2,"JB Holmes",89,3.89,572,147,"TenthTeeEarlyPar4ScoringAverage",2015
4,4,"Jason Bohn",95,3.92,772,197,"TenthTeeEarlyPar4ScoringAverage",2015
4,4,"Tony Finau",106,3.92,776,198,"TenthTeeEarlyPar4ScoringAverage",2015
4,4,"George McNeill",93,3.92,478,122,"TenthTeeEarlyPar4ScoringAverage",2015
7,7,"Russell Knox",96,3.93,826,210,"TenthTeeEarlyPar4ScoringAverage",2015
7,7,"Brooks Koepka",84,3.93,767,195,"TenthTeeEarlyPar4ScoringAverage",2015
7,7,"Ben Martin",93,3.93,424,108,"TenthTeeEarlyPar4ScoringAverage",2015
7,7,"Ryan Moore",81,3.93,216,55,"TenthTeeEarlyPar4ScoringAverage",2015
7,7,"Scott Stallings",60,3.93,342,87,"TenthTeeEarlyPar4ScoringAverage",2015
7,7,"Boo Weekley",79,3.93,476,121,"TenthTeeEarlyPar4ScoringAverage",2015
13,13,"Pat Perez",96,3.94,654,166,"TenthTeeEarlyPar4ScoringAverage",2015
13,13,"Jordan Spieth",91,3.94,803,204,"TenthTeeEarlyPar4ScoringAverage",2015
13,13,"Brendan Steele",88,3.94,748,190,"TenthTeeEarlyPar4ScoringAverage",2015
13,13,"Will Wilcox",58,3.94,433,110,"TenthTeeEarlyPar4ScoringAverage",2015
17,17,"Jim Furyk",71,3.95,576,146,"TenthTeeEarlyPar4ScoringAverage",2015
17,17,"Rory Sabbatini",81,3.95,446,113,"TenthTeeEarlyPar4ScoringAverage",2015
17,17,"Daniel Summerhays",101,3.95,739,187,"TenthTeeEarlyPar4ScoringAverage",2015
17,17,"Bubba Watson",71,3.95,522,132,"TenthTeeEarlyPar4ScoringAverage",2015
17,17,"Steve Wheatcroft",87,3.95,656,166,"TenthTeeEarlyPar4ScoringAverage",2015
22,22,"Andres Gonzales",90,3.96,547,138,"TenthTeeEarlyPar4ScoringAverage",2015
22,22,"Charley Hoffman",97,3.96,475,120,"TenthTeeEarlyPar4ScoringAverage",2015
22,22,"Sean OHair",86,3.96,923,233,"TenthTeeEarlyPar4ScoringAverage",2015
22,22,"Camilo Villegas",83,3.96,614,155,"TenthTeeEarlyPar4ScoringAverage",2015
22,22,"Jimmy Walker",89,3.96,954,241,"TenthTeeEarlyPar4ScoringAverage",2015
27,27,"Jason Dufner",76,3.97,524,132,"TenthTeeEarlyPar4ScoringAverage",2015
27,27,"Martin Flores",95,3.97,938,236,"TenthTeeEarlyPar4ScoringAverage",2015
27,27,"Brian Harman",90,3.97,611,154,"TenthTeeEarlyPar4ScoringAverage",2015
27,27,"Patrick Rodgers",57,3.97,651,164,"TenthTeeEarlyPar4ScoringAverage",2015
27,27,"Robert Streb",110,3.97,825,208,"TenthTeeEarlyPar4ScoringAverage",2015
27,27,"Nick Watney",91,3.97,647,163,"TenthTeeEarlyPar4ScoringAverage",2015
27,27,"Lee Westwood",56,3.97,294,74,"TenthTeeEarlyPar4ScoringAverage",2015
27,27,"Mark Wilson",89,3.97,524,132,"TenthTeeEarlyPar4ScoringAverage",2015
35,35,"Dustin Johnson",75,3.98,649,163,"TenthTeeEarlyPar4ScoringAverage",2015
35,35,"David Lingmerth",90,3.98,521,131,"TenthTeeEarlyPar4ScoringAverage",2015
37,37,"James Hahn",94,3.99,809,203,"TenthTeeEarlyPar4ScoringAverage",2015
37,37,"David Hearn",97,3.99,797,200,"TenthTeeEarlyPar4ScoringAverage",2015
37,37,"Zach Johnson",90,3.99,949,238,"TenthTeeEarlyPar4ScoringAverage",2015
37,37,"Francesco Molinari",56,3.99,543,136,"TenthTeeEarlyPar4ScoringAverage",2015
37,37,"Adam Scott",51,3.99,515,129,"TenthTeeEarlyPar4ScoringAverage",2015
37,37,"Vijay Singh",78,3.99,343,86,"TenthTeeEarlyPar4ScoringAverage",2015
37,37,"Shawn Stefani",94,3.99,542,136,"TenthTeeEarlyPar4ScoringAverage",2015
37,37,"David Toms",62,3.99,695,174,"TenthTeeEarlyPar4ScoringAverage",2015
45,45,"Steven Alker",62,4,480,120,"TenthTeeEarlyPar4ScoringAverage",2015
45,45,"Kevin Kisner",104,4,780,195,"TenthTeeEarlyPar4ScoringAverage",2015
45,45,"Hideki Matsuyama",95,4,688,172,"TenthTeeEarlyPar4ScoringAverage",2015
45,45,"William McGirt",103,4,1044,261,"TenthTeeEarlyPar4ScoringAverage",2015
45,45,"Greg Owen",58,4,512,128,"TenthTeeEarlyPar4ScoringAverage",2015
50,50,"Alex Cejka",94,4.01,702,175,"TenthTeeEarlyPar4ScoringAverage",2015
50,50,"Greg Chalmers",58,4.01,373,93,"TenthTeeEarlyPar4ScoringAverage",2015
50,50,"Harris English",105,4.01,838,209,"TenthTeeEarlyPar4ScoringAverage",2015
50,50,"Rickie Fowler",76,4.01,773,193,"TenthTeeEarlyPar4ScoringAverage",2015
50,50,"Sergio Garcia",59,4.01,606,151,"TenthTeeEarlyPar4ScoringAverage",2015
50,50,"Morgan Hoffmann",85,4.01,927,231,"TenthTeeEarlyPar4ScoringAverage",2015
50,50,"Matt Jones",89,4.01,578,144,"TenthTeeEarlyPar4ScoringAverage",2015
50,50,"Colt Knost",90,4.01,999,249,"TenthTeeEarlyPar4ScoringAverage",2015
50,50,"Scott Langley",94,4.01,761,190,"TenthTeeEarlyPar4ScoringAverage",2015
50,50,"Hunter Mahan",88,4.01,681,170,"TenthTeeEarlyPar4ScoringAverage",2015
50,50,"Phil Mickelson",70,4.01,646,161,"TenthTeeEarlyPar4ScoringAverage",2015
50,50,"Seung Yul Noh",65,4.01,337,84,"TenthTeeEarlyPar4ScoringAverage",2015
50,50,"Carlos Ortiz",100,4.01,814,203,"TenthTeeEarlyPar4ScoringAverage",2015
50,50,"Ryan Palmer",80,4.01,401,100,"TenthTeeEarlyPar4ScoringAverage",2015
50,50,"Scott Pinckney",88,4.01,935,233,"TenthTeeEarlyPar4ScoringAverage",2015
50,50,"Charl Schwartzel",67,4.01,429,107,"TenthTeeEarlyPar4ScoringAverage",2015
50,50,"Brandt Snedeker",98,4.01,867,216,"TenthTeeEarlyPar4ScoringAverage",2015
50,50,"Nicholas Thompson",90,4.01,875,218,"TenthTeeEarlyPar4ScoringAverage",2015
68,68,"Paul Casey",87,4.02,534,133,"TenthTeeEarlyPar4ScoringAverage",2015
68,68,"Jon Curran",83,4.02,711,177,"TenthTeeEarlyPar4ScoringAverage",2015
68,68,"Russell Henley",87,4.02,712,177,"TenthTeeEarlyPar4ScoringAverage",2015
68,68,"Mark Hubbard",79,4.02,704,175,"TenthTeeEarlyPar4ScoringAverage",2015
68,68,"Billy Hurley III",83,4.02,873,217,"TenthTeeEarlyPar4ScoringAverage",2015
68,68,"Jerry Kelly",79,4.02,519,129,"TenthTeeEarlyPar4ScoringAverage",2015
68,68,"Matt Kuchar",97,4.02,813,202,"TenthTeeEarlyPar4ScoringAverage",2015
68,68,"John Peterson",84,4.02,740,184,"TenthTeeEarlyPar4ScoringAverage",2015
68,68,"Michael Putnam",87,4.02,703,175,"TenthTeeEarlyPar4ScoringAverage",2015
68,68,"Patrick Reed",103,4.02,1044,260,"TenthTeeEarlyPar4ScoringAverage",2015
68,68,"Webb Simpson",81,4.02,583,145,"TenthTeeEarlyPar4ScoringAverage",2015
68,68,"Hudson Swafford",97,4.02,920,229,"TenthTeeEarlyPar4ScoringAverage",2015
68,68,"Nick Taylor",91,4.02,833,207,"TenthTeeEarlyPar4ScoringAverage",2015
68,68,"Brendon Todd",96,4.02,506,126,"TenthTeeEarlyPar4ScoringAverage",2015
82,82,"Kevin Chappell",86,4.03,600,149,"TenthTeeEarlyPar4ScoringAverage",2015
82,82,"Stewart Cink",77,4.03,713,177,"TenthTeeEarlyPar4ScoringAverage",2015
82,82,"Chad Collins",79,4.03,987,245,"TenthTeeEarlyPar4ScoringAverage",2015
82,82,"Brendon de Jonge",106,4.03,734,182,"TenthTeeEarlyPar4ScoringAverage",2015
82,82,"Ernie Els",57,4.03,600,149,"TenthTeeEarlyPar4ScoringAverage",2015
82,82,"Billy Horschel",99,4.03,1088,270,"TenthTeeEarlyPar4ScoringAverage",2015
82,82,"Charles Howell III",105,4.03,815,202,"TenthTeeEarlyPar4ScoringAverage",2015
82,82,"John Huh",102,4.03,886,220,"TenthTeeEarlyPar4ScoringAverage",2015
82,82,"Davis Love III",51,4.03,709,176,"TenthTeeEarlyPar4ScoringAverage",2015
82,82,"Bryce Molder",91,4.03,597,148,"TenthTeeEarlyPar4ScoringAverage",2015
82,82,"Alex Prugh",84,4.03,601,149,"TenthTeeEarlyPar4ScoringAverage",2015
82,82,"Brian Stuard",97,4.03,902,224,"TenthTeeEarlyPar4ScoringAverage",2015
94,94,"Daniel Berger",97,4.04,768,190,"TenthTeeEarlyPar4ScoringAverage",2015
94,94,"Zac Blair",108,4.04,763,189,"TenthTeeEarlyPar4ScoringAverage",2015
