"610FinalRoundPerformance_RANKTHISWEEK_2014","610FinalRoundPerformance_RANKLASTWEEK_2014","610FinalRoundPerformance_PLAYERNAME_2014","610FinalRoundPerformance_EVENTS_2014","610FinalRoundPerformance_PctTIMESIMPROVED_2014","610FinalRoundPerformance_OFTIMESIMPROVED_2014","stat_name","year"
1,1,"Ricky Barnes",27,100,1,"610FinalRoundPerformance",2014
1,1,"Chad Campbell",18,100,1,"610FinalRoundPerformance",2014
1,1,"Luke Donald",17,100,1,"610FinalRoundPerformance",2014
1,1,"Gonzalo Fdez Castano",25,100,1,"610FinalRoundPerformance",2014
1,1,"Rickie Fowler",26,100,1,"610FinalRoundPerformance",2014
1,1,"Tommy Gainey",26,100,1,"610FinalRoundPerformance",2014
1,1,"Bill Haas",28,100,1,"610FinalRoundPerformance",2014
1,1,"Brian Harman",32,100,1,"610FinalRoundPerformance",2014
1,1,"David Hearn",28,100,1,"610FinalRoundPerformance",2014
1,1,"Justin Hicks",30,100,3,"610FinalRoundPerformance",2014
1,1,"Charley Hoffman",25,100,1,"610FinalRoundPerformance",2014
1,1,"Billy Horschel",27,100,1,"610FinalRoundPerformance",2014
1,1,"Charles Howell III",29,100,1,"610FinalRoundPerformance",2014
1,1,"John Huh",28,100,1,"610FinalRoundPerformance",2014
1,1,"Billy Hurley III",26,100,1,"610FinalRoundPerformance",2014
1,1,"Dustin Johnson",17,100,2,"610FinalRoundPerformance",2014
1,1,"Kevin Kisner",26,100,1,"610FinalRoundPerformance",2014
1,1,"Brooks Koepka",16,100,1,"610FinalRoundPerformance",2014
1,1,"Richard Lee",27,100,1,"610FinalRoundPerformance",2014
1,1,"Marc Leishman",24,100,1,"610FinalRoundPerformance",2014
1,1,"Justin Leonard",22,100,1,"610FinalRoundPerformance",2014
1,1,"Hunter Mahan",25,100,1,"610FinalRoundPerformance",2014
1,1,"Graeme McDowell",17,100,2,"610FinalRoundPerformance",2014
1,1,"Rory McIlroy",17,100,1,"610FinalRoundPerformance",2014
1,1,"Ryan Moore",24,100,2,"610FinalRoundPerformance",2014
1,1,"Carl Pettersson",28,100,2,"610FinalRoundPerformance",2014
1,1,"Wes Roach",22,100,1,"610FinalRoundPerformance",2014
1,1,"Charl Schwartzel",18,100,2,"610FinalRoundPerformance",2014
1,1,"Adam Scott",17,100,4,"610FinalRoundPerformance",2014
1,1,"John Senden",27,100,1,"610FinalRoundPerformance",2014
1,1,"Kevin Stadler",26,100,1,"610FinalRoundPerformance",2014
1,1,"Scott Stallings",28,100,1,"610FinalRoundPerformance",2014
1,1,"Brendan Steele",26,100,1,"610FinalRoundPerformance",2014
1,1,"Shawn Stefani",17,100,1,"610FinalRoundPerformance",2014
