"ScoringRating_RANKTHISWEEK_2013","ScoringRating_RANKLASTWEEK_2013","ScoringRating_PLAYERNAME_2013","ScoringRating_EVENTS_2013","ScoringRating_RATING_2013","stat_name","year"
1,1,"Woody Austin",1,9.1,"ScoringRating",2013
2,2,"Danny Lee",1,9,"ScoringRating",2013
3,3,"Shane Bertsch",1,8.9,"ScoringRating",2013
3,3,"Miguel Angel Jimenez",1,8.9,"ScoringRating",2013
5,5,"Steve Stricker",9,8.8,"ScoringRating",2013
6,6,"Billy Andrade",1,8.7,"ScoringRating",2013
6,6,"Richard Sterne",2,8.7,"ScoringRating",2013
8,8,"Patrick Rodgers",1,8.6,"ScoringRating",2013
8,8,"Henrik Stenson",10,8.6,"ScoringRating",2013
8,8,"Tiger Woods",11,8.6,"ScoringRating",2013
11,11,"Patrick Cantlay",1,8.5,"ScoringRating",2013
11,11,"Glen Day",2,8.5,"ScoringRating",2013
11,11,"Freddie Jacobson",10,8.5,"ScoringRating",2013
11,11,"Hideki Matsuyama",3,8.5,"ScoringRating",2013
11,11,"Phil Mickelson",14,8.5,"ScoringRating",2013
11,11,"John Peterson",2,8.5,"ScoringRating",2013
11,11,"Justin Rose",11,8.5,"ScoringRating",2013
11,11,"Marcel Siem",4,8.5,"ScoringRating",2013
11,11,"Jordan Spieth",16,8.5,"ScoringRating",2013
11,11,"Aaron Watkins",2,8.5,"ScoringRating",2013
21,21,"Keegan Bradley",17,8.4,"ScoringRating",2013
21,21,"Bud Cauley",8,8.4,"ScoringRating",2013
21,21,"Sergio Garcia",11,8.4,"ScoringRating",2013
21,21,"Scott Jamieson",1,8.4,"ScoringRating",2013
21,21,"Alexander Noren",1,8.4,"ScoringRating",2013
21,21,"Ted Potter Jr",10,8.4,"ScoringRating",2013
21,21,"Chris Riley",1,8.4,"ScoringRating",2013
21,21,"Charl Schwartzel",13,8.4,"ScoringRating",2013
21,21,"Brandt Snedeker",13,8.4,"ScoringRating",2013
21,21,"Brendon Todd",6,8.4,"ScoringRating",2013
31,31,"Luke Donald",11,8.3,"ScoringRating",2013
31,31,"Jim Furyk",16,8.3,"ScoringRating",2013
31,31,"Robert Garrigus",10,8.3,"ScoringRating",2013
31,31,"Bill Haas",16,8.3,"ScoringRating",2013
31,31,"Peter Hanson",6,8.3,"ScoringRating",2013
31,31,"Dustin Johnson",11,8.3,"ScoringRating",2013
31,31,"Matt Jones",15,8.3,"ScoringRating",2013
31,31,"Chris Kirk",19,8.3,"ScoringRating",2013
31,31,"Peter Lonard",1,8.3,"ScoringRating",2013
31,31,"Bill Lunde",3,8.3,"ScoringRating",2013
31,31,"Hunter Mahan",15,8.3,"ScoringRating",2013
31,31,"Billy Mayfair",2,8.3,"ScoringRating",2013
31,31,"Webb Simpson",17,8.3,"ScoringRating",2013
31,31,"Jimmy Walker",18,8.3,"ScoringRating",2013
31,31,"Chris Williams",1,8.3,"ScoringRating",2013
46,46,"Aaron Baddeley",10,8.2,"ScoringRating",2013
46,46,"Todd Baek",1,8.2,"ScoringRating",2013
46,46,"Stewart Cink",11,8.2,"ScoringRating",2013
46,46,"Tim Clark",8,8.2,"ScoringRating",2013
46,46,"Franklin Corpening",1,8.2,"ScoringRating",2013
46,46,"Brian Davis",17,8.2,"ScoringRating",2013
46,46,"Graham DeLaet",19,8.2,"ScoringRating",2013
46,46,"James Driscoll",12,8.2,"ScoringRating",2013
46,46,"Bob Estes",15,8.2,"ScoringRating",2013
46,46,"Matt Every",15,8.2,"ScoringRating",2013
46,46,"Rickie Fowler",13,8.2,"ScoringRating",2013
46,46,"Retief Goosen",5,8.2,"ScoringRating",2013
46,46,"Jim Herman",7,8.2,"ScoringRating",2013
46,46,"Charles Howell III",18,8.2,"ScoringRating",2013
46,46,"Zach Johnson",16,8.2,"ScoringRating",2013
46,46,"Matt Kuchar",18,8.2,"ScoringRating",2013
46,46,"David Lingmerth",10,8.2,"ScoringRating",2013
46,46,"Graeme McDowell",7,8.2,"ScoringRating",2013
46,46,"Louis Oosthuizen",4,8.2,"ScoringRating",2013
46,46,"Ryan Palmer",16,8.2,"ScoringRating",2013
46,46,"Kenny Perry",2,8.2,"ScoringRating",2013
46,46,"Jonathan Randolph",1,8.2,"ScoringRating",2013
46,46,"John Rollins",13,8.2,"ScoringRating",2013
46,46,"Rory Sabbatini",14,8.2,"ScoringRating",2013
46,46,"Adam Scott",11,8.2,"ScoringRating",2013
46,46,"Joey Snyder III",2,8.2,"ScoringRating",2013
46,46,"Bubba Watson",14,8.2,"ScoringRating",2013
73,73,"Stephen Ames",6,8.1,"ScoringRating",2013
73,73,"Cameron Beckman",2,8.1,"ScoringRating",2013
73,73,"Bart Bryant",1,8.1,"ScoringRating",2013
73,73,"KJ Choi",14,8.1,"ScoringRating",2013
73,73,"Gary Christian",2,8.1,"ScoringRating",2013
73,73,"Ben Crane",8,8.1,"ScoringRating",2013
73,73,"Jason Day",16,8.1,"ScoringRating",2013
73,73,"Brendon de Jonge",23,8.1,"ScoringRating",2013
73,73,"Ernie Els",10,8.1,"ScoringRating",2013
73,73,"Ross Fisher",7,8.1,"ScoringRating",2013
73,73,"Steve Flesch",2,8.1,"ScoringRating",2013
73,73,"David Frost",1,8.1,"ScoringRating",2013
73,73,"Luke Guthrie",12,8.1,"ScoringRating",2013
73,73,"James Hahn",12,8.1,"ScoringRating",2013
73,73,"David Hearn",14,8.1,"ScoringRating",2013
73,73,"Russell Henley",15,8.1,"ScoringRating",2013
73,73,"Morgan Hoffmann",10,8.1,"ScoringRating",2013
73,73,"Jeff Klauk",3,8.1,"ScoringRating",2013
73,73,"Jason Kokrak",13,8.1,"ScoringRating",2013
73,73,"Ken Looper",2,8.1,"ScoringRating",2013
73,73,"William McGirt",13,8.1,"ScoringRating",2013
73,73,"Rory McIlroy",10,8.1,"ScoringRating",2013
73,73,"Bryce Molder",16,8.1,"ScoringRating",2013
73,73,"Francesco Molinari",3,8.1,"ScoringRating",2013
73,73,"Pat Perez",13,8.1,"ScoringRating",2013
73,73,"Ian Poulter",9,8.1,"ScoringRating",2013
73,73,"Patrick Reed",13,8.1,"ScoringRating",2013
73,73,"Kyle Reifers",2,8.1,"ScoringRating",2013
73,73,"Kevin Stadler",14,8.1,"ScoringRating",2013
73,73,"Scott Stallings",11,8.1,"ScoringRating",2013
73,73,"Paul Stankowski",1,8.1,"ScoringRating",2013
73,73,"Kevin Streelman",16,8.1,"ScoringRating",2013
73,73,"Chris Stroud",16,8.1,"ScoringRating",2013
73,73,"Brian Stuard",11,8.1,"ScoringRating",2013
73,73,"Daniel Summerhays",15,8.1,"ScoringRating",2013
73,73,"Nicholas Thompson",18,8.1,"ScoringRating",2013
73,73,"Nick Watney",17,8.1,"ScoringRating",2013
73,73,"Mark Wilson",8,8.1,"ScoringRating",2013
73,73,"Chris Wood",2,8.1,"ScoringRating",2013
112,112,"Joe Affrunti",2,8,"ScoringRating",2013
112,112,"Ryan Blaum",1,8,"ScoringRating",2013
112,112,"Steven Bowditch",11,8,"ScoringRating",2013
112,112,"Paul Casey",1,8,"ScoringRating",2013
112,112,"Roberto Castro",17,8,"ScoringRating",2013
112,112,"Kevin Chappell",14,8,"ScoringRating",2013
112,112,"Russ Cochran",1,8,"ScoringRating",2013
112,112,"Erik Compton",11,8,"ScoringRating",2013
112,112,"Martin Flores",15,8,"ScoringRating",2013
112,112,"Lucas Glover",9,8,"ScoringRating",2013
112,112,"Andres Gonzales",3,8,"ScoringRating",2013
112,112,"Brian Harman",13,8,"ScoringRating",2013
112,112,"Charley Hoffman",17,8,"ScoringRating",2013
112,112,"JB Holmes",1,8,"ScoringRating",2013
112,112,"Billy Horschel",21,8,"ScoringRating",2013
112,112,"John Huh",14,8,"ScoringRating",2013
112,112,"Richard Lee",16,8,"ScoringRating",2013
112,112,"David Lynn",11,8,"ScoringRating",2013
112,112,"Ryan Moore",12,8,"ScoringRating",2013
112,112,"DA Points",13,8,"ScoringRating",2013
112,112,"Tag Ridings",9,8,"ScoringRating",2013
112,112,"Andres Romero",8,8,"ScoringRating",2013
112,112,"Shawn Stefani",9,8,"ScoringRating",2013
112,112,"Robert Streb",10,8,"ScoringRating",2013
112,112,"Kevin Sutherland",4,8,"ScoringRating",2013
112,112,"Hideto Tanihara",1,8,"ScoringRating",2013
112,112,"Camilo Villegas",14,8,"ScoringRating",2013
112,112,"Lee Westwood",13,8,"ScoringRating",2013
112,112,"Steve Wheatcroft",1,8,"ScoringRating",2013
141,141,"Sangmoon Bae",15,7.9,"ScoringRating",2013
141,141,"Blayne Barber",1,7.9,"ScoringRating",2013
141,141,"Ricky Barnes",9,7.9,"ScoringRating",2013
141,141,"Charlie Beljan",7,7.9,"ScoringRating",2013
141,141,"Jonas Blixt",12,7.9,"ScoringRating",2013
141,141,"Jason Bohn",12,7.9,"ScoringRating",2013
141,141,"Jonathan Byrd",3,7.9,"ScoringRating",2013
141,141,"Greg Chalmers",13,7.9,"ScoringRating",2013
141,141,"Jason Dufner",14,7.9,"ScoringRating",2013
141,141,"Ken Duke",13,7.9,"ScoringRating",2013
141,141,"Joe Durant",2,7.9,"ScoringRating",2013
141,141,"Harris English",19,7.9,"ScoringRating",2013
141,141,"Paul Haley II",3,7.9,"ScoringRating",2013
141,141,"Jerry Kelly",14,7.9,"ScoringRating",2013
141,141,"Michael Kim",1,7.9,"ScoringRating",2013
141,141,"DH Lee",10,7.9,"ScoringRating",2013
141,141,"Luke List",7,7.9,"ScoringRating",2013
141,141,"Shane Lowry",2,7.9,"ScoringRating",2013
141,141,"Troy Matteson",8,7.9,"ScoringRating",2013
141,141,"George McNeill",13,7.9,"ScoringRating",2013
141,141,"John Merrick",15,7.9,"ScoringRating",2013
141,141,"Chez Reavie",14,7.9,"ScoringRating",2013
141,141,"Roger Sloan",1,7.9,"ScoringRating",2013
141,141,"Darron Stiles",5,7.9,"ScoringRating",2013
141,141,"Andre Stolz",1,7.9,"ScoringRating",2013
141,141,"Vaughn Taylor",7,7.9,"ScoringRating",2013
141,141,"Josh Teater",13,7.9,"ScoringRating",2013
141,141,"DJ Trahan",6,7.9,"ScoringRating",2013
141,141,"Cameron Tringale",16,7.9,"ScoringRating",2013
141,141,"Bo Van Pelt",11,7.9,"ScoringRating",2013
141,141,"Johnson Wagner",6,7.9,"ScoringRating",2013
141,141,"Tom Watson",1,7.9,"ScoringRating",2013
141,141,"Gary Woodland",18,7.9,"ScoringRating",2013
174,174,"Stuart Appleby",18,7.8,"ScoringRating",2013
174,174,"Justin Bolli",3,7.8,"ScoringRating",2013
174,174,"Scott Brown",10,7.8,"ScoringRating",2013
174,174,"Angel Cabrera",13,7.8,"ScoringRating",2013
174,174,"Chad Campbell",13,7.8,"ScoringRating",2013
174,174,"Fred Couples",2,7.8,"ScoringRating",2013
174,174,"Derek Ernst",7,7.8,"ScoringRating",2013
174,174,"Brad Fritsch",14,7.8,"ScoringRating",2013
174,174,"Tommy Gainey",12,7.8,"ScoringRating",2013
174,174,"Scott Gardiner",7,7.8,"ScoringRating",2013
174,174,"Fabian Gomez",8,7.8,"ScoringRating",2013
174,174,"Padraig Harrington",7,7.8,"ScoringRating",2013
174,174,"Tim Herron",7,7.8,"ScoringRating",2013
174,174,"Justin Hicks",14,7.8,"ScoringRating",2013
174,174,"Trevor Immelman",10,7.8,"ScoringRating",2013
174,174,"Ryo Ishikawa",9,7.8,"ScoringRating",2013
174,174,"Brandt Jobe",11,7.8,"ScoringRating",2013
174,174,"Robert Karlsson",6,7.8,"ScoringRating",2013
174,174,"Martin Kaymer",9,7.8,"ScoringRating",2013
174,174,"Russell Knox",5,7.8,"ScoringRating",2013
174,174,"Scott Langley",10,7.8,"ScoringRating",2013
174,174,"Marc Leishman",14,7.8,"ScoringRating",2013
174,174,"Justin Leonard",17,7.8,"ScoringRating",2013
174,174,"Michael Letzig",4,7.8,"ScoringRating",2013
174,174,"Davis Love III",6,7.8,"ScoringRating",2013
174,174,"Kevin Na",2,7.8,"ScoringRating",2013
174,174,"Henrik Norlander",10,7.8,"ScoringRating",2013
174,174,"Sean OHair",7,7.8,"ScoringRating",2013
174,174,"Geoff Ogilvy",7,7.8,"ScoringRating",2013
174,174,"Jeff Overton",16,7.8,"ScoringRating",2013
174,174,"Tim Petrovic",5,7.8,"ScoringRating",2013
174,174,"Scott Piercy",13,7.8,"ScoringRating",2013
174,174,"Dicky Pride",9,7.8,"ScoringRating",2013
174,174,"Wes Short Jr",3,7.8,"ScoringRating",2013
174,174,"Vijay Singh",9,7.8,"ScoringRating",2013
174,174,"Heath Slocum",4,7.8,"ScoringRating",2013
