"ClubHeadSpeed_RANKTHISWEEK_2015","ClubHeadSpeed_RANKLASTWEEK_2015","ClubHeadSpeed_PLAYERNAME_2015","ClubHeadSpeed_ROUNDS_2015","ClubHeadSpeed_AVG_2015","ClubHeadSpeed_TOTALCLUBHEADSPEED_2015","ClubHeadSpeed_TOTALATTEMPTS_2015","ClubHeadSpeed_FASTESTSPEED_2015","ClubHeadSpeed_SLOWESTSPEED_2015","stat_name","year"
36,36,"Max Homa",78,117.35,7510.4,64,121.93,113.71,"ClubHeadSpeed",2015
37,37,"Paul Casey",87,117.16,7381.14,63,121.56,113.51,"ClubHeadSpeed",2015
38,38,"Angel Cabrera",53,117.14,5974.29,51,122.1,113.66,"ClubHeadSpeed",2015
39,39,"Justin Rose",69,117.1,6323.27,54,123.18,110.61,"ClubHeadSpeed",2015
40,40,"Seung Yul Noh",65,116.99,6785.34,58,121.8,112.65,"ClubHeadSpeed",2015
41,41,"Shawn Stefani",94,116.95,10992.98,94,120.57,113.85,"ClubHeadSpeed",2015
42,42,"Will Wilcox",58,116.92,5027.41,43,120.73,113.09,"ClubHeadSpeed",2015
43,43,"Michael Putnam",87,116.89,8533.2,73,122.75,112.88,"ClubHeadSpeed",2015
43,43,"Jimmy Walker",89,116.89,8533.01,73,121.64,111.59,"ClubHeadSpeed",2015
45,45,"Robert Streb",110,116.82,12967.06,111,120.21,113.22,"ClubHeadSpeed",2015
46,46,"Scott Pinckney",88,116.53,9555.73,82,122.96,113.05,"ClubHeadSpeed",2015
47,47,"Russell Henley",87,116.51,9786.74,84,119.78,113.05,"ClubHeadSpeed",2015
48,48,"Martin Laird",77,116.35,8144.63,70,120.18,112.73,"ClubHeadSpeed",2015
49,49,"Lucas Glover",79,116.34,9656.41,83,122.91,111.33,"ClubHeadSpeed",2015
49,49,"Justin Thomas",106,116.34,11866.3,102,120.47,112.92,"ClubHeadSpeed",2015
51,51,"Charley Hoffman",97,116.3,9885.34,85,120.56,111.6,"ClubHeadSpeed",2015
52,52,"Matt Jones",89,116.27,8603.92,74,120.65,111.26,"ClubHeadSpeed",2015
53,53,"Lee Westwood",56,115.81,4748.15,41,118.24,111.48,"ClubHeadSpeed",2015
54,54,"Andres Gonzales",90,115.75,10533.06,91,120.51,112.31,"ClubHeadSpeed",2015
55,55,"Marc Leishman",74,115.69,7288.59,63,118.98,112.23,"ClubHeadSpeed",2015
55,55,"George McNeill",93,115.69,9949.34,86,119.66,111.68,"ClubHeadSpeed",2015
57,57,"Alex Prugh",84,115.67,9600.6,83,121.03,111.83,"ClubHeadSpeed",2015
58,58,"Ryo Ishikawa",90,115.58,10517.56,91,119.85,112.11,"ClubHeadSpeed",2015
59,59,"Byron Smith",59,115.48,4965.8,43,120.1,112.49,"ClubHeadSpeed",2015
60,60,"Tom Hoge",83,115.37,7845.15,68,120.61,111.9,"ClubHeadSpeed",2015
61,61,"Carlos Ortiz",100,115.32,11416.46,99,119.07,110.78,"ClubHeadSpeed",2015
62,62,"Greg Owen",58,115.24,5762.12,50,120.45,110.48,"ClubHeadSpeed",2015
63,63,"Scott Piercy",90,115.2,9907.5,86,118.95,107.91,"ClubHeadSpeed",2015
64,64,"Pat Perez",96,115.12,10245.85,89,121.98,110.32,"ClubHeadSpeed",2015
65,65,"Ryan Palmer",80,115.11,7596.98,66,118.87,111.19,"ClubHeadSpeed",2015
66,66,"Jim Herman",88,114.98,9772.95,85,119.44,111.76,"ClubHeadSpeed",2015
67,67,"Jonathan Randolph",72,114.89,7468.16,65,123.85,109.81,"ClubHeadSpeed",2015
68,68,"Scott Stallings",60,114.85,6202.11,54,118.98,111.77,"ClubHeadSpeed",2015
69,69,"Gonzalo Fdez Castano",81,114.82,7693.26,67,120.26,110.61,"ClubHeadSpeed",2015
70,70,"Roger Sloan",56,114.69,4817.03,42,119.82,111.31,"ClubHeadSpeed",2015
71,71,"Adam Hadwin",95,114.67,10549.67,92,120.01,110.96,"ClubHeadSpeed",2015
72,72,"Jamie Donaldson",50,114.63,5158.3,45,117.91,111.03,"ClubHeadSpeed",2015
73,73,"Louis Oosthuizen",68,114.57,5155.59,45,117.05,111.1,"ClubHeadSpeed",2015
74,74,"Sean OHair",86,114.51,8702.59,76,118.73,109.62,"ClubHeadSpeed",2015
75,75,"Ben Martin",93,114.46,10530.01,92,118.81,110.2,"ClubHeadSpeed",2015
76,76,"Hideki Matsuyama",95,114.39,9837.42,86,124.07,110.55,"ClubHeadSpeed",2015
77,77,"Andres Romero",69,114.14,5707.07,50,117.94,110.4,"ClubHeadSpeed",2015
78,78,"James Hahn",94,114.12,9015.11,79,121.21,104.98,"ClubHeadSpeed",2015
79,79,"Troy Merritt",91,114.09,9583.43,84,117.96,109.93,"ClubHeadSpeed",2015
80,80,"Sam Saunders",83,114.08,8213.77,72,117.99,110.42,"ClubHeadSpeed",2015
81,81,"Padraig Harrington",60,114.07,6502.03,57,120.04,110.71,"ClubHeadSpeed",2015
82,82,"Geoff Ogilvy",50,114.01,4674.22,41,117.24,111.07,"ClubHeadSpeed",2015
83,83,"Eric Axley",57,113.96,5470.13,48,116.47,110.58,"ClubHeadSpeed",2015
84,84,"Retief Goosen",81,113.85,8311.03,73,118.79,109.52,"ClubHeadSpeed",2015
85,85,"JJ Henry",94,113.84,8310.32,73,116.72,110.61,"ClubHeadSpeed",2015
86,86,"Morgan Hoffmann",85,113.63,8976.61,79,117.15,110.36,"ClubHeadSpeed",2015
87,87,"Brendon de Jonge",106,113.62,11816.29,104,123.26,110.09,"ClubHeadSpeed",2015
87,87,"Matt Every",73,113.62,8066.96,71,118.68,110.5,"ClubHeadSpeed",2015
89,89,"Sangmoon Bae",98,113.53,11012.31,97,117.54,110.23,"ClubHeadSpeed",2015
90,90,"Boo Weekley",79,113.44,7260.25,64,117.32,109.12,"ClubHeadSpeed",2015
91,91,"Billy Horschel",99,113.38,9863.95,87,117.03,107.33,"ClubHeadSpeed",2015
92,92,"Johnson Wagner",68,113.33,6346.74,56,116.76,109.53,"ClubHeadSpeed",2015
93,93,"Kevin Streelman",95,113.32,9292.28,82,117.69,109.34,"ClubHeadSpeed",2015
94,94,"Camilo Villegas",83,113.03,9607.94,85,118.14,109.9,"ClubHeadSpeed",2015
95,95,"Davis Love III",51,112.89,4854.33,43,116.95,109.49,"ClubHeadSpeed",2015
96,96,"Andrew Svoboda",80,112.86,8464.48,75,116.3,109.2,"ClubHeadSpeed",2015
97,97,"Jordan Spieth",91,112.79,7782.78,69,117.63,109.75,"ClubHeadSpeed",2015
98,98,"Jason Gore",76,112.76,7216.84,64,117.41,108.62,"ClubHeadSpeed",2015
99,99,"Kevin Na",98,112.65,9124.44,81,118.02,106.2,"ClubHeadSpeed",2015
100,100,"Tyrone Van Aswegen",58,112.63,4280.04,38,116.77,109.01,"ClubHeadSpeed",2015
101,101,"Michael Thompson",83,112.56,9567.88,85,119.52,108.52,"ClubHeadSpeed",2015
102,102,"John Peterson",84,112.52,10576.59,94,118.92,108.93,"ClubHeadSpeed",2015
103,103,"Jason Dufner",76,112.3,6288.6,56,116.95,107.08,"ClubHeadSpeed",2015
104,104,"Erik Compton",86,112.23,9315.27,83,116.44,108.82,"ClubHeadSpeed",2015
105,105,"Bo Van Pelt",81,112.21,8415.7,75,115.91,107.95,"ClubHeadSpeed",2015
106,106,"Bill Haas",89,112.2,8975.72,80,117.92,106.89,"ClubHeadSpeed",2015
107,107,"Vijay Singh",78,112.19,8414.45,75,116.92,108.42,"ClubHeadSpeed",2015
108,108,"Hunter Mahan",88,112.11,8408.35,75,115.06,108.4,"ClubHeadSpeed",2015
109,109,"Chesson Hadley",101,112.04,10307.93,92,115.49,108.88,"ClubHeadSpeed",2015
109,109,"Cameron Percy",72,112.04,7842.46,70,115.8,109.1,"ClubHeadSpeed",2015
111,111,"Blayne Barber",76,112,7728.07,69,115.59,108.71,"ClubHeadSpeed",2015
112,112,"Derek Fathauer",81,111.96,8060.82,72,115.92,108.08,"ClubHeadSpeed",2015
112,112,"Steve Wheatcroft",87,111.96,10188.4,91,116.43,107.75,"ClubHeadSpeed",2015
114,114,"Kyle Reifers",96,111.94,8843.22,79,116.46,108.54,"ClubHeadSpeed",2015
115,115,"Scott Brown",97,111.87,9508.98,85,117.65,108.14,"ClubHeadSpeed",2015
116,116,"Fabian Gomez",83,111.86,8501.32,76,117.32,107.38,"ClubHeadSpeed",2015
117,117,"Jonathan Byrd",69,111.84,6263.08,56,114.18,108.91,"ClubHeadSpeed",2015
118,118,"Ian Poulter",68,111.8,6037.36,54,115.21,107,"ClubHeadSpeed",2015
119,119,"Carl Pettersson",106,111.76,11734.75,105,115.92,108.08,"ClubHeadSpeed",2015
120,120,"Whee Kim",71,111.74,6257.19,56,117.3,107.37,"ClubHeadSpeed",2015
121,121,"Jim Renner",68,111.62,6474.08,58,113.89,108.15,"ClubHeadSpeed",2015
121,121,"Rory Sabbatini",81,111.62,8259.74,74,116.05,108.36,"ClubHeadSpeed",2015
123,123,"Webb Simpson",81,111.6,8035.04,72,114.18,107.64,"ClubHeadSpeed",2015
124,124,"William McGirt",103,111.54,12715.96,114,115.31,107.61,"ClubHeadSpeed",2015
125,125,"Nick Taylor",91,111.51,10258.77,92,114.44,107.75,"ClubHeadSpeed",2015
126,126,"SJ Park",79,111.47,7468.29,67,114.26,107.91,"ClubHeadSpeed",2015
127,127,"Jonas Blixt",78,111.36,6459.04,58,113.95,108.34,"ClubHeadSpeed",2015
128,128,"Andrew Putnam",68,111.35,6903.81,62,116.68,108.08,"ClubHeadSpeed",2015
129,129,"Mark Hubbard",79,111.16,7447.57,67,114.7,107.79,"ClubHeadSpeed",2015
130,130,"Kevin Kisner",104,111.11,12444.5,112,114.57,107.73,"ClubHeadSpeed",2015
131,131,"Luke Guthrie",84,111,9101.74,82,115.3,107.82,"ClubHeadSpeed",2015
131,131,"DA Points",72,111,6549.14,59,115.06,105.66,"ClubHeadSpeed",2015
133,133,"Oscar Fraustro",58,110.83,4765.58,43,115.88,107.79,"ClubHeadSpeed",2015
134,134,"Spencer Levin",99,110.77,10855.38,98,116.59,106.78,"ClubHeadSpeed",2015
135,135,"Brice Garnett",81,110.7,8080.83,73,117.87,104.92,"ClubHeadSpeed",2015
136,136,"Chris Kirk",76,110.67,7304.25,66,114.97,107.04,"ClubHeadSpeed",2015
136,136,"Brandt Snedeker",98,110.67,10402.98,94,116.61,107.54,"ClubHeadSpeed",2015
138,138,"Ernie Els",57,110.54,4200.64,38,113.85,106.93,"ClubHeadSpeed",2015
139,139,"Matt Kuchar",97,110.53,9836.77,89,116.14,106.56,"ClubHeadSpeed",2015
140,140,"Francesco Molinari",56,110.49,5524.32,50,114.13,107.22,"ClubHeadSpeed",2015
141,141,"Daniel Summerhays",101,110.42,9274.98,84,116.34,106.36,"ClubHeadSpeed",2015
142,142,"David Lingmerth",90,110.38,9492.62,86,113.82,107.05,"ClubHeadSpeed",2015
143,143,"Brian Harman",90,110.24,9260.38,84,112.54,106.43,"ClubHeadSpeed",2015
144,144,"Russell Knox",96,110.22,11022.45,100,114.09,106.7,"ClubHeadSpeed",2015
145,145,"Ken Duke",93,110.2,10028.52,91,117.01,106.55,"ClubHeadSpeed",2015
146,146,"Chad Campbell",97,110.19,11129.24,101,115.44,106.11,"ClubHeadSpeed",2015
147,147,"Nicholas Thompson",90,110.15,9473.08,86,113.61,106.76,"ClubHeadSpeed",2015
148,148,"Jeff Overton",94,110.11,9469.5,86,116.49,106.42,"ClubHeadSpeed",2015
149,149,"Greg Chalmers",58,110.02,4951,45,113.72,104.32,"ClubHeadSpeed",2015
149,149,"Scott Langley",94,110.02,9131.4,83,114.36,106.12,"ClubHeadSpeed",2015
151,151,"Robert Allenby",63,109.97,6598.38,60,114.32,105.72,"ClubHeadSpeed",2015
152,152,"Roberto Castro",54,109.8,4282.17,39,112.84,106.01,"ClubHeadSpeed",2015
153,153,"Bill Lunde",50,109.68,4496.88,41,116.56,106.93,"ClubHeadSpeed",2015
154,154,"Luke Donald",71,109.64,5591.42,51,113.9,106.64,"ClubHeadSpeed",2015
155,155,"Chad Collins",79,109.6,8000.86,73,113.14,106.02,"ClubHeadSpeed",2015
156,156,"Danny Lee",120,109.56,12271.08,112,116.54,105.84,"ClubHeadSpeed",2015
157,157,"John Merrick",78,109.44,7113.58,65,112.5,106.56,"ClubHeadSpeed",2015
158,158,"Chez Reavie",56,109.32,6559.27,60,114.13,106.27,"ClubHeadSpeed",2015
159,159,"Jim Furyk",71,109.28,5792.09,53,113.91,105.46,"ClubHeadSpeed",2015
160,160,"Chris Stroud",84,109.22,7864.18,72,115.38,105.57,"ClubHeadSpeed",2015
161,161,"John Huh",102,109.06,11996.73,110,113.49,105.08,"ClubHeadSpeed",2015
162,162,"Ryan Moore",81,108.89,7404.37,68,117.77,105.67,"ClubHeadSpeed",2015
163,163,"Zac Blair",108,108.72,11306.91,104,112.65,103.18,"ClubHeadSpeed",2015
164,164,"Cameron Tringale",96,108.67,9671.2,89,112.38,104.89,"ClubHeadSpeed",2015
165,165,"Bryce Molder",91,108.64,9342.74,86,114.12,105.05,"ClubHeadSpeed",2015
166,166,"Alex Cejka",94,108.52,9115.52,84,119.64,105.04,"ClubHeadSpeed",2015
167,167,"Jason Bohn",95,108.49,10957.15,101,114.36,105.25,"ClubHeadSpeed",2015
168,168,"Billy Hurley III",83,108.47,8026.51,74,112.57,105.44,"ClubHeadSpeed",2015
169,169,"David Hearn",97,107.95,10255.35,95,114.35,103.94,"ClubHeadSpeed",2015
170,170,"Zach Johnson",90,107.74,9265.73,86,111.24,103.79,"ClubHeadSpeed",2015
171,171,"Tim Wilkinson",73,107.69,6461.5,60,112.11,104.09,"ClubHeadSpeed",2015
172,172,"Mark Wilson",89,107.25,8902.12,83,115.62,103.34,"ClubHeadSpeed",2015
173,173,"Colt Knost",90,107.19,9540.23,89,110.56,103.82,"ClubHeadSpeed",2015
174,174,"KJ Choi",66,107.02,6314.24,59,111.72,103.26,"ClubHeadSpeed",2015
175,175,"Jerry Kelly",79,106.85,7693.39,72,110.41,103.24,"ClubHeadSpeed",2015
176,176,"Brendon Todd",96,106.8,8757.96,82,109.89,103.13,"ClubHeadSpeed",2015
177,177,"Brian Stuard",97,106.31,10099.47,95,109.93,103.68,"ClubHeadSpeed",2015
178,178,"Jon Curran",83,106.17,7750.7,73,109.16,102.77,"ClubHeadSpeed",2015
179,179,"Steven Alker",62,106.13,6261.6,59,110.66,102.12,"ClubHeadSpeed",2015
180,180,"Brian Davis",86,105.49,8966.89,85,117.37,101.32,"ClubHeadSpeed",2015
181,181,"Ben Crane",62,104.59,5647.99,54,107.81,101.69,"ClubHeadSpeed",2015
182,182,"Justin Leonard",61,104.11,6558.76,63,108.33,100.89,"ClubHeadSpeed",2015
183,183,"Heath Slocum",57,103.6,4558.19,44,106.63,98.88,"ClubHeadSpeed",2015
184,184,"David Toms",62,101.87,6315.88,62,105.65,99.13,"ClubHeadSpeed",2015
